2	1	50
3	1	134
5	1	12
6	1	6
8	1	117.25
9	1	131
10	1	84
11	1	56
14	1	1
15	1	87
16	1	31
17	1	145
18	1	153
19	1	132
20	1	65
21	1	33
23	1	135
24	1	4
25	1	64
26	1	77
28	1	68
29	1	58
30	1	139
31	1	30
32	1	162
33	1	100
34	1	128
35	1	72
36	1	16
37	1	105
38	1	148
39	1	108
40	1	119
41	1	137
42	1	159
43	1	25
45	1	152
46	1	63
48	1	80
49	1	52
50	1	14
51	1	26
52	1	57
53	1	34
54	1	151.5
59	1	155
60	1	35
61	1	48
62	1	146
63	1	69
64	1	113
66	1	41
67	1	108
68	1	130
69	1	17
71	1	91
72	1	44
74	1	46
75	1	81
76	1	123
77	1	93
79	1	157
81	1	39
82	1	18
83	1	161
87	1	36
89	1	3
90	1	97
91	1	29
92	1	37
93	1	55
94	1	15
95	1	43
96	1	168
98	1	158
99	1	165
100	1	78
101	1	32
102	1	40
103	1	119.5
104	1	92
106	1	83
107	1	115
108	1	104
109	1	125
110	1	109
111	1	19
112	1	28
114	1	103
115	1	163
117	1	23
118	1	126
120	1	86
121	1	88
122	1	89
123	1	20
124	1	38
125	1	61
126	1	144
127	1	70
129	1	69
130	1	95
133	1	112
134	1	127
135	1	167
136	1	13
137	1	9
141	1	107
143	1	22
144	1	62
145	1	45
146	1	5
147	1	96
148	1	11
3	2	0.729519030404016
4	2	1.47472346326695
7	2	0.146707382791514
8	2	-0.386145288856561
9	2	-0.97437510969795
11	2	-2.39695658359155
12	2	0.641116546151475
13	2	1.14226992432548
14	2	-0.312295240927389
15	2	0.0925475835691668
16	2	0.754032504358363
18	2	-0.813800201825184
20	2	1.1851223627329
21	2	0.713691591827306
22	2	-0.832988090945715
23	2	1.09766487261824
24	2	0.970243276853705
25	2	-0.184250301903365
26	2	-0.772554432589298
27	2	-1.39826008352242
28	2	0.367585798438463
30	2	-0.378156965245405
31	2	0.616886996914984
32	2	1.13856071756147
33	2	-0.465411735486927
34	2	-0.352129882743598
35	2	-0.173751197105872
38	2	1.27058087702645
39	2	-0.465076845190265
40	2	-0.944988116187814
42	2	0.694729641352277
43	2	0.599142913441191
44	2	-0.00951906016526416
45	2	-2.29092919355895
46	2	0.879999008669414
