"","min_x","mlogx","slogx","min_x.1","mlogx.1","slogx.1","min_x.2","mlogx.2","slogx.2","min_x.3","mlogx.3","slogx.3","min_x.4","mlogx.4","slogx.4","min_x.5","mlogx.5","slogx.5","min_x.6","mlogx.6","slogx.6","min_x.7","mlogx.7","slogx.7","min_x.8","mlogx.8","slogx.8"
"1",-4.36830776784631,0.719035899677367,0.108629570577645,-4.66551487764538,0.744253086730057,0.0979376961000802,-1.86447036606465,0.43015321611442,0.15674059678908,-2.65601520396279,0.545763789398536,0.127451357450276,-3.40616346522445,0.631403479255561,0.110786336513501,-5.3811146501136,0.796652406009263,0.0976934971333378,-2.76411051819719,0.556329587393845,0.139609733941102,-0.381805235360969,0.0939019970833727,0.166883101190765,-3.14874531609605,0.603714649861751,0.118154032524847
