19	1	19
20	1	20
25	1	25
30	1	30
35	1	35
41	1	41
46	1	46
59	1	59
65	1	65
70	1	70
73	1	73
78	1	78
85	1	85
103	1	103
107	1	107
108	1	108
111	1	111
126	1	126
129	1	129
135	1	135
141	1	141
142	1	142
144	1	144
167	1	167
1	2	-0.312295240927389
5	2	0.125778184378717
7	2	0.374505586306841
8	2	0.664528876197473
32	2	0.659411166487938
34	2	0.0633464193787045
40	2	0.926588651850045
45	2	-1.07895702372796
66	2	0.328326431568562
67	2	1.16480185479469
83	2	0.675208367142259
87	2	0.0925475835691668
88	2	-0.299842913910708
91	2	0.029330602399005
96	2	0.119815720467598
104	2	-1.04031604000139
110	2	-1.39596003922129
112	2	-0.0027300471815635
133	2	0.947119570283441
146	2	-1.68094149440255
150	2	0.578993416980805
164	2	-0.884620136120237
10	3	0.6612655058965
33	3	1.03454734281011
53	3	-0.191380982013696
54	3	2.27034893112267
69	3	-0.722558177878303
76	3	0.277201312937245
80	3	1.75410204735831
100	3	-0.725557395827273
109	3	-0.935241998022599
116	3	-0.768875187169259
120	3	-0.742168458864823
121	3	-1.05362318810814
130	3	-0.558291582631285
131	3	2.07802965075295
143	3	-0.198092658675978
147	3	1.02107283573454
152	3	-0.501029013342917
153	3	-1.69140549260977
160	3	-0.916928474561709
15	4	0.131293120078883
26	4	-0.749438418369647
28	4	-0.614008324515985
38	4	0.0440368170394419
43	4	-0.209845155354224
48	4	-1.97043983360899
49	4	1.11488477857105
51	4	1.46405767826129
60	4	0.363187407721118
63	4	-2.04966688870377
86	4	-0.151241382935624
92	4	-0.0160393188499734
94	4	-0.887588773604513
101	4	0.157705658435102
115	4	-0.461239153609524
123	4	-0.751305062499023
136	4	-0.258338209010064
139	4	0.348337349404868
149	4	-0.688669095686059
154	4	-0.103537351246469
156	4	-0.276883731579253
158	4	0.440043242482146
163	4	0.333864929475265
2	5	0.18854495792186
6	5	-1.12318698507727
13	5	1.16720057330893
23	5	2.13202794309695
27	5	0.811990691119582
39	5	-1.07927189928093
47	5	0.248503321517791
58	5	0.589501643630408
62	5	-0.897832447049641
72	5	-0.0345840066460458
75	5	-0.0304120595461011
77	5	1.99454788052832
81	5	-0.973949159307532
84	5	-0.00462611008670244
89	5	0.168742141652782
98	5	-1.08918030244813
105	5	-1.39501716387205
106	5	-1.2843866645961
113	5	-0.301267542810957
118	5	0.45977185189657
122	5	-0.792880142463091
128	5	-0.310054346072701
137	5	2.15156100698224
138	5	0.934343133002075
155	5	0.334871042218538
157	5	-0.159128235733379
161	5	-0.305634082389226
4	6	0.280060321709706
14	6	0.492822605742288
18	6	0.789480354559212
21	6	0.718381125333968
24	6	0.324369279398275
44	6	0.265065440450748
50	6	-0.0105433205478212
56	6	-2.28180564608783
57	6	0.369678362683784
61	6	0.1920336987162
64	6	0.618941652927857
68	6	0.415564916382604
79	6	0.461199238000208
93	6	0.558499462731716
114	6	0.5202892150995
124	6	-0.994023057187593
132	6	0.497607761741351
165	6	-1.17824531291374
166	6	-0.202860413245538
9	7	0.368976610299775
11	7	1.04139579056187
12	7	0.778698166164187
16	7	-0.876577037222418
17	7	1.21214771510889
22	7	1.04139579056187
31	7	0.460319511014179
36	7	-0.876577037222418
37	7	-0.876577037222418
42	7	-0.67538576586588
52	7	1.31609902765177
55	7	-0.67538576586588
74	7	0.705186200430823
82	7	0.167785338943236
90	7	0.460319511014179
95	7	0.54643988857602
97	7	0.271736651486119
102	7	1.21214771510889
117	7	1.15735271579697
119	7	1.31609902765177
125	7	-0.67538576586588
127	7	-2.76411051819719
134	7	0.167785338943236
140	7	-0.988235253632902
148	7	-0.497922487589634
168	7	-1.10883531481058
3	8	-0.365646431494211
29	8	-0.0410636739189566
71	8	-2.07767357513572
99	8	1.2402262321481
145	8	-0.315180294498986
151	8	0.738984634176941
159	8	0.882985479409657
162	8	-0.91390592592554
