1	1	10
2	1	58.5
3	1	134
5	1	12
6	1	6
7	1	136
8	1	128
9	1	131
12	1	70.5
14	1	1
15	1	87
17	1	145
18	1	153
19	1	132
21	1	33
22	1	120
24	1	4
25	1	64
26	1	77
28	1	68
29	1	58
30	1	139
31	1	79
35	1	72
36	1	16
37	1	105
38	1	148
39	1	119.666666666667
41	1	137
42	1	159
45	1	152
46	1	63
48	1	80
49	1	52
51	1	26
52	1	57
53	1	34
54	1	151.5
55	1	98
56	1	47
58	1	101
59	1	155
61	1	48
62	1	146
64	1	113
65	1	101.5
68	1	130
69	1	33
70	1	61
71	1	57.5
72	1	44
73	1	94
75	1	81
76	1	123
77	1	93
78	1	156
79	1	157
80	1	160
81	1	39
82	1	18
83	1	161
84	1	76
86	1	2
87	1	36
88	1	143
89	1	3
90	1	97
91	1	88
92	1	37
93	1	55
94	1	15
95	1	27
96	1	168
97	1	60
98	1	158
101	1	32
102	1	40
104	1	92
105	1	43
106	1	83
107	1	115
109	1	125
110	1	109
112	1	28
113	1	116
115	1	163
116	1	64
119	1	90
121	1	88
124	1	38
125	1	61
128	1	151
130	1	95
131	1	74
132	1	140
133	1	112
134	1	127
136	1	13
137	1	9
138	1	102
139	1	118
140	1	110
142	1	51
143	1	22
144	1	62
146	1	5
147	1	96
1	2	0.659911761941249
2	2	-0.437423638090784
3	2	0.729519030404016
4	2	1.47472346326695
5	2	-1.62234289908712
6	2	1.08194669407771
7	2	0.146707382791514
8	2	-0.219987006435335
9	2	-0.97437510969795
10	2	0.323472750172639
11	2	-2.39695658359155
12	2	0.641116546151475
13	2	1.14226992432548
16	2	0.754032504358363
18	2	-0.813800201825184
19	2	-0.728739984934371
20	2	1.1851223627329
21	2	0.713691591827306
22	2	-0.832988090945715
23	2	1.09766487261824
24	2	0.970243276853705
25	2	-0.74300619011357
26	2	-0.772554432589298
27	2	-1.39826008352242
30	2	-0.378156965245405
32	2	1.13856071756147
33	2	-0.465411735486927
34	2	-0.352129882743598
35	2	-0.173751197105872
36	2	1.14581153608671
38	2	1.27058087702645
39	2	-0.465076845190265
40	2	-0.944988116187814
41	2	-1.16628173086502
43	2	0.599142913441191
44	2	-0.00951906016526416
45	2	-2.29092919355895
46	2	0.879999008669414
48	2	-0.304300025304097
50	2	-0.39953115377633
51	2	1.12053160000918
52	2	1.3431772725694
54	2	0.340072670796753
55	2	0.597419090933715
56	2	-0.429438528450722
59	2	0.0117499046510378
60	2	0.477604695713787
61	2	1.18461279591705
63	2	0.371411980698509
64	2	-0.0429126465875436
65	2	0.167922874898351
66	2	0.798469011108851
68	2	1.179212815033
69	2	-0.453597529281182
70	2	0.672836082828754
71	2	0.89458291784777
72	2	0.0453755123241521
74	2	-0.563235108349818
75	2	0.898568767133025
76	2	1.36286606435489
77	2	-0.548421426337691
78	2	-0.121916768752963
79	2	0.583469127986559
80	2	-0.612819623645339
82	2	0.556059039201181
83	2	0.445055547872962
85	2	1.33018046745929
87	2	0.205718302227636
88	2	0.644969915255847
89	2	-1.4510183826231
90	2	-0.18959271119275
91	2	-0.183287789456753
92	2	0.372800026835575
93	2	1.15299936775205
94	2	0.0441567504676329
95	2	0.120600893672028
96	2	0.617397148676762
98	2	0.385766660310801
99	2	-1.943458797495
100	2	0.258625066016639
103	2	0.489164281935837
104	2	0.131215056294825
105	2	-0.466219424767709
110	2	0.00295993600880812
111	2	-2.76795136359929
112	2	-0.912542415129505
114	2	0.420071354144473
115	2	0.178818241371682
116	2	1.083652797884
117	2	-2.63283215045203
119	2	1.24883869256545
120	2	-0.0292788997316791
122	2	0.178121555027666
123	2	0.675706687484472
124	2	0.0279905890852452
125	2	-0.53402517403867
126	2	-1.1540537733685
127	2	-1.03537672348416
128	2	0.643434875534224
129	2	-2.30123113699292
131	2	-0.30689150051603
132	2	1.33446367841829
134	2	-1.24026174937521
135	2	-0.524601074836624
136	2	0.0788637562530708
137	2	-1.32251124749971
138	2	0.360637551707765
139	2	-1.49490640648702
141	2	0.463651976606021
142	2	-0.889650812435191
143	2	-2.67594976726016
144	2	1.45559241804785
148	2	1.16995143204253
2	3	0.4535951389317
3	3	-0.55545840423865
5	3	-0.321839871430721
6	3	-0.0811548957877692
7	3	-1.29990389920056
10	3	0.553265560571709
11	3	-1.83305787990102
13	3	-0.395375601145014
14	3	-1.23208745801615
15	3	-0.148470298450646
16	3	-0.188880550930775
17	3	0.0809235227336416
19	3	0.0851486318041509
23	3	-1.0682563458966
25	3	-1.0553853926115
28	3	-1.65880610406244
29	3	-0.513732292797004
30	3	-1.22994869261897
31	3	2.70145455427353
32	3	-0.552274344436837
34	3	0.453121891297097
35	3	0.920930107396877
36	3	0.836438518317724
37	3	2.24670072843656
39	3	0.32018366262199
40	3	-0.172472130965062
41	3	-0.588110773346602
42	3	-0.905612057116801
43	3	-0.38562343797153
44	3	0.169082215851044
46	3	-0.425213075595858
49	3	-0.188652046567759
50	3	0.617726214452835
51	3	0.0450681638612485
52	3	-0.0994788954282815
53	3	0.625974677665252
54	3	-0.339660786418663
55	3	1.43789326241493
56	3	2.67241287509882
57	3	1.48668264873675
59	3	-0.940564675994328
60	3	1.4587557203443
61	3	1.79436176093004
62	3	0.34636628363684
64	3	0.386085528098017
65	3	-1.62773302596655
69	3	-0.716878968514807
71	3	-0.249435671911257
73	3	0.244392521571667
74	3	1.54116965521843
75	3	1.21250823247479
76	3	0.261100064107624
77	3	-1.30574851179607
78	3	0.404958042120763
79	3	1.09981890582641
81	3	-1.40844412584496
