"","min_x","mlogx","slogx","min_x.1","mlogx.1","slogx.1","min_x.2","mlogx.2","slogx.2","min_x.3","mlogx.3","slogx.3","min_x.4","mlogx.4","slogx.4","min_x.5","mlogx.5","slogx.5","min_x.6","mlogx.6","slogx.6"
"1",0.165925641,-0.179649844834498,0.128696760558842,122.9,2.36539634541136,0.147947893163428,1.181258257,1.78145997550474,0.643488454323081,25.7345768,2.10267194048816,0.2032066037923,0.638229929,-0.0334828340248981,0.0300198026697365,2,1.09776511011977,0.288242857588574,0.048,1.90594611339182,1.02412375479588
