CN,TRE_CN,THRESHOLD_TYPE,PLT_CN,STATECD,DIA,DIAHTCD,TREE_SIZE,TREECLCD,SUBPTYP,HT,ACTUALHT,VOLCFSND,VOLCFNET,VOLCSNET,VOLBFNET,REGIONAL_DRYBIOT,REGIONAL_DRYBIOM,REGIONAL_DRYBIOSL,DRYBIO_BG,DRYBIO_AG,DRYBIO_WDLD_SPP,DRYBIO_SAPLING,DRYBIO_STUMP,DRYBIO_BOLE,DRYBIO_SAWLOG,DRYBIO_TOP,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,VOLBSNET
809331702290487,699056682126144,MICROPLOT,548974818126144,72,1.0,1,SAPLING,2,2.0,,,,,,,8.314769541433579,,,0.3992174658785388,1.3020984815014542,,1.3020984815014542,,,,,FSJMCHAN,2020-12-09 08:30:47,290487,FSJMCHAN,2020-12-09 08:30:47,290487,
809331704290487,699056684126144,MICROPLOT,548974818126144,72,1.0,1,SAPLING,2,2.0,,,,,,,6.430789,,,0.3992174658785388,1.3020984815014542,,1.3020984815014542,,,,,FSJMCHAN,2020-12-09 08:30:47,290487,FSJMCHAN,2020-12-09 08:30:47,290487,
809331705290487,699056685126144,MICROPLOT,548974818126144,72,1.0,1,SAPLING,2,2.0,,,,,,,6.149626470779851,,,0.3992174658785388,1.3020984815014542,,1.3020984815014542,,,,,FSJMCHAN,2020-12-09 08:30:47,290487,FSJMCHAN,2020-12-09 08:30:47,290487,
809331706290487,699056686126144,MICROPLOT,548974818126144,72,1.0,1,SAPLING,2,2.0,,,,,,,5.576137,,,0.3992174658785388,1.3020984815014542,,1.3020984815014542,,,,,FSJMCHAN,2020-12-09 08:30:47,290487,FSJMCHAN,2020-12-09 08:30:47,290487,
809331703290487,699056683126144,MICROPLOT,548974818126144,72,1.0,1,SAPLING,2,2.0,,,,,,,7.523638041301413,,,0.3992174658785388,1.3020984815014542,,1.3020984815014542,,,,,FSJMCHAN,2020-12-09 08:30:47,290487,FSJMCHAN,2020-12-09 08:30:47,290487,
809331708290487,699056737126144,SAWLOG,548974819126144,72,11.0,1,LARGE,2,1.0,,,,,,,,,,166.92987525102387,861.26846082027,,,48.625792078170655,643.8242974905475,,168.8183712515519,FSJMCHAN,2020-12-09 08:30:47,290487,JTURNER02,2020-12-09 09:01:35,290487,
809331709290487,699056747126144,MICROPLOT,548974819126144,72,1.0,2,SAPLING,2,2.0,,,,,,,5.745830110847231,,,1.1262614935593291,3.6734449413677295,3.6734449413677295,,,,,,FSJMCHAN,2020-12-09 08:30:47,290487,FSJMCHAN,2020-12-09 08:30:47,290487,
809331710290487,699056753126144,SUBPLOT,548974819126144,72,5.0,1,SMALL,3,1.0,,,1.0210007182148801,0.9189006463933922,,,,,,12.587635376524318,62.32515372962584,,,5.183434637941591,38.24843812476129,,18.893280966922955,FSJMCHAN,2020-12-09 08:30:47,290487,JTURNER02,2020-12-09 09:01:35,290487,
809331711290487,699056758126144,SUBPLOT,548974819126144,72,5.0,1,SMALL,3,1.0,,,1.5105840554093442,1.5105840554093442,,,,,,18.62357288869448,92.21088858734252,,,7.668960047374979,56.58906966940587,,27.952858870561677,FSJMCHAN,2020-12-09 08:30:47,290487,JTURNER02,2020-12-09 09:01:35,290487,
809331717290487,699056805126144,MICROPLOT,548974820126144,72,1.0,1,SAPLING,2,2.0,,,,,,,5.442157,,,0.3992174658785388,1.3020984815014542,,1.3020984815014542,,,,,FSJMCHAN,2020-12-09 08:30:47,290487,FSJMCHAN,2020-12-09 08:30:47,290487,
