"sp","total_hab_raw","fcover_51_raw","fcover_77_raw","fcover_91_raw","fcover_00_raw","tot_change_raw","total_hab","fcover_51","fcover_77","fcover_91","fcover_00","tot_change"
"SENSIA",26610.8757258486,4153.76661925577,8399.45708787069,11610.9503225405,11642.176435234,7488.40981597826,41381,6460,13071,18074,18116,11656
"SIDCUB",15104.6202082727,2767.58200859465,5123.03350771032,6387.81778216548,6544.76987347379,3777.18786487915,7987,2818,4347,3740,4148,1330
"SIDFOE",18881.4935178235,3197.55847548507,5770.6134777274,6460.13566105068,6845.78133014403,3648.22285465896,18049,3348,5374,4463,5158,1810
"SIDOBO",8949.98855082598,1606.68522523949,2585.90939544141,2189.59124809736,2531.48774510948,924.802519869991,5364,838,1361,935,1196,358
"SIDPOR",25690.2880213037,4396.59662619233,8503.36158545315,11425.7334924787,11461.0485735759,7064.45194738358,15486,3320,5450,5660,5891,2571
"SIDSAL",22786.6797965541,3742.66118603759,7216.02862302773,8739.96067355014,9018.17014962994,5275.50896359235,14362,3058,4882,3970,4516,1458
"SIMTUL",17527.2664850801,2997.20857641287,6012.48311752453,9091.03086981177,8946.28023147956,5949.07165506668,13723,2262,4058,8198,7974,5712
"SIPDEN",14063.250214871,2125.78046366759,4803.22623014729,8182.36497317813,7808.78754414152,5683.00708047394,8370,1750,3239,5363,4953,3203
"SLOAMY",16733.4828736819,3474.27709202468,6672.56864144467,8897.41077845916,8931.84481023066,5457.56771820597,8102,2852,4418,3800,4231,1379
"SLOBER",7126.6910784967,1225.28487309773,2880.87695431145,4119.31790520831,3790.75039489119,2565.46552179347,11183,1873,4613,6259,5761,3888
"SOLENS",18296.2945392709,3388.60256686807,6917.35111562349,9655.54980371334,9656.67228096724,6268.06971409917,27399,5123,10466,14612,14609,9486
"SOLRUG",14320.1299030755,1851.5395247788,4525.05866549346,8035.00656936785,7678.25321191796,5826.71368713916,14928,1748,4763,9108,8643,6895
"SOLTOR",26230.2197742835,3266.44679559022,7315.43241161108,11151.9814786091,11068.9227793291,7802.4759837389,23009,1893,5415,8985,8996,7103
"SPACAM",26924.2835885175,4148.88178850338,8271.39741133526,11444.5133446492,11463.149850443,7314.26806193963,20067,3044,5573,7077,7422,4378
"SPOMOM",27099.6617278252,3998.4815259967,8244.88929362968,11695.424670836,11699.0151770767,7700.53365107998,34532,3970,9139,14807,14476,10506
"STAMON",10912.2480253424,1498.32587307226,2660.20855573006,3372.71402456448,3616.34109593788,2118.01522286562,6774,678,1099,1197,1413,735
"STEACU",7931.99867067253,1245.82125020307,2208.46778138075,2424.85352444393,2634.16825125017,1388.34700104711,6754,925,1682,1763,1980,1055
"STESIN",8031.99901328702,2043.65666230116,3563.21582061984,3931.27973664273,4095.15909090545,2051.50242860429,11713,3050,5311,5833,6079,3029
"SURMAR",1660.96248195916,200.365149815141,299.254669304935,197.777631742482,259.362478753114,58.9973289379728,1045,144,205,128,155,11
"SWIMAC",26499.4753264384,4118.29583882634,8347.14677360095,11571.4758842764,11594.8117275415,7476.51588871516,33722,3935,9057,14687,14309,10374
"SWIMAH",25749.2220184729,3862.05861418694,7773.11870197952,10437.4053536206,10642.1641506404,6780.10553645343,29814,4250,8392,10119,10837,6587
"SYMMAR",26287.7378653511,4338.10611248761,8499.98515347391,11540.7042343169,11570.7668379471,7232.66072545946,22368,4502,7918,9287,9314,4812
"SYMMIC",8733.28238357599,1116.08548375738,2601.4490103241,3121.99242112584,2879.13669068457,1763.05120692719,11057,1394,3235,3778,3411,2017
"SYZJAM",23293.1024386249,3565.49085205421,7435.39780728891,10725.7085303515,10525.6028567068,6960.11200465262,17092,2575,5985,9145,8494,5919
"SYZMAL",15858.1416268311,2077.11245994456,5116.62608155794,8987.15534438007,8601.28847025987,6524.17601031531,23910,3131,7759,13691,13091,9960
"TABCIT",20594.3654229343,3485.87901706621,7418.07917070016,11315.9828226641,11086.7326777913,7600.85366072506,23910,3131,7759,13691,13091,9960
"TABHAE",19293.1363137942,2265.19325502962,5060.19223780185,8419.24126518704,8436.2540946696,6171.06083963998,23027,2783,6227,11167,11232,8449
"TABHET",27664.841664046,4380.35544526577,8751.79973745346,11953.3981359899,12034.4163592756,7654.06091400981,36439,5412,11118,14909,15145,9733
"TABKAR",5012.36472759733,1685.13800928148,2684.49424773036,2284.48313240288,2563.95736653602,878.819357254542,5023,1911,3002,2604,2912,1001
"TABRIG",4780.49393507222,794.008623324566,1915.34168022161,2545.94724320453,2287.37282746134,1493.36420413678,8327,1150,3193,4267,3729,2579
"TABSCH",11493.3754883922,1792.87252447987,3913.0639904316,6482.91458748945,6185.21686267911,4392.34433819924,15597,2400,5728,9617,9102,6702
"TAMIND",17574.1956616619,1952.82258208445,4410.87042549043,6138.3452259351,6456.81595040322,4503.99336831877,16134,1463,3631,4992,5540,4077
"TECGRA",24307.5834662355,4019.55689984746,7826.38465454243,10331.6320158578,10474.6510396469,6455.09413979948,37770,6262,12178,16041,16268,10006
"TECSTA",16706.8397121422,1580.95524903032,4266.06816115084,5739.93720183311,5963.3868319441,4382.43158291378,15192,893,3366,4124,4443,3550
"TERCAT",27103.8708239496,4362.28116758168,8678.97489738464,11921.9019719362,11959.2821917236,7597.00102414191,41381,6460,13071,18074,18116,11656
"TERSTA",13630.9456075132,2592.72569463402,4659.77023746818,5574.82327888906,5751.85282114148,3159.12712650746,10359,2798,4776,4944,5266,2468
"TETBAL",25933.3440279067,3953.40284994245,7969.28987789154,11178.9904793203,11205.1549246311,7251.75207468867,30921,3772,8246,12774,12628,8856
"TETCRO",12211.0568765295,1708.83619800722,3820.19986091036,7374.47514370963,7152.20467956574,5443.36848155851,8583,1265,2269,5748,5537,4272
"TETELA",26733.5715866382,3941.70480373362,8333.30457302136,11170.5205994989,11244.5259819771,7302.8211782435,21188,2911,7030,7169,7349,4438
"TETURB",22192.0849016886,2613.61719871499,5989.58524808288,9687.85733923875,9443.54702556133,6829.92982684635,24026,3139,7769,13711,13108,9969
"THEGRA",26890.5499982983,4224.2407790944,8425.4834421128,11471.3973225728,11579.9501459673,7355.70936687291,26671,3814,7185,8356,9039,5225
"THEPOP",16233.7979469824,1666.90551816451,3487.64761782892,4724.71663878683,4994.23926472419,3327.33374655969,18859,1536,3202,4427,4830,3294
"THOPOR",5125.77937952534,717.02209724096,1300.06293482485,1156.58433321232,1357.02924103037,640.007143789405,5178,710,1272,876,1126,416
"THOSTR",21407.5421774611,3537.2316699326,6793.97357558459,8460.81626265496,8792.67174532264,5255.44007539004,15377,3132,5018,4948,5583,2451
"THRMOR",21577.8593006991,3665.27618962526,6780.41166362539,8406.43359243497,8708.74562794343,5043.46943831816,5970,1006,1631,1432,1664,658
"TOUFIL",24112.328500731,3372.87457212817,7178.20041609567,9997.1433502502,10150.7754038126,6777.90083168447,18332,1452,4573,7923,7940,6488
"TRELAM",12086.200450127,2134.07324660663,4312.45781642478,6755.01116907084,6680.83694770467,4546.76370109804,7504,1100,2135,4438,4429,3329
"TREMIC",19690.2110153297,2451.26276414748,5343.48245101795,8272.72982408945,8147.87671644427,5696.61395229679,30111,3737,8164,12654,12461,8724
"TRIHIR",20879.5402289632,2625.69626220401,5878.32119397521,7178.1210572805,7492.00551590572,4866.30925370171,26289,2955,7230,8110,8636,5681
"TRIPAL",21145.844485498,3512.79776802007,7342.82645898871,9985.99317981396,9834.02743404172,6321.22966602165,12917,1936,4728,5814,5567,3631
"TRITRI",16927.4264793238,3205.52427446563,6406.10623857286,8928.09680414945,8966.47694297694,5760.95266851131,1789,482,800,574,676,194
"TRORAC",15154.8681361079,2945.17835144803,5584.62884367781,6345.87651268195,6456.15209317405,3510.97374172602,17472,3032,6112,6325,6304,3272
"TUROCC",17097.2913049348,3363.09682058636,6760.6427835091,10050.753517705,9748.7502588192,6385.65343823284,14187,3022,5937,9637,9046,6024
"UREBAC",21516.1567981304,3927.37107909285,7261.33260216378,10772.5101066839,10579.4989649991,6652.12788590626,13496,3688,5411,9022,8839,5151
"VACFAR",17701.1109506614,2191.9726664593,4829.85427232943,6717.6463359409,7019.67744101032,4827.70477455102,17076,1596,4265,6501,6963,5367
"VARBEL",17157.0858349279,3345.33492748067,6622.97601189092,9134.23692464083,9142.09273224697,5796.7578047663,559,335,414,433,441,106
"VARPOL",26890.6290207803,4287.72637149692,8533.30655828118,11833.6241333783,11864.6648995876,7576.93852809072,25028,3326,7076,11905,11367,8041
"VARRUP",2215.87347473705,663.36989370457,1063.52694459715,863.977334487921,974.110517774621,310.740624070051,1430,426,645,470,541,115
"VITDIV",20477.1026858971,2904.63011686364,6351.59389087278,9685.88263772568,9576.09810568159,6671.46798881795,20434,2625,6524,11325,10952,8327
"WALLAM",26509.0110667944,4351.90193921328,8586.84418308735,11673.900182426,11732.7205454111,7380.81860619783,7543,2517,4004,3367,3790,1273
"XYLBUX",20580.5097449254,3420.69917896204,6325.78923399374,7429.12418382056,7777.52945311554,4356.8302741535,18049,3348,5374,4463,5158,1810
"XYLSCH",14737.1222461388,2854.78804291412,5683.33601120487,7968.65201824158,7945.75908897445,5090.97104606032,559,335,414,433,441,106
"ZANFLA",17862.5967793092,3407.65710790083,6045.64654092863,6777.11671050638,7143.77319034562,3736.11608244479,7543,2517,4004,3367,3790,1273
"ZANMAR",25215.6362443566,4078.96343129873,8408.09528812766,11194.9945850968,11234.058472611,7155.09504131228,19377,3129,7481,8995,9016,5887
"ZANMON",13612.9530302704,1417.17969721274,4189.2088661496,5687.87642816663,5943.99463924151,4526.81494202876,13523,1032,4089,5767,5996,4964
"ZANPUN",9143.84751841513,1494.53692427668,3168.95821482822,4744.65441155032,4756.63520831353,3262.09828403685,4333,568,1209,1514,1746,1178
"ZAPPOR",23886.1422244105,3639.50410506129,7314.05926932581,9707.28255243041,9926.72498724982,6287.22088218853,7897,876,1947,1448,1930,1054
"ZIZRET",8244.87385043362,1042.52914600237,2124.40620588697,2297.22248047683,2575.44879158027,1532.9196455779,4552,563,940,546,762,199
