"sp","sum","sum.1","sum.2","sum.3","sum.4","sum.5","sum.6","sum.7","sum.8","sum.9","sum.10","sum.11","tpa2004","tpa2009","tpa2014","tpa2019","tpa_gs_2004","tpa_gs_2009","tpa_gs_2014","tpa_gs_2019","tpa_diam2_2004","tpa_diam2_2009","tpa_diam2_2014","tpa_diam2_2019","tpa_seedlings_2004","tpa_seedlings_2009","tpa_seedlings_2014","tpa_seedlings_2019","nPlots2004","nPlots2009","nPlots2014","nPlots2019"
"DITMYR",5709.90275272459,942.392676370655,2004.73772210908,2578.5704874182,2356.30953381844,1413.91685744778,2580,842,1445,1896,1602,760,0.709258204186922,0.703054254512936,0.732254205188238,NA,NA,NA,NA,NA,NA,NA,0.380263582887692,NA,NA,9.13970536024936,NA,NA,1,1,2,NA
"DRYALB",26930.3905768991,4305.85781687498,8604.81631302834,11498.16170156,11565.6709058285,7259.8130889535,18936,3764,5913,5044,5694,1930,2.83703281674769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"DRYGLA",14998.557894839,2727.98031750321,5696.21840385906,8622.08491739258,8276.73529968783,5548.75498218462,13724,2487,5685,9437,8643,6156,0.440100754931775,0.351527127256468,0.0282729605871451,0.0310021386630984,0.0569811018922092,NA,NA,0.0310021386630984,0.0854716528383138,NA,0.0282729605871451,0.0310021386630984,1.418516417835,0.703054254512936,0.386782891330494,0.771923154045485,3,1,1,1
"DRYILI",12478.3664626614,2309.36527500674,3749.10625985404,3207.64971985621,3630.90191475395,1321.53663974721,12797,2603,4147,3481,3919,1316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ELAXYL",20414.0265632454,2991.93199834569,5895.97272635785,7227.75658876388,7563.39969767232,4571.46769932663,16483,2227,3949,3796,4256,2029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ERIFRU",15591.6155830007,2261.07787935715,4303.17082519364,4846.05209262762,5181.8325200472,2920.75464069005,15245,2150,3568,2942,3380,1230,1.41851640837384,0.703054254512936,0.735031314312562,0.03326500369602,NA,NA,NA,NA,NA,NA,0.0310500697114688,0.03326500369602,NA,NA,5.345375961205,NA,2,1,2,1
"ERYARE",5610.54628797602,710.38888954642,1379.71345665431,1254.15557050788,1503.80322137092,793.414331824499,5500,706,1241,774,1044,338,NA,0.819342315963987,2.31695514866449,2.52436041003091,NA,NA,NA,NA,NA,0.409671157981994,0.417832961041963,0.48090377303012,NA,0.819342321428799,19.7769915309438,NA,NA,1,3,3
"ERYBER",20334.5524028763,2405.97095696861,5504.86404858949,8535.97357195569,8377.06407815404,5971.09312118543,31359,3704,8488,13177,12929,9225,4.32430601409606,3.86679839982115,3.9284427664803,NA,0.0343783944872623,NA,NA,NA,1.48727319734837,3.51527127256468,3.57645214417975,NA,1.06388731101096,60.0450062640046,0.351990622300547,NA,2,1,1,NA
"ERYBRE",23178.1662621051,2907.96492147818,6227.14516515285,7841.84469697252,8129.20625974983,5221.24133827165,18204,1928,4008,3178,3724,1796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ERYPOE",26205.6254139505,4051.45322139934,8221.31114439294,11052.8254224509,11138.0449558981,7086.59173449874,30898,3352,8078,12745,12492,9140,1.95983687634983,2.94067185601504,2.62737633281469,1.40590183265021,0.284905509461046,0.19763963273755,0.141364802935726,0.155010693315492,1.25057867216291,1.88609047424564,2.27538571051415,1.40590183265021,8.1564693718025,0.351527127256468,24.4961066853163,11.1479455035058,11,15,16,9
"ERYROT",19771.1335876845,2475.72783706104,5222.90184981073,6443.61852322705,6830.38178075803,4354.65394369699,15696,1565,3046,3231,3699,2134,NA,3.86679839982115,3.87189684530601,4.63153889338169,NA,NA,NA,NA,NA,0.351527127256468,0.351990622300547,0.385961574448474,NA,10.6039578953116,13.3675078289259,NA,NA,4,4,5
"ERYRUF",25265.7699783314,4031.41563826986,8045.38318780623,10635.7784703262,10750.8970715124,6719.48143324256,18936,3764,5913,5044,5694,1930,0.428242994062336,0.409671157981994,0.738773513631041,1.24312129691424,NA,NA,NA,NA,NA,NA,0.386782891330494,0.41437376563808,NA,NA,28.6852018928196,NA,1,1,2,2
"ERYURB",19990.1579544283,3406.41215726361,6387.27410793677,7824.65452733636,8037.34399789199,4630.93184062839,18936,3764,5913,5044,5694,1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EUGAXI",22921.0263355328,3156.55059756432,6482.45642156247,8307.39204730932,8604.78800482396,5448.23740725964,14211,1899,3337,2952,3408,1509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EUGBIF",23514.0213924944,2907.88686465472,6562.45902010053,8273.4212127775,8445.58942206576,5537.70255741104,20556,2036,5115,5560,5780,3744,8.54339722673851,9.02237117986535,9.50090950673547,11.5254851769982,0.0628689454333669,NA,NA,NA,1.73183039499387,4.21994240262916,3.44748438956628,2.94909396556296,0.428242994062336,8.14326799513788,2.11194374319404,0.385961574448474,14,11,13,16
"EUGBOR",3010.79060666594,698.914851106757,1371.41910315647,1728.80033185074,1570.68992191395,871.775070807196,6101,1244,2852,3444,2978,1734,1.85861716330562,1.43434274227409,1.08424482748878,1.5438462977939,0.0284905509461046,0.0282342332482215,NA,NA,0.794729857025236,0.0282342332482215,0.0282729605871451,NA,4.25554923931327,6.38563235416634,15.4487272477848,1.21470911125218,4,4,3,3
"EUGCON",7473.3213869771,1605.89154303726,2990.51644868869,3915.26565614156,3945.68557219859,2339.79402916133,582,359,422,448,453,94,0.383119653039566,1.08281561501763,0.0282729605871451,0.0310021386630984,0.0284905509461046,NA,NA,NA,0.0284905509461046,0.731288487761158,0.0282729605871451,0.0310021386630984,20.4686095994276,3.51527129132148,1.75995311619811,41.4801708875061,2,2,1,1
"EUGCOR",17049.7909330856,1967.47111020144,5292.22821311234,9306.81467222003,8974.28817619802,7006.81706599658,14201,1274,4000,8354,8343,7069,0.0569811018922092,NA,NA,NA,0.0569811018922092,NA,NA,NA,0.0569811018922092,NA,NA,NA,12.9407562459421,NA,NA,NA,1,NA,NA,NA
"EUGDOM",27533.1080627888,4139.71286337823,8707.71471761912,11951.5925345123,11846.652038835,7706.93917545676,23984,3408,7909,9302,9125,5717,NA,NA,NA,1.15788472334542,NA,NA,NA,NA,NA,NA,NA,0.385961574448474,NA,NA,NA,NA,NA,NA,NA,1
"EUGEGG",19858.1603361135,2442.34110162035,5813.17224214226,9453.17398468032,9102.58928673249,6660.24818511214,9742,1985,4163,6754,6150,4165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EUGFOE",11065.3633052509,2010.51023721951,3236.50771372113,2711.95662831003,3103.60627080058,1093.09603358107,18403,3415,5502,4602,5248,1833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EUGLIG",14139.618246569,1879.19132696585,3813.3826364025,4051.64636201708,4402.89423024031,2523.70290327446,14659,2006,3620,2819,3362,1356,NA,3.01488334347654,1.86432991859258,3.22975355153582,NA,0.0282342332482215,NA,NA,NA,0.0282342332482215,NA,NA,NA,1.0545813864586,NA,NA,NA,2,3,4
"EUGMON",28350.5118462443,4311.70334893465,8892.88367134333,12179.7500441968,12239.9858980477,7928.28254911304,36667,5136,10930,15247,15513,10377,12.3201620557813,23.4007937814484,23.3139440405266,20.1729321258913,NA,NA,NA,0.0665300073920401,1.52062085128882,4.12760875597147,6.20964055592068,4.97836976645282,3.54629103985692,0.351527127256468,15.4875874563502,12.2489307672726,12,22,22,22
"EUGPAD",8434.48812662438,2001.0422086753,3562.49622038007,4349.42428361997,4420.67104059085,2419.62883191556,8611,2937,4497,3917,4341,1404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EUGPSE",17810.8278712752,2705.94983891293,5494.38671982545,6123.29329438304,6276.75219225919,3570.80235334625,20162,2957,6280,6525,6572,3615,0.0569811018922092,3.98042351836889,1.82953764956263,1.98663225462158,NA,NA,NA,NA,0.0569811018922092,1.22901347394598,0.351990622300547,0.385961574448474,22.4286877572971,4.56985266371248,1.09076413593159,58.8886631367069,1,3,3,3
"EUGRHO",15373.0641817469,2301.94926389214,4671.24496096931,5866.66841503978,6159.17608234938,3857.22681845725,10103,1050,2576,2335,2889,1839,5.11203521324621,2.22545082498986,5.48861294868788,5.78942361672711,NA,NA,NA,NA,0.354629102093461,NA,1.93391445665247,NA,8.15646939545539,8.60842025342294,NA,12.3507704595792,4,3,4,6
"EUGSTA",10768.630690001,2167.29558029864,4363.79850293137,6799.34194967244,6375.78731402243,4208.49173372379,8470,2007,3672,6052,5383,3376,NA,0.0282342332482215,0.0282729605871451,0.0310021386630984,NA,NA,NA,NA,NA,0.0282342332482215,0.0282729605871451,0.0310021386630984,NA,22.4950732874674,2.11194374319404,NA,NA,1,1,1
"EUGSTE",17331.1378640644,2126.16463540308,5535.22407151666,9688.98791794572,9289.01590544265,7162.85127003957,20368,2327,6410,11793,11393,9066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EUGWOO",5638.26592886465,944.07755318423,1923.87798781617,2485.64276145893,2587.87755794007,1643.80000475585,2895,553,900,705,829,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EUPPET",14570.0957304143,1721.2497714529,3746.58845692662,4784.41930712956,5122.30202889976,3401.05225744686,3623,488,752,428,599,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EXOCAR",16434.5008682571,2328.31292302907,4714.27798642684,5799.23058825079,6124.89913010504,3796.58620707598,11571,1290,3012,2718,3323,2033,11.0219927158434,7.26311866803146,9.09985736189759,12.1094597113242,NA,NA,NA,NA,1.44700695931995,0.703054254512936,2.16848965497757,3.50465630869936,5.67406565714827,85.7593047220917,11.6423470113223,1.15788472849396,10,8,12,11
"EXOPAN",22694.2504835278,3777.91621908359,7312.56707395054,9015.92955119349,9195.25479781628,5417.33857873268,9242,2354,3645,3078,3453,1099,NA,2.10916276353881,2.11194373380328,2.31576944669084,NA,NA,NA,NA,NA,0.351527127256468,0.351990622300547,0.385961574448474,NA,0.761198285238462,1.40796249389757,NA,NA,2,2,3
"FAROCC",26059.9886899665,3899.83261784911,8271.96182904392,11594.1381984055,11432.7219792306,7532.88936138153,23416,3546,7695,8566,8470,4924,2.12777461256077,1.40610850902587,3.87189684530601,5.01750046783016,NA,NA,NA,NA,NA,NA,0.703981244601093,0.771923148896948,NA,NA,11.08567068858,NA,3,4,8,7
"FICAME",19977.6780617852,3489.07081630267,7391.6393586183,10123.3842715677,9825.25924754981,6336.18843124714,14112,2436,5903,7603,7105,4669,0.0284905509461046,0.0282342332482215,0.0282729605871451,0.0310021386630984,NA,NA,NA,NA,0.0284905509461046,0.0282342332482215,0.0282729605871451,0.0310021386630984,0.354629102093461,96.645993970385,49.9826686718774,2.31576946213646,1,1,1,1
"FICCIT",26462.0696685538,3979.5774776414,8270.92706628144,11158.2277066633,11298.6473655179,7319.06988787651,10347,2740,4383,3627,4153,1413,2.03544831252341,1.40269869189017,1.46012464249464,2.01566697283914,0.0284905509461046,NA,NA,NA,0.971561006243022,1.40269869189017,1.1081340201941,1.24374382394219,9.92961491065327,24.6015731291866,0.351990622300547,5.78942365276687,10,11,11,12
"FICCRA",25457.7879453748,3878.97922999412,7957.32873953879,10647.3683279455,10749.9239951596,6870.94476516545,38806,5923,12141,16198,16364,10441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FICTRI",21106.3138448279,3371.24622778036,6990.08540281374,10064.7684107143,9803.3008355191,6432.05460773874,10167,1488,3468,5131,4834,3346,0.0284905509461046,0.056468466496443,0.0565459211742903,0.0620042773261967,0.0284905509461046,NA,NA,NA,0.0284905509461046,0.056468466496443,0.0565459211742903,0.0620042773261967,2.48240372884596,0.703054254512936,6.18852629740436,2.37259383936713,1,2,2,2
"FORSEG",7639.92714616563,1126.95247151377,2099.47754252702,2061.84743892169,2323.52299953625,1196.57052802248,3291,516,769,482,637,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GARHES",5205.78689083991,1084.40659639273,2035.29931824513,2525.39425452953,2571.53734256765,1487.13074617492,3946,596,1329,2000,1995,1399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GARPOR",19576.4709500466,2905.56274449732,6697.69461982418,10406.5932128774,10160.6755993953,7255.11285489798,8805,999,3093,4103,3688,2689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GAUATT",22927.6950937635,2811.93937578099,6006.30610663258,8227.14362189686,8432.15038138255,5620.21100560157,12935,934,1717,2578,2822,1888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GENAME",18671.3279771736,2139.59534231725,5221.35266118834,7027.89617066365,6824.10333265411,4684.50799033686,21540,2253,6228,7932,7635,5382,2.48240371465423,NA,NA,NA,NA,NA,NA,NA,2.48240371465423,NA,NA,NA,0.7092582089175,NA,NA,NA,1,NA,NA,NA
"GESPED",21475.9796483541,3450.90504142148,7118.34981155554,11054.7774514817,10924.2384860734,7473.33344465188,18012,3280,6146,10313,10263,6983,2.56945796437401,NA,NA,NA,NA,NA,NA,NA,0.856485988124671,NA,NA,NA,20.7157157952395,NA,NA,NA,1,NA,NA,NA
"GOEELE",4550.33404727764,775.268430279982,1811.93536147397,1885.31146628088,1859.16044063304,1083.89201035306,9142,1587,3801,4014,3966,2379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOMLIN",16259.0460962495,2073.65767216915,5290.97811242798,9198.19372576848,8789.42036021827,6715.76268804912,9638,1491,3806,6409,5897,4406,0.709258204186922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"GONHIR",23673.7052571028,4068.29639686644,8191.31560639665,11690.3962154686,11477.2941402793,7408.99774341285,26245,5070,10027,15738,15031,9961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GONPOR",17884.4362564485,2134.87217461946,5072.58625214826,7650.78743557306,7334.68742394191,5199.81524932245,847,590,731,783,749,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOSHIR",10749.4887551322,1156.94488498743,2367.01588621235,3016.53738653928,3234.94855404156,2078.00366905413,15478,1348,2716,3574,3987,2639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GUABLA",26213.6188867092,4130.11019004136,8521.60617829114,12143.01818005,12038.9157924056,7908.80560236424,7518,1774,3241,5433,5075,3301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GUACAR",19813.997869391,3462.44708884601,7437.22699034121,10398.4117689952,10210.6484295502,6748.20134070423,17973,3549,7619,8817,8585,5036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GUAFRA",27622.2755540907,4060.82879108191,8634.79850484431,11432.7636155635,11446.8714739829,7386.04268290102,19450,2503,5584,6004,5953,3450,3.52757861286612,10.470124137087,12.9110955392733,15.1103481763795,0.0284905509461046,0.112936932992886,0.0848188817614354,0.0620042773261967,1.68081921042994,3.85191569284299,6.78808588404426,8.37852826361778,0.354629102093461,1.4642525444406,7.10939700285235,8.96235280132933,13,29,33,35
"GUAGLA",14982.5550037324,2799.71836305968,5778.44564777426,8691.65698738955,8366.65676060878,5566.93839754909,9920,2063,4267,6927,6300,4237,2.03433549818947,1.75763563628234,2.46393435610383,2.31576944669084,NA,NA,NA,NA,0.46859130587788,0.703054254512936,0.703981244601093,NA,14.1851641641583,11.2435422231028,1.54713157564097,5.01750049872139,4,4,5,5
"GUAGUI",23073.9854559936,3709.72665774077,8118.00659888983,11650.5101525374,11478.0353711993,7768.30871345848,28130,4605,10228,15139,14823,10218,68.9353872430989,74.1948086771722,81.8103031607381,79.7471769489127,2.17705755898627,1.15760356317708,0.622005132917193,1.96444906093981,25.8242766748487,35.8281966042016,39.8312460958865,43.7557048494298,1.41851641310442,3.16374415937581,3.30708469653446,10.1486497423651,74,87,96,93
"GUAOBT",10323.3336880803,2376.76344244462,3732.16985927243,3279.23173295613,3655.26653525466,1278.50309281005,8490,2930,4485,3901,4325,1395,NA,0.819342315963987,0.773565782660989,1.24312129691424,NA,NA,NA,NA,NA,0.409671157981994,0.386782891330494,0.41437376563808,NA,4.8024287873902,36.2550343129439,39.3514777023002,NA,1,1,1
"GUAOFF",6242.43475880342,744.690653799273,1599.65103936374,1471.65915487711,1726.87346162153,982.182807822254,8876,986,2244,1735,2193,1207,0.772127149620289,0.0893559553157194,0.0875959908857591,0.0952692810222168,NA,NA,NA,NA,0.0628689454333669,0.0893559553157194,0.0875959908857591,0.0952692810222168,2.1277746267525,1.40610851371507,0.703981249296475,25.4970822302996,3,2,2,2
"GUASAN",2960.08438711074,483.842300251694,888.301610197872,669.663439051452,809.873463010081,326.031162758387,1472,387,572,387,451,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GUAULM",23621.7988089323,2969.50366361439,6795.11865946651,10010.6940052658,10091.5467105657,7122.04304695129,16890,1647,4467,7492,7744,6097,1.87817344906085,2.13647405652204,3.43924573560607,4.42557902070317,0.0284905509461046,0.0282342332482215,0.0565459211742903,0.0952692810222168,1.52354434696739,2.13647405652204,2.27889706161459,2.38212238370238,0.354629102093461,8.14326799982708,4.11544274353002,2.70173103143639,10,14,19,18
"GUEELL",4570.91425553978,644.689497358256,1281.83157834654,1145.14442534794,1346.62586528714,701.936367928886,7098,892,1892,1373,1766,874,0.354629102093461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"GUEKRU",14096.0125746159,2114.4899730077,4147.31765831355,4721.83688157517,5011.31128703151,2896.82131402381,4483,649,1056,685,882,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GUEOVA",24653.8302402571,4045.24609944224,8231.62722473592,11321.4990690425,11304.0554830804,7258.8093836382,21463,4120,8664,11597,11591,7471,NA,0.351527127256468,0.0282729605871451,0.450228716807592,NA,NA,NA,NA,NA,0.351527127256468,0.0282729605871451,0.0642671423591184,NA,5.68257808558581,7.74379373287046,1.15788472334542,NA,1,1,3
"GUEPUN",16313.2987342812,2976.43437112868,6115.32461600192,8751.9739554245,8652.98901100084,5676.55463987216,582,359,422,448,453,94,NA,4.56985265433408,6.05342511716919,5.84624799910632,NA,NA,NA,NA,NA,1.0545813817694,1.75995311150273,2.31576944669084,NA,1.52239658063093,2.8507172521297,1.54384630809097,NA,2,3,2
"GUESCA",16321.4773270596,2687.7912391388,5033.66905399359,5816.136530151,6080.64467560034,3392.85343646153,13332,2671,4368,3937,4303,1632,23.8364591434462,28.6424300770277,29.5162183592685,35.9904086953403,NA,0.0282342332482215,0.0565459211742903,0.0310021386630984,1.83601445590067,3.04441970383765,3.19057415678845,3.77331576677328,2.48240372884596,0.409671157981994,42.5090771084133,22.4710080052271,18,23,24,22
"GUEVAL",18037.9640922304,2770.50736375526,6350.60101471469,9718.98515890539,9507.53083776683,6737.02347401157,13198,1732,4935,7302,6908,5176,NA,NA,0.0282729605871451,0.0310021386630984,NA,NA,NA,NA,NA,NA,0.0282729605871451,0.0310021386630984,NA,NA,0.738773513631041,2.34418164817752,NA,NA,1,1
"GYMLAT",16688.8874139488,2913.31879030913,5005.71636472642,5147.65007296205,5568.93864599988,2655.61985569075,18493,3344,5424,4529,5205,1861,NA,2.04835578990997,1.54713156532198,3.56148069107858,NA,NA,NA,NA,NA,0.819342315963987,0.773565782660989,0.416963713111572,NA,0.761198285238462,34.8389359198017,1.18629691453503,NA,1,1,4
"GYMLUC",19180.4030684401,2848.78782554494,5982.4732234179,7145.19371117826,7464.73359675269,4615.94577120775,8046,1751,3098,2296,2729,978,14.2942419459657,11.6914267190082,11.6467406056295,17.8678811893882,NA,NA,NA,NA,1.27987187919266,0.735941743332212,1.08702193661311,1.15788472334542,2.12777461729135,26.242920678245,40.5485063233057,0.771923154045485,3,9,10,10
"HAESAL",4226.31817316316,1047.16242361825,1922.50594893598,2753.66576031479,2543.11833264417,1495.95590902591,11195,2118,4807,7624,6877,4759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAMAXI",28002.1122354046,4364.80592705309,8873.03036677837,12079.5712864026,12104.2602815479,7739.45435449481,22713,3932,6864,7146,7608,3676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAMPAT",26683.8526147008,4286.7095759511,8859.46873980761,12368.7077409923,12340.4692661464,8053.75969019532,26038,4287,9321,13847,13920,9633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEDARB",3357.28952171706,765.621999595239,1517.54974480732,1949.16428604616,1764.58218328888,998.960183693644,3539,1045,1868,2330,1995,950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HELJAM",18003.3715171865,2473.43274214631,4823.91245315457,5782.12346804282,6163.30007921671,3689.86733707041,17418,2376,4143,4159,4658,2282,NA,NA,0.703981244601093,1.15788472334542,NA,NA,NA,NA,NA,NA,0.351990622300547,0.385961574448474,NA,NA,1.05597187159702,6.58975898255635,NA,NA,2,1
"HENFAS",18523.8906893786,2530.96489226539,6212.40959220193,10304.2341363803,9934.81137762126,7403.84648535587,24811,3045,8023,14152,13490,10445,0.0284905509461046,NA,NA,NA,NA,NA,NA,NA,0.0284905509461046,NA,NA,NA,1.63935808999302,NA,NA,NA,1,NA,NA,NA
"HENSQU",8796.02001957782,1606.55468431208,3392.93260113848,5497.87619748665,5144.30139043275,3537.74670612067,5054,1598,2503,3709,3313,1715,1.94408881614393,2.60186105703638,0.521628385823417,0.478967990437769,NA,NA,NA,NA,0.525572407770089,0.141171166241107,0.521628385823417,0.478967990437769,2.12777461729135,0.409671157981994,0.351990622300547,28.5161413956621,7,6,4,2
"HIBELA",23188.6654292755,2757.29760008585,6401.61606639531,10172.3489112454,9902.2858890444,7144.98828895856,35839,4238,9873,15743,15312,11074,0.896834299940215,0.819342315963987,NA,NA,NA,NA,NA,NA,0.542205197846754,0.409671157981994,NA,NA,2.12777461729135,0.351527127256468,NA,NA,4,1,NA,NA
"HIBTIL",18562.5899119517,3308.66847768985,6961.97076535877,9782.59389072657,9744.5771660842,6435.90868839435,28360,5089,10713,15055,14995,9906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIECLU",27830.4346330687,4314.48631231487,8858.43167962879,12184.3315927833,12197.1462351233,7882.65992280841,27432,4857,10150,14295,14344,9487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIPMAN",18231.850422089,3051.70849328954,6480.52972532995,9191.83638702799,9161.24457544461,6109.53608215507,11136,1600,3230,4254,4550,2950,NA,NA,0.351990622300547,0.771923148896948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"HIRRUG",14190.6048667021,2268.60056777298,5247.7584453412,8234.76628404181,7769.13362604909,5500.53305827611,10652,1909,4608,6377,5708,3799,0.709258204186922,0.703054254512936,0.703981244601093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA
"HOMRAC",19696.0646670293,3022.60150470585,6688.92485062499,9809.04292218573,9503.94761449844,6481.34610979259,8361,1312,3491,4279,3839,2527,5.5344543006563,3.41785224454221,4.67625483700088,4.67960726021659,0.170943305676628,0.0847026997446644,NA,0.0930064159892951,3.40667968809553,1.66021660825987,2.91630172549815,2.74979938797422,0.428242994062336,8.08512397379075,37.8206864046327,4.83042425858863,12,9,13,11
"HURCRE",20667.725940574,2263.96237044409,5428.95454937965,8542.48207911476,8376.36325263977,6112.40088219568,30898,3352,8078,12745,12492,9140,0.0569811018922092,NA,NA,0.0310021386630984,NA,NA,NA,NA,0.0569811018922092,NA,NA,0.0310021386630984,64.1347225792012,NA,NA,13.0776783250495,2,NA,NA,1
"HYMCOU",26923.5186928362,3331.29473057389,7481.7465198189,11169.6069176197,11132.01813142,7800.72340084612,19500,1392,3840,6201,6570,5178,2.68675861116023,3.13501909758873,2.84194971167065,0.988252316804302,0.182718992758943,0.159784188525327,0.0310500697114688,0.126271419685315,1.97750040697331,2.43196484307579,2.48995908937011,0.988252316804302,1.06388731101096,0.409671157981994,0.351990622300547,7.50374309883542,5,5,5,6
"HYPTRI",3090.64074166165,636.042539818638,1151.1392414703,1260.30487962049,1352.86154654383,716.819006725193,1515,424,654,462,533,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ILENIT",23533.0247600302,3816.72244585305,7646.13937113062,11297.8726274669,11199.1915765442,7382.46913069114,15695,3079,5333,10191,9791,6712,0.709258204186922,0.703054254512936,1.40796248920219,1.5438462977939,NA,NA,NA,NA,0.354629102093461,0.351527127256468,0.703981244601093,0.771923148896948,4.61017835559846,6.67901543194049,1.05597187159702,37.0523113581435,2,2,3,3
"ILESID",13925.3284096671,1964.94037401211,4630.25681077596,7823.1195277432,7487.80952927191,5522.8691552598,499,355,421,461,431,76,NA,NA,0.351990622300547,NA,NA,NA,NA,NA,NA,NA,0.351990622300547,NA,NA,NA,1.09076414062697,NA,NA,NA,1,NA
"ILEURB",13420.8675950896,2605.89784092829,5194.09991722088,7172.90566244069,7151.14824044146,4545.25039951317,582,359,422,448,453,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INDSUF",26211.0570443571,3578.47500357032,7317.28086407483,9768.57303372025,9979.41446706653,6400.93946349621,16402,1559,2814,3290,3671,2112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INGLAU",22837.725709483,3430.48064565659,7452.35042205453,10822.8741834164,10563.056068629,7132.57542297244,7741,1313,3417,4272,3815,2502,7.15442519456247,6.36951197427691,7.40125782024458,6.2849853203688,0.969627398927241,0.451747731971544,0.25723375440863,0.436292806316299,5.30766579212629,4.20220518001258,4.16375768147976,2.72609457676371,20.9231171512398,9.84275962414069,0.386782891330494,11.3633588477107,34,38,40,36
