"","X","CODE","Species","fcover_51","fcover_77","fcover_91","fcover_00","tot_change","tpa_2004","tpa_2008","tpa_2009","tpa_2013","tpa_2014","tpa_2019","D_51","D_91","D_00","D_77","WD","THK","LA.wp","SLA.wp","MAXHT","seed_mass","PC1"
"24",39,"CHRARG","Chrysophyllum argenteum",3400,7116,7755,7662,4262,NA,NA,1.07047612335931,NA,1.01794709115772,0.912915603971226,1390.55312408412,1229.04884092626,1196.03196401518,1229.73990173875,0.593375537541594,-0.453059145231096,-0.099849890040677,0.554193232508444,1.03959951673593,-0.157771476334946,0.0484260013842659
"25",43,"CINELO","Cinnamomum elongatum",4074,9202,14437,14093,10019,5.34420991825536,NA,3.3572757897304,NA,3.6186720986814,2.97067960329782,1291.64136440913,1137.64726752409,1085.63154348143,1199.41659079403,-0.574237481792789,-1.11505989060492,-0.104208034102716,0.601536130870474,2.10752390984832,-0.241936079036319,0.716625197214764
"26",44,"CINMON","Cinnamomum montanum",3409,7820,10095,9901,6492,0.425510727278506,NA,0.0904397567451089,NA,0.456366507108594,0.555901700985842,1345.78544782959,1149.24583464185,1117.61396455364,1219.06911748373,-1.01836476046341,-0.880087578950256,-0.105100687528772,0.20183309390077,0.802282984933178,-0.0974837324866615,0.319112323260122
"27",46,"CITSPI","Citharexylum spinosum",3083,7640,9348,9653,6570,NA,NA,NA,NA,0.089795938131688,0.127306360712931,1358.76514918524,1148.62214627895,1141.00250864617,1204.77498030838,-0.0473913807029352,0.758134109589439,-0.101589895800149,0.365531522951682,0.446308187229049,-0.177978454765455,0.544055636798426
"28",48,"CLUROS","Clusia rosea",2893,4497,4027,4488,1595,2.92724433144926,NA,4.09858159889471,NA,4.0888446438996,4.47041789464509,1501.77483392865,1482.01890662368,1545.82130329,1631.84046459957,0.422316947200249,5.89866029544824,-0.0872495934674086,-1.56483757403564,1.15825778263731,-0.185610271389259,3.37711320945042
"29",50,"COCKRU","Coccoloba krugii",658,1071,806,979,321,3.77159852602923,NA,5.07269887362514,NA,4.75041975873605,5.53908289028089,1895.47592283724,1609.26603127337,1616.11011636614,1529.0107587309,0.673812462346915,1.28326120883541,-0.107572654710907,-1.12636515532066,-1.27423666834091,-0.18417919988631,-0.122691952942324
"30",51,"COCMIC","Coccoloba microstachya",956,1731,1616,1857,901,5.49895628129799,441.373315076923,10.7015373447878,560.541948423515,11.1956132142913,14.6477286139294,1654.57419268141,1455.48676354681,1318.08291300614,1393.18670960984,0.747497622148913,0.791758273589159,-0.108340160063609,-0.979343223008478,-0.740274471784717,-0.182442137981467,-0.118687877686614
"31",53,"COCPYR","Coccoloba pyrifolia",1843,2625,3471,3251,1408,NA,NA,NA,NA,0.400109993808109,0.42611738483436,1314.2173784828,1680.211708184,1247.11455194799,1440.69055506584,-0.0619562551506342,0.370071922768185,-0.101145132831761,-0.76971393596539,-0.97759100358747,-0.181625965716469,-0.181959773183273
"32",54,"COCRUG","Coccoloba rugosa",1573,4508,5999,5504,3931,NA,NA,4.72939528251154,NA,4.47426146260533,5.55038135456841,1511.56414014902,1234.77816247623,1215.24021765185,1360.91740902951,0.435469597350807,1.2963392968387,0.174987927381609,-1.41095341139379,-0.0283248763764576,-0.24649743078675,0.826740119370947
"33",55,"COCSIN","Coccoloba sintenisii",333,420,434,445,112,0.342872593275385,NA,0.0271622021158041,NA,1.72383335718721,1.84636096342696,1879.33891053381,4053.24573341001,2045.09494777825,1684.53059410968,0.102157689424934,1.37681142659522,-0.0796419242548518,-1.18957544753242,-0.97759100358747,-0.208362148338768,0.301205019845287
"34",57,"COCUVI","Coccoloba uvifera",5946,11780,15644,15873,9927,NA,NA,0.0879838142030917,NA,0.0987706338156028,0.104231284753209,1276.12624775905,1168.7331580163,1124.57459745007,1197.15607570904,0.303796995295243,2.08911182069666,-0.0642147553123307,-1.01352047806875,-0.97759100358747,-0.108862971667282,0.503415877345114
"35",59,"COFARA","Coffea arabica",2528,6205,11490,11233,8705,11.0690860390294,NA,12.3422863426032,NA,5.08973545578862,2.58490534879775,1309.21140922132,1184.44686345754,1107.37741777635,1254.93161537438,-0.101649406743054,-0.279042000899207,-0.0967519797659374,0.449944134108374,-0.97759100358747,-0.163732007118717,-0.652768673752059
"36",60,"COJARB","Cojoba arborea",3674,5751,4817,5498,1824,1.26598474124021,NA,0.365342127024147,NA,0.366570568976906,0.398933766479152,1533.94151744084,1515.30202739826,1502.9821462002,1510.49520613067,-0.646603519868885,-1.04165113642478,-0.0761536736617918,-0.875967165909394,-1.27423666834091,-0.0819045544294803,-0.772129541131779
"37",61,"COLARB","Colubrina arborescens",2253,3615,3187,3652,1399,1.71436296637692,NA,1.57646509417051,NA,0.745710243767556,0.792911622081201,1461.64134064373,1516.59588321105,1446.83015940848,1493.45712657068,1.04822033472521,-0.019811724827079,-0.097810264247555,-0.747587163144072,-0.265641408179211,-0.185153437513296,-0.372923317198321
"38",62,"COMDOD","Comocladia dodonaea",860,1516,1108,1396,536,0.866563438508563,20.1829605384615,0.676359849816685,25.9937670826838,0.67863139410515,0.738544385370785,1849.14716526226,1604.88172221969,1477.12968776108,1380.36295742859,0.864979766684486,-0.424613134312331,-0.102291023032675,-0.957403001067079,-1.03692013653816,1.24615035008249,-1.31118811257268
"39",63,"COMGLA","Comocladia glabra",1821,2865,2453,2750,929,0.342872593275385,NA,0.338179924908343,NA,1.01794709115772,1.47708877074157,1042.43700322657,1222.86070460408,1194.19316287038,1292.62054018829,0.434476269620319,-1.20929837319925,-0.106568623360607,1.00951896995783,-0.858932737686093,0.879829832067175,-1.61650057210864
"40",65,"CORALL","Cordia alliodora",2341,6107,11161,10800,8459,2.81456407554947,NA,5.23113434933842,NA,4.48707237991469,3.16185681331308,1354.34542667568,1211.87870029989,1153.17688705214,1310.67868318762,-0.615072548772193,-0.335215846566455,-0.100954615703938,-0.0130327785343077,-1.21490753539022,-0.182936787839041,-0.548844721692624
"41",66,"CORBOR","Cordia borinquensis",2369,5731,8694,7933,5564,3.30622169682012,NA,1.74522402877332,NA,1.07245683500639,1.1671397256437,1364.61042834296,1106.99459008756,1064.20739655755,1245.56509932732,-0.0821837341352816,0.564877137401201,-0.0825457901916283,0.327175676654716,-0.502957939981964,-0.17940498785596,-0.00265792273882355
"42",68,"CORLAE","Cordia laevigata",4406,9120,11523,12161,7755,2.32769667679263,NA,NA,NA,NA,0.148307868968796,1358.36876109876,1202.52203697714,1169.92328202597,1224.00055550382,-1.15559848745776,-0.601221957268707,-0.10008077234959,-0.07590156069196,-1.27423666834091,-0.181123797181059,-0.504315124112653
"43",71,"CORSUL","Cordia sulcata",1965,4607,9054,8331,6366,2.75534065850853,NA,6.3132635276409,NA,6.5182576728215,6.25919891374142,1305.36860011216,1113.69274628789,1066.78564416645,1240.26341901588,-0.707327214528339,1.40311331832276,-0.00183338947496491,-0.547784340428079,1.15825778263731,-0.176939801360767,1.62398379396248
"44",75,"CROPOE","Croton poecilanthus",588,787,839,797,209,1.2214400925001,NA,1.09602638107244,NA,0.705886266029481,0.0296615737937593,1161.70333648526,NA,1000.81848278896,1199.57388845408,-0.579397425146293,3.21641380343751,-0.0849230145914054,0.018433200175033,-0.265641408179211,0.178643981565252,1.41982492826004
"45",76,"CRORHA","Crossopetalum rhacoma",641,1120,782,959,318,3.77159852602923,NA,4.39633902380845,14.4409817126021,4.41110406168347,6.27762727565168,1668.43074033978,1923.40384498185,1750.23346402969,1436.85434315825,1.43905555691458,1.75053871834467,-0.109479204351559,-1.19806412955548,-1.3335658012916,-0.184559931881685,-0.194805828918457
"46",78,"CUPAME","Cupania americana",3880,8071,11789,11859,7979,3.72596041885737,NA,4.98339888264224,NA,4.00913866943157,4.49292827137791,1336.77843174026,1149.04182110889,1132.98196832647,1200.00514333102,-1.02998322765755,0.286306282693055,-0.0446420322592983,-0.0783990435211676,0.208991655426295,-0.162576999701281,0.641548743208561
"47",80,"CYRRAC","Cyrilla racemiflora",718,799,837,815,97,0.137730223338536,NA,0.0271622021158041,NA,0.0272548719243315,0.0296615737937593,1866.72684302854,5857.62356860136,2008.71996460092,3326.3062355367,-0.587175551176584,0.671541871356851,-0.105789860457291,-0.858370791890738,-0.265641408179211,0.107769301002076,0.420387949131725
"48",81,"DACEXC","Dacryodes excelsa",2059,4244,6836,6191,4132,0.673425129287871,NA,1.14420580538688,NA,1.15092587717855,1.09417033184182,1363.65365232398,1069.43133998557,1042.27384348403,1233.98524691846,-0.998952148012052,-0.304211784938611,-0.000249148982020563,-0.155202246310007,1.51423258034144,0.0588319864229293,1.00271648501375
"49",85,"DENARB","Dendropanax arboreus",4437,8583,13929,13393,8956,8.20034259055233,NA,9.04711781541694,NA,9.9497478359282,8.42294278858191,1244.74570475247,1128.10323860027,1080.08476449904,1206.36911722907,-1.24376489840353,-0.314211803784312,-0.0955574860222728,1.00142876833545,1.75154911214419,-0.186028349448881,1.04995464747718
"50",88,"DRYGLA","Drypetes glauca",1501,2151,2581,2399,898,0.425510727278506,NA,0.338179924908343,NA,0.0272548719243315,0.0296615737937593,1345.4978436411,1287.27641219249,1263.77502183197,1443.63570981793,0.057913127264622,-0.316199797934946,-0.0983591726558422,-0.0169393194948227,0.208991655426295,0.206138080969544,-0.159250178980052
"51",89,"ERIFRU","Erithalis fruticosa",1727,2893,2311,2743,1016,1.37149037310154,NA,0.676359849816685,NA,0.708563373482379,0.0318265901782327,1723.02555392102,1569.27016322543,1491.52800913431,1557.25449800699,1.91570224498709,2.49063460137885,-0.107276358062764,-1.25421345309933,-1.39289493424229,0.14338736752166,-0.148503698240556
"52",90,"ERYARE","Erythroxylum areolatum",678,1127,718,953,275,NA,0.462926615384615,0.788232547085257,NA,2.23352328584869,2.41520442824486,1600.70501650251,1427.63700212899,1223.95322015882,1322.9515969682,1.38954818128396,-0.354110465266568,-0.107193709705539,-0.336048627146724,-0.858932737686093,0.766496547479554,-1.315132219234
"53",91,"ERYPOE","Erythrina poeppigiana",3743,7139,11946,11913,8170,1.89486522178798,NA,2.93960639121031,NA,2.66281376957495,1.46135664747321,1304.39281422546,1212.11034793925,1163.31291400856,1251.32796124073,-2.03336277999096,-1.23181162667423,-0.00586306697105447,3.23733007081568,1.03959951673593,-0.1567203453876,0.235885693911284
"54",93,"ERYRUF","Erythroxylum rufum",1158,1727,1458,1686,528,0.414046069708828,NA,0.394116273542628,NA,0.712170818936353,1.1893674331218,1785.83950827733,1707.56199264334,1659.05019539418,1620.31013940753,1.50416359641456,-0.538490853011744,-0.101727613447161,0.352790682374181,-1.45222406719298,0.719490519183987,-1.83141186247793
"55",95,"EUGBIF","Eugenia biflora",3607,8424,9527,9873,6266,8.31081099693297,NA,8.88967512975916,NA,9.90642069030774,11.7475286084209,1352.64127170263,1166.68872061157,1127.22521893164,1191.13677776119,0.681821425776528,0.0116631148298126,-0.108647001515071,-0.54854709745004,0.327649921327672,-0.174908620650609,0.0322566692735697
"56",96,"EUGBOR","Eugenia borinquensis",1368,2828,3543,3168,1800,1.79700110038005,NA,1.37988190174918,NA,1.04520196308206,1.47708877074157,1364.52555399068,1146.45524178986,1156.65332571618,1334.95419390563,-1.23347376038679,2.71868616190939,-0.088647282283914,-1.15899526335736,-0.080007241274774,-0.271697824988904,1.83700245616571
"57",99,"EUGDOM","Eugenia domingensis",3464,7309,7913,7710,4246,NA,NA,NA,NA,NA,1.10781657805618,1373.16468908603,1146.1513919087,1120.06364647476,1185.93967592006,-0.679829273172442,-0.0200849431563094,-0.101396015208593,-0.619668411779635,0.564966453130425,-0.183818501210167,0.625048685361954
"58",100,"EUGLIG","Eugenia ligustrina",1946,3379,2872,3465,1519,NA,NA,2.9004106472854,NA,1.79719675975648,3.09009563325918,1550.4639085086,1350.58922672311,1306.20754706556,1356.45704338522,1.88299262280974,0.116579247347315,-0.109231219476461,-0.783956965987571,-1.45222406719298,0.13970643490989,-1.31153747129138
"59",101,"EUGMON","Eugenia monticola",4305,9806,10669,11180,6875,12.4684208613633,NA,23.3921089548511,NA,23.5925846721111,20.2899086281652,1373.53599050132,1163.95590689014,1137.59586096202,1218.27243800757,0.980780112839683,-0.479859368259043,-0.109554255417641,-0.462232243552849,0.446308187229049,-0.139258973504687,-0.256123728354536
"60",102,"EUGPSE","Eugenia pseudopsidium",2927,6104,6131,6277,3350,0.0550920893354143,NA,3.82929003815771,NA,1.76365733492528,1.90072820013738,1586.52241507222,1299.05250589925,1287.09027428334,1316.19989856529,1.2825607557381,-0.334162711218189,-0.104476068901637,-0.479353274502585,-0.740274471784717,0.00445537080878809,-0.944316971564676
"61",103,"EUGRHO","Eugenia rhombea",1807,4563,6465,6993,5186,5.24640767912475,NA,4.10832557346845,NA,7.3776925091827,6.85886467098648,1429.99142447009,1246.40273467738,1181.00388741185,1248.83546673754,1.43985735483365,0.44586289994858,-0.108415755148167,-1.04473261005665,-1.09624926948885,0.105046841955269,-0.776108552761542
"62",104,"EUGSTA","Eugenia stahlii",1979,3504,5772,5189,3210,0.101281473467492,NA,0.13775168299905,NA,0.0272548719243315,0.0296615737937593,1265.15039398112,1077.32283924111,1035.22617727023,1315.14629899889,0.249146147739234,1.33218564156635,-0.0998282556472332,-0.749657203192261,0.920941250834555,-0.302100069370455,1.15788180977295
"63",106,"EXOCAR","Exostema caribaeum",918,1875,1351,1826,908,10.6565964362046,14.4164003846154,6.987343892704,17.5610360296756,8.77217814398146,11.5858340204618,1529.02631070473,1258.69980940903,1207.56120024453,1261.81815034479,1.40797692266209,-0.185034761582461,-0.108865899393488,-0.742073060310249,-0.502957939981964,0.113177137748312,-0.794128591054705
"64",107,"EXOPAN","Exothea paniculata",2493,4613,4062,4372,1879,NA,NA,2.02907954945006,NA,2.03589418231545,2.21563315611236,1355.11302417968,1271.21024243773,1235.21305836891,1271.45293299839,0.297352218370601,-1.15708620363352,-0.0981160953284561,0.291946153380628,-0.146983142277834,0.041493906933662,-0.799590861494271
"65",108,"FAROCC","Faramea occidentalis",3379,7334,8116,8089,4710,2.05723555965231,NA,1.40801444007499,NA,3.79749633743566,4.80053850491011,1339.50336292522,1169.18916727387,1152.46477759224,1208.54272926751,0.302080400033772,-0.670000310665885,-0.0989555303352293,0.783041647010663,-0.740274471784717,-0.149918909845953,-0.902609685967885
"66",109,"FICAME","Ficus americana",3172,6873,9469,8864,5692,0.0275460446677071,NA,0.0271622021158041,NA,0.0272548719243315,0.0296615737937593,1354.20008467928,1150.07737286971,1115.23095412274,1274.36885603335,-1.12031151071801,-0.338385187841109,-0.0989837349470513,-0.200305024926979,0.208991655426295,0.00643968052296458,0.325964394299733
"67",110,"FICCIT","Ficus citrifolia",4622,10099,12419,12911,8289,1.98016599763923,3.11474338461538,1.35437224563416,3.35191229162656,1.41245500825733,2.67353340311813,1328.54664438966,1160.23658850524,1122.89833425109,1199.27354913704,-1.0997283472397,0.107447658671296,-0.101453410306786,-0.194439589017453,1.51423258034144,-0.186943451685393,1.25036482750636
"68",116,"GUAFRA","Guapira fragrans",3668,8665,9387,9578,5910,4.42317144296963,NA,11.9728424978417,NA,14.3916142037612,17.1695492548397,1375.32574417109,1163.4530621164,1133.06569282735,1163.84530864627,-0.320353163019841,0.668544267626841,-0.104895931174768,-0.22135452146606,0.861612117883866,-0.180587201015563,0.900580166429174
"69",117,"GUAGLA","Guarea glabra",1917,3216,5202,4666,2749,1.96689409791464,NA,1.69089962454171,NA,2.37520987936802,2.21563315611236,1222.88116342828,1086.2537355091,1078.10889623813,1270.33569251459,-0.646381426909956,-0.417327292199883,-0.0338002536359647,0.174306195343952,-0.384299674080587,-0.113438482849845,-0.161306534852793
"70",118,"GUAGUI","Guarea guidonia",4172,9466,15307,14937,10765,66.6500714491701,NA,71.3776914540335,NA,78.8643738905235,76.298825691329,1290.04765229492,1111.11676272538,1059.97029628849,1150.68103363081,-0.457689132701852,-0.598723953668572,0.0212445703397126,1.09797027977109,0.564966453130425,-0.125186416967236,0.0721970064052413
"71",119,"GUAOBT","Guapira obtusata",2855,4457,3816,4277,1422,NA,NA,0.788232547085257,NA,0.745710243767556,1.1893674331218,1260.95096180984,1412.14164401362,1440.98959879484,1492.40377842896,-0.143308423847023,-0.0369334543323057,-0.0930072983927993,-0.218046340846571,-1.27423666834091,-0.0778573448594851,-0.603722298972542
"72",120,"GUAOFF","Guaiacum officinale",777,1493,1069,1352,575,0.7465299282146,NA,0.208858843653593,NA,0.206726822280615,0.118640186110336,1729.962617417,1559.9382359006,1329.82131729015,1386.2034845084,1.90267635248087,0.053738855561941,-0.102532745763742,-1.03477755981907,-0.97759100358747,0.4483039453305,-1.15734045975827
"73",121,"GUAULM","Guazuma ulmifolia",1381,4310,7594,7648,6267,1.84752043501635,NA,2.07754854810787,NA,3.37540282808737,4.28958637509582,1449.51640137098,1210.58847012361,1155.43730891124,1311.92890589973,-0.897565629804119,-2.39888104389031,-0.101289527665202,2.46086419516165,0.208991655426295,-0.181205513337531,-1.03319161345515
"74",123,"GUEOVA","Guettarda ovalifolia",2910,5932,9118,8675,5765,NA,NA,0.338179924908343,NA,0.0272548719243315,0.430760356657385,1337.20590097437,1161.86770293465,1132.04353292202,1248.54184744719,0.164930352868498,-0.734552874713269,-0.100334072107192,0.838726994332501,-0.62161620588334,-0.195614867660816,-0.818576610387131
"75",125,"GUESCA","Guettarda scabra",3306,5571,5376,5875,2569,23.4166619179495,NA,27.5549000392642,NA,28.45336089204,34.4341458176583,1502.68947914069,1364.62463874123,1340.37363204752,1433.86916206997,0.820321316085631,1.47246129254857,-0.104716784388639,-0.520925330725425,-0.146983142277834,-0.117791529436709,0.379550470114241
"76",126,"GUEVAL","Guettarda valenzuelana",1642,4576,6318,5986,4344,NA,NA,NA,NA,0.0272548719243315,0.0296615737937593,1529.63160563012,1149.64555867773,1102.90269535491,1289.77262316858,-0.455067371983198,1.69327199640973,-0.0922646778378312,-0.688712919175136,0.802282984933178,-0.266610561199263,1.48497081551136
"77",127,"GYMLAT","Gyminda latifolia",3276,5301,4322,5041,1765,NA,14.4164003846154,1.97058136771314,11.5527853700817,1.49142048753511,3.40747854467271,1510.84580877581,1467.94810641319,1420.70513542166,1421.64455348111,1.00754897587939,0.994596128937218,-0.108843858013588,-0.823509831136109,-0.384299674080587,-0.182291826255996,0.042372725620861
"78",128,"GYMLUC","Gymnanthes lucida",2484,4096,3318,3877,1393,13.8203654916831,NA,11.2475126479242,NA,11.2273499821122,17.0952553369489,1398.68310273044,1315.47545841526,1263.05108273185,1345.01484371229,1.35009858524915,-0.120213801741435,-0.107167201512972,-0.631419799970843,-0.146983142277834,0.51061725175719,-0.703397791196856
"79",129,"HELJAM","Helicteres jamaicensis",2371,4066,3892,4465,2094,NA,NA,NA,NA,0.67863139410515,1.12199122183278,1543.90085418858,1363.85581449758,1300.63423359294,1364.95320493024,0.695134873015545,0.264492259319989,-0.0897876538115483,-0.295407692522742,-1.15557840243953,-0.0215622183039855,-0.698363154408411
"80",136,"HOMRAC","Homalium racemosum",1735,4841,6538,5981,4246,5.4012625531867,NA,3.28807914321732,NA,4.5078663154202,4.47725615265195,1515.85937078311,1189.99134038384,1145.04939332471,1272.97520144935,0.596248224697162,-0.60493773618541,-0.102815248732214,1.15613318350452,1.75154911214419,-0.243432800223749,0.277646340123821
"81",140,"ILENIT","Ilex nitida",1445,1779,3410,3329,1884,0.68574518655077,NA,0.676359849816685,NA,1.3572627882103,1.47708877074157,1206.1306873297,1193.11961977983,1184.15377173594,1373.51509628826,-0.165068610481732,0.0965015474562347,-0.100119849915579,-0.2027137863632,0.208991655426295,-0.0328246654247972,0.206567515607534
