"","id","X","code","Species","WD","THK","LA.wp","SLA.wp","MAXHT","seed_mass","Dim1"
"33",33,33,"MICGUY","Micropholis guyanensis",0.450244604036122,0.80769241116546,-0.103329251974534,-0.970997496357412,1.15825778263731,-0.0456887651071744,0.925671542286033
"34",34,34,"MICGAR","Micropholis garciniifolia",-1.63645109380665,2.45096318823892,-0.101614946428898,-1.01859029555105,0.208991655426295,0.314659716980863,1.78928221275789
"35",35,35,"CHRARG","Chrysophyllum argenteum",0.593375537541594,-0.453059145231096,-0.099849890040677,0.554193232508444,1.03959951673593,-0.157771476334946,0.0484260013842659
"36",36,36,"CYRRAC","Cyrilla racemiflora",-0.587175551176584,0.671541871356851,-0.105789860457291,-0.858370791890738,-0.265641408179211,0.107769301002076,0.420387949131725
"37",37,37,"MYRCOR","Myrsine coriacea",-0.180008427541014,0.148491237117846,-0.106583297423614,-0.419967883893815,0.208991655426295,-0.185862641746593,0.313388075949408
"38",38,38,"ARDOBO","Ardisia obovata",0.680709208702292,1.44075198107366,-0.0995723100972376,-0.942377771740248,-0.384299674080587,-0.0567387147195525,0.339721216323977
"39",39,39,"COCMIC","Coccoloba microstachya",0.747497622148913,0.791758273589159,-0.108340160063609,-0.979343223008478,-0.740274471784717,-0.182442137981467,-0.118687877686614
"40",40,40,"COCRUG","Coccoloba rugosa",0.435469597350807,1.2963392968387,0.174987927381609,-1.41095341139379,-0.0283248763764576,-0.24649743078675,0.826740119370947
"41",41,41,"COCSIN","Coccoloba sintenisii",0.102157689424934,1.37681142659522,-0.0796419242548518,-1.18957544753242,-0.97759100358747,-0.208362148338768,0.301205019845287
"42",42,42,"COCKRU","Coccoloba krugii",0.673812462346915,1.28326120883541,-0.107572654710907,-1.12636515532066,-1.27423666834091,-0.18417919988631,-0.122691952942324
"43",43,43,"COCUVI","Coccoloba uvifera",0.303796995295243,2.08911182069666,-0.0642147553123307,-1.01352047806875,-0.97759100358747,-0.108862971667282,0.503415877345114
"44",44,44,"COCPYR","Coccoloba pyrifolia",-0.0619562551506342,0.370071922768185,-0.101145132831761,-0.76971393596539,-0.97759100358747,-0.181625965716469,-0.181959773183273
"45",45,45,"GUAOBT","Guapira obtusata",-0.143308423847023,-0.0369334543323057,-0.0930072983927993,-0.218046340846571,-1.27423666834091,-0.0778573448594851,-0.603722298972542
"46",46,46,"PISSUB","Pisonia subcordata",-0.923942965753821,-0.0600181012742335,-0.0799677859395641,-0.0341150968132772,0.208991655426295,-0.185286374662519,0.429587252483118
"47",47,47,"PISALB","Pisonia albida",-0.503133339382781,0.208599438725794,-0.104715236093694,-0.426099473115071,-1.45222406719298,-0.185756292027215,-0.401397542582496
"48",48,48,"GUAFRA","Guapira fragrans",-0.320353163019841,0.668544267626841,-0.104895931174768,-0.22135452146606,0.861612117883866,-0.180587201015563,0.900580166429174
"49",49,49,"SCHOBO","Schoepfia obovata",-0.592405116554856,0.776895153987992,-0.109251011748689,-1.00247445965898,-1.21490753539022,0.203292383289919,-0.0285037600763537
"50",50,50,"HELJAM","Helicteres jamaicensis",0.695134873015545,0.264492259319989,-0.0897876538115483,-0.295407692522742,-1.15557840243953,-0.0215622183039855,-0.698363154408411
"51",51,51,"GUAULM","Guazuma ulmifolia",-0.897565629804119,-2.39888104389031,-0.101289527665202,2.46086419516165,0.208991655426295,-0.181205513337531,-1.03319161345515
"52",52,52,"CEIPEN","Ceiba pentandra",-2.15738165090939,-2.37151516076088,-0.0344682484334653,2.75156249563676,2.34484044165107,-0.179721563764808,0.502130258231987
"53",53,53,"QUATUR","Quararibea turbinata",-0.529004085651254,-0.953128150873363,-0.089115390270495,0.562752295171011,-0.62161620588334,0.391011220360959,-0.815326615595785
"54",54,54,"OCHPYR","Ochroma pyramidale",-2.932474772544,-0.26689748798601,-0.0749286680217465,1.14959751549518,1.39557431444006,-0.185756292027215,1.45605508719902
"55",55,55,"TRIPAL","Trichilia pallida",0.0706168038172865,-0.408438564370246,-0.0895617903560708,0.541232011375908,-0.740274471784717,-0.181697343690917,-0.652586146032239
"56",56,56,"GUAGUI","Guarea guidonia",-0.457689132701852,-0.598723953668572,0.0212445703397126,1.09797027977109,0.564966453130425,-0.125186416967236,0.0721970064052413
"57",57,57,"GUAGLA","Guarea glabra",-0.646381426909956,-0.417327292199883,-0.0338002536359647,0.174306195343952,-0.384299674080587,-0.113438482849845,-0.161306534852793
"58",58,58,"SWIMAH","Swietenia mahagoni",-0.282416914771917,-0.412154344270537,-0.0993847403943515,-0.383703321170466,0.564966453130425,-0.175467574989668,0.273836426850695
"59",59,59,"SWIMAC","Swietenia macrophylla",-0.933679823821986,-1.17140536817062,0.0484053424071112,1.38036849716768,0.327649921327672,-0.117024694317259,-0.176070907537859
"60",60,60,"AMYELE","Amyris elemifera",1.27995620127449,-0.234412904127052,-0.10445269621607,-0.897087386356494,-0.858932737686093,-0.179205940753272,-0.837004434252991
"61",61,61,"ZANMON","Zanthoxylum monophyllum",0.617587038963736,-0.408438564370246,-0.105576731567325,0.0131129105167077,-1.09624926948885,0.446061702830052,-1.14881118730189
"62",62,62,"ZANMAR","Zanthoxylum martinicense",-0.670906614640815,-0.367346412377395,-0.0331270857871896,1.37833688689145,2.10752390984832,-0.185119380870602,0.988807099224287
"63",63,63,"EXOPAN","Exothea paniculata",0.297352218370601,-1.15708620363352,-0.0981160953284561,0.291946153380628,-0.146983142277834,0.041493906933662,-0.799590861494271
"64",64,64,"THOSTR","Thouinia striata",1.36709073999137,-0.563472185383056,-0.0864484374863734,-0.0511558121694823,0.802282984933178,-0.185863581581323,-0.279168818260587
"65",65,65,"ALLRAC","Allophylus racemosus",0.00915802787092193,-0.444284909097889,-0.0613399274067978,1.3791432568089,-0.858932737686093,-0.184723710449528,-0.821470274248161
"66",66,66,"ALLCRA","Allophylus crassinervis",1.11226257560247,-0.415159753760782,-0.106800214812163,-0.307332043078405,-0.858932737686093,0.162763057182432,-1.06128512629863
"67",67,67,"CUPAME","Cupania americana",-1.02998322765755,0.286306282693055,-0.0446420322592983,-0.0783990435211676,0.208991655426295,-0.162576999701281,0.641548743208561
"68",68,68,"MATDOM","Matayba domingensis",0.28877965964802,0.112426317333383,-0.103149724753695,-0.939163511530593,1.51423258034144,-0.0704314309434098,0.853507976946711
"69",69,69,"BURSIM","Bursera simaruba",-1.5593631759034,-0.409113296409503,-0.0893161836864425,-0.0640816482551541,0.683624719031802,-0.17254914082998,0.729707160489835
"70",70,70,"TETBAL","Tetragastris balsamifera",-0.753464063415075,-0.7842787503028,0.0153473421533201,-0.186571725409219,-0.265641408179211,0.335795124746136,-0.287759306067573
"71",71,71,"DACEXC","Dacryodes excelsa",-0.998952148012052,-0.304211784938611,-0.000249148982020563,-0.155202246310007,1.51423258034144,0.0588319864229293,1.00271648501375
"72",72,72,"COMDOD","Comocladia dodonaea",0.864979766684486,-0.424613134312331,-0.102291023032675,-0.957403001067079,-1.03692013653816,1.24615035008249,-1.31118811257268
"73",73,73,"COMGLA","Comocladia glabra",0.434476269620319,-1.20929837319925,-0.106568623360607,1.00951896995783,-0.858932737686093,0.879829832067175,-1.61650057210864
"74",74,74,"MANIND","Mangifera indica",-0.614293310039681,-0.671821770456305,-0.0512712625925693,-0.205971222470013,0.327649921327672,1.84920848954077,-0.491017595233321
"75",75,75,"PICPEN","Picramnia pentandra",1.67309909089273,-0.619254417160939,-0.0765125842538919,-0.223498291025349,-0.858932737686093,-0.173921794184748,-1.23568496931693
"76",76,76,"TUROCC","Turpinia occidentalis",-0.994668338799728,-0.319533070994009,-0.0674685363718137,-0.206804393684047,1.39557431444006,-0.182071150588286,0.979878275422046
"77",77,77,"SYZJAM","Syzygium jambos",-0.265402619129241,0.165274696685393,-0.101824739900542,-0.711079634237825,0.327649921327672,-0.0213099468766226,0.406996935244015
"78",78,78,"MYRDEF","Myrcia deflexa",0.691926488658637,-0.00784472817133544,-0.0965521534078158,-0.379901422089299,0.327649921327672,-0.161302800353709,-0.00362265635291519
"79",79,79,"EUGRHO","Eugenia rhombea",1.43985735483365,0.44586289994858,-0.108415755148167,-1.04473261005665,-1.09624926948885,0.105046841955269,-0.776108552761542
"80",80,80,"EUGMON","Eugenia monticola",0.980780112839683,-0.479859368259043,-0.109554255417641,-0.462232243552849,0.446308187229049,-0.139258973504687,-0.256123728354536
"81",81,81,"EUGDOM","Eugenia domingensis",-0.679829273172442,-0.0200849431563094,-0.101396015208593,-0.619668411779635,0.564966453130425,-0.183818501210167,0.625048685361954
"82",82,82,"EUGBIF","Eugenia biflora",0.681821425776528,0.0116631148298126,-0.108647001515071,-0.54854709745004,0.327649921327672,-0.174908620650609,0.0322566692735697
"83",83,83,"EUGSTA","Eugenia stahlii",0.249146147739234,1.33218564156635,-0.0998282556472332,-0.749657203192261,0.920941250834555,-0.302100069370455,1.15788180977295
"84",84,84,"EUGBOR","Eugenia borinquensis",-1.23347376038679,2.71868616190939,-0.088647282283914,-1.15899526335736,-0.080007241274774,-0.271697824988904,1.83700245616571
"85",85,85,"EUGPSE","Eugenia pseudopsidium",1.2825607557381,-0.334162711218189,-0.104476068901637,-0.479353274502585,-0.740274471784717,0.00445537080878809,-0.944316971564676
"86",86,86,"EUGLIG","Eugenia ligustrina",1.88299262280974,0.116579247347315,-0.109231219476461,-0.783956965987571,-1.45222406719298,0.13970643490989,-1.31153747129138
"87",87,87,"PIMRAC","Pimenta racemosa",1.54631325745551,1.03007818190349,-0.105531111487721,-1.16472651673491,-0.858932737686093,-0.183553863536365,-0.3157457239173
"88",88,88,"MICTET","Miconia tetrandra",-0.13580268119982,-0.368936051121444,-0.0876328985207426,-0.117776966024959,0.683624719031802,-0.256786639563253,0.295209084694009
"89",89,89,"MICSIN","Miconia sintenisii",-1.40069398794447,1.37058100139117,-0.0948943206626255,-0.599391978875671,-0.953139752351078,-0.187011713365738,0.720256329618226
"90",90,90,"TETELA","Tetrazygia elaeagnoides",0.394137431262519,0.785820311977354,-0.107319211616781,-0.423018084714068,-0.146983142277834,-0.160104907486825,0.212743081825533
"91",91,91,"MICLAE","Miconia laevigata",-1.13790975635944,0.109680539606819,-0.104677327056777,0.65109973875319,-1.45222406719298,-0.233781847808417,-0.379405642878027
"92",92,92,"MICPRA","Miconia prasina",-0.129500353300604,-0.794661075337628,-0.0980568483752002,0.209947784817366,-0.740274471784717,-0.186310695587584,-0.710301403806955
"93",93,93,"MICRAC","Miconia racemosa",-1.39901012074368,-0.791084389638902,-0.0892932697828593,1.16227413484113,-0.62161620588334,-0.186770324235242,-0.354103353507775
"94",94,94,"MICIMP","Miconia impetiolaris",0.417703065038809,-0.352865800601046,-0.0664727747457614,0.746307959716898,-1.27423666834091,-0.0673244346136266,-1.07624482233252
"95",95,95,"BUCBUC","Bucida buceras",1.41603783835521,-0.0147571714742802,-0.107872283528741,-0.669445231923314,1.15825778263731,-0.182318475517073,0.217222685486362
"96",96,96,"COJARB","Cojoba arborea",-0.646603519868885,-1.04165113642478,-0.0761536736617918,-0.875967165909394,-1.27423666834091,-0.0819045544294803,-0.772129541131779
"97",97,97,"INGLAU","Inga laurina",-0.0288577625652402,-0.284724958278055,-0.0673314527355684,0.0108741817766016,1.51423258034144,-0.0766043812055711,0.658450343505279
"98",98,98,"INGVER","Inga vera",-0.450553460198477,-0.747199015787354,-0.0014517650484646,1.38348195746996,-0.740274471784717,-0.0965429170903752,-0.734558131099757
"99",99,99,"LEULEU","Leucaena leucocephala",0.0154135190325223,-1.0027447379509,-0.0978936312440627,-0.423188173104718,-0.740274471784717,-0.181666774329719,-0.757515250328654
"100",100,100,"ADEPAV","Adenanthera pavonina",-0.46314955243699,-0.954221027141051,0.146089311664512,0.134589106710896,-1.03692013653816,-0.15808063249593,-0.681972050502569
"101",101,101,"TAMIND","Tamarindus indica",0.721622144725554,-0.777830779241495,-0.106707424044087,0.68625174474449,-0.502957939981964,-0.107131697165772,-0.975969052107625
"102",102,102,"POIFLO","Poitea florida",1.07823643750854,-0.462973095144168,-0.108617277747118,-0.200155869530769,-0.146983142277834,-0.184915387269338,-0.612746057413614
"103",103,103,"ORMKRU","Ormosia krugii",-0.950330611890515,-0.681876233889492,0.181126992724018,0.359384196628506,1.51423258034144,-0.0979806748006466,0.886484830588714
"104",104,104,"ANDINE","Andira inermis",0.305907226034734,-0.861189924895294,-0.0301272095117993,0.664931151664166,1.51423258034144,-0.0890769773643083,0.207107001914373
"105",105,105,"PICACU","Pictetia aculeata",1.72705344122784,0.0400232574680502,-0.106031382309094,-0.557131947089465,-0.62161620588334,0.259236358768243,-0.936172153943688
"106",106,106,"ERYPOE","Erythrina poeppigiana",-2.03336277999096,-1.23181162667423,-0.00586306697105447,3.23733007081568,1.03959951673593,-0.1567203453876,0.235885693911284
"107",107,107,"LONGLA","Lonchocarpus glaucifolius",0.67508197760295,-0.144231496487457,-0.0925990800048707,-0.635463600654263,0.327649921327672,-0.112161451700184,-0.0332230882017906
"108",108,108,"LONHEP","Lonchocarpus heptaphyllus",0.00230938441647591,-0.232960832129453,-0.070128420079423,0.04249884779792,-0.62161620588334,-0.175764364904213,-0.402973060555893
"109",109,109,"KRUFER","Krugiodendron ferreum",1.54107443891052,-0.78054871525091,-0.107318145276284,-0.313085099643538,0.208991655426295,-0.175876897746811,-0.716375085703132
"110",110,110,"COLARB","Colubrina arborescens",1.04822033472521,-0.019811724827079,-0.097810264247555,-0.747587163144072,-0.265641408179211,-0.185153437513296,-0.372923317198321
"111",111,111,"UREBAC","Urera baccifera",-1.76913504874441,-0.840561883498458,-0.0791081032834114,6.6369381747514,-1.3335658012916,-1.05982877532461,-1.18004881197806
"112",112,112,"CECSCH","Cecropia schreberiana",-2.17912975246746,0.173384533379049,0.253034959686771,0.0850548566397209,1.15825778263731,-0.186943451685393,1.62124452954135
"113",113,113,"FICCIT","Ficus citrifolia",-1.0997283472397,0.107447658671296,-0.101453410306786,-0.194439589017453,1.51423258034144,-0.186943451685393,1.25036482750636
"114",114,114,"FICAME","Ficus americana",-1.12031151071801,-0.338385187841109,-0.0989837349470513,-0.200305024926979,0.208991655426295,0.00643968052296458,0.325964394299733
"115",115,115,"CASELA","Castilla elastica",-2.22461575384281,-0.574992923893435,-0.0237121265269851,1.67246679114905,-1.57088233309435,-0.116755110144881,-0.526156897602523
"116",116,116,"PSESPU","Pseudolmedia spuria",0.0332938703824935,-0.988464486151504,-0.101592611479667,0.403512479830105,0.446308187229049,0.0233124167751593,-0.341074641245507
"117",117,117,"ARTALT","Artocarpus altilis",-1.34463012473925,0.379088153206095,0.0380870180059945,0.759889727991124,0.090333389524919,0.542343565829347,0.424471443316827
"118",118,118,"PRUMYR","Prunus myrtifolia",1.30400161485432,-0.868157012454238,-0.105537264188385,0.0288402319337205,-0.799603604735405,0.203470950193463,-1.36499352864522
"119",119,119,"CRORHA","Crossopetalum rhacoma",1.43905555691458,1.75053871834467,-0.109479204351559,-1.19806412955548,-1.3335658012916,-0.184559931881685,-0.194805828918457
"120",120,120,"GYMLAT","Gyminda latifolia",1.00754897587939,0.994596128937218,-0.108843858013588,-0.823509831136109,-0.384299674080587,-0.182291826255996,0.042372725620861
"121",121,121,"SCHFRU","Schaefferia frutescens",1.45552145122407,-0.108434063660641,-0.108448858954107,-0.364663632535077,-0.97759100358747,-0.182281772497641,-0.984920013422511
"122",122,122,"CROPOE","Croton poecilanthus",-0.579397425146293,3.21641380343751,-0.0849230145914054,0.018433200175033,-0.265641408179211,0.178643981565252,1.41982492826004
"123",123,123,"SAPLAU","Sapium laurocerasus",-1.21534528624724,0.220464953613363,-0.0947457862395112,1.85343886368224,1.03959951673593,-0.248710773541434,0.803800992904107
"124",124,124,"GYMLUC","Gymnanthes lucida",1.35009858524915,-0.120213801741435,-0.107167201512972,-0.631419799970843,-0.146983142277834,0.51061725175719,-0.703397791196856
"125",125,125,"ALCLAT","Alchornea latifolia",-1.43900502618608,-0.690046426538957,-0.0729148393198146,0.310973142303816,1.39557431444006,-0.182813125374647,0.882404436827713
"126",126,126,"MAMAME","Mammea americana",0.59109590658612,1.2697824008782,-0.0892139205627224,-0.880770428400116,0.208991655426295,8.8774409908859,-2.22379625640406
"127",127,127,"CALANT","Calophyllum antillanum",-0.083551637063891,0.339198165009342,-0.094901898619425,-0.0993970008816583,2.34484044165107,-0.0633551847704422,1.38361493841862
"128",128,128,"CLUROS","Clusia rosea",0.422316947200249,5.89866029544824,-0.0872495934674086,-1.56483757403564,1.15825778263731,-0.185610271389259,3.37711320945042
"129",129,129,"ADERIC","Adelia ricinella",0.749580749079947,-1.10940947190655,-0.10518610525933,-0.0350384673630576,-1.3335658012916,0.41546604111846,-1.61517905638133
"130",130,130,"MARNOB","Margaritaria nobilis",-0.856471327191048,0.134046237249088,-0.0942930607025053,0.207626349693968,-0.265641408179211,-0.1856573620557,0.204615592858017
"131",131,131,"ERYRUF","Erythroxylum rufum",1.50416359641456,-0.538490853011744,-0.101727613447161,0.352790682374181,-1.45222406719298,0.719490519183987,-1.83141186247793
"132",132,132,"ERYARE","Erythroxylum areolatum",1.38954818128396,-0.354110465266568,-0.107193709705539,-0.336048627146724,-0.858932737686093,0.766496547479554,-1.315132219234
"133",133,133,"BYRSPI","Byrsonima spicata",-0.0444035631259603,-0.837829692337445,-0.105795544268656,1.05645224452962,1.51423258034144,-0.173662103009522,0.261995077762662
"134",134,134,"BYRWAD","Byrsonima wadsworthii",-0.550101175775005,0.362148569581551,-0.104390379991342,-0.725415605125239,0.446308187229049,0.202517663482448,0.584732974404536
"135",135,135,"DRYGLA","Drypetes glauca",0.057913127264622,-0.316199797934946,-0.0983591726558422,-0.0169393194948227,0.208991655426295,0.206138080969544,-0.159250178980052
"136",136,136,"CASSYL","Casearia sylvestris",-0.0622878316686868,-0.808868468784747,-0.0977451652623892,0.114122028292026,-0.384299674080587,-0.186646661770849,-0.54154074321785
"137",137,137,"CASARB","Casearia arborea",-0.11154016017911,-0.66654615848512,-0.106205532103584,0.494930648347592,1.51423258034144,-0.18681360609778,0.452946105585917
"138",138,138,"LAEPRO","Laetia procera",-0.100152575604416,-2.40024741887277,-0.0835569007922251,2.19380211164105,1.75154911214419,-0.186522999306455,-0.460954421027651
"139",139,139,"SAMDOD","Samyda dodecandra",0.654407396002807,-0.321081312455199,-0.103939308876095,-0.238200517863464,-1.03692013653816,0.260159305736692,-0.993133935597372
"140",140,140,"CASGUI","Casearia guianensis",0.695809110633169,-0.997717506726097,-0.100980765502226,0.680883294256515,-0.0283248763764576,0.0150216600350172,-0.856644586547003
"141",141,141,"CASDEC","Casearia decandra",0.536747926425505,-1.24481685534166,-0.107160140759521,1.59506397964658,-0.62161620588334,-0.176122986050954,-1.30312215862757
"142",142,142,"HOMRAC","Homalium racemosum",0.596248224697162,-0.60493773618541,-0.102815248732214,1.15613318350452,1.75154911214419,-0.243432800223749,0.277646340123821
"143",143,143,"SLOBER","Sloanea berteriana",0.652349603643097,-0.582122640965297,-0.0633585009388376,-0.364544514152045,0.920941250834555,-0.130132915542979,0.0623480965474234
"144",144,144,"SLOAMY","Sloanea amygdalina",0.566801889752955,-1.14328864013922,-0.0864152382570715,-0.089496241947701,-0.384299674080587,0.0124826166982477,-0.933356923283489
"145",145,145,"GUAOFF","Guaiacum officinale",1.90267635248087,0.053738855561941,-0.102532745763742,-1.03477755981907,-0.97759100358747,0.4483039453305,-1.15734045975827
"146",146,146,"MELHER","Meliosma herbertii",-1.12433381198572,-0.0271886393880743,-0.0664403451347492,0.233367234569556,0.564966453130425,-0.227310133941538,0.675784599829497
"147",147,147,"ROYBOR","Roystonea borinquena",0.312303018266136,1.70797156200801,12.4322568603075,-0.268539277235824,0.208991655426295,-0.145797239907715,7.78372093856905
"148",148,148,"CANWIN","Canella winterana",1.37835643373696,0.579958831075599,-0.105370755343822,-0.578903337434923,-0.97759100358747,0.154903830167286,-0.719420909896589
"149",149,149,"PIPADU","Piper aduncum",-0.77187646902544,-0.0988156637970128,-0.102149182626978,0.598710652062118,-0.97759100358747,-0.119341514383406,-0.381469916913688
"150",150,150,"PIPBLA","Piper blattarum",-1.28231278832021,-0.651949635693791,-0.100387447318649,1.76625034185263,-1.57088233309435,-0.260332838525668,-0.896005247323177
"151",151,151,"CINELO","Cinnamomum elongatum",-0.574237481792789,-1.11505989060492,-0.104208034102716,0.601536130870474,2.10752390984832,-0.241936079036319,0.716625197214764
"152",152,152,"OCOFLO","Ocotea floribunda",-1.47042159603577,-0.0464885486476366,-0.0866566991617191,0.219263338187595,0.564966453130425,0.0161993518232402,0.699933883374059
"153",153,153,"NECCOR","Nectandra coriacea",0.187863176308118,-0.391141311487317,-0.103816323981405,-0.625008505870962,2.2261821757497,-0.0424946723303086,0.969534098555095
"154",154,154,"CINMON","Cinnamomum montanum",-1.01836476046341,-0.880087578950256,-0.105100687528772,0.20183309390077,0.802282984933178,-0.0974837324866615,0.319112323260122
"155",155,155,"OCOLEU","Ocotea leucoxylon",-1.04565484754516,-0.302386906193732,-0.0756494979498441,-0.241518283376449,1.75154911214419,-0.174651402724671,1.1867347101197
"156",156,156,"LICPAR","Licaria parvifolia",0.541131982987772,0.0258705082769311,-0.106785704836212,-0.824159332779407,0.446308187229049,0.187767718040428,0.0771652701471097
"157",157,157,"MAGPOR","Magnolia portoricensis",-0.336979311776365,0.0923173914505975,-0.093603119179721,-0.549075710575002,-0.0283248763764576,-0.170257675364766,0.242026856253126
