"","X","SCIENTIFIC_NAME","CODE","tpa_2004","tpa_2008","tpa_2009","tpa_2013","tpa_2014","tpa_2019","fcover_51","fcover_77","fcover_91","fcover_00","tot_change","AI_51","AI_77","AI_91","AI_00","WD","THK","LA.wp","SLA.wp","MAXHT","seed_mass","PC1","PC2"
"68",94,"Ficus citrifolia","FICCIT",1.98016599763923,3.11474338461538,1.35437224563416,3.35191229162656,1.41245500825733,2.67353340311813,4613,10101,12431,12916,8303,90.2425943484545,85.1353193754684,83.8111941721164,82.4073628045557,-1.0997283472397,0.107447658671296,-0.101453410306786,-0.194439589017453,1.51423258034144,-0.185959107483052,-0.838323480959319,1.24248747129698
"69",96,"Guapira fragrans","GUAFRA",4.42317144296963,NA,11.9728424978417,NA,14.3916142037612,17.1695492548397,3666,8668,9397,9577,5911,92.2187619724199,87.4896586743078,86.6874711910571,86.1906308060233,-0.320353163019841,0.668544267626841,-0.104895931174768,-0.22135452146606,0.861612117883866,-0.179568005282704,0.00289800427599165,0.903379093719992
"70",97,"Guarea glabra","GUAGLA",1.96689409791464,NA,1.69089962454171,NA,2.37520987936802,2.21563315611236,1915,3213,5205,4663,2748,96.5893308372642,95.9192886434704,94.7443543612969,94.3495201496389,-0.646381426909956,-0.417327292199883,-0.0338002536359647,0.174306195343952,-0.384299674080587,-0.112051108496927,-0.55800808611337,-0.161092379864827
"71",98,"Guarea guidonia","GUAGUI",66.6500714491701,NA,71.3776914540335,NA,78.8643738905235,76.298825691329,4166,9471,15318,14928,10762,90.5498621923234,86.3252973625047,84.0706299055186,82.7081239300757,-0.457689132701852,-0.598723953668572,0.0212445703397126,1.09797027977109,0.564966453130425,-0.123863456921694,-1.36983851265525,0.0695836000758905
"72",99,"Guapira obtusata","GUAOBT",NA,NA,0.788232547085257,NA,0.745710243767556,1.1893674331218,2851,4456,3819,4278,1427,95.1811425214872,94.4190971300863,95.1770829818039,94.5695526448515,-0.143308423847023,-0.0369334543323057,-0.0930072983927993,-0.218046340846571,-1.27423666834091,-0.0752633853710511,0.355182428485798,-0.595334798519456
"73",100,"Guaiacum officinale","GUAOFF",0.7465299282146,NA,0.208858843653593,NA,0.206726822280615,0.118640186110336,774,1496,1068,1353,579,98.2376190163242,96.9139878151331,97.5737805644132,96.9439071558889,1.90267635248087,0.053738855561941,-0.102532745763742,-1.03477755981907,-0.97759100358747,0.466054930749314,2.01256569795906,-1.1406743197854
"74",101,"Guazuma ulmifolia","GUAULM",1.84752043501635,NA,2.07754854810787,NA,3.37540282808737,4.28958637509582,1376,4313,7595,7646,6270,95.2704348923773,91.8064720196347,90.1454031630905,88.9632940199632,-0.89756562980412,-2.39566355367259,-0.101289527665202,2.46086419516165,0.208991655426295,-0.180189707831376,-3.20066002967918,-1.03729869400133
"75",102,"Guettarda ovalifolia","GUEOVA",NA,NA,0.338179924908343,NA,0.0272548719243315,0.430760356657385,2904,5932,9121,8671,5767,94.2452104384132,92.0801285933384,90.2549943610892,89.7024457789192,0.164930352868498,-0.734552874713269,-0.100334072107192,0.838726994332501,-0.62161620588334,-0.169967600119397,-0.669106235144399,-0.81291370118024
"76",104,"Guettarda scabra","GUESCA",23.4166619179495,NA,27.5549000392642,NA,28.45336089204,34.4341458176583,3302,5571,5379,5877,2575,93.9609756751798,92.1108217854888,92.1066158507813,91.5786991587232,0.820321316085631,1.47246129254857,-0.104716784388639,-0.520925330725425,-0.146983142277834,-0.127049050525459,1.41465473584187,0.401098995012643
"77",105,"Guettarda valenzuelana","GUEVAL",NA,NA,NA,NA,0.0272548719243315,0.0296615737937593,1637,4579,6322,5980,4343,96.1009821063453,92.8305903840884,90.9872174979077,90.966886863192,-0.455067371983198,1.69327199640973,-0.0922646778378312,-0.688712919175136,0.802282984933178,-0.28807001308906,0.684750543821645,1.49522909463341
"78",106,"Gyminda latifolia","GYMLAT",NA,14.4164003846154,1.97058136771314,11.5527853700817,1.49142048753511,3.40747854467271,3271,5298,4326,5048,1777,94.0280495170971,92.3486170971676,93.3342016797952,92.3540278551316,1.00754897587939,0.994596128937218,-0.108843858013588,-0.823509831136109,-0.384299674080587,-0.181281977039138,1.52103124985029,0.0699987786337943
"79",107,"Gymnanthes lucida","GYMLUC",13.8203654916831,NA,11.2475126479242,NA,11.2273499821122,17.0952553369489,2481,4099,3322,3879,1398,95.3440419147081,93.8996747065305,94.8805045957921,93.8780583189498,1.35009858524915,-0.120213801741435,-0.107167201512972,-0.631419799970844,-0.146983142277834,0.521049182930417,1.20187293129143,-0.698233074614207
"80",108,"Helicteres jamaicensis","HELJAM",NA,NA,NA,NA,0.67863139410515,1.12199122183278,2368,4067,3897,4467,2099,94.9769747841346,92.7194721864244,92.9678706311641,92.0049360024698,0.695134873015545,0.264492259319989,-0.0897876538115483,-0.295407692522742,-1.15557840243953,-0.0196710833846595,0.949380877178952,-0.680307911487869
"81",111,"Homalium racemosum","HOMRAC",5.4012625531867,NA,3.28807914321732,NA,4.5078663154202,4.47725615265195,1732,4842,6542,5979,4247,96.0962705727955,92.2734661695037,90.2838653806006,90.4784717348528,0.596248224697162,-0.60493773618541,-0.102815248732214,1.15613318350452,1.75154911214419,-0.249445821685713,-1.23629390326747,0.295869728221422
"82",114,"Ilex nitida","ILENIT",0.68574518655077,NA,0.676359849816685,NA,1.3572627882103,1.47708877074157,1439,1781,3411,3327,1888,96.8916265400853,97.3056099679697,96.6342528711818,96.2886802016686,-0.165068610481732,0.0965015474562347,-0.100119849915579,-0.202713786363201,0.208991655426295,-0.0760864780464262,0.00634807697768874,0.225368352782197
"83",115,"Inga laurina","INGLAU",6.92131014670499,NA,6.12766672653461,NA,7.13474393132493,6.01321598805409,2429,6008,10934,10366,7937,93.8842328681469,90.4299243355502,87.7188818303424,86.8578227580378,-0.0288577625652404,-0.284724958278055,-0.0673314527355685,0.0108741817766014,1.51423258034144,-0.0750150442674394,-0.574886534582469,0.662955979230546
"84",116,"Inga vera","INGVER",12.9047453054485,11.5331203076923,13.1532681288826,NA,9.51133930086568,9.00215453958993,2816,7237,12906,12478,9662,92.5652223125568,88.6273006123942,86.3091201101148,85.150890150475,-0.450553460198477,-0.747199015787354,-0.0014517650484646,1.38348195746996,-0.740274471784717,0.00624989853491322,-1.23260972322707,-0.772457983035657
"85",117,"Ixora ferrea","IXOFER",1.08370986916157,NA,0.0543244042316082,NA,0.421080312825569,0.886852254339582,3189,6526,7110,6928,3739,94.0998275477585,90.6440072929938,90.1758259276895,89.9344399337886,0.0698032599724644,-0.190664731068746,-0.0959406530503036,-0.0523718860229695,-0.740274471784717,-0.0972938252903145,0.141187358972029,-0.480520289238053
"86",118,"Krugiodendron ferreum","KRUFER",1.37555569874305,9.11276684615385,5.13832725173371,3.35191229162656,5.62682069837974,7.99665959666309,2241,4135,3218,3973,1732,95.097812673853,92.5935611737753,93.495635478778,92.2805399346399,1.54107443891052,-0.78054871525091,-0.107318145276284,-0.313085099643538,0.208991655426295,-0.174831875266921,0.495458605278286,-0.676923641658723
"87",119,"Laetia procera","LAEPRO",0.447284766704951,NA,NA,NA,NA,0.0296615737937593,3121,7741,13709,13067,9946,92.7544083011114,88.352491985742,85.9923921108673,84.8423510296,-0.100152575604416,-2.39840108645872,-0.0835569007922251,2.19380211164105,1.75154911214419,-0.185536349749955,-3.04129931426922,-0.454986723737957
"88",121,"Leucaena leucocephala","LEULEU",69.8821328801595,NA,81.0881032943007,NA,74.3569824473324,55.7866617685086,1800,3656,4205,4851,3051,95.4146095096802,92.5901632917425,92.683982048903,91.5916185964669,0.0154135190325222,-1.0027447379509,-0.0978936312440627,-0.423188173104718,-0.740274471784717,-0.180653497932685,-0.0571115142649076,-0.737648694385019
"89",123,"Licaria parvifolia","LICPAR",1.85209318971546,NA,2.5046824293401,NA,4.32125010455991,3.9201026954498,3202,5767,5435,6006,2804,93.6469662661108,90.8159593268098,90.9145378940601,90.1811238914298,0.541131982987772,0.0258705082769311,-0.106785704836212,-0.824159332779407,0.446308187229049,0.213669825649158,0.736590686821419,0.0765458902986513
"90",124,"Lonchocarpus glaucifolius","LONGLA",1.74190901104463,NA,0.0271622021158041,NA,0.705886266029481,0.768205959164545,1393,2140,1774,2040,647,96.8626432445016,96.6194655884779,97.0989971413956,96.8307382529402,0.67508197760295,-0.144231496487457,-0.0925990800048707,-0.635463600654264,0.327649921327672,-0.121821242690094,0.541072430509295,-0.00713894522720467
"91",125,"Lonchocarpus heptaphyllus","LONHEP",NA,NA,NA,NA,0.299803591167646,0.266954164143834,5444,10895,15065,15070,9626,89.4195075025012,85.0496435383096,83.3486884239584,81.8194564494055,0.00230938441647575,-0.233650913030866,-0.0701284200794231,0.0424988477979199,-0.62161620588334,-0.174718725403063,-0.023824275450524,-0.39009349430138
"92",126,"Magnolia portoricensis","MAGPOR",0.0550920893354143,NA,0.113125383662065,NA,0.111696595150224,0.120811311559511,1143,1459,1998,1837,694,97.8262003991601,97.9845944264889,97.5654661738366,97.4898934719196,-0.336979311776365,0.0923173914505975,-0.093603119179721,-0.549075710575002,-0.0283248763764576,-0.16918184250459,0.168363517087743,0.250327908467309
"93",127,"Mammea americana","MAMAME",0.45874942427463,NA,0.730684254048294,NA,0.421080312825569,0.458256914066671,2823,5797,6239,6126,3303,94.3435754813951,91.0428907251813,90.5332827092296,90.4358166425572,0.59109590658612,1.2697824008782,-0.0892139205627224,-0.880770428400116,0.208991655426295,8.92812565174237,4.00582113011532,-2.58585572982089
"94",128,"Manilkara bidentata","MANBID",0.0275460446677071,NA,0.788232547085257,NA,0.745710243767556,1.16218381476659,1507,2837,3375,3188,1681,96.5401827562406,94.4637149001892,94.1378327198244,94.0221081284399,0.874725487895853,0.183165224722546,-0.0789095298627023,-0.648736880027865,-0.384299674080587,0.000477052812702056,1.02524628242477,-0.324914366934582
"95",129,"Mangifera indica","MANIND",2.22119328055719,NA,3.35726255524111,NA,4.20460791165967,3.23493735268272,1254,4400,8318,8117,6863,95.4859956715981,91.0760774931098,88.2470892438707,87.7336811255204,-0.614293310039681,-0.671821770456305,-0.0512712625925693,-0.205971222470014,0.327649921327672,1.86135712149768,-0.0302171538816415,-0.57114505755119
"96",130,"Margaritaria nobilis","MARNOB",0.132954787984493,NA,0.12655510925861,NA,0.205457076613793,0.220180111471621,3120,6431,7003,6822,3702,94.1535620863054,90.7567419670769,90.1823648896179,90.0070022250399,-0.856471327191048,0.13649429516415,-0.0942930607025054,0.207626349693968,-0.265641408179211,-0.184665966181814,-0.483960186691066,0.202893860286393
"97",131,"Matayba domingensis","MATDOM",0.453056771946213,NA,0.473990935487363,NA,0.163529231545989,0.148307868968796,1944,3408,5620,5023,3079,96.5337201417245,95.6933514342836,94.5839846245993,94.1537700419645,0.28877965964802,0.112426317333383,-0.103149724753695,-0.939163511530593,1.51423258034144,-0.070585071120457,0.357345690617964,0.866664480806984
"98",136,"Meliosma herbertii","MELHER",0.19282231267395,NA,0.190135414810629,NA,0.19078410347032,0.576903209241708,2733,6013,10079,9396,6663,94.5985153337392,92.4142552617535,90.7153404304258,89.9612039157115,-1.12433381198572,-0.0271886393880743,-0.0664403451347492,0.233367234569556,0.564966453130425,-0.21237225090465,-0.934819594733675,0.664412583608757
"99",137,"Micropholis garciniifolia","MICGAR",2.71834063167728,NA,1.44913500857789,NA,0.136274359621657,0.0296615737937593,1003,2529,3379,2873,1870,98.286519024347,96.0111787421925,95.0924517059037,95.2608966119263,-0.88809250858124,2.45096318823892,-0.101614946428898,-1.01859029555105,0.208991655426295,0.293295772386255,1.34986490355889,1.51243180919343
"100",138,"Micropholis guyanensis","MICGUY",3.66722620764222,NA,3.006918825619,NA,2.17490894594024,2.24828968937931,2000,3548,5879,5288,3288,96.4418671733937,95.5365902599749,94.5786370443717,93.9881785502709,0.450244604036122,0.80769241116546,-0.103329251974534,-0.970997496357412,1.15825778263731,-0.0439299168338403,0.88180843966001,0.937438706116459
"101",139,"Miconia impetiolaris","MICIMP",1.71436296637692,NA,2.47913217162697,NA,4.17240663912451,1.10781657805618,1877,5375,7116,6854,4977,94.567222181529,89.9671273560023,88.2646242722197,88.0744964164662,0.417703065038809,-0.352865800601046,-0.0664727747457614,0.746307959716898,-1.27423666834091,-0.094314819877475,-0.111986702849541,-1.05300599089522
"102",140,"Miconia laevigata","MICLAE",1.85209318971546,NA,2.61171929340064,NA,0.372855121883778,0.792911622081201,5552,11600,16792,16598,11046,88.4767151815667,84.5445144797096,83.157113704772,81.6644727958984,-1.13790975635944,0.109178718739659,-0.104677327056777,0.65109973875319,-1.45222406719298,-0.231372583966984,-0.616004435538694,-0.385161453769365
"103",141,"Miconia prasina","MICPRA",6.92862534194114,NA,22.728766184765,NA,20.7107346837688,19.3296208236644,2781,6985,10505,10158,7377,92.8538424724481,88.479443447537,86.0035838599112,85.4207928526834,-0.129500353300604,-0.794661075337628,-0.0980568483752002,0.209947784817366,-0.740274471784717,-0.185322881962843,-0.427773630704201,-0.696827398955872
"104",142,"Miconia racemosa","MICRAC",NA,NA,1.04170197684083,NA,1.3572627882103,0.768205959164545,2389,5843,9090,8392,6003,95.0619415353942,92.0563232932699,89.9627477784307,89.5367017428021,-1.39901012074368,-0.791084389638902,-0.0892932697828593,1.16227413484113,-0.62161620588334,-0.185785030769424,-1.68540249277746,-0.365506504405211
"105",144,"Miconia sintenisii","MICSIN",NA,NA,NA,NA,NA,0.369272192685393,1584,2459,3833,3450,1866,97.1189765941638,96.8974186283029,96.1145478731825,95.8151601835413,-1.40069398794447,1.36991345432094,-0.0948943206626255,-0.599391978875671,-0.962842468081312,-0.186027743444425,0.49805902918571,0.704178022517857
"106",145,"Miconia tetrandra","MICTET",0.756918662984213,NA,2.33717618113078,NA,2.56898296214439,5.35998715200844,2658,6435,10501,9766,7108,94.3313980314871,91.0628873256174,88.7370435800211,88.1675913081669,-0.13580268119982,-0.368936051121444,-0.0876328985207426,-0.117776966024959,0.683624719031802,-0.239821001836339,-0.419534889072213,0.302648947139487
"107",147,"Myrsine coriacea","MYRCOR",2.86455022953074,NA,5.27501132763882,NA,3.73247266757832,2.29966196661653,2046,4430,7604,6976,4930,95.6162773480796,94.1146355537229,92.6441004777342,92.0670641607783,-0.180008427541014,0.148491237117846,-0.106583297423614,-0.419967883893815,0.208991655426295,-0.184872371427973,0.125298511110846,0.32331551899433
"108",148,"Myrcia deflexa","MYRDEF",1.02861777982615,NA,1.35271969963337,NA,2.06943360714665,4.11636135624973,2191,5259,7959,7274,5083,95.6663998084135,92.8253923013417,91.0830373733035,90.6898197211444,0.691926488658637,-0.00784472817133543,-0.0965521534078158,-0.379901422089299,0.327649921327672,-0.144188317970125,0.447284717349798,0.0131760892169475
"109",150,"Nectandra coriacea","NECCOR",1.1444946108254,NA,5.26605817724113,NA,5.55269838765724,5.02572398732214,4042,8739,9854,10153,6111,91.5910693180864,87.6564535427057,86.5226858024714,85.8812884926134,0.187863176308118,-0.391141311487317,-0.103816323981405,-0.625008505870962,2.2261821757497,-0.0390513667116186,-0.299468267896153,0.977808025927214
"110",151,"Neolaugeria resinosa","NEORES",6.49831721706999,NA,7.27067072765379,NA,5.6351447661284,6.88160522917508,2929,4807,4836,5088,2159,94.6027913862345,93.5100326584489,93.1499589045487,93.0177945574626,0.2272274306745,-0.697922673693689,-0.106341983187208,-0.358276825148439,0.683624719031802,-0.132304179349106,-0.209991897249781,0.026503945409569
"111",152,"Ochroma pyramidale","OCHPYR",0.0275460446677071,NA,NA,NA,0.0817646157729944,0.0296615737937593,3121,7741,13709,13067,9946,92.7544083011114,88.352491985742,85.9923921108673,84.8423510296,-2.932474772544,-0.267603856216497,-0.0749286680217465,1.14959751549518,1.39557431444006,-0.184765438589602,-2.73344576332363,1.41432385932796
"112",153,"Ocotea floribunda","OCOFLO",0.851021454557013,NA,1.23506128045682,NA,0.138951467074555,0.460108991397066,5972,12197,17528,17345,11373,88.7039922854111,84.0669705682419,82.6318093620389,81.0084349986053,-1.47042159603577,-0.0462185831564109,-0.0866566991617191,0.219263338187595,0.564966453130425,0.0182975346678358,-1.04198909085487,0.678350802637466
"113",154,"Ocotea leucoxylon","OCOLEU",21.9434052805832,NA,17.12147847848,NA,19.5200367162208,15.8332661003876,3426,7126,12915,11989,8563,93.0016365684928,90.1835193189026,87.651521498728,86.9588347369225,-1.04565484754516,-0.302386906193732,-0.0756494979498441,-0.241518283376449,1.75154911214419,-0.173599660815453,-1.02893578561682,1.18074400353688
"114",156,"Ormosia krugii","ORMKRU",1.36285229276092,NA,0.836052713390513,NA,1.48663412877716,0.538238361056614,2545,5957,9387,8651,6106,94.8166714786455,91.6767555424386,89.3531148786556,89.0447067277562,-0.950330611890515,-0.681876233889492,0.181126992724018,0.359384196628506,1.51423258034144,-0.0965085447801272,-1.42820892007547,0.877481647727429
"115",160,"Petitia domingensis","PETDOM",3.14663808114229,NA,2.57560398765796,NA,0.93998788614152,0.952357512026442,3132,6057,8756,9289,6157,93.0065071134411,90.8437676418116,89.8435818010576,89.0036804114179,-0.452481069489873,2.09381118835264,-0.0957512090572703,-0.72705755103804,1.15825778263731,-0.184483185632505,0.832337745204668,1.82309244470188
"116",161,"Pictetia aculeata","PICACU",11.7096736624923,NA,9.71994549408654,NA,10.7074540518033,12.7529737461055,1414,3569,4568,5091,3677,96.4871881077321,93.8013630559876,93.1812170425167,92.2771246589765,1.72705344122784,0.0400232574680502,-0.106031382309094,-0.557131947089465,-0.62161620588334,0.253982406576462,1.46532894483658,-0.909700845939796
"117",162,"Picramnia pentandra","PICPEN",0.342872593275385,NA,0.676359849816685,NA,1.3572627882103,1.02916308303819,3660,8126,9380,9847,6187,92.0757395338302,87.6539682683365,86.4376072448555,85.5787728887725,1.67309909089273,-0.619254417160939,-0.0765125842538919,-0.22349829102535,-0.858932737686093,-0.17286605180802,0.863968430380169,-1.19330237384318
"118",163,"Pimenta racemosa","PIMRAC",5.41277734056658,NA,1.88712355895387,NA,2.54770077127378,3.89756204891761,2727,4566,4947,5246,2519,94.8188499475852,93.3800335517659,92.5238324727587,92.2737568842722,1.54631325745551,1.03007818190349,-0.105531111487721,-1.16472651673491,-0.858932737686093,-0.182550934111232,2.1442932977474,-0.277131678056659
"119",165,"Piper aduncum","PIPADU",2.21983838382816,NA,1.35271969963337,NA,5.57905474424261,1.57990066606444,4745,9394,14697,14121,9376,90.7374655909184,87.4762129060551,85.0552254917999,83.9361690088842,-0.77187646902544,-0.100849955618578,-0.102149182626978,0.598710652062118,-0.97759100358747,-0.0739333209252309,-0.575120832789615,-0.401954484804255
"120",166,"Piper blattarum","PIPBLA",NA,NA,NA,NA,NA,0.369272192685393,3207,6820,12697,11765,8558,93.3604917141294,90.4144678381301,88.0221864753642,87.1328859722667,-1.28231278832021,-0.651949635693791,-0.100387447318649,1.76625034185263,-1.57088233309435,-0.213924639303309,-1.6968824568629,-0.920744294251816
"121",167,"Pisonia albida","PISALB",0.812910433662307,NA,2.08340395368166,NA,1.75108822911154,1.90568411101448,954,1892,1694,2108,1154,97.7234933703844,96.2473042264086,96.4987913390973,95.7575000657812,-0.503133339382781,0.208599438725794,-0.104715236093694,-0.426099473115071,-1.45222406719298,-0.184765438589602,0.431147991922153,-0.393214512180128
"122",169,"Pisonia subcordata","PISSUB",NA,NA,1.23404006028656,15.1365556362613,0.693145234673531,0.865507537230275,5972,12197,17528,17345,11373,88.7039922854111,84.0669705682419,82.6318093620389,81.0084349986053,-0.923942965753822,-0.0607119842195244,-0.0799677859395641,-0.0341150968132774,0.208991655426295,-0.184292944652611,-0.582828455302282,0.426596332439218
"123",172,"Plumeria alba","PLUALB",0.0694484064247685,NA,0.0784572991021371,NA,0.078067512129856,0.424253089374562,2059,4867,6718,7312,5253,94.7200248580571,91.2106746277143,90.8904808718413,89.7171589517479,-1.07014682109907,2.17708836860603,-0.0954662845994658,-1.227628195888,-0.740274471784717,-0.182800858535798,1.37059116248307,1.16944385345872
"124",173,"Plumeria obtusa","PLUOBT",0.740837275886184,69.1987218461539,0.555477541834775,63.5403195354492,0.61186441629589,1.03516012330838,836,1182,1224,1260,424,98.2764691615791,98.2215005476701,98.1184345066147,98.0509577966105,-0.858715748631844,-0.105056081575435,-0.0997779545781183,1.16922701196459,-1.39289493424229,-0.367898459554237,-0.952207087656767,-0.573533395283214
"125",174,"Poitea florida","POIFLO",0.0550920893354143,NA,2.87825928428523,NA,3.17508601589983,3.51184522320658,3611,6757,7596,8287,4676,92.4620714863251,88.8139028777379,88.9565665969509,87.7140967313209,1.07823643750854,-0.462973095144168,-0.108617277747118,-0.200155869530769,-0.146983142277834,-0.183919923123408,0.430891681107188,-0.581298736433519
"126",175,"Pouteria multiflora","POUMUL",2.51029233159852,NA,0.83933306251151,NA,0.163529231545989,0.148307868968796,6268,12202,16089,16317,10049,88.1005842962496,83.582518196969,82.632692672862,80.8211076000477,0.769207354436534,-0.565521328262022,-0.0745666977960585,-0.478809316854249,-0.146983142277834,1.80341444396145,0.98918175438026,-1.16907745698936
"127",177,"Prunus myrtifolia","PRUMYR",0.342872593275385,NA,NA,NA,NA,0.369272192685393,2148,3315,2928,3254,1106,96.1670211715566,95.9775476654323,96.3399322757603,95.993788176275,1.30400161485432,-0.868157012454238,-0.105537264188385,0.0288402319337204,-0.799603604735405,0.198383437352781,0.498604498473895,-1.34158741770374
"128",178,"Pseudolmedia spuria","PSESPU",0.0275460446677071,NA,1.46136850809659,NA,3.21737050501916,2.73321321776655,1501,2298,1921,2200,699,96.7961705181169,96.5780330029933,97.1132700996395,96.8414615739734,0.0332938703824934,-0.988464486151504,-0.101592611479667,0.403512479830104,0.446308187229049,0.0254496007877582,-0.805730473414643,-0.336571495868052
"129",181,"Psychotria grandis","PSYGRA",NA,NA,NA,NA,0.339315697052575,0.369272192685393,2925,6859,11679,11237,8312,93.2478989911516,89.3204396952166,86.8899546039116,85.7924793036594,-2.02895520896713,-1.206238319453,-0.0694493272374619,0.749774079168161,0.208991655426295,-0.365651986134465,-2.20802638212191,0.222067855335194
"130",182,"Quararibea turbinata","QUATUR",3.11339938414617,NA,3.04361932417508,NA,3.39315697052575,4.43126631222471,3481,6794,7796,7921,4440,93.2798503079924,90.0105464116613,88.9118776182975,88.4735549113242,-0.529004085651254,-0.953128150873363,-0.089115390270495,0.562752295171011,-0.62161620588334,0.390752777194593,-0.781575608462297,-0.832155351977654
"131",183,"Randia aculeata","RANACU",4.46956687524379,NA,5.5807977718796,NA,4.28201314239882,6.05851151528462,3039,5859,5091,5732,2693,93.8511616853308,90.1835580164434,91.0307281682867,90.0472373121488,1.68013969940223,-0.496383887271498,-0.109147320162159,-0.0897131585743895,-1.03692013653816,0.0659151464817118,0.95644026408036,-1.35634830598029
"132",186,"Roystonea borinquena","ROYBOR",0.849151949344879,NA,1.07245285719019,NA,1.71228392568539,2.31091324317545,3007,7764,11357,11394,8387,91.8992423622277,86.5263191881528,84.1485445733768,83.3702419604334,0.312303018266136,1.66058645076532,12.4322568603075,-0.268539277235824,0.208991655426295,-0.144587289679126,1.80568856908625,7.76220430500651
"133",187,"Samyda dodecandra","SAMDOD",NA,NA,NA,NA,NA,1.50427238909678,3299,5631,6118,6843,3544,93.4302729672987,91.2113801444238,91.7340296835405,90.2517524736904,0.654407396002807,-0.321081312455199,-0.103939308876095,-0.238200517863464,-1.03692013653816,0.266375589668943,0.674222653646769,-0.986477592963145
"134",189,"Sapium laurocerasus","SAPLAU",1.85209318971546,NA,0.135811010579021,NA,0.109019487697326,0.148307868968796,3859,8048,11635,11019,7160,92.4294449349352,89.4626090367373,87.8239667236448,87.0440779312466,-1.21534528624724,0.220464953613363,-0.0947457862395112,1.85343886368224,1.03959951673593,-0.2457898902047,-2.00758079812978,0.78529625772964
"135",190,"Schaefferia frutescens","SCHFRU",NA,NA,0.965139733248886,NA,1.35744458349776,2.46729424642113,4188,8202,10155,10924,6736,91.3055338429744,87.8837348806621,87.4384765536906,85.8299936050299,1.45552145122407,-0.108434063660641,-0.108448858954107,-0.364663632535077,-0.97759100358747,-0.181271868155696,1.10572891497516,-0.946766051991997
"136",192,"Schoepfia obovata","SCHOBO",0.0275460446677071,NA,0.338179924908343,NA,0.339315697052575,0.369272192685393,2851,4456,3819,4278,1427,95.1811425214872,94.4190971300863,95.1770829818039,94.5695526448515,-0.592405116554856,0.776895153987992,-0.109251011748689,-1.00247445965898,-1.21490753539022,0.198291974416468,1.05778681293961,-0.0350630053882929
"137",196,"Sideroxylon obovatum","SIDOBO",0.0275460446677071,NA,0.0271622021158041,NA,NA,1.982279055203,784,1284,905,1133,349,98.3943475583283,97.4845510153011,98.15672558412,97.6618211358326,1.57605281660487,0.424005372627647,-0.10886296549524,-0.90898454330871,-0.740274471784717,0.249191199301234,1.81544676986914,-0.693094796279739
"138",197,"Sideroxylon salicifolium","SIDSAL",0.137730223338536,NA,1.542855114444,NA,1.37761464107983,1.497747070144,3343,5343,4410,5080,1737,94.0393091433164,92.4148067913777,93.1978203626453,92.4369644335902,0.892503715260968,-0.430778779012681,-0.105630186480346,-0.534870770723965,1.15825778263731,-0.177379612311379,0.219621203201707,0.215660365492546
"139",198,"Sloanea amygdalina","SLOAMY",NA,NA,0.0271622021158041,NA,0.0272548719243315,0.0296615737937593,2851,4456,3819,4278,1427,95.1811425214872,94.4190971300863,95.1770829818039,94.5695526448515,0.566801889752955,-1.14328864013922,-0.0864152382570715,-0.0894962419477011,-0.384299674080587,0.0281072371566472,-0.0836947107899947,-0.919956400479592
"140",199,"Sloanea berteriana","SLOBER",2.27760391699397,NA,2.89557481407737,NA,1.57530176360495,1.00549854951462,1790,3084,4917,4422,2632,96.6297702393883,95.7920064308853,94.3940028045805,94.0782442364047,0.652349603643097,-0.582122640965297,-0.0633585009388377,-0.364544514152046,0.920941250834555,-0.12883707731107,0.00253931986581272,0.0841410193302003
"141",200,"Spathodea campanulata","SPACAM",97.5505936777076,NA,83.2630441898428,NA,74.6073718260023,53.6618776649752,4136,8871,13808,13544,9408,90.504200543524,86.7116378920785,84.4097656477266,83.5465481448538,-1.97472827741092,-0.530184992000293,0.0166522135957885,1.29983783715545,-1.21490753539022,-0.185412009240221,-1.77613335344292,-0.327557915242287
"142",203,"Swietenia macrophylla","SWIMAC",0.0826381340031214,NA,0.588728263552105,NA,0.541738568335562,0.489770565190825,6464,13084,18119,18147,11683,87.6158726768754,82.957832269522,82.1291430548872,80.1813331219332,-0.933679823821986,-1.17140536817062,0.0484053424071112,1.38036849716768,0.327649921327672,-0.115656983279224,-1.98308678072003,-0.184825765147084
"143",204,"Swietenia mahagoni","SWIMAH",2.30514996166167,NA,4.77660985342971,NA,4.81992714054845,6.53557816540417,1041,1660,2294,2533,1492,97.4676649690355,96.4248713783072,96.2296185619578,95.3847418009631,-0.282416914771917,-0.412154344270537,-0.0993847403943515,-0.383703321170466,0.564966453130425,-0.1744203081797,-0.298461186786214,0.283318640835293
"144",205,"Symplocos martinicensis","SYMMAR",0.590786995284749,NA,0.0814866063474123,NA,0.109019487697326,0.118646295175037,4203,7065,7306,7800,3597,92.4785120946108,89.9637521644121,89.4521414590116,88.7603892432479,-0.119743513592628,-0.797666485811461,-0.0743233403468907,0.0981423060380209,-0.0283248763764576,0.0949292932903685,-0.457696637459484,-0.405143159814173
"145",206,"Syzygium jambos","SYZJAM",33.8721600116127,NA,23.1711287313088,NA,24.3609394533451,18.2880741939798,2815,7123,12356,11762,8947,93.173388535819,89.1471090339345,86.2388009934331,85.3628030179432,-0.265402619129241,0.165274696685393,-0.101824739900542,-0.711079634237825,0.327649921327672,-0.0194174287448014,0.288799904262161,0.409949441306221
