"","X","SCIENTIFIC_NAME","CODE","tpa_2004","tpa_2008","tpa_2009","tpa_2013","tpa_2014","tpa_2019","fcover_51","fcover_77","fcover_91","fcover_00","tot_change","AI_51","AI_77","AI_91","AI_00","WD","THK","LA.wp","SLA.wp","MAXHT","seed_mass","PC1","PC2"
"11",16,"Bucida buceras","BUCBUC",12.2881433502025,NA,2.5041914380205,NA,2.28472492158511,3.36510234465691,4408,9358,11981,12715,8307,90.8030431425447,86.0293690476007,85.5299475143194,84.0556030876247,1.41603783835521,-0.0147571714742802,-0.107872283528741,-0.669445231923314,1.15825778263731,-0.181308772418986,0.757581118696364,0.251575901897908
"12",17,"Bursera simaruba","BURSIM",7.90919291419177,54.4395300769231,11.7070276575133,47.2589134512543,9.86501932595323,9.3485486020213,2401,4125,3123,3803,1402,94.858730157727,92.5295042824624,93.6461210148585,92.6627120198496,-1.5593631759034,-0.409113296409503,-0.0893161836864425,-0.0640816482551542,0.683624719031802,-0.171485872149968,-1.1662907932378,0.717493640134831
"13",19,"Byrsonima spicata","BYRSPI",1.01629772256326,NA,1.19691826521581,NA,0.865189585973567,0.695549504416745,897,2727,3543,3115,2218,97.413673160707,94.2212205019727,93.4107876454627,93.5021690122411,-0.0444035631259605,-0.837829692337445,-0.105795544268656,1.05645224452962,1.51423258034144,-0.172604936737578,-1.51930072757728,0.267161784517615
"14",20,"Byrsonima wadsworthii","BYRWAD",0.397964682610799,NA,0.365342127024147,NA,0.366570568976906,0.398933766479152,1519,2349,3494,3160,1641,97.0958886778267,96.7998934512075,95.9654047947517,95.7297984230707,-0.550101175775005,0.362148569581551,-0.104390379991342,-0.725415605125239,0.446308187229049,0.169992788869947,0.270503163085057,0.585535839122212
"15",21,"Calophyllum antillanum","CALANT",5.09659539226568,NA,9.89653826266934,NA,4.57221003863783,7.36921077798143,3321,6747,7187,7131,3810,93.7219942449718,90.1717448719947,89.5840178463029,89.3468346491013,-0.0835516370638912,0.339198165009342,-0.094901898619425,-0.0993970008816585,2.34484044165107,-0.0616932020544962,-0.460697346901767,1.38283313821442
"16",23,"Canella winterana","CANWIN",1.85670991924381,11.9960469230769,1.40865604826766,9.36016295122047,1.01794709115772,1.50427238909678,1133,2916,2889,3478,2345,97.1507174725655,94.7722571579187,94.7660752689426,93.9615020028481,1.37835643373696,0.579958831075599,-0.105370755343822,-0.578903337434923,-0.97759100358747,0.215565911957855,1.63623759576063,-0.719101333206022
"17",25,"Casearia arborea","CASARB",8.43852067001015,NA,9.3937731806635,NA,7.3385682514542,5.98574970044416,2340,5009,8489,7719,5379,94.6872570178641,92.4409462057134,90.4019613357342,89.9179112857513,-0.111540160179111,-0.66654615848512,-0.106205532103584,0.494930648347592,1.51423258034144,-0.185828549947831,-1.12902482490043,0.459922355615226
"18",26,"Casearia decandra","CASDEC",3.18713481294596,NA,2.73260160138255,NA,2.47377297405656,2.4430930640387,3133,7242,7805,7809,4676,93.4701496003272,89.4851308350426,88.5195215079397,88.4652929944626,0.536747926425505,-1.24481685534166,-0.107160140759521,1.59506397964658,-0.62161620588334,-0.175079312881292,-1.19031005797143,-1.28561890807802
"19",27,"Castilla elastica","CASELA",NA,NA,0.0543244042316082,NA,0.0817646157729944,0.0593231475875186,6488,13158,18218,18296,11808,87.5756599686912,82.8600688994568,82.1306241847266,80.0920139805771,-2.22461575384281,-0.574992923893435,-0.0237121265269851,1.67246679114905,-1.57088233309435,-0.115385920968003,-2.04215050781512,-0.554967126153071
"20",28,"Casearia guianensis","CASGUI",54.3141454461815,NA,52.8020587484159,NA,44.3280959441179,43.7276751693671,3228,7626,8512,8584,5356,92.9695291033949,88.7239334833488,87.4988794422475,87.3729082522237,0.695809110633169,-0.997717506726097,-0.100980765502226,0.680883294256515,-0.0283248763764576,0.0318643119636612,-0.522907917872925,-0.847364536089933
