"","X","CODE","Species","fcover_51","fcover_77","fcover_91","fcover_00","tot_change","tpa_2014","tpa_2004","tpa_2008","tpa_2009","tpa_2013","tpa_2019","D_51","D_77","D_91","D_00","WD","THK","LA.wp","SLA.wp","MAXHT","seed_mass","PC1"
"93",93,"ERYRUF","Erythroxylum rufum",1158,1727,1458,1686,528,0.712170818936353,0.414046069708828,NA,0.394116273542628,NA,1.1893674331218,1785.83950827733,1620.31013940753,1707.56199264334,1659.05019539418,1.50416359641456,-0.538490853011744,-0.101727613447161,0.352790682374181,-1.45222406719298,0.719490519183987,-1.83141186247793
"94",94,"EUGAXI","Eugenia axillaris",901,1738,1382,1726,825,NA,0.542454755873378,NA,NA,NA,NA,1974.43804639062,1571.13540849171,1620.80038853659,1424.08944306335,NA,NA,NA,NA,NA,NA,NA
"95",95,"EUGBIF","Eugenia biflora",3607,8424,9527,9873,6266,9.90642069030774,8.31081099693297,NA,8.88967512975916,NA,11.7475286084209,1352.64127170263,1191.13677776119,1166.68872061157,1127.22521893164,0.681821425776528,0.0116631148298126,-0.108647001515071,-0.54854709745004,0.327649921327672,-0.174908620650609,0.0322566692735697
"96",96,"EUGBOR","Eugenia borinquensis",1368,2828,3543,3168,1800,1.04520196308206,1.79700110038005,NA,1.37988190174918,NA,1.47708877074157,1364.52555399068,1334.95419390563,1146.45524178986,1156.65332571618,-1.23347376038679,2.71868616190939,-0.088647282283914,-1.15899526335736,-0.080007241274774,-0.271697824988904,1.83700245616571
"97",97,"EUGCON","Eugenia confusa",333,420,434,445,112,0.0272548719243315,0.370418637943092,NA,1.04170197684083,NA,0.0296615737937593,1879.33891053381,1684.53059410968,4053.24573341001,2045.09494777825,NA,NA,NA,NA,NA,NA,NA
"98",98,"EUGCOR","Eugenia cordata",1072,2888,6110,6201,5129,NA,0.0550920893354143,NA,NA,NA,NA,1429.98210197534,1222.03895268216,1203.1470028356,1136.27902396944,NA,NA,NA,NA,NA,NA,NA
"99",99,"EUGDOM","Eugenia domingensis",3464,7309,7913,7710,4246,NA,NA,NA,NA,NA,1.10781657805618,1373.16468908603,1185.93967592006,1146.1513919087,1120.06364647476,-0.679829273172442,-0.0200849431563094,-0.101396015208593,-0.619668411779635,0.564966453130425,-0.183818501210167,0.625048685361954
"100",100,"EUGLIG","Eugenia ligustrina",1946,3379,2872,3465,1519,1.79719675975648,NA,NA,2.9004106472854,NA,3.09009563325918,1550.4639085086,1356.45704338522,1350.58922672311,1306.20754706556,1.88299262280974,0.116579247347315,-0.109231219476461,-0.783956965987571,-1.45222406719298,0.13970643490989,-1.31153747129138
"101",101,"EUGMON","Eugenia monticola",4305,9806,10669,11180,6875,23.5925846721111,12.4684208613633,NA,23.3921089548511,NA,20.2899086281652,1373.53599050132,1218.27243800757,1163.95590689014,1137.59586096202,0.980780112839683,-0.479859368259043,-0.109554255417641,-0.462232243552849,0.446308187229049,-0.139258973504687,-0.256123728354536
"102",102,"EUGPSE","Eugenia pseudopsidium",2927,6104,6131,6277,3350,1.76365733492528,0.0550920893354143,NA,3.82929003815771,NA,1.90072820013738,1586.52241507222,1316.19989856529,1299.05250589925,1287.09027428334,1.2825607557381,-0.334162711218189,-0.104476068901637,-0.479353274502585,-0.740274471784717,0.00445537080878809,-0.944316971564676
"103",103,"EUGRHO","Eugenia rhombea",1807,4563,6465,6993,5186,7.3776925091827,5.24640767912475,NA,4.10832557346845,NA,6.85886467098648,1429.99142447009,1248.83546673754,1246.40273467738,1181.00388741185,1.43985735483365,0.44586289994858,-0.108415755148167,-1.04473261005665,-1.09624926948885,0.105046841955269,-0.776108552761542
"104",104,"EUGSTA","Eugenia stahlii",1979,3504,5772,5189,3210,0.0272548719243315,0.101281473467492,NA,0.13775168299905,NA,0.0296615737937593,1265.15039398112,1315.14629899889,1077.32283924111,1035.22617727023,0.249146147739234,1.33218564156635,-0.0998282556472332,-0.749657203192261,0.920941250834555,-0.302100069370455,1.15788180977295
"105",105,"EUPPET","Euphorbia petiolaris",836,1580,1176,1572,736,NA,NA,34.5993609230769,NA,63.5403195354492,NA,1619.72501167424,1284.71158861735,1310.58982951056,1239.75967988885,NA,NA,NA,NA,NA,NA,NA
"106",106,"EXOCAR","Exostema caribaeum",918,1875,1351,1826,908,8.77217814398146,10.6565964362046,14.4164003846154,6.987343892704,17.5610360296756,11.5858340204618,1529.02631070473,1261.81815034479,1258.69980940903,1207.56120024453,1.40797692266209,-0.185034761582461,-0.108865899393488,-0.742073060310249,-0.502957939981964,0.113177137748312,-0.794128591054705
"107",107,"EXOPAN","Exothea paniculata",2493,4613,4062,4372,1879,2.03589418231545,NA,NA,2.02907954945006,NA,2.21563315611236,1355.11302417968,1271.45293299839,1271.21024243773,1235.21305836891,0.297352218370601,-1.15708620363352,-0.0981160953284561,0.291946153380628,-0.146983142277834,0.041493906933662,-0.799590861494271
"108",108,"FAROCC","Faramea occidentalis",3379,7334,8116,8089,4710,3.79749633743566,2.05723555965231,NA,1.40801444007499,NA,4.80053850491011,1339.50336292522,1208.54272926751,1169.18916727387,1152.46477759224,0.302080400033772,-0.670000310665885,-0.0989555303352293,0.783041647010663,-0.740274471784717,-0.149918909845953,-0.902609685967885
"109",109,"FICAME","Ficus americana",3172,6873,9469,8864,5692,0.0272548719243315,0.0275460446677071,NA,0.0271622021158041,NA,0.0296615737937593,1354.20008467928,1274.36885603335,1150.07737286971,1115.23095412274,-1.12031151071801,-0.338385187841109,-0.0989837349470513,-0.200305024926979,0.208991655426295,0.00643968052296458,0.325964394299733
"110",110,"FICCIT","Ficus citrifolia",4622,10099,12419,12911,8289,1.41245500825733,1.98016599763923,3.11474338461538,1.35437224563416,3.35191229162656,2.67353340311813,1328.54664438966,1199.27354913704,1160.23658850524,1122.89833425109,-1.0997283472397,0.107447658671296,-0.101453410306786,-0.194439589017453,1.51423258034144,-0.186943451685393,1.25036482750636
"111",111,"FICTRI","Ficus trigonata",3957,9055,14746,14337,10380,0.054509743848663,0.0275460446677071,NA,0.0543244042316082,NA,0.0593231475875186,1350.30802730653,1223.82790940684,1214.58738464796,1164.34931454491,NA,NA,NA,NA,NA,NA,NA
"112",112,"GENAME","Genipa americana",2475,6421,8315,8039,5564,NA,2.40010815292769,NA,NA,NA,NA,1468.63122958659,1291.29520215848,1268.86957413525,1229.09091852634,NA,NA,NA,NA,NA,NA,NA
"113",113,"GESPED","Gesneria pedunculosa",3025,5764,9096,9145,6120,NA,2.48427641825297,NA,NA,NA,NA,1383.22033854701,1265.44141486411,1209.90156204128,1179.62983207128,NA,NA,NA,NA,NA,NA,NA
"114",114,"GOMLIN","Gomidesia lindeniana",1536,3613,6148,5708,4172,NA,0.68574518655077,NA,NA,NA,NA,1282.05006878644,1208.72285602492,1126.60883775869,1054.42625965829,NA,NA,NA,NA,NA,NA,NA
"115",115,"GUACAR","Guatteria caribaea",533,705,815,769,236,NA,NA,2.88328007692308,NA,NA,NA,1491.54364434337,1447.03006619133,1352.09439257278,1428.14279573005,NA,NA,NA,NA,NA,NA,NA
"116",116,"GUAFRA","Guapira fragrans",3668,8665,9387,9578,5910,14.3916142037612,4.42317144296963,NA,11.9728424978417,NA,17.1695492548397,1375.32574417109,1163.84530864627,1163.4530621164,1133.06569282735,-0.320353163019841,0.668544267626841,-0.104895931174768,-0.22135452146606,0.861612117883866,-0.180587201015563,0.900580166429174
"117",117,"GUAGLA","Guarea glabra",1917,3216,5202,4666,2749,2.37520987936802,1.96689409791464,NA,1.69089962454171,NA,2.21563315611236,1222.88116342828,1270.33569251459,1086.2537355091,1078.10889623813,-0.646381426909956,-0.417327292199883,-0.0338002536359647,0.174306195343952,-0.384299674080587,-0.113438482849845,-0.161306534852793
"118",118,"GUAGUI","Guarea guidonia",4172,9466,15307,14937,10765,78.8643738905235,66.6500714491701,NA,71.3776914540335,NA,76.298825691329,1290.04765229492,1150.68103363081,1111.11676272538,1059.97029628849,-0.457689132701852,-0.598723953668572,0.0212445703397126,1.09797027977109,0.564966453130425,-0.125186416967236,0.0721970064052413
"119",119,"GUAOBT","Guapira obtusata",2855,4457,3816,4277,1422,0.745710243767556,NA,NA,0.788232547085257,NA,1.1893674331218,1260.95096180984,1492.40377842896,1412.14164401362,1440.98959879484,-0.143308423847023,-0.0369334543323057,-0.0930072983927993,-0.218046340846571,-1.27423666834091,-0.0778573448594851,-0.603722298972542
"120",120,"GUAOFF","Guaiacum officinale",777,1493,1069,1352,575,0.206726822280615,0.7465299282146,NA,0.208858843653593,NA,0.118640186110336,1729.962617417,1386.2034845084,1559.9382359006,1329.82131729015,1.90267635248087,0.053738855561941,-0.102532745763742,-1.03477755981907,-0.97759100358747,0.4483039453305,-1.15734045975827
"121",121,"GUAULM","Guazuma ulmifolia",1381,4310,7594,7648,6267,3.37540282808737,1.84752043501635,NA,2.07754854810787,NA,4.28958637509582,1449.51640137098,1311.92890589973,1210.58847012361,1155.43730891124,-0.897565629804119,-2.39888104389031,-0.101289527665202,2.46086419516165,0.208991655426295,-0.181205513337531,-1.03319161345515
"122",122,"GUEELL","Guettarda elliptica",853,1723,1207,1546,693,NA,0.346937918916894,20.1829605384615,NA,20.2173743976429,NA,1769.31726375451,1438.10760208636,1559.5442743494,1455.61966197095,NA,NA,NA,NA,NA,NA,NA
"123",123,"GUEOVA","Guettarda ovalifolia",2910,5932,9118,8675,5765,0.0272548719243315,NA,NA,0.338179924908343,NA,0.430760356657385,1337.20590097437,1248.54184744719,1161.86770293465,1132.04353292202,0.164930352868498,-0.734552874713269,-0.100334072107192,0.838726994332501,-0.62161620588334,-0.195614867660816,-0.818576610387131
"124",124,"GUEPUN","Guettarda pungens",1863,3231,3793,3962,2099,5.83544569955618,NA,NA,4.39633902380845,NA,5.59345012699131,1492.35928854766,1433.375567354,1352.60180699033,1410.48885146026,NA,NA,NA,NA,NA,NA,NA
"125",125,"GUESCA","Guettarda scabra",3306,5571,5376,5875,2569,28.45336089204,23.4166619179495,NA,27.5549000392642,NA,34.4341458176583,1502.68947914069,1433.86916206997,1364.62463874123,1340.37363204752,0.820321316085631,1.47246129254857,-0.104716784388639,-0.520925330725425,-0.146983142277834,-0.117791529436709,0.379550470114241
"126",126,"GUEVAL","Guettarda valenzuelana",1642,4576,6318,5986,4344,0.0272548719243315,NA,NA,NA,NA,0.0296615737937593,1529.63160563012,1289.77262316858,1149.64555867773,1102.90269535491,-0.455067371983198,1.69327199640973,-0.0922646778378312,-0.688712919175136,0.802282984933178,-0.266610561199263,1.48497081551136
"127",127,"GYMLAT","Gyminda latifolia",3276,5301,4322,5041,1765,1.49142048753511,NA,14.4164003846154,1.97058136771314,11.5527853700817,3.40747854467271,1510.84580877581,1421.64455348111,1467.94810641319,1420.70513542166,1.00754897587939,0.994596128937218,-0.108843858013588,-0.823509831136109,-0.384299674080587,-0.182291826255996,0.042372725620861
"128",128,"GYMLUC","Gymnanthes lucida",2484,4096,3318,3877,1393,11.2273499821122,13.8203654916831,NA,11.2475126479242,NA,17.0952553369489,1398.68310273044,1345.01484371229,1315.47545841526,1263.05108273185,1.35009858524915,-0.120213801741435,-0.107167201512972,-0.631419799970843,-0.146983142277834,0.51061725175719,-0.703397791196856
"129",129,"HELJAM","Helicteres jamaicensis",2371,4066,3892,4465,2094,0.67863139410515,NA,NA,NA,NA,1.12199122183278,1543.90085418858,1364.95320493024,1363.85581449758,1300.63423359294,0.695134873015545,0.264492259319989,-0.0897876538115483,-0.295407692522742,-1.15557840243953,-0.0215622183039855,-0.698363154408411
"130",130,"HENFAS","Henriettea fascicularis",3132,7748,13722,13096,9964,NA,0.0275460446677071,NA,NA,NA,NA,1356.96758047843,1220.38370145789,1139.84993787525,1089.98940578083,NA,NA,NA,NA,NA,NA,NA
"131",131,"HENMAC","Henriettea macfadyenii",2076,4061,6688,6117,4041,NA,1.87963923438317,NA,1.40704410386498,NA,NA,1311.55657552002,1273.69548012849,1111.1158341905,1063.52064721739,NA,NA,NA,NA,NA,NA,NA
"132",132,"HIBELA","Hibiscus elatus",3424,7743,12262,12041,8617,NA,0.867102841655041,NA,0.788232547085257,NA,NA,1349.77518556516,1241.16562811547,1228.26651122396,1189.85543685996,NA,NA,NA,NA,NA,NA,NA
"133",133,"HIPMAN","Hippomane mancinella",1489,2797,3774,4065,2576,0.339315697052575,NA,NA,NA,NA,0.770806056670659,1500.90922690137,1314.29570643699,1287.88679174578,1225.41319322628,NA,NA,NA,NA,NA,NA,NA
"134",134,"HIRRUG","Hirtella rugosa",2179,4719,7391,6670,4491,0.67863139410515,0.68574518655077,NA,0.676359849816685,NA,NA,1295.43619548771,1209.37091089075,1050.46100742052,994.80782533749,NA,NA,NA,NA,NA,NA,NA
"135",135,"HIRTRI","Hirtella triandra",3957,9055,14746,14337,10380,NA,0.828092139417656,NA,NA,NA,NA,1350.30802730653,1223.82790940684,1214.58738464796,1164.34931454491,NA,NA,NA,NA,NA,NA,NA
"136",136,"HOMRAC","Homalium racemosum",1735,4841,6538,5981,4246,4.5078663154202,5.4012625531867,NA,3.28807914321732,NA,4.47725615265195,1515.85937078311,1272.97520144935,1189.99134038384,1145.04939332471,0.596248224697162,-0.60493773618541,-0.102815248732214,1.15613318350452,1.75154911214419,-0.243432800223749,0.277646340123821
"137",137,"HURCRE","Hura crepitans",2004,4287,8285,8371,6367,NA,0.0550920893354143,NA,NA,NA,0.0296615737937593,1348.11474803489,1286.44637848037,1225.19474629872,1174.69205341109,NA,NA,NA,NA,NA,NA,NA
"138",138,"HYMCOU","Hymenaea courbaril",1629,4476,6964,7230,5601,2.739613178048,2.65278045465941,NA,3.01598494341881,NA,0.945519254019581,1443.0786676874,1220.62184542069,1226.70575430246,1224.41593134167,NA,NA,NA,NA,NA,NA,NA
"139",139,"HYPTRI","Hypelate trifoliata",442,693,498,580,138,NA,NA,0.462926615384615,NA,0.463715949106138,NA,1545.38083484985,1810.04634021941,1400.86399565541,1409.04010736849,NA,NA,NA,NA,NA,NA,NA
"140",140,"ILENIT","Ilex nitida",1445,1779,3410,3329,1884,1.3572627882103,0.68574518655077,NA,0.676359849816685,NA,1.47708877074157,1206.1306873297,1373.51509628826,1193.11961977983,1184.15377173594,-0.165068610481732,0.0965015474562347,-0.100119849915579,-0.2027137863632,0.208991655426295,-0.0328246654247972,0.206567515607534
"141",141,"ILESID","Ilex sideroxyloides",3489,8242,14256,13689,10200,0.339315697052575,NA,NA,NA,NA,NA,1346.01905623469,1210.62917563757,1142.79647454476,1097.63055365309,NA,NA,NA,NA,NA,NA,NA
"142",142,"INGLAU","Inga laurina",2435,6004,10928,10372,7937,7.13474393132493,6.92131014670499,NA,6.12766672653461,NA,6.01321598805409,1327.23023074089,1233.93069445032,1104.65765410928,1074.35515599553,-0.0288577625652402,-0.284724958278055,-0.0673314527355684,0.0108741817766016,1.51423258034144,-0.0766043812055711,0.658450343505279
"143",143,"INGVER","Inga vera",2822,7233,12897,12489,9667,9.51133930086568,12.9047453054485,11.5331203076923,13.1532681288826,NA,9.00215453958993,1303.31090749131,1171.36564009715,1129.86636593985,1075.1394035658,-0.450553460198477,-0.747199015787354,-0.0014517650484646,1.38348195746996,-0.740274471784717,-0.0965429170903752,-0.734558131099757
"144",144,"IXOFER","Ixora ferrea",3191,6529,7099,6922,3731,0.421080312825569,1.08370986916157,NA,0.0543244042316082,NA,0.886852254339582,1379.08861360377,1195.54980709332,1148.88567549821,1152.47190967802,0.0698032599724645,-0.190664731068746,-0.0959406530503035,-0.0523718860229694,-0.740274471784717,-0.0815487459169969,-0.497523492895617
"145",145,"KRUFER","Krugiodendron ferreum",2247,4138,3213,3973,1726,5.62682069837974,1.37555569874305,9.11276684615385,5.13832725173371,3.35191229162656,7.99665959666309,1532.07339079091,1309.94218576604,1308.51320101045,1252.34744213824,1.54107443891052,-0.78054871525091,-0.107318145276284,-0.313085099643538,0.208991655426295,-0.175876897746811,-0.716375085703132
"146",146,"LAEPRO","Laetia procera",3126,7735,13699,13076,9950,NA,0.447284766704951,NA,NA,NA,0.0296615737937593,1337.41906109936,1201.41570106541,1137.18728695331,1079.4943413521,-0.100152575604416,-2.40024741887277,-0.0835569007922251,2.19380211164105,1.75154911214419,-0.186522999306455,-0.460954421027651
"147",147,"LAGRAC","Laguncularia racemosa",1025,1673,1503,1752,727,2.27546392388361,2.88361689968352,NA,2.75976380349835,NA,0.886852254339582,1765.90859000452,1558.90779730455,1638.88921554231,1582.06078076078,NA,NA,NA,NA,NA,NA,NA
"148",148,"LEULEU","Leucaena leucocephala",1805,3658,4198,4855,3050,74.3569824473324,69.8821328801595,NA,81.0881032943007,NA,55.7866617685086,1495.46775787194,1369.07415638247,1356.75251741575,1325.7702188494,0.0154135190325223,-1.0027447379509,-0.0978936312440627,-0.423188173104718,-0.740274471784717,-0.181666774329719,-0.757515250328654
"149",149,"LICBRI","Licaria brittoniana",333,420,434,445,112,NA,NA,NA,NA,NA,0.369272192685393,1879.33891053381,1684.53059410968,4053.24573341001,2045.09494777825,NA,NA,NA,NA,NA,NA,NA
"150",150,"LICPAR","Licaria parvifolia",3207,5765,5429,6004,2797,4.32125010455991,1.85209318971546,NA,2.5046824293401,NA,3.9201026954498,1504.79578443726,1299.21858253111,1273.18598362965,1241.79271393175,0.541131982987772,0.0258705082769311,-0.106785704836212,-0.824159332779407,0.446308187229049,0.187767718040428,0.0771652701471097
"151",151,"LONGLA","Lonchocarpus glaucifolius",1392,2142,1770,2040,648,0.705886266029481,1.74190901104463,NA,0.0271622021158041,NA,0.768205959164545,1113.5775248519,1244.44837065049,1201.88100088357,1175.31451846265,0.67508197760295,-0.144231496487457,-0.0925990800048707,-0.635463600654263,0.327649921327672,-0.112161451700184,-0.0332230882017906
"152",152,"LONHEP","Lonchocarpus heptaphyllus",5454,10893,15054,15077,9623,0.299803591167646,NA,NA,NA,NA,0.266954164143834,1255.2466967377,1169.54352801057,1126.84970330059,1088.62648720801,0.00230938441647591,-0.232960832129453,-0.070128420079423,0.04249884779792,-0.62161620588334,-0.175764364904213,-0.402973060555893
"153",153,"MAGPOR","Magnolia portoricensis",1143,1462,2002,1837,694,0.111696595150224,0.0550920893354143,NA,0.113125383662065,NA,0.120811311559511,1034.64621677798,1658.17008108947,1258.24932414805,1228.96303237015,-0.336979311776365,0.0923173914505975,-0.093603119179721,-0.549075710575002,-0.0283248763764576,-0.170257675364766,0.242026856253126
"154",154,"MAGSPL","Magnolia splendens",3132,7748,13722,13096,9964,0.0272548719243315,NA,NA,0.0271622021158041,NA,NA,1356.96758047843,1220.38370145789,1139.84993787525,1089.98940578083,NA,NA,NA,NA,NA,NA,NA
"155",155,"MAMAME","Mammea americana",2825,5794,6231,6122,3297,0.421080312825569,0.45874942427463,NA,0.730684254048294,NA,0.458256914066671,1420.56788615396,1266.09940825152,1255.9419878192,1145.90687791259,0.59109590658612,1.2697824008782,-0.0892139205627224,-0.880770428400116,0.208991655426295,8.8774409908859,-2.22379625640406
"156",156,"MANBID","Manilkara bidentata",1508,2837,3368,3188,1680,0.745710243767556,0.0275460446677071,NA,0.788232547085257,NA,1.16218381476659,1528.1967088022,1361.87987883419,1353.96514067039,1352.57681543206,0.874725487895853,0.183165224722546,-0.0789095298627023,-0.648736880027865,-0.384299674080587,-0.0015239525736487,-0.345552464516685
"157",157,"MANIND","Mangifera indica",1259,4394,8309,8125,6866,4.20460791165967,2.22119328055719,NA,3.35726255524111,NA,3.23493735268272,1497.16505738518,1244.20488318588,1129.17160362414,1098.7296542581,-0.614293310039681,-0.671821770456305,-0.0512712625925693,-0.205971222470013,0.327649921327672,1.84920848954077,-0.491017595233321
"158",158,"MARNOB","Margaritaria nobilis",3122,6433,6991,6818,3696,0.205457076613793,0.132954787984493,NA,0.12655510925861,NA,0.220180111471621,1365.64617847962,1188.28566033773,1140.33032171287,1127.52671510648,-0.856471327191048,0.134046237249088,-0.0942930607025053,0.207626349693968,-0.265641408179211,-0.1856573620557,0.204615592858017
"159",159,"MATDOM","Matayba domingensis",1946,3412,5617,5028,3082,0.163529231545989,0.453056771946213,NA,0.473990935487363,NA,0.148307868968796,1267.92945905406,1382.18287494704,1113.74549361648,1040.17058731466,0.28877965964802,0.112426317333383,-0.103149724753695,-0.939163511530593,1.51423258034144,-0.0704314309434098,0.853507976946711
"160",160,"MAYELO","Maytenus elongata",4290,9475,15180,14782,10492,NA,NA,NA,NA,NA,0.369272192685393,1343.68651338106,1221.96951423803,1220.54130525102,1165.22223537542,NA,NA,NA,NA,NA,NA,NA
"161",161,"MAYLAE","Maytenus laevigata",1957,4019,3651,3854,1897,0.00490838780027452,NA,NA,NA,NA,0.77468755011051,1560.3452741509,1225.73155461796,1369.39992058153,1368.90599182404,NA,NA,NA,NA,NA,NA,NA
"162",162,"MAYPON","Maytenus ponceana",2873,4518,3893,4405,1532,0.0272548719243315,NA,NA,0.0271622021158041,NA,0.398933766479152,1258.08214617361,1314.29808821544,1269.82110718299,1237.82261061172,NA,NA,NA,NA,NA,NA,NA
"163",163,"MELBIJ","Melicoccus bijugatus",2449,4421,5171,5757,3308,2.44040745712747,1.61495342250924,NA,1.85697209923703,NA,2.51779796695155,1458.52996854216,1280.89142305285,1295.58527002809,1266.37028437679,NA,NA,NA,NA,NA,NA,NA
"164",164,"MELHER","Meliosma herbertii",2739,6012,10075,9397,6658,0.19078410347032,0.19282231267395,NA,0.190135414810629,NA,0.576903209241708,1341.14541827385,1261.03106172619,1144.46892449902,1082.54540182417,-1.12433381198572,-0.0271886393880743,-0.0664403451347492,0.233367234569556,0.564966453130425,-0.227310133941538,0.675784599829497
"165",165,"MICGAR","Micropholis garciniifolia",1005,2524,3376,2872,1867,0.136274359621657,2.71834063167728,NA,1.44913500857789,NA,0.0296615737937593,1764.80763495717,1266.91124033297,1095.51988968897,1045.28397476867,-1.63645109380665,2.45096318823892,-0.101614946428898,-1.01859029555105,0.208991655426295,0.314659716980863,1.78928221275789
"166",166,"MICGUY","Micropholis guyanensis",2003,3550,5877,5293,3290,2.17490894594024,3.66722620764222,NA,3.006918825619,NA,2.24828968937931,1250.87902753442,1327.74342476888,1092.98989563457,1048.46426572423,0.450244604036122,0.80769241116546,-0.103329251974534,-0.970997496357412,1.15825778263731,-0.0456887651071744,0.925671542286033
"167",167,"MICIMP","Miconia impetiolaris",1882,5371,7107,6858,4976,4.17240663912451,1.71436296637692,NA,2.47913217162697,NA,1.10781657805618,1462.02872192984,1260.17680289165,1209.46058457496,1215.83350180138,0.417703065038809,-0.352865800601046,-0.0664727747457614,0.746307959716898,-1.27423666834091,-0.0673244346136266,-1.07624482233252
"168",168,"MICLAE","Miconia laevigata",5561,11598,16778,16601,11040,0.372855121883778,1.85209318971546,NA,2.61171929340064,NA,0.792911622081201,1284.45294725028,1182.51903392542,1140.63221359911,1100.67977093857,-1.13790975635944,0.109680539606819,-0.104677327056777,0.65109973875319,-1.45222406719298,-0.233781847808417,-0.379405642878027
"169",169,"MICPAC","Miconia pachyphylla",630,821,879,834,204,NA,0.342872593275385,NA,NA,NA,NA,3120.27484601744,3209.00055007449,4367.81318334912,2963.63126710303,NA,NA,NA,NA,NA,NA,NA
"170",170,"MICPRA","Miconia prasina",2787,6982,10494,10163,7376,20.7107346837688,6.92862534194114,NA,22.728766184765,NA,19.3296208236644,1401.81886326607,1268.20974986443,1208.28315329982,1180.48751312036,-0.129500353300604,-0.794661075337628,-0.0980568483752002,0.209947784817366,-0.740274471784717,-0.186310695587584,-0.710301403806955
"171",171,"MICRAC","Miconia racemosa",2395,5840,9084,8398,6003,1.3572627882103,NA,NA,1.04170197684083,NA,0.768205959164545,1338.10890320619,1323.26889480499,1113.92091358298,1057.64375957026,-1.39901012074368,-0.791084389638902,-0.0892932697828593,1.16227413484113,-0.62161620588334,-0.186770324235242,-0.354103353507775
"172",172,"MICSER","Miconia serrulata",2146,4378,9692,9146,7000,1.11856536565133,0.68574518655077,NA,0.788232547085257,NA,1.1893674331218,1335.38567224765,1342.62666791651,1255.06607560548,1199.24106736679,NA,NA,NA,NA,NA,NA,NA
"173",173,"MICSIN","Miconia sintenisii",1585,2463,3834,3451,1866,NA,NA,NA,NA,NA,0.369272192685393,1210.23054425186,1273.08021618813,1063.69856959955,1049.76106309306,-1.40069398794447,1.37058100139117,-0.0948943206626255,-0.599391978875671,-0.953139752351078,-0.187011713365738,0.720256329618226
"174",174,"MICTET","Miconia tetrandra",2663,6434,10495,9770,7107,2.56898296214439,0.756918662984213,NA,2.33717618113078,NA,5.35998715200844,1430.46448795992,1257.31347990934,1140.7877774597,1094.09954545489,-0.13580268119982,-0.368936051121444,-0.0876328985207426,-0.117776966024959,0.683624719031802,-0.256786639563253,0.295209084694009
"175",175,"MOUHEL","Mouriri helleri",333,420,434,445,112,NA,0.342872593275385,NA,NA,NA,NA,1879.33891053381,1684.53059410968,4053.24573341001,2045.09494777825,NA,NA,NA,NA,NA,NA,NA
"176",176,"MYRCOR","Myrsine coriacea",2050,4430,7603,6977,4927,3.73247266757832,2.86455022953074,NA,5.27501132763882,NA,2.29966196661653,1285.37552001713,1206.8996144668,1159.75852467982,1064.61090410303,-0.180008427541014,0.148491237117846,-0.106583297423614,-0.419967883893815,0.208991655426295,-0.185862641746593,0.313388075949408
"177",177,"MYRDEF","Myrcia deflexa",2197,5256,7956,7278,5081,2.06943360714665,1.02861777982615,NA,1.35271969963337,NA,4.11636135624973,1400.28387481697,1187.19880959142,1187.07529513897,1125.84572825691,0.691926488658637,-0.00784472817133544,-0.0965521534078158,-0.379901422089299,0.327649921327672,-0.161302800353709,-0.00362265635291519
"178",178,"MYRFAL","Myrcia fallax",1690,3050,4527,4101,2411,NA,0.68574518655077,NA,0.676359849816685,NA,NA,1231.88080753262,1295.55640210425,1179.96528889484,1089.63284093981,NA,NA,NA,NA,NA,NA,NA
"179",179,"MYRFLO","Myrciaria floribunda",24,74,100,148,124,0.325118349286653,NA,NA,0.276473702208114,NA,0.348742437200881,4616.84236177389,2795.98225532594,2719.88699505159,1901.96955547704,NA,NA,NA,NA,NA,NA,NA
"180",180,"MYRSPL","Myrcia splendens",2364,5545,10113,9434,7070,14.7402907577053,24.9477359067289,NA,16.2556248202109,NA,11.2053935370006,1324.15355649878,1229.83892284163,1099.27811927703,1060.45403892405,NA,NA,NA,NA,NA,NA,NA
"181",181,"NECCOR","Nectandra coriacea",4049,8737,9846,10156,6107,5.55269838765724,1.1444946108254,NA,5.26605817724113,NA,5.02572398732214,1318.46974590145,1250.80759359295,1178.99390719259,1143.32148024544,0.187863176308118,-0.391141311487317,-0.103816323981405,-0.625008505870962,2.2261821757497,-0.0424946723303086,0.969534098555095
"182",182,"NECKRU","Nectandra krugii",2967,6721,10838,10786,7819,NA,0.342872593275385,NA,NA,NA,NA,1366.90273095639,1250.55153072457,1241.02556457279,1219.88800868738,NA,NA,NA,NA,NA,NA,NA
"183",183,"NECTUR","Nectandra turbacensis",3096,5449,6478,6311,3215,0.745710243767556,2.23859321475658,NA,1.07047612335931,NA,NA,1400.64191568771,1324.28618181248,1192.96118871925,1159.38342901391,NA,NA,NA,NA,NA,NA,NA
"184",184,"NEEBUX","Neea buxifolia",2571,4184,3555,4033,1462,0.339315697052575,0.342872593275385,NA,0.338179924908343,NA,NA,1474.12530221721,1436.82108151994,1316.09868057613,1350.58298017347,NA,NA,NA,NA,NA,NA,NA
"185",185,"NEORES","Neolaugeria resinosa",2932,4808,4831,5084,2152,5.6351447661284,6.49831721706999,NA,7.27067072765379,NA,6.88160522917508,1489.49016535686,1487.68554580484,1398.12290656946,1440.35045167766,0.2272274306745,-0.697922673693689,-0.106341983187208,-0.358276825148439,0.683624719031802,-0.113497434903758,0.0037411755861992
