"sp","total_hab_raw","fcover_51_raw","fcover_77_raw","fcover_91_raw","fcover_00_raw","tot_change_raw","total_hab","fcover_51","fcover_77","fcover_91","fcover_00","tot_change"
"SIPDEN",14063.250214871,2124.95133407786,4802.14554884844,8174.17281156871,7802.60069683474,5677.64936275687,8370,1751,3244,5359,4950,3199
"SLOAMY",16733.4828736819,3474.40601091925,6668.36645700317,8892.38098932616,8927.21130869817,5452.80529777892,8102,2853,4414,3802,4232,1379
"SLOBER",7126.6910784967,1225.57349572484,2878.24008838233,4117.17902585722,3788.70480453531,2563.13130881047,11183,1875,4610,6253,5758,3883
"SOLENS",18296.2945392709,3389.90232111327,6910.2214578446,9650.94814699888,9650.7114194762,6260.80909836292,27399,5125,10455,14605,14600,9475
"SOLRUG",14320.1299030755,1853.07654334799,4520.99501634478,8031.36832517946,7672.49308928954,5819.41654594155,14928,1749,4760,9104,8635,6886
"SOLTOR",26230.2197742835,3265.32556713372,7310.30485108495,11144.1461616084,11058.9023932293,7793.57682609558,23009,1888,5407,8978,8985,7097
"SPACAM",26924.2835885175,4148.95566457137,8265.40241231397,11438.8305513822,11455.3537139893,7306.39804941788,20067,3043,5569,7079,7416,4373
"SPOMOM",27099.6617278252,3998.84975837544,8238.91783220507,11689.6402404606,11690.8574128803,7692.00765450485,34532,3969,9134,14796,14463,10494
"STAMON",10912.2480253424,1497.16377208848,2659.06418919889,3374.10059971851,3614.61737493891,2117.45360285044,6774,677,1099,1201,1412,735
"STEACU",7931.99867067253,1245.18122491706,2208.15123546799,2425.41107259016,2634.18718657386,1389.0059616568,6754,924,1684,1764,1982,1058
"STESIN",8031.99901328702,2044.33000914194,3561.20706757624,3930.62644292228,4094.44120737817,2050.11119823623,11713,3051,5308,5832,6078,3027
"SURMAR",1660.96248195916,199.136497953919,299.266223762545,198.249654026977,259.729560371061,60.5930624171414,1045,143,205,128,156,13
"SWIMAC",26499.4753264384,4118.29482685961,8340.80751563329,11565.6766960807,11587.0857514916,7468.79092463199,33722,3933,9052,14675,14296,10363
"SWIMAH",25749.2220184729,3860.25698511302,7767.68780632317,10431.5330106989,10634.0428570732,6773.78587196022,29814,4244,8386,10116,10826,6582
"SYMMAR",26287.7378653511,4337.78003837913,8494.28283873945,11534.8630104512,11563.3268131092,7225.54677473009,22368,4502,7911,9280,9311,4809
"SYMMIC",8733.28238357599,1114.56410693615,2598.0139429018,3118.23523147031,2874.88415885929,1760.32005192315,11057,1393,3229,3774,3406,2013
"SYZJAM",23293.1024386249,3565.1062800996,7430.15241860226,10718.5121694468,10517.6640129313,6952.55773283169,17092,2575,5983,9139,8486,5911
"SYZMAL",15858.1416268311,2076.48424402531,5113.98343550041,8978.0839687977,8593.44853740744,6516.96429338213,23910,3130,7755,13677,13079,9949
"TABCIT",20594.3654229343,3485.45679173805,7413.68552657776,11306.9633709788,11078.7197941002,7593.2630023621,23910,3130,7755,13677,13079,9949
"TABHAE",19293.1363137942,2264.05804785341,5059.36324120127,8413.44839962013,8430.80785080418,6166.74980295077,23027,2783,6228,11161,11228,8445
"TABHET",27664.841664046,4380.54905948043,8745.1072396934,11948.0182387829,12026.6220597327,7646.07300025225,36439,5412,11105,14904,15134,9722
"TABKAR",5012.36472759733,1686.60359015944,2681.09385286679,2286.55325689644,2564.70715435862,878.103564199177,5023,1914,2999,2607,2913,999
"TABRIG",4780.49393507222,793.206303327343,1912.428272171,2542.44228067168,2284.81626460435,1491.60996127701,8327,1148,3187,4257,3725,2577
"TABSCH",11493.3754883922,1794.15701896721,3913.18201715138,6478.92753585731,6182.59689750359,4388.43987853639,15597,2402,5727,9612,9095,6693
"TAMIND",17574.1956616619,1951.51974018267,4408.30470873974,6135.39386627288,6451.86846816004,4500.34872797737,16134,1461,3627,4987,5532,4071
"TECGRA",24307.5834662355,4019.59198380262,7819.41481205262,10327.7428521551,10468.2004715037,6448.60848770104,37770,6262,12167,16035,16258,9996
"TECSTA",16706.8397121422,1578.78543440317,4262.74620026926,5735.31043856793,5956.97575267752,4378.19031827435,15192,889,3362,4119,4438,3549
"TERCAT",27103.8708239496,4361.82910960913,8673.08771461248,11915.6413006634,11951.5373739898,7589.70826438069,41381,6460,13061,18065,18104,11644
"TERSTA",13630.9456075132,2591.95912863314,4657.85805150867,5572.70989816636,5749.42847248167,3157.46934384853,10359,2798,4777,4944,5266,2468
"TETBAL",25933.3440279067,3953.16792938113,7963.91477200389,11173.2657619119,11197.4638976157,7244.29596823454,30921,3771,8240,12766,12617,8846
"TETCRO",12211.0568765295,1709.33035704173,3819.93221945543,7368.51383689704,7147.40301262931,5438.07265558757,8583,1266,2271,5742,5534,4268
"TETELA",26733.5715866382,3941.71737913648,8327.33604373736,11165.1601648773,11236.246575275,7294.52919613849,21188,2913,7020,7168,7344,4431
"TETURB",22192.0849016886,2612.39771278389,5986.28292777948,9680.04419757798,9435.0496559497,6822.65194316581,24026,3138,7765,13697,13096,9958
"THEGRA",26890.5499982983,4223.17642449588,8419.75945602357,11465.1401679739,11571.9130404815,7348.73661598563,26671,3809,7179,8355,9031,5222
"THEPOP",16233.7979469824,1664.74023455533,3485.75723096856,4722.61445729632,4988.82226468937,3324.08203013404,18859,1533,3199,4423,4820,3287
"THOPOR",5125.77937952534,716.707099318837,1300.16301963384,1157.59043628597,1357.7105730486,641.003473729766,5178,710,1273,878,1126,416
"THOSTR",21407.5421774611,3536.88185918331,6788.46975249797,8458.37221146375,8787.28567453474,5250.40381535143,15377,3131,5014,4952,5586,2455
"THRMOR",21577.8593006991,3665.86027587578,6774.82931387797,8405.36865714937,8704.38390029967,5038.52362442389,5970,1004,1630,1433,1666,662
"TOUFIL",24112.328500731,3372.46366688807,7170.92049580358,9992.34737186425,10142.3808369023,6769.91717001423,18332,1449,4571,7916,7928,6479
"TRELAM",12086.200450127,2133.08246967429,4311.40141797205,6749.58028056659,6676.33278613072,4543.25031645643,7504,1100,2136,4431,4424,3324
"TREMIC",19690.2110153297,2450.01431907061,5339.61045138631,8266.89446573891,8140.73433222715,5690.72001315653,30111,3735,8158,12645,12450,8715
"TRIHIR",20879.5402289632,2624.64257911865,5872.44809728004,7175.07281545007,7485.76679917208,4861.12422005343,26289,2955,7222,8102,8626,5671
"TRIPAL",21145.844485498,3512.98490023706,7335.03744524531,9979.69827696588,9826.19613312371,6313.21123288665,12917,1934,4718,5805,5560,3626
"TRITRI",16927.4264793238,3206.01779378019,6402.06138278544,8923.19372395705,8961.36156896036,5755.34377518017,1789,482,800,575,675,193
"TRORAC",15154.8681361079,2947.03769060515,5578.24683722074,6345.8280418854,6452.84639268846,3505.8087020833,17472,3034,6102,6325,6299,3265
"TUROCC",17097.2913049348,3365.31126278732,6755.86683572596,10044.760759728,9743.24302263558,6377.93175984826,14187,3027,5934,9629,9042,6015
"UREBAC",21516.1567981304,3928.47002871521,7256.9267117139,10768.3092225746,10574.2519256065,6645.78189689131,13496,3693,5411,9020,8841,5148
"VACFAR",17701.1109506614,2190.82539723455,4827.70977652005,6714.48135733323,7016.23732471781,4825.41192748326,17076,1595,4264,6493,6960,5365
"VARBEL",17157.0858349279,3345.75624510273,6617.26680051535,9129.28747097403,9136.65313561261,5790.89689050987,559,334,415,432,441,107
"VARPOL",26890.6290207803,4288.05831629038,8527.34739005566,11827.9370184541,11856.9383046031,7568.87998831272,25028,3328,7072,11897,11357,8029
"VARRUP",2215.87347473705,662.929640198621,1062.72250226006,864.602949799664,973.772888836553,310.843248637932,1430,425,645,470,540,115
"VITDIV",20477.1026858971,2905.44193658698,6346.73449424515,9680.19444031268,9568.73513902491,6663.29320243793,20434,2626,6518,11316,10942,8316
"WALLAM",26509.0110667944,4351.49782121181,8581.00101268291,11667.9634292126,11725.3238453865,7373.82602417469,7543,2519,3999,3370,3791,1272
"XYLBUX",20580.5097449254,3422.11120283231,6319.30952960066,7429.75325718522,7773.84909950383,4351.73789667152,18049,3350,5368,4469,5158,1808
"XYLSCH",14737.1222461388,2854.86876741052,5678.69869492576,7963.85415866226,7940.84899229184,5085.98022488132,559,334,415,432,441,107
"ZANFLA",17862.5967793092,3408.67520980537,6040.02852825448,6777.68250707537,7141.15492228046,3732.47971247509,7543,2519,3999,3370,3791,1272
"ZANMAR",25215.6362443566,4079.25787828863,8401.0016272366,11188.634036243,11225.2741478607,7146.01626957208,19377,3130,7471,8990,9008,5878
"ZANMON",13612.9530302704,1416.77079175504,4184.40986295135,5682.97219045934,5938.76140501919,4521.99061326415,13523,1033,4083,5763,5989,4956
"ZANPUN",9143.84751841513,1493.61563683505,3168.23942271661,4740.9046124217,4753.04871588683,3259.43307905179,4333,565,1209,1515,1743,1178
"ZAPPOR",23886.1422244105,3640.26212121174,7306.90824911185,9704.4329477828,9920.67702784017,6280.41490662843,7897,874,1945,1447,1928,1054
"ZIZRET",8244.87385043362,1041.19320253073,2123.15449978504,2297.35989791993,2574.09530179389,1532.90209926316,4552,562,940,547,763,201
