"","YEAR","SPCD","COMMON_NAME","SCIENTIFIC_NAME","TPA","BAA","TPA_SE","BAA_SE","nPlots_TREE","nPlots_AREA","N"
"63",2004,6475,"galen del monte","Cestrum laurifolium",0.115876830999245,0.0478340286626961,63.8533102175775,83.5119970793033,3,275,506
"64",2004,6521,"white rosewood","Chionanthus domingensis",0.370418637943092,0.0172540137377658,100.13648277425,77.0198558536997,2,275,506
"65",2004,6535,"icaco coco plum","Chrysobalanus icaco",0.370418637943092,0.0178526305567281,107.862612750082,107.862612750082,1,275,506
"66",2004,6541,"star apple","Chrysophyllum cainito",0.955433627986579,0.276788558237057,59.9132847286663,69.5519309055952,4,275,506
"67",2004,6543,"camito de perro","Chrysophyllum pauciflorum",0.346937918916894,0.0320579754649101,106.605317648699,105.785169036854,2,275,740
"68",2004,6559,"laurel avispillo","Cinnamomum elongatum",5.34420991825536,0.325319727841209,36.3365190681871,36.9312432532439,11,275,506
"69",2004,6560,"avispillo","Cinnamomum montanum",0.425510727278506,0.0285158110317385,87.6413536858457,68.4915170098138,4,275,506
"70",2004,6573,"key lime","Citrus x aurantiifolia",0.414046069708828,0.00273243078967226,96.436437120357,96.436437120357,1,275,506
"71",2004,6577,"sweet orange","Citrus x sinensis",2.73540105303084,0.373577396266576,38.7411251268441,28.3717707310913,18,275,506
"72",2004,6646,"cupeillo","Clusia clusioides",0.97728702032587,0.0877774251955098,58.8258694370389,49.0024097499253,6,275,506
"73",2004,6651,"Scotch attorney","Clusia rosea",2.92724433144926,0.40902937325486,42.7820940003094,37.5952025896114,15,275,506
"74",2004,6660,"whitewood","Coccoloba krugii",3.77159852602923,0.0332490822598118,90.2925213814334,93.091375517253,2,275,506
"75",2004,6661,"puckhout","Coccoloba microstachya",5.49895628129799,0.111592580555622,49.8531176694557,54.8807932898792,5,275,506
"76",2004,6663,"grandleaf seagrape","Coccoloba pubescens",5.79664497592359,0.0616490583124402,96.436437120357,96.436437120357,1,275,506
"77",2004,6666,"uvero de monte","Coccoloba sintenisii",0.342872593275385,0.0191490777469332,107.992483838623,107.992483838623,1,275,506
"78",2004,6668,"Swartz's pigeonplum","Coccoloba swartzii",0.342872593275385,0.0060588878808656,107.986688046453,107.986688046453,1,275,506
"79",2004,6673,"Coccothrinax barbadensis","Coccothrinax barbadensis",0.393513330009131,0.0206251905549688,94.9836345905058,94.9836345905059,2,275,740
"80",2004,6684,"Arabian coffee","Coffea arabica",11.0690860390294,0.11491180711151,31.0893811408882,30.1745679903235,13,275,506
"81",2004,6686,"Coffea liberica","Coffea liberica",2.77052679087079,0.0602566999586866,62.3142209608521,77.5123160275173,4,275,506
"82",2004,6688,"Cojoba arborea","Cojoba arborea",1.26598474124021,0.114842264191914,73.1373856736425,88.1996712630195,2,275,506
"83",2004,6693,"greenheart, common snakebark","Colubrina arborescens",1.71436296637692,0.0328376762925926,107.862612750082,107.862612750082,1,275,506
"84",2004,6705,"poison ash","Comocladia dodonaea",0.866563438508563,0.0229725762147598,86.0504331539857,55.9791243607807,2,275,740
"85",2004,6706,"carrasco","Comocladia glabra",0.342872593275385,0.00187002712372395,107.986688046453,107.986688046453,1,275,506
"86",2004,6728,"Spanish elm","Cordia alliodora",2.81456407554947,0.203744036701323,40.2055910327967,32.9965389399051,15,275,740
"87",2004,6730,"muneco","Cordia borinquensis",3.30622169682012,0.261703434303007,45.7687551089974,50.9885198534953,8,275,506
"88",2004,6735,"smooth manjack","Cordia laevigata",2.32769667679263,0.0611385490775459,72.2437125349128,75.6699466759378,4,275,740
"89",2004,6738,"San Bartolome","Cordia rickseckeri",0.68574518655077,0.00794761527582678,107.862612750082,107.862612750082,1,275,506
"90",2004,6743,"mucilage manjack","Cordia sulcata",2.75534065850853,0.522626375626689,31.8820869353265,28.2437371734016,23,275,506
"91",2004,6747,"azulejo","Cornutia pyramidata",0.0275460446677071,0.0168805312991219,107.91710880177,107.91710880177,1,275,506
"92",2004,6761,"common calabash tree","Crescentia cujete",0.0332386969961233,0.0054838365658599,96.436437120357,96.4364371203571,1,275,506
"93",2004,6767,"maidenberry","Crossopetalum rhacoma",3.77159852602923,0.0310050497113431,90.2925213814334,90.8666643244912,2,275,506
"94",2004,6773,"wild marrow","Croton astroites",1.93301409883556,0.0185740010546113,66.6955216142564,58.3480018823789,4,275,959
"95",2004,6774,"Croton flavens","Croton flavens",1.44266384953498,0.0368261718925987,63.416419815667,74.7965488962529,3,275,506
"96",2004,6775,"sabinon","Croton poecilanthus",1.2214400925001,0.105034370486626,72.8566600230836,63.3951256588489,3,275,506
"97",2004,6790,"wild ackee","Cupania americana",3.72596041885737,0.111634059467727,37.2287294237962,31.2706583509114,15,275,506
"98",2004,6835,"West Indian treefern","Cyathea arborea",2.74765929301258,0.248008943133083,60.5912714498292,53.2551519395874,8,275,506
"99",2004,6862,"swamp titi","Cyrilla racemiflora",0.137730223338536,0.101822535492879,88.8238982886214,81.3264594834047,2,275,506
"100",2004,6867,"candletree","Dacryodes excelsa",0.673425129287871,0.904939180612701,65.0962415333254,66.9607067867689,5,275,506
"101",2004,6871,"burn nose","Daphnopsis americana",0.0332386969961233,0.0215383346244567,96.436437120357,96.436437120357,1,275,506
"102",2004,6873,"emajagua de sierra","Daphnopsis philippiana",0.342872593275385,0.0060588878808656,107.862612750082,107.862612750082,1,275,506
"103",2004,6883,"royal poinciana","Delonix regia",0.124007482282263,0.115705882658813,76.6334252274889,70.2051171995165,4,275,740
"104",2004,6888,"angelica tree","Dendropanax arboreus",8.20034259055233,0.728602654479778,34.7446380950064,27.9753025006118,25,275,506
"105",2004,6923,"jaboncillo","Ditta myricoides",0.68574518655077,0.00921923371995907,107.862612750082,107.862612750082,1,275,506
"106",2004,6932,"fragrant dracaena","Dracaena fragrans",0.0275460446677071,0.0129939226776527,107.986688046453,107.986688046453,1,275,506
"107",2004,6937,"cafeillo","Drypetes alba",2.74298074620308,0.0277886030585379,78.4795959311572,83.4203713901947,2,275,506
"108",2004,6938,"varital","Drypetes glauca",0.425510727278506,0.0295325232570601,88.1794844252905,70.3405218824627,3,275,506
"109",2004,6940,"guiana plum","Drypetes lateriflora",0.68574518655077,0.0311359516100038,107.862612750082,107.862612750082,1,275,506
"110",2004,7000,"blacktorch","Erithalis fruticosa",1.37149037310154,0.0143431080389627,76.0481071494452,76.4150505755278,2,275,506
"111",2004,7004,"machete","Erythrina berteriana",4.18094851329687,0.0953839680478657,106.261754878042,95.3374538997276,2,275,506
"112",2004,7011,"mountain immortelle","Erythrina poeppigiana",1.89486522178798,0.795876354766078,72.6594038150373,43.5161349045278,11,275,506
"113",2004,7022,"rufous false cocaine","Erythroxylum rufum",0.414046069708828,0.00273243078967226,96.6215368890212,96.6215368890212,1,275,506
"114",2004,7034,"Indonesian gum","Eucalyptus deglupta",0.0275460446677071,0.00454464286043466,107.862612750082,107.862612750082,1,275,506
"115",2004,7060,"white stopper","Eugenia axillaris",0.542454755873378,0.00482243362880945,52.1899410223287,52.1899410223287,1,275,234
"116",2004,7061,"blackrodwood","Eugenia biflora",8.31081099693297,1.48539011095709,34.4421590488477,96.1222125671973,15,275,740
"117",2004,7063,"guayabota de sierra","Eugenia borinquensis",1.79700110038005,0.0760737289848088,74.2318089941562,59.0431443409355,4,275,506
"118",2004,7066,"redberry stopper","Eugenia confusa",0.370418637943092,0.0161542685167462,100.363897440467,89.2294804551208,2,275,506
"119",2004,7067,"lathberry","Eugenia cordata",0.0550920893354143,0.018827591513047,108.110620945445,108.110620945445,1,275,506
"120",2004,7068,"lathberry","Eugenia cordata",1.2214400925001,0.0569267459650429,107.862612750082,107.862612750082,1,275,506
"121",2004,7084,"birdcherry","Eugenia monticola",12.4684208613633,0.195800088530178,37.5439880723291,36.2884205336754,15,275,740
"122",2004,7090,"Christmas cherry","Eugenia pseudopsidium",0.0550920893354143,0.0146104634108189,107.862612750082,107.862612750082,1,275,506
"123",2004,7098,"Stahl's stopper","Eugenia stahlii",0.101281473467492,0.000610390017702331,99.8468746715428,99.8468746715428,1,275,234
"124",2004,7135,"Caribbean princewood","Exostema caribaeum",10.6565964362046,0.17722689654762,47.1647310905206,45.8399101531102,10,275,506
"125",2004,7137,"Exostema sanctae-luciae","Exostema sanctae-luciae",1.24213820912648,0.0132105124955229,96.436437120357,96.436437120357,1,275,506
"126",2004,7146,"false coffee","Faramea occidentalis",2.05723555965231,0.0233940393177866,76.2825232647505,77.7998176342233,3,275,506
"127",2004,7148,"Jamaican cherry fig","Ficus americana",0.0275460446677071,0.0132748642362977,107.862612750082,107.862612750082,1,275,506
"128",2004,7177,"jaguey blanco","Ficus trigonata",0.0275460446677071,0.0536658471463096,107.862612750082,107.862612750082,1,275,506
"129",2004,7190,"Flueggea acidoton","Flueggea acidoton",0.68574518655077,0.00690040008654137,107.862612750082,107.862612750082,1,275,506
"130",2004,7211,"avocado","Persea americana",0.906113543892427,0.171991751517744,82.6391562210307,58.5727354188678,5,275,506
"131",2004,7235,"jagua","Genipa americana",2.40010815292769,0.107526559614127,107.862612750082,107.862612750082,1,275,506
"132",2004,7237,"arbol de Navidad","Gesneria pedunculosa",2.48427641825297,0.039812194067704,96.436437120357,96.4364371203571,1,275,506
"133",2004,7258,"grand merisier","Gomidesia lindeniana",0.68574518655077,0.0101729475530583,107.862612750082,107.862612750082,1,275,506
"134",2004,7279,"lignum-vitae","Guaiacum officinale",0.7465299282146,0.0366692877023319,99.2141562835578,77.3623548247586,3,275,506
"135",2004,7285,"black mampoo","Guapira fragrans",4.42317144296963,0.201960510040111,34.3858290343187,31.6660873737995,21,275,959
"136",2004,7288,"alligatorwood","Guarea glabra",1.96689409791464,0.0520989626531687,58.87331500045,53.3131044793472,4,275,506
"137",2004,7290,"American muskwood","Guarea guidonia",66.6500714491701,5.50271896748042,16.5501559562178,16.3041357448926,74,275,506
"138",2004,7298,"bastardcedar","Guazuma ulmifolia",1.84752043501635,0.398748050972954,39.9751988186619,41.5380719033426,12,275,740
"139",2004,7299,"hammock velvetseed","Guettarda elliptica",0.346937918916894,0.00251657098490671,106.605515729824,84.1654799918619,2,275,740
"140",2004,7306,"wild guave","Guettarda scabra",23.4166619179495,0.362012312160791,33.2768497874561,31.2540904107446,19,275,506
"141",2004,7317,"oysterwood","Gymnanthes lucida",13.8203654916831,0.187426355329596,62.0788075396549,66.8278842888979,3,275,506
"142",2004,7353,"camasey peludo","Henriettea fascicularis",0.0275460446677071,0.00422013282478048,107.862612750082,107.862612750082,1,275,506
"143",2004,7354,"MacFadyen's camasey","Henriettea macfadyenii",1.87963923438317,0.146453404988539,63.0274290739139,72.1720888134022,4,275,506
"144",2004,7357,"jusillo","Henriettea squamulosum",1.87963923438317,0.0834842154145073,46.3635300209397,48.1030939892838,7,275,506
"145",2004,7403,"mahoe","Hibiscus elatus",0.867102841655041,0.056489563351937,63.5046804889712,57.8394184502288,4,275,506
"146",2004,7418,"teta de burra cinarron","Hirtella rugosa",0.68574518655077,0.00592798598220492,107.862612750082,107.862612750082,1,275,506
"147",2004,7420,"pigeonberry","Hirtella triandra",0.828092139417656,0.018517299566374,96.436437120357,96.436437120357,1,275,506
"148",2004,7422,"white cogwood","Homalium racemosum",5.4012625531867,0.379571612581513,45.3635725305638,36.4393935525723,13,275,740
"149",2004,7434,"sandbox tree","Hura crepitans",0.0550920893354143,0.0135963695493996,76.0481071494452,81.3926724941564,2,275,506
"150",2004,7442,"stinkingtoe","Hymenaea courbaril",2.65278045465941,0.436271677346895,92.8282733045002,58.2807610748967,6,275,506
"151",2004,7458,"Caribbean holly","Ilex macfadyenii",0.370418637943092,0.0123092045064045,107.986688046453,107.986688046453,1,275,506
"152",2004,7459,"Puerto Rico holly","Ilex nitida",0.68574518655077,0.0134641952908124,76.0481071494452,88.8238982886214,2,275,506
"153",2004,7470,"sacky sac bean","Inga laurina",6.92131014670499,1.46918301603601,27.8278130199297,21.8661406652226,35,275,740
"154",2004,7471,"Inga nobilis","Inga nobilis",0.19282231267395,0.0976970514284977,93.7686614116115,88.1298418418061,2,275,506
"155",2004,7474,"river koko","Inga vera",12.9047453054485,1.31313477937336,23.6249031442949,21.2383858282343,36,275,506
"156",2004,7479,"palo de hierro","Ixora ferrea",1.08370986916157,0.0236600508177965,76.4519519746496,73.5697497358745,3,275,506
"157",2004,7485,"braceletwood","Jacquinia armillaris",0.68574518655077,0.0108087567751244,107.862612750082,107.862612750082,1,275,506
"158",2004,7514,"leadwood","Krugiodendron ferreum",1.37555569874305,0.0133494955518243,84.8728593239063,83.5969188228283,3,275,740
"159",2004,7530,"cuero de rana","Laetia procera",0.447284766704951,0.019797577441359,96.436437120357,96.436437120357,1,275,506
"160",2004,7565,"white leadtree","Leucaena leucocephala",69.8821328801595,1.56243841828081,24.1922858622301,25.5264155557603,42,275,740
"161",2004,7570,"Puerto Rico cinnamon","Licaria parvifolia",1.85209318971546,0.0799298346423142,61.9706168802729,50.7847379779089,5,275,506
"162",2004,7590,"geno geno","Lonchocarpus domingensis",0.0607847416638304,0.0291986958114367,72.0311997964426,87.9726018517247,2,275,506
"163",2004,7591,"geno","Lonchocarpus glaucifolius",1.74190901104463,0.0381665385859585,87.6751452001902,73.1193854803809,3,275,506
"164",2004,7608,"St. Thomas staggerbush","Lyonia rubiginosa",0.0275460446677071,0.00867763873119689,107.862612750082,107.862612750082,1,275,506
"165",2004,7635,"Puerto Rico magnolia","Magnolia portoricensis",0.0550920893354143,0.0143700856066306,107.862612750082,107.862612750082,1,275,506
"166",2004,7652,"mammee apple","Mammea americana",0.45874942427463,0.269514400609189,94.0187869496153,75.8418772069646,3,275,506
"167",2004,7662,"bulletwood","Manilkara bidentata",0.0275460446677071,0.00757340319320698,107.862612750082,107.862612750082,1,275,506
"168",2004,7682,"bastard hogberry","Margaritaria nobilis",0.132954787984493,0.0380134112229806,96.436437120357,96.436437120357,1,275,506
"169",2004,7689,"negra lora","Matayba domingensis",0.453056771946213,0.0701308070179862,83.5502021966559,69.727932766693,3,275,506
"170",2004,7717,"Spanish lime","Melicoccus bijugatus",1.61495342250924,0.10674001972168,62.5225191660796,62.1285477761213,5,275,740
"171",2004,7763,"aguacatillo","Meliosma herbertii",0.19282231267395,0.054816655883861,107.862612750082,107.862612750082,1,275,506
"172",2004,7807,"camasey de costilla","Miconia impetiolaris",1.71436296637692,0.0250022626441892,77.5716168849401,88.966102787826,2,275,506
"173",2004,7808,"smooth johnnyberry","Miconia laevigata",1.85209318971546,0.118647055378107,107.862612750082,107.862612750082,1,275,506
"174",2004,7812,"camasey racimoso","Miconia pachyphylla",0.342872593275385,0.00316034583909347,107.862612750082,107.862612750082,1,275,506
"175",2004,7813,"granadillo bobo","Miconia prasina",6.92862534194114,0.16343918057777,30.4680387105307,40.0913401353541,14,275,506
"176",2004,7815,"ridge johnnyberry","Miconia pycnoneura",0.342872593275385,0.00226273281970598,107.862612750082,107.862612750082,1,275,506
"177",2004,7818,"jau jau","Miconia serrulata",0.68574518655077,0.0106404543339893,107.862612750082,107.862612750082,1,275,506
"178",2004,7822,"rajador","Miconia tetrandra",0.756918662984213,0.012651533093249,71.8765790320907,79.3579625969359,2,275,506
"179",2004,7828,"caimitillo verde","Micropholis garciniifolia",2.71834063167728,0.402720878794558,73.0477012779921,73.6453468862926,5,275,506
"180",2004,7829,"Micropholis guyanensis","Micropholis guyanensis",3.66722620764222,0.774794473916842,57.7705090009799,61.722731135712,8,275,506
"181",2004,7863,"mameyuelo","Mouriri helleri",0.342872593275385,0.00316034583909347,107.986688046453,107.986688046453,1,275,506
"182",2004,7886,"red rodwood","Myrcia citrifolia",3.37054724521224,0.0644772994853701,53.0578684326532,53.0242642413778,6,275,506
"183",2004,7887,"cieneguillo","Myrcia deflexa",1.02861777982615,0.0308554475414452,80.2086584667919,97.3792620124985,2,275,506
"184",2004,7888,"curame","Myrcia fallax",0.68574518655077,0.0191677780181705,76.0481071494452,77.879714614011,2,275,506
"185",2004,7891,"punchberry","Myrcia splendens",24.9477359067289,0.462284854905249,22.5072098272541,21.1530642238768,32,275,506
"186",2004,7911,"leathery colicwood","Myrsine coriacea",2.86455022953074,0.122006208814673,79.6654919971992,64.0153283565406,5,275,506
"187",2004,7912,"Myrsine cubana","Myrsine cubana",0.828092139417656,0.0100490223256542,96.436437120357,96.436437120357,1,275,506
"188",2004,7932,"Nectandra coriacea","Nectandra coriacea",1.1444946108254,0.0564409035334942,76.1095035359318,65.4730958479174,3,275,506
"189",2004,7934,"Nectandra krugii","Nectandra krugii",0.342872593275385,0.0168302441135155,107.862612750082,107.862612750082,1,275,506
"190",2004,7939,"Nectandra turbacensis","Nectandra turbacensis",2.23859321475658,0.0929888981954194,53.5585708079719,46.8766252275677,7,275,506
"191",2004,7940,"saltwood","Neea buxifolia",0.342872593275385,0.00226273281970598,107.862612750082,107.862612750082,1,275,506
"192",2004,7946,"aquilon","Neolaugeria resinosa",6.49831721706999,0.482652112798321,41.0925961671322,47.3531947550771,13,275,506
"193",2004,7980,"Ochroma pyramidale","Ochroma pyramidale",0.0275460446677071,0.0265752686142905,107.862612750082,107.862612750082,1,275,506
"194",2004,7990,"laurel espada","Ocotea floribunda",0.851021454557013,0.102919951540895,88.4072506315611,64.6294982348163,4,275,506
"195",2004,7994,"loblolly sweetwood","Ocotea leucoxylon",21.9434052805832,0.950194982683825,25.7266734017833,20.2642720513658,43,275,506
"196",2004,8003,"Wright's laurel canelon","Ocotea wrightii",0.0275460446677071,0.040901785743912,107.862612750082,107.862612750082,1,275,506
"197",2004,8020,"peronia","Ormosia krugii",1.36285229276092,0.183347273491862,55.3690176958896,72.5395332656418,5,275,506
"198",2004,8032,"guanabanilla","Ouratea striata",0.0275460446677071,0.0111114639986032,107.862612750082,107.862612750082,1,275,506
"199",2004,8033,"blacklancewood","Oxandra lanceolata",1.37149037310154,0.0492191138964143,107.862612750082,107.862612750082,1,275,506
"200",2004,8047,"red cappel","Palicourea crocea",0.342872593275385,0.00420756102837889,107.862612750082,107.862612750082,1,275,506
"201",2004,8049,"Palicourea croceoides","Palicourea croceoides",1.02861777982615,0.00721830469757444,80.2086584667919,78.4886031602797,2,275,506
"202",2004,8099,"scratchthroat","Parathesis crenulata",0.0332386969961233,0.0116021666186788,96.436437120357,96.436437120357,1,275,506
"203",2004,8138,"aquacatillo","Persea urbaniana",0.0332386969961233,0.0574379761165968,96.8401502893306,96.8401502893306,1,275,506
"204",2004,8141,"bastard stopper","Petitia domingensis",3.14663808114229,0.144016055176171,63.583426243021,69.3598764202125,4,275,506
"205",2004,8164,"Florida bitterbush","Picramnia pentandra",0.342872593275385,0.0157269281105184,107.862612750082,107.862612750082,1,275,506
"206",2004,8169,"fustic","Pictetia aculeata",11.7096736624923,0.301672259063125,48.2292937859468,56.7840607054421,7,275,506
"207",2004,8173,"Royen's tree cactus","Pilosocereus royenii",4.99303861852934,0.287371127686387,67.2364705610829,56.9685820217579,4,275,506
"208",2004,8177,"bayrumtree","Pimenta racemosa",5.41277734056658,0.174602553882065,60.611012564143,53.5607780354517,7,275,506
"209",2004,8183,"Caribbean pine","Pinus caribaea",0.547000857693321,0.155176534381096,96.7057664957453,96.7057664957453,1,275,506
"210",2004,8190,"higuillo de hoja menuda","Piper aduncum",2.21983838382816,0.0274865445573145,63.9763286794526,62.1557001690767,3,275,506
"211",2004,8191,"higuillo de limon","Piper amalago",5.48596149240616,0.110780406809407,67.1343692314449,87.3249755599531,5,275,506
"212",2004,8208,"stinkwood","Piscidia carthagenensis",0.416662798817387,0.00660480099558951,90.0821655811511,69.7920431754164,3,275,959
"213",2004,8211,"corcho bobo","Pisonia albida",0.812910433662307,0.15183804967752,96.436437120357,96.436437120357,1,275,506
