"","sp","total_hab_raw","fcover_51_raw","fcover_77_raw","fcover_91_raw","fcover_00_raw","tot_change_raw","total_hab","fcover_51","fcover_77","fcover_91","fcover_00","tot_change","tpa2004","tpa2009","tpa2014","tpa2019","tpa_gs_2004","tpa_gs_2009","tpa_gs_2014","tpa_gs_2019","tpa_diam2_2004","tpa_diam2_2009","tpa_diam2_2014","tpa_diam2_2019","tpa_seedlings_2004","tpa_seedlings_2009","tpa_seedlings_2014","tpa_seedlings_2019","nPlots2004","nPlots2009","nPlots2014","nPlots2019","species","seedmass","ss.guanica","ss.swenson","ss","WD","THK","LA.wp","SLA.wp","MAXHT","ss.log","thk.log","la.log","sla.log","wd.z","ss.log.z","thk.log.z","la.log.z","sla.log.z","maxht.z","ss.log.z_pi","wd.z_pi","thk.log.z_pi","la.log.z_pi","sla.log.z_pi","maxht.z_pi","pca1","pca2","pca1_pi","pca2_pi"
"NA.1","ALSPOR",21111.1181966607,3287.29153857194,6897.12599235959,10297.6361492369,10091.5054764766,6804.21393790469,14627,2008,5152,8947,8408,6400,0.354629102093461,1.2572477071942,0.830111703835279,1.6626749574993,NA,NA,NA,NA,0.354629102093461,1.2572477071942,0.830111703835279,1.6626749574993,0.7092582089175,28.8225616382678,6.2621787609135,2.70173102628786,1,3,3,5,"Alsophila_portoricensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amyris_elemifera","AMYELE",15299.5137059093,2977.30538537353,5468.43802243471,6491.16118756682,6763.35523426533,3786.04984889179,9034,2734,4458,3905,4411,1677,7.80184024605615,9.8427595631811,10.9465015603469,15.0809135946801,NA,NA,NA,NA,1.06388730628038,1.75763563628234,3.90668911433596,4.65995108457129,18.7486093273133,10.2497678274786,11.6156906016534,0.385961574448474,6,7,7,9,"Amyris_elemifera",63.1696,8.2,NA,8.2,0.911156945,225.6262626,27.46144804,74.89156875,8,0.913813852383717,2.35338964955967,1.43872343381847,1.87443292782689,1.14123830878102,-0.7945258877707,-0.223617126294592,-0.342230556860503,-1.00799988799416,-0.626678996811836,-0.7945258877707,1.14123830878102,-0.223617126294592,-0.342230556860503,-1.00799988799416,-0.626678996811836,1.6505459378265,0.357407632019915,-1.02094425263916,-1.1444959165699
"Anadenanthera_peregrina","ANAPER",22257.1670824131,2783.28079467732,6151.77619065065,9777.9073992325,9547.47290535364,6764.19211067632,34397,4278,9484,15133,14761,10483,NA,NA,0.0848188817614354,0.0620042773261967,NA,NA,NA,NA,NA,NA,0.0848188817614354,0.0620042773261967,NA,NA,8.13057661950557,NA,NA,NA,1,1,"Anadenanthera_peregrina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.210216509191455,0.380543426866039,-1.46162848143922,0.218119131553366,0.178267735189985,-0.765908828750181,NA,NA,0.948183426157922,-0.757973941301715
"Andira_inermis","ANDINE",26492.9784041047,4161.62245232612,8414.73165632784,11121.0109718814,11179.7632643431,7018.14081201702,30931,4751,10125,12482,12670,7919,22.6844740272268,22.5003944109716,19.149498597528,18.3004253842594,1.53449924106786,1.18552309660341,0.517244617941583,1.16970778086386,14.7354059972329,15.5306588394711,13.4132718336294,12.039803619515,0.709258204186922,2.10916277291721,28.8243709459266,0.41437376563808,66,70,73,73,"Andira_inermis",792,NA,13520,13520,0.738835596,161.9027778,385.2892141,189.8808778,28,4.13097669160562,2.20925430009904,2.58578685141524,2.27848123075021,0.225704922057937,2.17802974828605,-1.16021380310482,1.48171572964982,0.836294238745992,1.82102129177781,2.17802974828605,0.225704922057937,-1.16021380310482,1.48171572964982,0.836294238745992,1.82102129177781,-2.28650594084592,-0.972028526779453,2.48289272299562,-0.148837847763236
"Annona_glabra","ANNGLA",26435.6693843827,4043.16043225676,8120.18070220947,10970.4044213668,11130.5898273513,7087.42939509451,26513,3740,7118,8195,8873,5133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Annona_glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19567654961536,-0.711247898799892,0.0383651650053939,-0.0563413937567219,0.112768867873744,0.221453163722302,NA,NA,0.188446997131636,0.403395975136794
"Annona_montana","ANNMON",18630.7340036198,2274.13174143503,4888.78944601677,8481.59837188153,8407.92946709716,6133.79772566212,11322,1281,2557,5174,5273,3992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Annona_montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19567654961536,-0.711247898799892,0.0383651650053939,-0.0563413937567219,0.112768867873744,0.221453163722302,NA,NA,0.188446997131636,0.403395975136794
"NA.2","ARDELL",18494.0186438523,3417.98217284307,6975.29707023874,9729.47921518609,9728.25970270112,6310.27752985805,27399,5124,10467,14604,14596,9472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ardisia_elliptica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ardisia_glauciflora","ARDGLA",5592.45347316279,902.474078528045,2256.46483067209,3272.82282712016,2976.02527227594,2073.55119374789,5289,891,2354,3039,2685,1794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ardisia_glauciflora",NA,NA,160,160,0.5485072,541.037037,230.847,59.0405,7,2.20411998265592,2.73322699600151,2.36332423499757,1.77115002676758,-0.785498866623244,0.397675735665581,2.24457959114575,1.12797777856732,-1.47943868983591,-0.749064011241318,0.397675735665581,-0.785498866623244,2.24457959114575,1.12797777856732,-1.47943868983591,-0.749064011241318,0.67447302549084,-2.13242906039228,-2.21030531891225,1.53964653355532
"Ardisia_obovata","ARDOBO",18669.7679391243,3321.77122274041,6308.84523195401,7125.38693955168,7371.00801660493,4049.23679386452,14155,2874,4885,4217,4632,1758,12.4958803906652,16.7490252181495,18.508198041807,22.542231323639,NA,NA,NA,NA,2.96762781060877,4.04123049199772,5.41902841062799,5.93407452014863,33.4356303822334,0.703054259202135,1.7599531208935,1.18629691968357,13,11,13,18,"Ardisia_obovata",NA,NA,NA,NA,0.805142717,395.9377778,50.95726004,71.55747892,12,NA,2.59762694127568,1.70720606804198,1.85465503130255,0.577990830944288,NA,1.3634455660315,0.084683854472088,-1.09827686264102,-0.137138939093906,0.846866837774487,0.577990830944288,1.3634455660315,0.084683854472088,-1.09827686264102,-0.137138939093906,NA,NA,-1.51170916566838,-0.358497649915352
"Artocarpus_altilis","ARTALT",18263.539021356,3312.26881427132,6846.05814299919,9712.35212443583,9678.81589543633,6366.54708116502,19740,2599,6452,11221,10794,8195,0.748539501659245,1.16503723624005,1.72408306551873,2.267851091916,0.233812251109995,0.183365166202494,0.169637763522871,0.465032079946476,0.748539501659245,0.813510108983584,1.02010182091764,1.49592794301906,1.06388731101096,2.86769811680358,0.351990622300547,39.8676911495688,7,9,10,11,"Artocarpus_altilis",5898,NA,NA,5898,0.44683506,288,713.6953333,196.8713333,16,3.77070476821578,2.45939248775923,2.85351285700818,2.29418248253733,-1.32567708139327,1.84515000613272,0.465193122972424,1.90742702530474,0.907963210608834,0.352401118624023,1.84515000613272,-1.32567708139327,0.465193122972424,1.90742702530474,0.907963210608834,0.352401118624023,-2.31900799695131,-1.23515877252208,1.27210278010876,1.7099381523501
"Avicennia_germinans","AVIGER",20231.3740170649,2197.21938376548,4842.48488829145,6887.3183071455,7125.71734643821,4928.49796267273,20584,1548,3651,5275,5597,4049,3.36649552385424,2.96890608926326,4.02881951357408,7.5776525533242,0.0284905509461046,0.056468466496443,0.0565459211742903,0.0620042773261967,2.30260821757385,0.859743325724455,1.21289453516971,2.14577831985596,8.51109850701,1.75763564566074,87.5464810792884,0.771923148896948,2,1,1,2,"Avicennia_germinans",10120,NA,NA,10120,NA,NA,NA,NA,NA,4.00518051250378,NA,NA,NA,NA,2.06179809951007,NA,NA,NA,NA,2.06179809951007,2.46641310117439,-3.75854756038025,0.107727964835243,4.01717221051263,1.50028240978307,NA,NA,5.53677270221487,-3.27511222294513
"Badiera_penaea","BADPEN",5068.14044366344,942.528237250612,1602.17337148415,2047.62411443197,2144.1687833789,1201.64054612828,5238,897,1473,2170,2266,1369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Badiera_penaea",NA,NA,NA,NA,0.961802083,505.5111111,2.396346125,44.33559746,8,NA,2.70373070579524,0.379549547156758,1.64675256532885,1.41031300546412,NA,2.05291163815019,-2.02642364305694,-2.04725572025762,-0.626678996811836,-0.343071749954571,1.41031300546412,2.05291163815019,-2.02642364305694,-2.04725572025762,-0.626678996811836,NA,NA,-3.48536732617854,-1.73417233714639
"Bixa_orellana","BIXORE",26687.0213461239,4165.62766051479,8423.97069373913,11634.2379897814,11666.5650194418,7500.93735892698,41381,6460,13074,18063,18105,11645,NA,NA,1.05597186690164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Bixa_orellana",25,NA,NA,25,NA,NA,NA,NA,NA,1.39794000867204,NA,NA,NA,NA,-0.347208793064547,NA,NA,NA,NA,-0.347208793064547,-0.480044971061508,-0.300535398691657,0.190272672166478,0.254688351672824,-0.265074641801427,NA,NA,0.291872378865907,0.339405861592941
"Bocconia_frutescens","BOCFRU",23084.7257399918,3060.27628922462,6745.5706447335,10865.609821883,10726.788187963,7666.51189873833,18972,2387,5437,10271,10258,7871,0.0284905509461046,NA,NA,NA,NA,NA,NA,NA,0.0284905509461046,NA,NA,NA,1.06388731101096,NA,NA,NA,1,NA,NA,NA,"Bocconia_frutescens",17.9147,NA,NA,17.9147,NA,NA,NA,NA,NA,1.25320953985711,NA,NA,NA,NA,-0.480935120355146,NA,NA,NA,NA,-0.480935120355146,-1.23505253284862,0.738938310392675,0.37600064267185,-0.637263214440288,-0.177983683254919,NA,NA,-0.841208956644501,1.32497625258632
"Bonellia_umbellata","BONUMB",14060.7779524345,2846.03772820532,5398.31953505054,7280.76117643341,7392.28111892752,4546.2433907222,2649,880,1325,1152,1268,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bonellia_umbellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.164206277342345,-0.239153130197326,0.78119347441695,-0.0076020019885246,-0.690497762977457,-0.106048913366204,NA,NA,-1.01172516994292,0.29014472190601
"Bourreria_succulenta","BOUSUC",16810.3404146481,2243.95583061478,4712.99005651829,5268.36318633135,5649.911446114,3405.95561549922,14567,1743,3507,2640,3232,1489,5.03792430016698,19.154175332445,21.6022055228252,22.5976063937062,NA,NA,NA,NA,1.33096513754371,6.96967688282299,8.08739279928463,7.5166927990261,2.48240372411538,0.703054254512936,82.2451575310972,144.969903806186,6,16,16,13,"Bourreria_succulenta",16.4756,31.5,NA,31.5,0.749497768,281.025641,23.06091297,114.0318324,10,1.4983105537896,2.44874594708223,1.36287649680016,2.0570261031425,0.282352426836837,-0.254469617432561,0.396011519327498,-0.462834820753406,-0.17454626776865,-0.381908967952871,-0.254469617432561,0.282352426836837,0.396011519327498,-0.462834820753406,-0.17454626776865,-0.381908967952871,0.893673812587881,0.126903818804157,-0.677256200832939,-0.450323668047898
"Bourreria_virgata","BOUVIR",11619.3194803172,2185.12376979319,3754.16828626255,3679.34862195048,4041.41168891313,1856.28791911993,12955,2862,4648,3912,4486,1624,1.06388730628038,0.703054254512936,1.05597186690164,1.96081001090547,NA,NA,NA,NA,0.354629102093461,NA,NA,0.0310021386630984,2.1277746267525,NA,0.703981249296475,1.54384630809097,2,1,2,3,"Bourreria_virgata",21.0532,NA,NA,21.0532,0.804041863,290.5555556,10.83866897,80.43109454,15,1.32331811616785,2.4632291838304,1.03497595245359,1.90542397880385,0.572142057146053,-0.416157036663618,0.490124111821684,-0.984229689625314,-0.866540035583529,0.230016104194541,-0.416157036663618,0.572142057146053,0.490124111821684,-0.984229689625314,-0.866540035583529,0.230016104194541,1.52109970121695,-0.322720721028214,-1.19951511806965,-0.868220347461218
"Brunfelsia_americana","BRUAME",26719.9125801921,4321.2294857502,8579.75589978695,11764.6055337191,11801.0347675681,7479.80528181791,41940,6795,13489,18496,18546,11751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brunfelsia_americana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.485354981116325,-0.522289917617463,1.21475326436983,0.0855995426670297,-0.345474876999715,-0.766389489244294,NA,NA,-1.2716744559326,0.704362662105831
"NA.3","BRUDEN",13950.399997673,2005.37846337724,4655.74200951774,7843.13676031958,7572.63265282381,5567.25418944657,20415,2942,6877,11674,11252,8310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brunfelsia_densifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brunfelsia_lactea","BRULAC",10706.2541797645,1572.02884833096,3623.74853647174,6087.4033491374,5798.52783695748,4226.49898862652,6743,1044,2553,3479,2987,1943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brunfelsia_lactea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.59819568629966,-0.633285412465231,1.68675343025872,0.117654182000808,-0.605905841067377,-1.02384349007512,NA,NA,-1.81812348351389,0.936826362136884
"Bucida_buceras","BUCBUC",21632.9475701342,2880.47688986897,6182.2007589459,8096.84161938704,8395.25531441881,5514.77842454985,19376,1998,4756,5406,6054,4056,11.6379578163351,2.48086105133674,2.24614765973285,3.38830380179333,0.227924407568837,0.141171166241107,0.144141912060049,0.0952692810222168,4.90000487655931,1.42627966956734,1.8941570374323,2.2304190784479,1.06388731101096,21.0308207758512,3.20270787443025,21.1330621746756,16,6,8,9,"Bucida_buceras",38,2.9,NA,2.9,0.935231475,247.9583333,10.99841035,91.6496375,25,0.462397997898956,2.39437870849481,1.04132991914801,1.96213075154525,1.26914489790984,-1.21161970910136,0.0427312506156571,-0.974126243051126,-0.60769977525651,1.45386624848936,-1.21161970910136,1.26914489790984,0.0427312506156571,-0.974126243051126,-0.60769977525651,1.45386624848936,1.37757928884836,-0.279686892677322,-0.71064507539235,-1.31893339362744
"Buchenavia_tetraphylla","BUCTET",13603.2838400248,2617.95626237616,5090.94920060784,7122.97181701474,6878.04436022043,4260.08809784427,9500,2241,4371,6466,5914,3673,0.725006264392821,0.258761354805048,0.288283824120099,0.254805704403552,0.170943305676628,0.117590188563941,0.0565459211742903,0.130797149751159,0.37037716229936,0.258761354805048,0.288283824120099,0.254805704403552,8.31713753062881,1.40610851371507,12.9500006127962,1.18629691453503,7,6,6,5,"Buchenavia_tetraphylla",586.04,NA,932,932,0.668729366,195.3111111,22.89388163,241.1821938,30,2.96941591235398,2.29072695067217,1.3597194330228,2.38234524119672,-0.146765433790353,1.10478471421683,-0.63080159393293,-0.467854869919525,1.31038553689089,2.06579132063678,1.10478471421683,-0.146765433790353,-0.63080159393293,-0.467854869919525,1.31038553689089,2.06579132063678,-1.36176266444182,-0.202350622708901,1.86205556108639,-0.501739026254002
"Bunchosia_glandulosa","BUNGLA",17902.9899036693,2415.56010146951,4975.5785383652,6451.67851810111,6790.80117032258,4375.24106885307,13347,1426,3039,4054,4549,3123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bunchosia_glandulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.154286831547079,-0.551715684499772,0.775646266573826,0.0902919814777617,-0.0239510940518315,-0.391415841282498,NA,NA,-0.60874898626546,0.575694816832916
"Bursera_simaruba","BURSIM",17955.0872251205,2648.84550102986,4893.8656938374,5530.85607874952,5952.52412329242,3303.67862226255,18573,3035,5182,4557,5190,2155,7.38825558257068,10.9967772431899,9.15416821619929,8.60385344688696,0.211209543705048,0.169405399489329,NA,0.0310021386630984,5.89612528222796,8.71318238747449,6.93784767530617,7.03159495790346,1.28472898789956,10.8973409965317,0.386782891330494,0.385961574448474,28,33,32,33,"Bursera_simaruba",117,62.4,NA,62.4,0.408846119,207.8647343,100.3336848,136.2139871,21,1.79518458968242,2.3177808144972,2.00144676220076,2.13422170528937,-1.52751013349962,0.0198325030051976,-0.455004615272087,0.552556173663936,0.177816047874231,0.964326190771435,0.0198325030051976,-1.52751013349962,-0.455004615272087,0.552556173663936,0.177816047874231,0.964326190771435,-1.46651129565161,-0.339299264329005,0.922689313430361,1.30952472839201
"Buxus_portoricensis","BUXPOR",15713.9407317489,3324.41703591496,6309.87769341096,8283.80218173191,8330.45176248439,5006.03472656943,12272,3384,5729,6261,6516,3132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Buxus_portoricensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.048148890288472,-0.699177234535288,-0.0131717277887045,0.369111509803647,0.0840872477289465,0.0611169399074166,NA,NA,0.200337836140573,0.637469982220822
"Buxus_vahlii","BUXVAH",24632.1768761724,3872.23389940709,7699.50399066135,10239.7864114754,10404.3593914509,6532.12549204379,37905,5956,11837,15698,15965,10009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Buxus_vahlii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.048148890288472,-0.699177234535288,-0.0131717277887045,0.369111509803647,0.0840872477289465,0.0611169399074166,NA,NA,0.200337836140573,0.637469982220822
"Byrsonima_crassifolia","BYRCRA",21004.7801528275,2108.09220676078,5055.22605126817,8179.41609342676,8175.57330289064,6067.48109612986,21535,1758,4332,6428,6852,5094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Byrsonima_crassifolia",2.02,NA,NA,2.02,NA,NA,NA,NA,NA,0.305351369446624,NA,NA,NA,NA,-1.3567257742462,NA,NA,NA,NA,-1.3567257742462,-1.98173378555415,2.2912511437176,-0.437304256785697,-2.26772377733918,0.278731878032673,NA,NA,-3.06531379685548,2.07546859231004
