"sp","total_hab_raw","fcover_51_raw","fcover_77_raw","fcover_91_raw","fcover_00_raw","tot_change_raw","total_hab","fcover_51","fcover_77","fcover_91","fcover_00","tot_change","tpa2004","tpa2009","tpa2014","tpa2019","tpa_gs_2004","tpa_gs_2009","tpa_gs_2014","tpa_gs_2019","tpa_diam2_2004","tpa_diam2_2009","tpa_diam2_2014","tpa_diam2_2019","tpa_seedlings_2004","tpa_seedlings_2009","tpa_seedlings_2014","tpa_seedlings_2019","nPlots2004","nPlots2009","nPlots2014","nPlots2019"
"MANBID",15807.6658310113,2499.21080525219,4920.09129331028,6203.76492696907,6194.25137405214,3695.04056879994,8879,1087,2191,2144,2089,1002,0.0284905509461046,0.819342315963987,0.773565782660989,1.21470910572463,0.0284905509461046,NA,NA,NA,0.0284905509461046,0.819342315963987,0.773565782660989,0.82874753127616,208.335596653794,16.0512969064892,0.351990622300547,59.7790290955112,1,1,1,2
"MANIND",22494.018810261,3298.16081622988,6962.73609318398,10288.4862093478,10201.9769322816,6903.81611605175,19740,2598,6446,11215,10792,8194,2.28894472316647,3.48053790321542,4.36166840558978,3.37138758568158,0.113962203784418,0.0847026997446644,0.0565459211742903,0.0620042773261967,1.93431562107301,2.77748364870249,2.95370591638759,2.21350286233616,1.06388731101096,1.40610851371507,0.351990622300547,8.71845220970859,20,26,27,28
"MANPLE",12231.6296277195,2400.66433081031,3789.33338094503,3274.06439037621,3716.51261594146,1315.84828513116,18608,3684,5783,4901,5599,1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARMIC",26525.9230601806,4140.6638774015,8367.75003843196,11571.0594134405,11599.1996084582,7458.53573105671,41381,6460,13061,18065,18104,11644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARNOB",26920.2762020826,4286.22902387381,8536.55402588844,11693.8474330902,11736.5664900541,7450.33746618032,9484,1267,2787,3110,2825,1558,0.137513577949049,0.131549955277106,0.209019160607311,0.226066430773375,NA,NA,NA,NA,0.137513577949049,0.131549955277106,0.209019160607311,0.226066430773375,5.54027823667398,9.31413743444475,6.64896164331734,1.15788472849396,1,1,3,3
"MATDOM",11325.3988200529,1998.32226167596,4257.31086447579,7058.37340813084,6638.7181283657,4640.39586668974,8276,1965,3548,5803,5266,3301,0.46859130587788,0.492698293497575,0.169637763522871,0.155010693315492,NA,0.0282342332482215,NA,NA,0.46859130587788,0.492698293497575,0.169637763522871,0.155010693315492,6.18936291333747,1.40610850902587,5.31465161292891,16.4945081384492,3,3,3,3
"MAYELO",26681.5939442515,4316.29585444927,8562.59605050087,11753.0722462237,11787.0032760501,7470.70742160082,41940,6794,13476,18497,18545,11751,NA,NA,NA,0.385961574448474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"MAYLAE",15804.8648363427,2364.39783931803,4790.21143188013,5325.33811286208,5496.97250970732,3132.57467038929,13498,1993,4068,3730,3915,1922,NA,NA,NA,0.802925287560046,NA,NA,NA,NA,NA,NA,NA,0.416963713111572,NA,NA,NA,7.74764371619885,NA,NA,NA,3
"MAYPON",8656.70044338331,2242.75890101492,3798.27309145406,4146.6107810596,4353.43701715954,2110.67811614461,8796,2881,4486,3903,4382,1501,NA,0.0282342332482215,0.0282729605871451,0.416963713111572,NA,NA,NA,0.0310021386630984,NA,0.0282342332482215,0.0282729605871451,0.416963713111572,NA,6.85344753349546,3.87189686408754,5.87466022671469,NA,1,1,1
"MECLAT",8342.79438811028,1708.82248321199,3342.8532514383,5556.14070578496,5162.90434796328,3454.08186475129,8012,1910,3412,5740,5176,3266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MELAZE",24524.8351771049,3854.99580397457,7656.17393330857,10191.3939065337,10354.4387057908,6499.44290181622,37905,5956,11824,15704,15967,10011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MELBIJ",21760.5241417456,3019.67763701454,6051.16369347461,7840.4178146217,8194.31577233411,5174.63813531958,18903,2434,4271,5045,5604,3170,1.61795026499658,1.81069428564308,2.30269358090714,2.36836354359159,0.0284905509461046,0.0611217220674979,0.0565459211742903,0.0620042773261967,0.554062958716193,0.404585776617211,0.542740469404405,0.438555671349221,41.6657136905439,0.351527127256468,8.83455787819281,3.88802795111996,4,7,10,8
"MELHER",22350.3483397188,2796.46446074266,6176.29449692834,9811.795942856,9582.04038052727,6785.57591978461,34397,4275,9477,15127,14754,10479,0.199433856622732,0.19763963273755,0.197910724110016,0.602976545090163,0.0569811018922092,0.056468466496443,NA,NA,0.199433856622732,0.19763963273755,0.197910724110016,0.602976545090163,0.354629102093461,9.84275961476229,8.51735950614068,17.3966831391931,1,1,1,1
"MELOBT",16126.0326598855,2277.23064337205,5341.87741172221,9178.1844815854,8804.81456251349,6527.58391914144,24469,3464,8170,14109,13520,10056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MELTOM",5364.78247781308,557.995497811183,1249.34042091562,989.054244573148,1272.4942896227,714.498791811514,7490,863,1815,1232,1689,826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MICCAL",18058.9609047559,3147.70688799798,6746.58155434841,10456.0012183141,10208.1280481585,7060.42116016056,14095,2451,5486,9394,8947,6496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MICFOV",8641.95137820439,1363.98984475713,2997.68550802255,4982.6606814391,4768.00389241986,3404.01404766273,917,592,785,846,804,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MICGAR",7767.92231144733,1211.30953282723,2778.57046371792,4350.8372342519,4067.95183301182,2856.64230018458,6733,976,2563,3469,2969,1993,2.81154783526728,1.50632911374095,0.141364802935726,0.0310021386630984,0.0569811018922092,0.056468466496443,NA,NA,2.10228963108036,1.15480198648448,0.141364802935726,0.0310021386630984,5.67406566660942,0.351527127256468,0.386782891330494,0.385961574448474,5,4,2,1
"MICGUY",8777.34735773492,1722.20364497066,3324.46444260003,5338.58364127879,4994.90150171123,3272.69785674056,12988,2557,5347,8898,8284,5727,3.79296905817504,3.12559516047478,2.25615130681654,2.34990190303445,0.313396060407151,0.508216198467987,0.0848188817614354,0.0310021386630984,2.72908175189466,2.42254090596184,1.90416068451599,2.34990190303445,13.4759059599713,1.75763564097154,2.11194374788942,17.8678812828199,8,7,7,6
"MICIMP",18517.5817451843,2405.31238480075,5240.11628279486,8077.82310837228,7854.77567655058,5449.46329174982,23544,2571,6009,10417,9887,7316,1.77314551046731,2.57697795224633,4.3282642746964,1.15788472334542,NA,NA,NA,NA,0.354629102093461,NA,1.09076413593159,0.385961574448474,2.1277746267525,NA,1.82953765425801,3.08769260588487,2,4,3,1
"MICLAE",27416.6102793664,4339.70597453415,8763.29310266674,12564.757295683,12478.7552002072,8139.04922567308,34390,5329,10984,16565,16197,10868,1.91559826519783,2.71479799002927,0.386782891330494,0.82874753127616,NA,0.0847026997446644,NA,NA,0.851710958917446,1.3086894810034,NA,NA,18.701876180391,51.9940598198242,NA,NA,1,4,1,1
"MICMIR",15094.7965720892,2688.67742252536,5459.67470468767,7690.43574346229,7410.7477509696,4722.07032844424,8078,1729,3777,5015,4504,2775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MICPAC",5838.96859637462,1035.18311577057,2143.6662312937,3390.57994674565,3230.02669321746,2194.84357744688,1446,663,1008,1192,1102,439,0.354629102093461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"MICPRA",23786.3432407677,3079.07833528519,6843.44466856867,10007.7587459907,9802.87803825736,6723.79970297217,24171,2730,6910,9814,9522,6792,7.1661959338381,23.625819555019,21.4843712005217,20.2032295807056,NA,NA,NA,0.0310021386630984,1.77314551046731,3.07302737420207,8.43066838632644,7.21078790319946,0.354629102093461,5.50548306143554,0.351990622300547,6.64658335501749,14,19,22,19
"MICRAC",18562.6621683277,2774.40341704246,5763.28167635202,9139.96433953196,8704.65089352522,5930.24747648276,18497,2904,5896,9433,8668,5764,NA,1.08281561501763,1.40796248920219,0.802925287560046,NA,NA,NA,NA,NA,0.0282342332482215,0.351990622300547,0.416963713111572,NA,1.75763564566074,37.090048717495,46.1235189324627,NA,3,3,1
"MICSER",22966.6191975176,3235.44469636679,6834.18354821205,10304.3154471368,10138.6224327385,6903.17773637176,4170,532,1309,2462,2287,1755,0.709258204186922,0.819342315963987,1.16034867399148,1.24312129691424,NA,NA,NA,NA,NA,0.409671157981994,0.386782891330494,0.82874753127616,NA,10.9528220523051,8.86935013313661,89.8342227541153,1,1,1,1
"MICSIN",10602.3739598081,2035.48290951131,4101.4534075195,6488.38602818083,6184.01572787343,4148.53281836212,7576,1805,3213,5326,4805,3000,NA,NA,NA,0.385961574448474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"MICTET",9399.87773157955,1503.62624787074,3621.67944391272,5312.13994089866,4911.95841022709,3408.33216235635,10714,1567,4386,5581,5048,3481,0.782872096155797,2.42941927752755,2.66494571096897,5.60223358593175,NA,NA,0.0282729605871451,0.0310021386630984,0.428242994062336,0.907022707050624,1.60897384406733,2.28724346082712,0.354629102093461,2.5188339215208,23.5833718349981,80.0147101265914,2,5,8,11
"MICTHO",10558.6785867594,874.612170843076,2208.19710056299,2842.95894246933,2773.90648986363,1899.29431902056,12690,936,2630,3098,2989,2053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MORCIT",26908.0779651981,4126.99659737572,8304.89633644931,11402.6861932799,11454.2303960193,7327.23379864357,9812,803,1297,998,1217,414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOSXER",2945.80560083436,501.701141989647,808.734620523775,582.380607985483,709.934435093307,208.23329310366,3112,584,910,623,773,189,NA,1.40610850902587,1.40796248920219,1.15788472334542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"MOUHEL",14589.0916132107,2612.13266725838,4780.18164435402,5885.25318235904,6047.63767556474,3435.50500830635,559,334,415,432,441,107,0.354629102093461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"MUNCAL",19830.8170934277,2320.04069619573,4884.32838069354,6689.86722513792,6975.22911767723,4655.18842148149,17218,1279,2826,4173,4452,3173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MYRAMA",19203.3239352033,3493.65179391671,7290.05846713297,10159.1823002202,10013.4309123484,6519.77911843173,12023,2316,5045,5832,5536,3220,NA,0.351527127256468,0.351990622300547,0.385961574448474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"MYRBOR",6810.4559307186,962.729312528145,2201.18384249776,3211.69417235579,3384.46969963078,2421.74038710264,7408,976,2495,2922,3348,2372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MYRCER",24532.608850047,4073.51857011765,7916.98950378969,10508.6691080593,10628.8371307626,6555.31856064498,27097,5076,9298,13169,12794,7718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MYRCIT",13675.6344764978,2015.17473424971,3899.48706644028,5939.85593745112,6000.95480317622,3985.78006892651,10807,1192,2395,4476,4656,3464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MYRCOR",13832.7990666293,2195.83327286132,4731.81397468038,7480.2637432199,7131.00949526578,4935.17622240447,16856,2614,6323,10552,9883,7269,2.96277070761442,5.48320418118484,3.87189684530601,2.40359596773315,0.0284905509461046,NA,NA,0.0310021386630984,0.834996095053656,1.50011771991265,1.75995311150273,0.831337478749652,2.49584408383024,0.351527127256468,5.98384061197696,3.72936391285289,5,5,6,6
"MYRDEF",19692.0069766566,2848.59323425218,6198.21372822672,9448.14825807512,9140.12499175221,6291.53175750002,9011,1692,3976,5380,4869,3177,1.06388730628038,1.40610850902587,2.14673600283323,4.30240170131242,NA,NA,NA,NA,0.354629102093461,0.351527127256468,0.703981244601093,0.771923148896948,4.61017834613731,3.16374415937581,0.351990622300547,14.2805783421187,2,3,5,7
"MYRFAL",6187.76605290528,1213.24705580524,2458.58990690226,3599.02247727146,3371.32059795187,2158.07354214662,4860,1326,2336,3142,2899,1573,0.709258204186922,0.703054254512936,NA,NA,NA,NA,NA,NA,0.354629102093461,0.703054254512936,NA,NA,10.431471802397,2.81221703680854,NA,NA,2,2,NA,NA
"MYRFLO",17514.083312802,1920.7796016559,4268.45260623097,6520.79174992442,6500.4083403796,4579.6287387237,10506,831,1369,1099,1367,536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MYRGUI",26377.7036761343,4219.05182525516,8289.61428451538,11462.7030103207,11465.7207466066,7246.66892135143,12433,1514,2707,3813,3758,2244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MYRSPL",22140.3084246926,3201.83807123452,6819.720541168,10687.9527730346,10360.8868113607,7159.04874012619,11892,2071,4360,7057,6479,4408,25.8031506669951,16.8971978344263,15.290905082684,11.7118250914174,0.0284905509461046,NA,NA,NA,6.15132226791694,4.82898744625532,4.90921569081843,3.13543387998212,0.428242994062336,21.8528260190997,5.27985934389896,34.1302978763575,32,22,24,21
"NECCOR",19554.5437152218,3409.93000521231,6373.48307540733,7286.43143060245,7548.10567239393,4138.17566718161,14218,2805,4540,3902,4405,1600,1.18373735360596,5.47389767004274,5.7601159566039,5.25286328435486,NA,0.0282342332482215,NA,0.0620042773261967,0.474479149419037,3.7162620337604,3.61337995377067,2.90868164647442,2.12777462202192,0.351527127256468,5.0281776130939,18.8955141171416,3,7,14,18
"NECKRU",19698.2477726527,2450.27182681113,5339.30701059289,8264.51454589143,8138.83017594181,5688.55834913068,30111,3735,8158,12645,12450,8715,0.354629102093461,NA,NA,NA,NA,NA,NA,NA,0.354629102093461,NA,NA,NA,0.354629102093461,NA,NA,NA,1,NA,NA,NA
"NECMEM",16203.8644622765,2128.32822808437,5225.05911561754,9177.70202968828,8787.6460412275,6659.31781314313,9331,1620,3597,6408,5938,4318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NECPAT",20068.3227437288,3792.41193029284,6915.5401503928,8473.44591167197,8699.94590522908,4907.53397493623,13649,3017,4758,4193,4669,1652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NECTUR",22483.5294732922,3812.19924378861,7649.97431322327,9814.0596380122,9799.24183336645,5987.04258957785,14385,3161,5911,6108,5995,2834,2.31535070831406,1.11272541249493,0.773565782660989,NA,0.0569811018922092,NA,NA,NA,0.46859130587788,0.409671157981994,0.386782891330494,NA,1.06388731101096,8.08512396910155,2.6726879806025,NA,7,2,1,NA
"NEEBUX",12346.7898350873,2274.67298617237,4016.50072919135,4022.58895443729,4334.79228358692,2060.11929741455,11714,2444,3922,3399,3806,1362,0.354629102093461,0.351527127256468,0.351990622300547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA
"NEORES",18913.8485418372,3452.07606289163,6257.82934970781,7545.4899087362,7722.69967622682,4270.62361333519,6221,1990,2958,2588,2886,896,6.72113328683904,7.55762777702592,5.8456420678819,7.1926217072297,0.341886611353255,0.19763963273755,0.0565459211742903,0.0620042773261967,3.7368726861536,3.63268534647925,3.69890606504867,4.0481047292627,1.77314551992846,0.703054254512936,1.40796249859295,1.15788472849396,13,12,12,14
"OCHPYR",21963.7010858199,2572.16188922059,5897.79044096824,9536.40248567052,9295.13299120869,6722.97110198811,33722,3933,9052,14675,14296,10363,0.0284905509461046,NA,0.0848188817614354,0.0310021386630984,NA,NA,0.0282729605871451,0.0310021386630984,0.0284905509461046,NA,0.0848188817614354,0.0310021386630984,30.9263459396702,NA,0.351990622300547,2.70173103658493,1,NA,2,1
"OCOCUN",20834.8143073395,3465.60938890278,6777.76970979571,9249.09465479478,9279.21937096864,5813.60998206586,559,334,415,432,441,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OCOFLO",21069.4838642478,3880.95406663045,7878.88279836252,11288.7496437132,11191.9670037366,7311.01293710619,32128,5991,12179,17499,17328,11337,0.88020150986355,1.28380637621334,0.144141912060049,0.48090377303012,0.0569811018922092,NA,NA,NA,0.525572407770089,0.464464060249354,0.144141912060049,0.48090377303012,50.2504260431989,1.40610851371507,1.05597187159702,8.19042968370261,4,4,3,1
"OCOLEU",17866.7505159602,3376.75093900412,6728.46945993602,9206.14317053556,8999.87507280707,5623.12413380295,20797,4518,9029,12170,11735,7217,22.6958067344743,17.7972247925561,20.2491954564881,16.5488559220424,0.547208311517145,0.423513498723322,0.169637763522871,0.376551394023024,8.85183139507837,7.48665004066752,7.54274078463845,7.61491532734832,9.92961491065327,0.703054254512936,0.386782891330494,5.43187424376532,43,41,51,45
"OCOSPA",1687.23621811302,585.15047632638,898.13877619541,1159.86304291274,1087.30317731001,502.152700983628,3026,1238,1886,2185,1971,733,NA,0.409671157981994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"OCOWRI",19736.6196864212,2439.94796996424,5270.59260584181,9040.72433464392,8953.57029941957,6513.62232945533,14935,1952,3555,7746,7739,5787,0.0284905509461046,0.0282342332482215,0.0282729605871451,0.0310021386630984,NA,0.0282342332482215,NA,NA,0.0284905509461046,0.0282342332482215,0.0282729605871451,0.0310021386630984,1.77314551992846,1.0545813864586,95.037468579898,29.3448888750739,1,1,1,1
"ORMKRU",12562.1377358833,1870.46258574699,4258.67530443802,6178.11699397332,5788.83332334459,3918.37073759759,12519,1788,4898,6443,5899,4111,1.40958214318297,0.869049836866565,1.54216641513175,0.562564226001614,0.296681196543362,0.235180377127882,NA,NA,0.981339149120639,0.517522709610096,1.54216641513175,0.562564226001614,0.354629102093461,4.56985267309088,1.93391446697146,5.90307240283769,5,4,5,4
"OSSKRU",12238.2264960858,1723.91033207189,4165.16185944079,7301.1217617527,6977.29759712535,5253.38726505346,12635,1854,4829,8069,7724,5870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTTRHO",11984.4614830324,2315.64808644645,3672.39860853992,3079.0534256098,3516.0197453399,1200.37165889345,15569,3155,5012,4144,4740,1585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OURLIT",22455.2498554951,2748.53504725546,6105.0024358863,9707.82782117464,9500.48954128847,6751.95449403301,23285,1930,4836,7399,7707,5777,NA,5.56096411957134,4.98686600982368,8.73544116453627,NA,NA,NA,0.0310021386630984,NA,1.17086944322046,1.15382936554868,4.17732974251739,NA,34.4443327330192,6.08821739135863,7.33326993511515,NA,4,4,5
"OXALAN",14229.4572709985,2639.31261316221,5257.59107847791,7029.42993107764,7189.48809448257,4550.17548132036,8868,2537,4122,3523,4019,1482,1.41851640837384,NA,NA,NA,NA,NA,NA,NA,0.354629102093461,NA,NA,NA,4.25554924877442,NA,NA,NA,1,NA,NA,NA
"PALALP",2357.6943334638,542.175711970451,931.092557383221,1717.97008385985,1622.7406136533,1080.56490168285,5019,945,1719,3540,3277,2332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PALCRO",23150.5520077012,2812.19032326154,6264.22080697212,9959.87121359445,9733.23480447382,6921.04448121227,33835,3938,9059,14692,14310,10372,0.354629102093461,0.351527127256468,NA,1.95822006343198,NA,NA,NA,NA,NA,NA,NA,0.41437376563808,NA,NA,NA,2.70173103143639,1,1,NA,3
"PALRIP",19821.8463198692,3016.89414368197,6388.00098784268,10046.2821463794,9721.69427569211,6704.80013201013,16002,2555,5484,10113,9348,6793,1.06388730628038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"PARCRE",25234.9412341863,4145.90350875258,8196.69566607475,11256.9178341851,11284.2073601633,7138.30385141075,559,334,415,432,441,107,0.0343783944872623,0.0328874888192764,0.0310500697114688,0.03326500369602,NA,NA,NA,NA,0.0343783944872623,0.0328874888192764,0.0310500697114688,0.03326500369602,1.28472898789956,1.40610851371507,11.720067381035,11.8913813895413,1,1,1,1
"PERAME",26687.4139333367,4293.1986604929,8480.36887401342,11560.7481487989,11637.2978566885,7344.0991961956,22778,4216,7092,7363,7886,3670,0.937182611755759,1.41989216108967,1.14641062786493,0.684309915621086,NA,0.056468466496443,0.0565459211742903,0.18601283197859,0.937182611755759,1.01022100310767,1.14641062786493,0.684309915621086,0.709258204186922,4.68614074000674,7.03981248826937,1.62908287136271,5,11,14,11
"PETDOM",20933.867409274,3101.65018385276,6309.5978525281,9764.83021768183,9946.66927959397,6845.01909574121,11293,1607,3306,6558,6812,5205,3.25453086427452,2.6772572942557,0.975100544631341,0.995399632196831,NA,0.0282342332482215,NA,NA,2.19064355799413,1.03857266232773,0.623109922330795,0.995399632196831,0.7092582089175,4.21832555052361,1.75995311150273,4.97248521529467,4,9,8,6
"PHIMYR",10701.999522869,1953.47603843408,3280.93483235687,3566.62880453607,3769.97331783315,1816.49727939907,3835,560,850,954,1085,525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHLCOW",23223.0685525984,3431.8923788555,6894.5376745984,9615.94716558233,9832.62214054167,6400.72976168618,8538,963,1751,2107,2390,1427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYCUN",6030.98907547261,623.603581894006,1419.84254436925,1598.84503864339,1842.75288446444,1219.14930257044,7145,598,1551,1407,1815,1217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYEPI",14945.1355571686,2711.5822961235,4824.35440960806,5003.93534251628,5310.70371456863,2599.12141844514,23646,3826,7138,7565,7839,4013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYJUG",15113.3131968558,1700.77078186662,3908.54745270065,5381.72006621955,5578.08242481242,3877.3116429458,4963,352,940,898,1083,731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PICACU",10731.6510906631,1301.98775376119,2974.15306698541,3327.04883562525,3684.26048958768,2382.27273582649,11838,1104,3280,2920,3587,2483,12.1111781407441,9.40051566481849,10.4034430440099,12.5574255630989,NA,NA,NA,NA,3.66025322471903,2.4889241240435,3.22446152187921,3.18069901157709,4.25554923931327,29.1132818090655,6.79219866413201,2.07186883924548,7,7,7,8
"PICPEN",20831.1847746596,3516.07232655212,6587.2459958829,7643.22182470746,7934.8328658957,4418.76053934358,14002,2753,4446,3789,4291,1538,0.354629102093461,0.703054254512936,1.05597186690164,0.385961574448474,NA,NA,NA,NA,0.354629102093461,NA,0.351990622300547,NA,132.392439346122,NA,4.32826427939178,NA,1,2,3,1
"PILRAC",7409.39096706484,1406.12019627616,2175.22932787937,1850.79256689473,2109.21212890724,703.091932631083,2392,404,546,535,615,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PIMRAC",25027.8102026582,3972.00718391687,7893.64292867482,10724.1487480178,10833.5842460021,6861.57706208527,24715,3929,7296,9792,10068,6139,5.59837212353468,1.96160408882003,2.64286853719382,4.07371368521236,0.0343783944872623,NA,NA,NA,2.40671020469353,1.61007696156356,1.58689667029218,2.11549362178039,2.48240372884596,4.74162183015579,0.386782891330494,1.54384630809097,7,7,7,7
"PINCAR",13589.8013067562,1945.0946759088,4521.41283079702,7800.83322036453,7459.78866896499,5514.69399305619,4729,866,1724,2894,2728,1862,0.565756572011385,0.197324932915659,0.186300418268813,0.19959002217612,0.137513577949049,0.197324932915659,0.186300418268813,0.13306001478408,0.565756572011385,0.197324932915659,0.186300418268813,0.19959002217612,2.83703283567,4.21832553645601,0.703981249296475,0.800335340086554,1,1,1,2
"PINCOR",21113.7823504992,3914.78525462188,7920.15682039224,11408.3939314205,11281.1736477949,7366.38839317299,26095,5109,10087,15677,15102,9993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PIPADU",20441.6959856469,3500.25133703649,7406.90995015763,11165.3841851577,10966.7112645563,7466.45992751978,18688,2531,6237,11084,10608,8077,2.29595280663716,1.40610850902587,5.73622676389859,1.60067068017311,NA,NA,NA,NA,NA,0.351527127256468,0.738773513631041,0.82874753127616,NA,6.32748832813002,15.800717855071,91.7238093730133,3,2,2,2
"PIPAMA",27701.1918531228,4224.62556319125,8714.0657227356,11867.553366961,11907.3494598512,7682.72389665991,34459,5134,10907,15091,15065,9931,5.67406563349538,2.9285050795028,1.05597186690164,NA,NA,NA,NA,NA,1.06388730628038,NA,NA,NA,2.83703283567,NA,NA,NA,5,4,1,NA
"PIPBLA",21070.578084603,3712.29909615964,7657.07656158134,11254.3384201676,11121.598291073,7409.29919491336,22244,3243,7399,13557,12737,9494,NA,NA,NA,0.385961574448474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIPGLA",22859.6922958642,3714.67831573635,7651.61819996685,11185.160207592,11043.6132526919,7328.93493695557,14773,2317,4991,9256,8485,6168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PIPHIS",26895.4276532456,4148.26141387969,8452.12712746114,12144.0775301605,12058.0613480955,7909.79993421584,30530,3737,8632,14407,13878,10141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PIPJAC",24095.6216967758,3873.92060486972,7511.78781353496,9814.068608962,10006.126702439,6132.20609756932,21675,3458,6253,8185,8432,4974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PIPMAR",18136.3366796412,3381.38988837413,6906.02137904242,9555.11593762413,9544.24172780849,6162.85183943436,15624,3323,7073,7908,7910,4587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PIPUMB",20358.5184953734,3305.51295576431,7185.03536031954,11199.8805143125,10939.1092406046,7633.59628484026,24026,3138,7765,13697,13096,9958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
