"","X","CODE","Species","fcover_51","fcover_77","fcover_91","fcover_00","tot_change","tpa_2004","tpa_2008","tpa_2009","tpa_2013","tpa_2014","tpa_2019","D_51","D_91","D_00","D_77","WD","THK","LA.wp","SLA.wp","MAXHT","seed_mass","PC1","PC2"
"159",159,"MATDOM","Matayba domingensis",1946,3412,5617,5028,3082,0.453056771946213,NA,0.473990935487363,NA,0.163529231545989,0.148307868968796,1267.92945905406,1113.74549361648,1040.17058731466,1382.18287494704,0.265523518651045,0.0806394711441244,-0.0944136150885455,-0.930171527458353,1.62500466355481,-0.0769414278493092,0.443685043348257,0.201686655586836
"160",160,"MAYELO","Maytenus elongata",4290,9475,15180,14782,10492,NA,NA,NA,NA,NA,0.369272192685393,1343.68651338106,1220.54130525102,1165.22223537542,1221.96951423803,NA,NA,NA,NA,NA,NA,NA,NA
"161",161,"MAYLAE","Maytenus laevigata",1957,4019,3651,3854,1897,NA,NA,NA,NA,0.00490838780027452,0.77468755011051,1560.3452741509,1369.39992058153,1368.90599182404,1225.73155461796,1.09685657671182,0.60227104652886,-0.0826318050507453,-0.627206058446762,-0.60409207856645,-0.123046386931227,1.16274614468581,-0.919326405092953
"162",162,"MAYPON","Maytenus ponceana",2873,4518,3893,4405,1532,NA,NA,0.0271622021158041,NA,0.0272548719243315,0.398933766479152,1258.08214617361,1269.82110718299,1237.82261061172,1314.29808821544,NA,NA,NA,NA,NA,NA,NA,NA
"163",163,"MELBIJ","Melicoccus bijugatus",2449,4421,5171,5757,3308,1.61495342250924,NA,1.85697209923703,NA,2.44040745712747,2.51779796695155,1458.52996854216,1295.58527002809,1266.37028437679,1280.89142305285,-0.168238236692791,0.0458360491471281,-0.0622662535192344,-0.427712788165855,0.752348690558684,-0.0800364698115741,0.0842715569420485,0.245207464259665
"164",164,"MELHER","Meliosma herbertii",2739,6012,10075,9397,6658,0.19282231267395,NA,0.190135414810629,NA,0.19078410347032,0.576903209241708,1341.14541827385,1144.46892449902,1082.54540182417,1261.03106172619,-1.14012606250844,-0.0622777056803389,-0.0536227703214374,0.175179099091834,0.676658093341435,-0.18333685684855,-0.732295765531982,0.949589901060777
"165",165,"MICGAR","Micropholis garciniifolia",1005,2524,3376,2872,1867,2.71834063167728,NA,1.44913500857789,NA,0.136274359621657,0.0296615737937593,1764.80763495717,1095.51988968897,1045.28397476867,1266.91124033297,-3.48208837797066,2.47448820582176,-0.092708195246298,-1.00504755588992,0.32102812951142,-0.0378987189579048,0.223547693621787,2.31971919895501
"166",166,"MICGUY","Micropholis guyanensis",2003,3550,5877,5293,3290,3.66722620764222,NA,3.006918825619,NA,2.17490894594024,2.24828968937931,1250.87902753442,1092.98989563457,1048.46426572423,1327.74342476888,0.426135625185333,0.7923502334122,-0.0946131027146699,-0.960181584926738,1.26937469972479,-0.0228384127902215,0.913823761838845,0.10931921750335
"167",167,"MICIMP","Miconia impetiolaris",1882,5371,7107,6858,4976,1.71436296637692,NA,2.47913217162697,NA,4.17240663912451,1.10781657805618,1462.02872192984,1209.46058457496,1215.83350180138,1260.17680289165,0.393765966569755,-0.39565789308837,-0.0536588055593626,0.658730898317997,-1.16076338644698,0.00347564354102788,-0.246704141844319,-0.679532102462356
"168",168,"MICLAE","Miconia laevigata",5561,11598,16778,16601,11040,1.85209318971546,NA,2.61171929340064,NA,0.372855121883778,0.792911622081201,1284.45294725028,1140.63221359911,1100.67977093857,1182.51903392542,-1.1536303004241,0.147011644626849,-0.0961110610562439,0.568977629975152,-1.33857836836199,-0.183004308334529,-0.60853937840373,0.279639341309227
"169",169,"MICPAC","Miconia pachyphylla",630,821,879,834,204,0.342872593275385,NA,NA,NA,NA,NA,3120.27484601744,4367.81318334912,2963.63126710303,3209.00055007449,-0.00561337408889264,0.136400890192551,-0.0918731328620795,-0.337122095905671,0.0982664530237926,-0.123405109590148,0.212837499732478,-0.0607067569159005
"170",170,"MICPRA","Miconia prasina",2787,6982,10494,10163,7376,6.92862534194114,NA,22.728766184765,NA,20.7107346837688,19.3296208236644,1401.81886326607,1208.28315329982,1180.48751312036,1268.20974986443,-0.150547191034331,-0.847902658853043,-0.0887544965763371,0.153101466123024,-0.627318440701956,-0.174648634315923,-0.495690558991666,-0.350812421232245
"171",171,"MICRAC","Miconia racemosa",2395,5840,9084,8398,6003,NA,NA,1.04170197684083,NA,1.3572627882103,0.768205959164545,1338.10890320619,1113.92091358298,1057.64375957026,1323.26889480499,-1.4133515649967,-0.844241376176357,-0.0790165555466817,1.05086430192086,-0.508775119425284,-0.175144832359729,-1.57010582822243,0.655908392158638
"172",172,"MICSER","Miconia serrulata",2146,4378,9692,9146,7000,0.68574518655077,NA,0.788232547085257,NA,1.11856536565133,1.1893674331218,1335.38567224765,1255.06607560548,1199.24106736679,1342.62666791651,-0.42771666402666,-0.0498608977903053,-0.0862162135531221,0.117468509896797,-0.5221307989741,-0.148022301393435,-0.233360298643818,0.0203066193111528
"173",173,"MICSIN","Miconia sintenisii",1585,2463,3834,3451,1866,NA,NA,NA,NA,NA,0.369272192685393,1210.23054425186,1063.69856959955,1049.76106309306,1273.08021618813,-1.41502653821932,1.45526102036927,-0.0852403490114806,-0.609867196204632,-1.05003053070135,-0.175405427113686,0.555065982840367,0.541064837540094
"174",174,"MICTET","Miconia tetrandra",2663,6434,10495,9770,7107,0.756918662984213,NA,2.33717618113078,NA,2.56898296214439,5.35998715200844,1430.46448795992,1140.7877774597,1094.09954545489,1257.31347990934,-0.156816230817542,-0.412108242600845,-0.077171578946374,-0.155846303378473,0.795201414618107,-0.161069218701967,-0.30938605843772,0.246254997505466
"175",175,"MOUHEL","Mouriri helleri",333,420,434,445,112,0.342872593275385,NA,NA,NA,NA,NA,1879.33891053381,4053.24573341001,2045.09494777825,1684.53059410968,1.95837485680766,0.926955280642362,-0.100789353236825,-0.773363627788351,-0.390231798148612,0.10314033870866,1.75380337589444,-1.3910784599267
"176",176,"MYRCOR","Myrsine coriacea",2050,4430,7603,6977,4927,2.86455022953074,NA,5.27501132763882,NA,3.73247266757832,2.29966196661653,1285.37552001713,1159.75852467982,1064.61090410303,1206.8996144668,-0.20078848787734,0.117557410590107,-0.0982289432479718,-0.440723200223263,0.32102812951142,-0.174164932004172,0.142836418705106,0.123945993899545
"177",177,"MYRDEF","Myrcia deflexa",2197,5256,7956,7278,5081,1.02861777982615,NA,1.35271969963337,NA,2.06943360714665,4.11636135624973,1400.28387481697,1187.07529513897,1125.84572825691,1187.19880959142,0.666540976003135,-0.0424762657432487,-0.0870825048545061,-0.402952345338159,0.439571450788092,-0.0784220433186723,0.409678655929914,-0.378621179529026
"178",178,"MYRFAL","Myrcia fallax",1690,3050,4527,4101,2411,0.68574518655077,NA,0.676359849816685,NA,NA,NA,1231.88080753262,1179.96528889484,1089.63284093981,1295.55640210425,1.07654770989857,-0.523472276228517,-0.0936394003524942,-0.0470083868385178,0.558114772064763,-0.0393811842939245,0.131975990908338,-0.602064970627882
"179",179,"MYRFLO","Myrciaria floribunda",24,74,100,148,124,NA,NA,0.276473702208114,NA,0.325118349286653,0.348742437200881,4616.84236177389,2719.88699505159,1901.96955547704,2795.98225532594,0.701210521106433,-0.199049633096469,-0.0917904552784837,-0.0272292353249773,0.180016603764745,-0.0709317382443278,0.162953152167215,-0.443950852088825
"180",180,"MYRSPL","Myrcia splendens",2364,5545,10113,9434,7070,24.9477359067289,NA,16.2556248202109,NA,14.7402907577053,11.2053935370006,1324.15355649878,1099.27811927703,1060.45403892405,1229.83892284163,0.313513823356282,-1.02522064384962,-0.0963214903914807,3.05271511345689,-1.22003504708532,-0.152316091106301,-2.04045568465666,-0.113520504568502
"181",181,"NECCOR","Nectandra coriacea",4049,8737,9846,10156,6107,1.1444946108254,NA,5.26605817724113,NA,5.55269838765724,5.02572398732214,1318.46974590145,1178.99390719259,1143.32148024544,1250.80759359295,0.165140063687007,-0.434838709283395,-0.0951543289306656,-0.634016024931266,2.33626459121484,-0.122470297075767,-0.121265400097736,0.519050142328337
"182",182,"NECKRU","Nectandra krugii",2967,6721,10838,10786,7819,0.342872593275385,NA,NA,NA,NA,NA,1366.90273095639,1241.02556457279,1219.88800868738,1250.55153072457,-0.250491532780724,-0.327516288219498,-0.0742445499371717,-0.421646736422637,1.22809952973795,-0.0828265748775522,-0.198333231269213,0.386485158800033
"183",183,"NECTUR","Nectandra turbacensis",3096,5449,6478,6311,3215,2.23859321475658,NA,1.07047612335931,NA,0.745710243767556,NA,1400.64191568771,1192.96118871925,1159.38342901391,1324.28618181248,-0.55692099006135,-0.653244429479698,-0.0668105666132111,-0.0795329161200433,-0.745861761978628,-0.120676256737515,-0.400558979444559,-0.19778786264684
"184",184,"NEEBUX","Neea buxifolia",2571,4184,3555,4033,1462,0.342872593275385,NA,0.338179924908343,NA,0.339315697052575,NA,1474.12530221721,1316.09868057613,1350.58298017347,1436.82108151994,0.226531481120756,0.146923954200783,-0.101892050914605,0.36084356458457,-0.982948404531971,-0.172317646282114,0.0376067107461337,-0.415129013104433
"185",185,"NEORES","Neolaugeria resinosa",2932,4808,4831,5084,2152,6.49831721706999,NA,7.27067072765379,NA,5.6351447661284,6.88160522917508,1489.49016535686,1398.12290656946,1440.35045167766,1487.68554580484,0.204296400933434,-0.748876167865792,-0.097960798930103,-0.382566729134085,0.795201414618107,-0.317924556591754,-0.211221937213079,-0.0415816433187262
"186",186,"OCHPYR","Ochroma pyramidale",3126,7735,13699,13076,9950,0.0275460446677071,NA,NA,NA,0.0817646157729944,0.0296615737937593,1337.41906109936,1137.18728695331,1079.4943413521,1201.41570106541,-2.93871664628344,-1.74158826501334,-0.0630548518442179,1.03891398916089,1.50646134227814,-0.174050120790851,-2.88861403104208,2.10584714732441
"187",187,"OCOFLO","Ocotea floribunda",5981,12192,17515,17353,11372,0.851021454557013,NA,1.23506128045682,NA,0.138951467074555,0.460108991397066,1264.96171480856,1143.50014254503,1089.69693342194,1167.14857321185,-1.48438585371398,-0.504044616494592,-0.0760868426493016,0.161883285097659,0.676658093341435,0.0439737032781442,-1.04395096857108,0.913027570232944
"188",188,"OCOLEU","Ocotea leucoxylon",3431,7126,12907,11994,8563,21.9434052805832,NA,17.12147847848,NA,19.5200367162208,15.8332661003876,1304.54475416139,1135.60985503209,1078.75671200751,1212.92679490791,-1.06186267062097,-0.343985054824296,-0.0638558259278371,-0.272497865070598,1.86209130610815,-0.16206169409753,-0.73081268071789,1.17422113454046
"189",189,"OCOSPA","Ocotea spathulata",1055,1427,1532,1453,398,NA,NA,0.394116273542628,NA,NA,NA,1591.52697626514,1701.2264189366,1593.3114521756,1805.22444086156,-0.41956416706111,1.24914821156758,-0.0920290201537704,-0.907646279978955,-0.508775119425284,-0.0521918899799604,0.991498586847196,0.0094067868616664
"190",190,"OCOWRI","Ocotea wrightii",1388,1966,4087,3901,2513,0.0275460446677071,NA,0.0271622021158041,NA,0.0272548719243315,0.0296615737937593,1498.37417920317,1394.30744808581,1338.91758905463,1491.75377743689,-0.433937387981635,-0.280153151239384,-0.0650143131358078,-0.327911156695685,0.738966136321244,-0.0653265920714189,-0.232347812825102,0.327963981662799
"191",191,"ORMKRU","Ormosia krugii",2551,5953,9379,8656,6105,1.36285229276092,NA,0.836052713390513,NA,1.48663412877716,0.538238361056614,1385.57474379482,1106.34886389472,1065.74422925887,1312.27955986364,-0.967041925781994,-0.732450192248618,0.22146988863462,0.293975922485252,1.62500466355481,-0.0792908193774994,-1.03895481555387,1.23261655084557
"192",192,"OXALAN","Oxandra lanceolata",2879,4531,3916,4425,1546,1.37149037310154,NA,NA,NA,NA,NA,1273.60987075228,1390.60962772685,1383.62371646345,1449.28153465494,-0.387668136899027,0.41593943209323,0.315759748545393,-0.131959362335742,-0.238432006602073,-0.0742582380273402,0.291958856862348,0.382272249858258
"193",193,"PALCRO","Palicourea crocea",1637,3538,7691,7251,5614,0.342872593275385,NA,0.338179924908343,NA,NA,1.87354458178217,1404.506264239,1250.97646008612,1213.79577518742,1287.75608111531,NA,NA,NA,NA,NA,NA,NA,NA
"194",194,"PALRIP","Palicourea croceoides",3035,7421,12699,12165,9130,1.02861777982615,NA,NA,NA,NA,NA,1360.35125572557,1109.9437703714,1094.11944782017,1207.63479362808,-1.19938905052343,-1.2604326723096,-0.0846239958320203,1.39263751885054,-1.10149172580864,-0.148711553013654,-1.79078450869962,0.274982859125763
"195",195,"PARCRE","Parathesis crenulata",860,1719,2895,2721,1861,0.0332386969961233,NA,0.0316387773146524,NA,0.0299319793772293,0.0318265901782327,1762.16644077662,1456.6593853531,1487.01851267007,1568.83542626494,0.524441478446988,1.23728879339642,-0.0908091414761385,-0.855380614872947,-0.183934473359293,-0.128893870530794,1.28862874134752,-0.341118464979947
"196",196,"PERAME","Persea americana",6020,12167,16752,17041,11021,0.906113543892427,NA,1.36597999751216,NA,1.10512921838675,0.654719639847178,1284.03095324249,1173.8737799375,1124.94148238622,1177.51231622434,NA,NA,NA,NA,NA,NA,NA,NA
"197",197,"PETDOM","Petitia domingensis",3136,6055,8752,9288,6152,3.14663808114229,NA,2.57560398765796,NA,0.93998788614152,0.952357512026442,1328.54219983943,1167.59326537518,1160.79551102427,1216.60725991229,-0.471821963051865,2.10888872622737,-0.0861925089730903,-0.730218172627138,1.26937469972479,-0.173747072588247,0.986498901077207,1.06884735291237
"198",198,"PICACU","Pictetia aculeata",1419,3570,4564,5092,3673,11.7096736624923,NA,9.71994549408654,NA,10.7074540518033,12.7529737461055,1459.57943739514,1220.64026199101,1169.91638346814,1234.75179765833,1.69620051611324,0.0065239096570387,-0.0976156644621494,-0.570028451874661,-0.508775119425284,0.188618125277989,1.13268592265941,-1.49719614918598
"199",199,"PICPEN","Picramnia pentandra",3665,8125,9369,9845,6180,0.342872593275385,NA,0.676359849816685,NA,1.3572627882103,1.02916308303819,1354.44889902053,1178.72992169013,1140.33117349319,1206.5177959167,1.64253114597937,-0.668347223164014,-0.0648148729020568,-0.25551032772715,-0.745861761978628,-0.161274035773582,0.605735370162546,-1.45996623987324
"200",200,"PIMRAC","Pimenta racemosa",2730,4568,4947,5242,2512,5.41277734056658,NA,1.88712355895387,NA,2.54770077127378,3.89756204891761,1481.15085383212,1252.87563033666,1278.21994874762,1360.60967806714,1.51641497962371,1.01999594749727,-0.0970597719456327,-1.14281090596369,-0.745861761978628,-0.171672460663813,1.84440027739076,-1.23738498425085
"201",201,"PINCAR","Pinus caribaea",3465,8168,14156,13541,10076,0.547000857693321,NA,0.189832663887914,NA,0.179591876263376,0.190959541069396,1345.97527262965,1142.50003092694,1088.00440088401,1212.73502205239,-0.302685123649443,1.53594137548198,1.86917378179821,0.0219068101394698,0.025981558557382,-0.0630636231601076,1.38641519507802,1.75125055309059
"202",202,"PIPADU","Piper aduncum",4749,9391,14684,14124,9375,2.21983838382816,NA,1.35271969963337,NA,5.57905474424261,1.57990066606444,1266.8328120069,1109.16811100265,1071.06792167895,1185.57756250294,-0.789530355614554,-0.183059526481578,-0.0933018295177312,0.519590174685836,-0.864405083255299,-0.0807508470931477,-0.62967134756562,0.127686018252645
"203",203,"PIPAMA","Piper amalago",5382,11617,16792,16703,11321,5.48596149240616,NA,2.81731209653531,NA,1.01794709115772,NA,1269.17107667173,1148.74254725959,1099.57858643131,1174.11548684207,-1.0301594026938,-1.02969554624137,-0.0892464169404944,1.62916004266213,-1.10149172580864,-0.175230273262666,-1.76295018377598,0.310232061669517
"204",204,"PIPBLA","Piper blattarum",3213,6817,12690,11769,8556,NA,NA,NA,NA,NA,0.369272192685393,1366.83850986372,1174.46902511015,1116.84099896555,1278.6818909276,-1.29727061344096,-0.701815760046466,-0.0913442188953581,1.62023570737187,-1.45712168963866,-0.168481870243483,-1.66717289547424,0.389834609912295
"205",205,"PISALB","Pisonia albida",958,1890,1692,2113,1155,0.812910433662307,NA,2.08340395368166,NA,1.75108822911154,1.90568411101448,1499.66892490548,1312.66067451951,1263.04903847225,1312.65295048729,-0.52220669392378,0.179087311680448,-0.0961531849400091,-0.446503480194604,-1.33857836836199,-0.174050120790851,0.27941858717711,-0.347483551456843
"206",206,"PISCAR","Piscidia carthagenensis",329,638,560,806,477,0.416662798817387,NA,0.218306632667958,NA,0.153140644194639,0.0615239105345619,1673.93969878098,1344.13393447367,1217.25388246218,1337.22950526548,-0.000369689994636126,-0.826337326551711,-0.0230756090330423,0.150792431925258,-0.362753619939672,-0.0859702186643006,-0.41756727108356,-0.322111853311907
"207",207,"PISSUB","Pisonia subcordata",5981,12192,17515,17353,11372,NA,NA,1.23404006028656,15.1365556362613,0.693145234673531,0.865507537230275,1264.96171480856,1143.50014254503,1089.69693342194,1167.14857321185,-0.940793655926534,-0.793416676997851,-0.0686542348597447,-0.0769778388549907,0.32102812951142,-0.173542815429664,-0.787372056967821,0.434467596078829
"208",208,"PITDUL","Pithecellobium dulce",617,1039,683,957,340,2.90817766129648,NA,2.44104566347244,NA,2.47123235141471,0.60470521338642,1638.65255138229,1497.25363646496,1400.56187154202,1349.34744660068,-0.595536276845172,-1.06401922475194,-0.0562660697028861,-0.733113570503628,-1.04026330771866,-0.0657627219074431,-0.157141896228586,-0.591158970749608
"209",209,"PITUNG","Pithecellobium unguis-cati",669,1398,1008,1306,637,0.0506407367337461,NA,3.82512534803466,NA,13.158650823889,13.425176541328,1413.49480450738,1372.13339960763,1284.06396957519,1377.52493510755,NA,NA,NA,NA,NA,NA,NA,NA
"210",210,"PLUALB","Plumeria alba",2061,4865,6718,7308,5247,0.0694484064247685,NA,0.0784572991021371,NA,0.078067512129856,0.424253089374562,1440.86622867877,1233.46157776635,1189.77998295177,1230.25843490975,-1.08622528060162,2.19413560647002,-0.0858759057112183,-1.20210863499483,-0.627318440701956,-0.171940798499599,1.32563079796947,0.54257868252329
"211",211,"PLUOBT","Plumeria obtusa",835,1180,1225,1260,425,0.740837275886184,69.1987218461539,0.555477541834775,63.5403195354492,0.61186441629589,1.03516012330838,1297.60472788339,2061.77904825532,1961.02505449081,2361.15782669135,-0.875910960893059,-0.141986894905402,-0.0906669608206172,1.05741881412474,-1.27930670772365,-0.0656817646033515,-0.906801451617505,0.161414003525148
"212",212,"PODCOR","Podocarpus coriaceus",1188,1814,1581,1854,666,0.0275460446677071,NA,1.71806182665752,NA,0.760396009878144,0.458256914066671,1792.24048587918,1635.98012338343,1584.14535325155,1592.32906074561,-0.302685123649443,1.53594137548198,1.86917378179821,0.0219068101394698,0.025981558557382,-0.0630636231601076,1.38641519507802,1.75125055309059
"213",213,"POIFLO","Poitea florida",3616,6752,7588,8289,4673,0.0550920893354143,NA,2.87825928428523,NA,3.17508601589983,3.51184522320658,1424.9527938185,1281.89138052647,1250.95479438804,1281.40589888006,1.05081048351184,-0.508369482544201,-0.100489067948978,-0.233505309683872,-0.0346018343185961,-0.173142311197147,0.301127462603587,-0.816289844528861
"214",214,"POUMUL","Pouteria multiflora",6279,12200,16078,16318,10039,2.51029233159852,NA,0.83933306251151,NA,0.163529231545989,0.148307868968796,1269.29480896454,1169.8211008471,1126.21337845906,1188.5118705825,0.743413653812054,-0.613343221101313,-0.0626526366218519,-0.496193314765037,-0.0346018343185961,1.96061073823875,0.632809611047072,-1.68922189259011
"215",215,"PRUMYR","Prunus myrtifolia",2147,3316,2925,3253,1106,0.342872593275385,NA,NA,NA,NA,0.369272192685393,1136.82845277921,1255.66315413581,1222.99276762613,1340.58238641845,1.27538319713093,-0.923136946693206,-0.0970666087230524,-0.0176295340820741,-0.686590101340292,0.261457628290545,0.237247850035387,-1.44110114400936
"216",216,"PSESPU","Pseudolmedia spuria",1500,2300,1918,2200,700,0.0275460446677071,NA,1.46136850809659,NA,3.21737050501916,2.73321321776655,1117.87075871003,1211.48857637728,1184.47242010154,1228.47948764714,0.011387173706223,-1.04628997338504,-0.0926833770266384,0.33557587681285,0.558114772064763,0.0516527044295896,-0.764914207765929,-0.0697322061794314
"217",217,"PSYBRA","Psychotria brachiata",2156,4949,9516,8757,6601,1.02861777982615,NA,0.676359849816685,NA,0.339315697052575,NA,1306.49832606463,1118.35283628552,1066.6228727911,1227.80261788709,-1.51829712732805,0.101000274257754,-0.0847276492538621,2.31389147450338,-1.10149172580864,-0.412931572993415,-1.89365549232332,1.15670306558964
"218",218,"PSYGRA","Psychotria grandis",2932,6856,11672,11245,8313,NA,NA,NA,NA,0.339315697052575,0.369272192685393,1309.34524596101,1111.61530642281,1073.24205452576,1187.71420142601,-2.03996936122437,-1.26921466693192,-0.0569663005889827,0.661998426542646,0.32102812951142,-0.300014121113708,-1.92014375185797,1.20069536411401
"219",219,"QUATUR","Quararibea turbinata",3485,6789,7785,7920,4435,3.11339938414617,NA,3.04361932417508,NA,3.39315697052575,4.43126631222471,1408.49823700572,1193.79339582237,1216.2974056142,1232.78519244566,-0.547940794112153,-1.01011785117216,-0.0788188988264805,0.485692050946653,-0.508775119425284,0.120172225349398,-0.901315797931439,-0.157388245702243
"220",220,"RANACU","Randia aculeata",3044,5857,5089,5727,2683,4.46956687524379,NA,5.5807977718796,NA,4.28201314239882,6.05851151528462,1427.32888249668,1292.91984224405,1227.31973558156,1276.54406919951,1.64953456686605,-0.542570518009431,-0.101078042159286,-0.129390411068575,-0.923676743893635,0.115641989974589,0.643504707382638,-1.61964316470545
"221",221,"RAUNIT","Rauvolfia nitida",2381,6011,6805,7467,5086,0.342872593275385,NA,0.105439738155212,NA,NA,NA,1462.2133623636,1285.23587958646,1260.27850840723,1284.7057284712,-1.25712353558052,-3.572507326884,-0.0969350428107958,4.01483895946855,-0.864405083255299,-0.134934216195963,-4.48613378948775,0.542749619391827
"222",222,"REYUNC","Reynosia uncinata",698,1197,798,1041,343,NA,190.296485076923,NA,176.179976893746,NA,NA,1950.54987859516,1575.21946571654,1449.73789465116,1428.33391356815,1.87593597157983,0.527010928589403,-0.101787422943923,-1.178989505505,-0.410545080560117,-0.101735149730804,1.75031094410442,-1.46864515487951
"223",223,"RHIMAN","Rhizophora mangle",834,1539,1980,2074,1240,0.480602816613921,NA,1.43420630598078,NA,2.37520987936802,5.23346387795196,1777.48874955917,1364.52050055108,1429.50901141639,1425.69053195786,0.423547329219629,-0.166253863726093,-0.0804019467069182,0.106530849352094,-0.349485335274558,0.559652378235064,0.161578262009503,-0.73642866248956
"224",224,"ROCACA","Rochefortia acanthophora",915,1901,1343,1827,912,NA,NA,1.35271969963337,NA,1.3572627882103,1.47708877074157,1597.4912522311,1303.30643442982,1273.59954833032,1318.90317071469,NA,NA,NA,NA,NA,NA,NA,NA
"225",225,"RONINE","Rondeletia inermis",3664,6171,6214,6709,3045,0.68574518655077,NA,1.87524311770271,NA,4.04340537071787,3.69272192685393,1438.42746709361,1285.20195389945,1318.9258838922,1380.98040821636,0.503359803516287,0.376766099790656,-0.0987786389023781,-0.424882378114188,-1.10149172580864,-0.175401315270232,0.7474999798903,-0.773041488624567
"226",226,"ROYBOR","Roystonea borinquena",3009,7760,11342,11400,8391,0.849151949344879,NA,1.07245285719019,NA,1.71228392568539,2.31091324317545,1363.74733437356,1134.88543745808,1118.33654838979,1183.73400510325,0.288922629800124,11.7827659514481,13.8347191954238,-0.297970691767732,0.32102812951142,-0.130911809906523,11.6618137110303,11.6852343222606
"227",227,"SAMDOD","Samyda dodecandra",3303,5629,6110,6842,3539,NA,NA,NA,NA,NA,1.50427238909678,1385.25458029422,1255.66255270687,1187.86252728182,1263.46523318625,0.629220054551457,-0.36312162749558,-0.0952909876756529,-0.269370190849072,-0.923676743893635,0.0634905852404971,0.380628499821817,-1.01611558599443
"228",228,"SAMSAM","Samanea saman",1030,2675,2590,3174,2144,0.0948487737921842,NA,0.127705742639074,NA,0.20982056228542,0.130477080929323,1544.88192603124,1271.47192113796,1238.07361893205,1403.21044341126,-0.254641164117724,-0.883617445047037,-0.0162212363955172,-0.0575689058683322,-0.448196825416867,-0.0845673638614936,-0.408840984436191,-0.281306059913273
"229",229,"SAPLAU","Sapium laurocerasus",3867,8045,11626,11025,7158,1.85209318971546,NA,0.135811010579021,NA,0.109019487697326,0.148307868968796,1298.32983749654,1130.1083984099,1080.11525361671,1210.28276411365,-1.23065682542623,0.191233473733008,-0.0850753000605389,1.70242876504041,1.15083137844812,-0.116467031783709,-1.64178747957751,1.61900969887528
"230",230,"SAPSAP","Sapindus saponaria",880,1620,2426,2589,1709,0.110184178670829,NA,NA,NA,NA,NA,1822.35310662914,1410.95730149487,1303.8173688592,1440.28308292642,0.374014912041344,-0.24283285522817,-0.0622326400744944,-0.206804931044081,0.186684216090396,0.0170300622950935,0.14050557235809,-0.339043180288986
"231",231,"SAVSES","Savia sessiliflora",663,2317,2298,2734,2071,1.0677763883547,NA,1.00812829246642,NA,NA,NA,1674.5962555576,1336.32741659692,1331.81114234723,1247.63585335412,-0.337811098173067,-0.513953353641204,-0.0822636925831633,0.056993209953414,-0.362343915859941,0.0652173656893783,-0.360279742543656,-0.189875882640698
"232",232,"SCHFRU","Schaefferia frutescens",4193,8204,10149,10920,6727,NA,NA,0.965139733248886,NA,1.35744458349776,2.46729424642113,1355.58158726163,1275.38600231262,1238.15091052738,1301.61022047476,1.42610272447664,-0.1454447741636,-0.100301923820886,-0.388587604552453,-0.864405083255299,-0.170299158350797,0.835615722811254,-1.31442386728161
"233",233,"SCHGLE","Schefflera gleasonii",2938,6869,11695,11265,8327,0.0275460446677071,NA,NA,NA,NA,NA,1333.52923111115,1114.35494923944,1082.11331366203,1214.23315140141,-1.16398455307331,-0.32222766560419,-0.0800904051492404,0.82765334185829,1.70259104172033,-0.163443725343224,-1.40828341503332,1.46361661305938
"234",234,"SCHOBO","Schoepfia obovata",2855,4457,3816,4277,1422,0.0275460446677071,NA,0.338179924908343,NA,0.339315697052575,0.369272192685393,1260.95096180984,1412.14164401362,1440.98959879484,1492.40377842896,-0.611006948616854,0.760824549108033,-0.101193262504976,-0.989855076409165,-1.10149172580864,0.0445674428444125,0.833496162857554,-0.312572889811826
"235",235,"SENSIA","Senna siamea",6497,13153,18205,18297,11800,2.51974631376207,NA,1.50793598800835,NA,2.61435912009107,3.58692658611286,1275.08424119104,1161.06306492212,1107.6659541048,1178.85625130357,-0.000369689994636126,-0.826337326551711,-0.0230756090330423,0.150792431925258,-0.362753619939672,-0.0859702186643006,-0.41756727108356,-0.322111853311907
"236",236,"SIDCUB","Sideroxylon cubense",1902,3015,2714,3054,1152,1.02861777982615,NA,0.480079455088889,NA,0.454619737656772,0.455778958628119,1661.95363181108,1521.88735049578,1512.67552344697,1545.39383694551,0.874656202094043,-0.36803667182028,-0.0960990310822437,-0.574381601103074,1.07377419883142,-0.117796232892582,0.348999808972556,-0.354508281347434
"237",237,"SIDFOE","Sideroxylon foetidissimum",3365,5405,4483,5201,1836,0.88318422875307,NA,0.0543244042316082,NA,0.054509743848663,0.979877142065181,1546.3727123827,1511.94083139954,1477.85518523864,1510.26362650284,0.891308089544875,-0.160064361869117,-0.0940249990253995,-0.623458959635547,0.694926860061521,-0.0242004404372787,0.550418374093898,-0.519947279681033
"238",238,"SIDOBO","Sideroxylon obovatum",788,1284,905,1133,345,0.0275460446677071,NA,0.0271622021158041,NA,NA,1.982279055203,1600.38356566947,1686.29611012654,1490.73923249821,1603.26486433667,1.54599745810212,0.399588099471462,-0.100762072039454,-0.901721662460232,-0.627318440701956,0.204776365623895,1.46778050906708,-1.46521567788661
"239",239,"SIDSAL","Sideroxylon salicifolium",3347,5344,4406,5073,1726,0.137730223338536,NA,1.542855114444,NA,1.37761464107983,1.497747070144,1554.46905773174,1517.30551691768,1502.10581638191,1524.71999576478,0.866058778517422,-0.47541369557586,-0.09716986240988,-0.549042729048039,1.26937469972479,-0.166120136987029,0.245006523025741,-0.269091431706715
