"","code","Species","WD","THK","LA.wp","SLA.wp","MAXHT","seed_mass","Dim1","Dim2"
"18","TABSCH","Tabebuia schumanniana",0.319866970510729,1.65534918667512,-0.0860529449130063,-0.920780877260701,0.564966453130425,-0.184202176080505,1.29368911702516,1.10627978311475
"19","TABHET","Tabebuia heterophylla",0.572690866202536,0.864730033644066,-0.080010237911609,-0.317196864095366,-0.384299674080587,-0.184790306691549,0.929057445080205,0.0908439753306668
"20","SPACAM","Spathodea campanulata",-1.97472827741092,-0.530184992000293,0.0166522135957885,1.29983783715545,-1.21490753539022,-0.185412009240221,-1.77613335344292,-0.327557915242287
"21","PETDOM","Petitia domingensis",-0.452481069489873,2.09381118835264,-0.0957512090572703,-0.72705755103804,1.15825778263731,-0.184483185632505,0.832337745204668,1.82309244470188
"22","VITDIV","Vitex divaricata",-0.187222647390024,-0.686466314017063,-0.086464115956085,-0.103068933371254,1.63289084624281,-0.218715975293551,-0.84468300303762,0.654885166525259
"23","CORALL","Cordia alliodora",-0.615072548772193,-0.335215846566455,-0.100954615703938,-0.0130327785343078,-1.21490753539022,-0.181930474967658,-0.194768170929475,-0.542807065525168
"24","CORSUL","Cordia sulcata",-0.707327214528339,1.40311331832276,-0.00183338947496491,-0.547784340428079,1.15825778263731,-0.17590060681619,0.281556658348805,1.61850814900298
"25","CORBOR","Cordia borinquensis",-0.0821837341352817,0.564877137401201,-0.0825457901916283,0.327175676654715,-0.502957939981964,-0.178379310009643,0.0941670185411631,0.00404314157751989
"26","CORLAE","Cordia laevigata",-1.15559848745776,-0.601221957268707,-0.10008077234959,-0.0759015606919601,-1.27423666834091,-0.180107543622544,-0.534303717163724,-0.504986637943533
"27","BOUVIR","Bourreria virgata",0.674486615176817,0.404224310313679,-0.107905463893546,-0.821838286702707,-0.0283248763764576,-0.183415946169353,0.985023037504703,0.0988542076173913
"28","SYMMAR","Symplocos martinicensis",-0.119743513592628,-0.797666485811461,-0.0743233403468907,0.0981423060380209,-0.0283248763764576,0.0949292932903685,-0.457696637459484,-0.405143159814173
"29","MANBID","Manilkara bidentata",0.874725487895853,0.183165224722546,-0.0789095298627023,-0.648736880027865,-0.384299674080587,0.000477052812702056,1.02524628242477,-0.324914366934582
"30","SIDSAL","Sideroxylon salicifolium",0.892503715260968,-0.430778779012681,-0.105630186480346,-0.534870770723965,1.15825778263731,-0.177379612311379,0.219621203201707,0.215660365492546
"31","SIDOBO","Sideroxylon obovatum",1.57605281660487,0.424005372627647,-0.10886296549524,-0.90898454330871,-0.740274471784717,0.249191199301234,1.81544676986914,-0.693094796279739
"32","POUMUL","Pouteria multiflora",0.769207354436534,-0.565521328262022,-0.0745666977960585,-0.478809316854249,-0.146983142277834,1.80341444396145,0.98918175438026,-1.16907745698936
"33","MICGUY","Micropholis guyanensis",0.450244604036122,0.80769241116546,-0.103329251974534,-0.970997496357412,1.15825778263731,-0.0439299168338403,0.88180843966001,0.937438706116459
"34","MICGAR","Micropholis garciniifolia",-0.88809250858124,2.45096318823892,-0.101614946428898,-1.01859029555105,0.208991655426295,0.293295772386255,1.34986490355889,1.51243180919343
"35","CHRARG","Chrysophyllum argenteum",0.593375537541594,-0.453059145231096,-0.099849890040677,0.554193232508444,1.03959951673593,-0.156627181236708,-0.579198344099067,0.0646904393818318
"36","CYRRAC","Cyrilla racemiflora",-0.587175551176585,0.671541871356851,-0.105789860457291,-0.858370791890738,-0.265641408179211,0.0940078458862861,0.642314133465406,0.418571485420662
"37","MYRCOR","Myrsine coriacea",-0.180008427541014,0.148491237117846,-0.106583297423614,-0.419967883893815,0.208991655426295,-0.184872371427973,0.125298511110846,0.32331551899433
"38","ARDOBO","Ardisia obovata",0.680709208702292,1.44075198107366,-0.0995723100972377,-0.942377771740248,-0.384299674080587,-0.0738968080568306,1.66975852100192,0.36240960291099
"39","COCMIC","Coccoloba microstachya",0.747497622148913,0.791758273589159,-0.108340160063609,-0.979343223008479,-0.740274471784717,-0.18143311292872,1.48661908901641,-0.0925508427345549
"40","COCRUG","Coccoloba rugosa",0.435469597350807,1.2963392968387,0.174987927381609,-1.41095341139379,-0.0283248763764576,-0.225769169343568,1.65006829492205,0.842077726706865
"41","COCSIN","Coccoloba sintenisii",0.102157689424934,1.37681142659522,-0.0796419242548518,-1.18957544753242,-0.97759100358747,-0.178833152870174,1.62920221539403,0.30735346366424
"42","COCKRU","Coccoloba krugii",0.673812462346915,1.28326120883541,-0.107572654710907,-1.12636515532066,-1.27423666834091,-0.183179699200857,1.90847383729225,-0.0978984931741211
"43","COCUVI","Coccoloba uvifera",0.303796995295243,2.08911182069666,-0.0642147553123307,-1.01352047806875,-0.97759100358747,-0.107450509636754,1.97341508022953,0.514515663059614
"44","COCPYR","Coccoloba pyrifolia",-0.0619562551506343,0.370071922768185,-0.101145132831761,-0.76971393596539,-0.97759100358747,-0.180612465564473,0.817606880453612,-0.167031306296998
"45","GUAOBT","Guapira obtusata",-0.143308423847023,-0.0369334543323057,-0.0930072983927993,-0.218046340846571,-1.27423666834091,-0.0752633853710511,0.355182428485798,-0.595334798519456
"46","PISSUB","Pisonia subcordata",-0.923942965753822,-0.0607119842195244,-0.0799677859395641,-0.0341150968132774,0.208991655426295,-0.184292944652611,-0.582828455302282,0.426596332439218
"47","PISALB","Pisonia albida",-0.503133339382781,0.208599438725794,-0.104715236093694,-0.426099473115071,-1.45222406719298,-0.184765438589602,0.431147991922153,-0.393214512180128
"48","GUAFRA","Guapira fragrans",-0.320353163019841,0.668544267626841,-0.104895931174768,-0.22135452146606,0.861612117883866,-0.179568005282704,0.00289800427599165,0.903379093719992
"49","SCHOBO","Schoepfia obovata",-0.592405116554856,0.776895153987992,-0.109251011748689,-1.00247445965898,-1.21490753539022,0.198291974416468,1.05778681293961,-0.0350630053882929
"50","HELJAM","Helicteres jamaicensis",0.695134873015545,0.264492259319989,-0.0897876538115483,-0.295407692522742,-1.15557840243953,-0.0196710833846595,0.949380877178952,-0.680307911487869
"51","GUAULM","Guazuma ulmifolia",-0.89756562980412,-2.39566355367259,-0.101289527665202,2.46086419516165,0.208991655426295,-0.180189707831376,-3.20066002967918,-1.03729869400133
"52","CEIPEN","Ceiba pentandra",-2.15738165090939,-2.37026516268531,-0.0344682484334654,2.75156249563676,2.34484044165107,-0.178697621714563,-4.55808622727901,0.471594567683945
"53","QUATUR","Quararibea turbinata",-0.529004085651254,-0.953128150873363,-0.089115390270495,0.562752295171011,-0.62161620588334,0.390752777194593,-0.781575608462297,-0.832155351977654
"54","OCHPYR","Ochroma pyramidale",-2.932474772544,-0.267603856216497,-0.0749286680217465,1.14959751549518,1.39557431444006,-0.184765438589602,-2.73344576332363,1.41432385932796
"55","TRIPAL","Trichilia pallida",0.0706168038172864,-0.408438564370246,-0.0895617903560708,0.541232011375907,-0.740274471784717,-0.180684234906692,-0.351948472163802,-0.639767768470983
"56","GUAGUI","Guarea guidonia",-0.457689132701852,-0.598723953668572,0.0212445703397126,1.09797027977109,0.564966453130425,-0.123863456921694,-1.36983851265525,0.0695836000758905
"57","GUAGLA","Guarea glabra",-0.646381426909956,-0.417327292199883,-0.0338002536359647,0.174306195343952,-0.384299674080587,-0.112051108496927,-0.55800808611337,-0.161092379864827
"58","SWIMAH","Swietenia mahagoni",-0.282416914771917,-0.412154344270537,-0.0993847403943515,-0.383703321170466,0.564966453130425,-0.1744203081797,-0.298461186786214,0.283318640835293
"59","SWIMAC","Swietenia macrophylla",-0.933679823821986,-1.17140536817062,0.0484053424071112,1.38036849716768,0.327649921327672,-0.115656983279224,-1.98308678072003,-0.184825765147084
"60","AMYELE","Amyris elemifera",1.27995620127449,-0.234412904127052,-0.10445269621607,-0.897087386356494,-0.858932737686093,-0.178179171525175,1.25963483332223,-0.798465911844609
"61","ZANMON","Zanthoxylum monophyllum",0.617587038963736,-0.408438564370246,-0.105576731567325,0.0131129105167076,-1.09624926948885,0.358652530861507,0.501935790613126,-1.11773423897506
"62","ZANMAR","Zanthoxylum martinicense",-0.670906614640815,-0.367346412377395,-0.0331270857871896,1.37833688689145,2.10752390984832,-0.184125035228266,-1.9700812562884,0.979726005612311
"63","EXOPAN","Exothea paniculata",0.297352218370601,-1.15708620363352,-0.0981160953284561,0.291946153380628,-0.146983142277834,-0.00134863612724822,-0.533910999837159,-0.7731872404072
"64","THOSTR","Thouinia striata",1.36709073999137,-0.563472185383056,-0.0864484374863734,-0.0511558121694825,0.802282984933178,-0.184873316415847,0.188727932726861,-0.245600562387586
"65","ALLRAC","Allophylus racemosus",0.00915802787092177,-0.444284909097889,-0.0613399274067978,1.3791432568089,-0.858932737686093,-0.18372719533332,-0.887387054640819,-0.813629372215453
"66","ALLCRA","Allophylus crassinervis",1.11226257560247,-0.415159753760782,-0.106800214812163,-0.307332043078405,-0.858932737686093,0.117423084763963,0.812591684259838,-1.02494255490432
"67","CUPAME","Cupania americana",-1.02998322765755,0.28587194134585,-0.0446420322592983,-0.0783990435211678,0.208991655426295,-0.161459053444987,-0.43890729326117,0.634764426915638
"68","MATDOM","Matayba domingensis",0.28877965964802,0.112426317333383,-0.103149724753695,-0.939163511530593,1.51423258034144,-0.070585071120457,0.357345690617964,0.866664480806984
"69","BURSIM","Bursera simaruba",-1.5593631759034,-0.409113296409503,-0.0893161836864425,-0.0640816482551542,0.683624719031802,-0.171485872149968,-1.1662907932378,0.717493640134831
"70","TETBAL","Tetragastris balsamifera",-0.753464063415075,-0.7842787503028,0.0153473421533201,-0.186571725409219,-0.265641408179211,0.414924211732395,-0.43052093051566,-0.331536577588843
"71","DACEXC","Dacryodes excelsa",-0.998952148012052,-0.304211784938611,-0.000249148982020566,-0.155202246310007,1.51423258034144,0.0611639253987689,-0.923473945862877,0.987600771807769
"72","COMDOD","Comocladia dodonaea",0.864979766684486,-0.424613134312331,-0.102291023032675,-0.957403001067079,-1.03692013653816,1.33440994976329,1.49330272209129,-1.36567098366885
"73","COMGLA","Comocladia glabra",0.434476269620318,-1.20929837319925,-0.106568623360607,1.00951896995783,-0.858932737686093,0.997248754091825,-0.453821653802787,-1.6807998996597
"74","MANIND","Mangifera indica",-0.614293310039681,-0.671821770456305,-0.0512712625925693,-0.205971222470014,0.327649921327672,1.86135712149768,-0.0302171538816415,-0.57114505755119
"75","PICPEN","Picramnia pentandra",1.67309909089273,-0.619254417160939,-0.0765125842538919,-0.22349829102535,-0.858932737686093,-0.17286605180802,0.863968430380169,-1.19330237384318
"76","TUROCC","Turpinia occidentalis",-0.994668338799728,-0.319533070994009,-0.0674685363718137,-0.206804393684047,1.39557431444006,-0.181060091399517,-0.9410048903169,0.975602671742174
"77","SYZJAM","Syzygium jambos",-0.265402619129241,0.165274696685393,-0.101824739900542,-0.711079634237825,0.327649921327672,-0.0194174287448014,0.288799904262161,0.409949441306221
"78","MYRDEF","Myrcia deflexa",0.691926488658637,-0.00784472817133543,-0.0965521534078158,-0.379901422089299,0.327649921327672,-0.144188317970125,0.447284717349798,0.0131760892169475
"79","EUGRHO","Eugenia rhombea",1.43985735483365,0.44586289994858,-0.108415755148167,-1.04473261005665,-1.09624926948885,0.117959185393642,1.89627492143264,-0.752489352927216
"80","EUGMON","Eugenia monticola",0.980780112839683,-0.479859368259043,-0.109554255417641,-0.46223224355285,0.446308187229049,-0.123106272646386,0.398837544061803,-0.233124185885584
"81","EUGDOM","Eugenia domingensis",-0.679829273172442,-0.0200849431563093,-0.101396015208593,-0.619668411779636,0.564966453130425,-0.182817022802064,-0.172429826487726,0.628324304325962
"82","EUGBIF","Eugenia biflora",0.681821425776528,0.0116631148298126,-0.108647001515071,-0.548547097450041,0.327649921327672,-0.173858289075701,0.546393359376768,0.0559957883955568
"83","EUGSTA","Eugenia stahlii",0.249146147739234,1.33218564156635,-0.0998282556472332,-0.749657203192261,0.920941250834555,-0.318982024250715,0.868048918543918,1.18043028821128
"84","EUGBOR","Eugenia borinquensis",-1.23347376038679,2.71863525722817,-0.088647282283914,-1.15899526335736,-0.0801137818786226,-0.303456875829009,1.28850879457639,1.83892655062182
"85","EUGPSE","Eugenia pseudopsidium",1.2825607557381,-0.334162711218189,-0.104476068901637,-0.479353274502585,-0.740274471784717,0.0331078623147722,0.98655247865692,-0.925000601327549
"86","EUGLIG","Eugenia ligustrina",1.88299262280974,0.116579247347315,-0.109231219476461,-0.783956965987571,-1.45222406719298,0.180487860153851,1.91617210299561,-1.29163472284026
"87","PIMRAC","Pimenta racemosa",1.54631325745551,1.03007818190349,-0.105531111487721,-1.16472651673491,-0.858932737686093,-0.182550934111232,2.1442932977474,-0.277131678056659
"88","MICTET","Miconia tetrandra",-0.13580268119982,-0.368936051121444,-0.0876328985207426,-0.117776966024959,0.683624719031802,-0.239821001836339,-0.419534889072213,0.302648947139487
"89","MICSIN","Miconia sintenisii",-1.40069398794447,1.36991345432094,-0.0948943206626255,-0.599391978875671,-0.962842468081312,-0.186027743444425,0.49805902918571,0.704178022517857
"90","TETELA","Tetrazygia elaeagnoides",0.394137431262519,0.785820311977354,-0.107319211616781,-0.423018084714068,-0.146983142277834,-0.180576230861311,0.805639866855372,0.235979903632835
"91","MICLAE","Miconia laevigata",-1.13790975635944,0.109178718739659,-0.104677327056777,0.65109973875319,-1.45222406719298,-0.231372583966984,-0.616004435538694,-0.385161453769365
"92","MICPRA","Miconia prasina",-0.129500353300604,-0.794661075337628,-0.0980568483752002,0.209947784817366,-0.740274471784717,-0.185322881962843,-0.427773630704201,-0.696827398955872
"93","MICRAC","Miconia racemosa",-1.39901012074368,-0.791084389638902,-0.0892932697828593,1.16227413484113,-0.62161620588334,-0.185785030769424,-1.68540249277746,-0.365506504405211
"94","MICIMP","Miconia impetiolaris",0.417703065038809,-0.352865800601046,-0.0664727747457614,0.746307959716898,-1.27423666834091,-0.094314819877475,-0.111986702849541,-1.05300599089522
"95","BUCBUC","Bucida buceras",1.41603783835521,-0.0147571714742802,-0.107872283528741,-0.669445231923314,1.15825778263731,-0.181308772418986,0.757581118696364,0.251575901897908
"96","COJARB","Cojoba arborea",-0.646603519868885,-1.04165113642478,-0.0761536736617918,-0.875967165909394,-1.27423666834091,-0.0803442785146557,0.0446610689672759,-0.762879596452159
"97","INGLAU","Inga laurina",-0.0288577625652404,-0.284724958278055,-0.0673314527355685,0.0108741817766014,1.51423258034144,-0.0750150442674394,-0.574886534582469,0.662955979230546
"98","INGVER","Inga vera",-0.450553460198477,-0.747199015787354,-0.0014517650484646,1.38348195746996,-0.740274471784717,0.00624989853491322,-1.23260972322707,-0.772457983035657
"99","LEULEU","Leucaena leucocephala",0.0154135190325222,-1.0027447379509,-0.0978936312440627,-0.423188173104718,-0.740274471784717,-0.180653497932685,-0.0571115142649076,-0.737648694385019
"100","ADEPAV","Adenanthera pavonina",-0.463149552436991,-0.954221027141051,0.146089311664512,0.134589106710896,-1.03692013653816,-0.156938032511044,-0.520374838840706,-0.673224628474352
"101","TAMIND","Tamarindus indica",0.721622144725554,-0.777830779241495,-0.106707424044087,0.686251744744489,-0.502957939981964,-0.105709742500473,-0.327624150361376,-0.95593033775366
"102","POIFLO","Poitea florida",1.07823643750854,-0.462973095144168,-0.108617277747118,-0.200155869530769,-0.146983142277834,-0.183919923123408,0.430891681107188,-0.581298736433519
"103","ORMKRU","Ormosia krugii",-0.950330611890515,-0.681876233889492,0.181126992724018,0.359384196628506,1.51423258034144,-0.0965085447801272,-1.42820892007547,0.877481647727429
"104","ANDINE","Andira inermis",0.305907226034734,-0.861189924895294,-0.0301272095117994,0.664931151664166,1.51423258034144,-0.0875560280792507,-1.08123277275275,0.216264197244739
"105","PICACU","Pictetia aculeata",1.72705344122784,0.0400232574680502,-0.106031382309094,-0.557131947089465,-0.62161620588334,0.253982406576462,1.46532894483658,-0.909700845939796
"106","ERYPOE","Erythrina poeppigiana",-2.03336277999096,-1.23181162667423,-0.00586306697105447,3.23733007081568,1.03959951673593,-0.155570286903966,-3.91810862284497,0.200690312832491
"107","LONGLA","Lonchocarpus glaucifolius",0.67508197760295,-0.144231496487457,-0.0925990800048707,-0.635463600654264,0.327649921327672,-0.121821242690094,0.541072430509295,-0.00713894522720467
"108","LONHEP","Lonchocarpus heptaphyllus",0.00230938441647575,-0.233650913030866,-0.0701284200794231,0.0424988477979199,-0.62161620588334,-0.174718725403063,-0.023824275450524,-0.39009349430138
"109","KRUFER","Krugiodendron ferreum",1.54107443891052,-0.78054871525091,-0.107318145276284,-0.313085099643538,0.208991655426295,-0.174831875266921,0.495458605278286,-0.676923641658723
"110","COLARB","Colubrina arborescens",1.04822033472521,-0.0198117248270789,-0.097810264247555,-0.747587163144072,-0.265641408179211,-0.184159278604647,0.992810159034689,-0.34069194027317
"111","UREBAC","Urera baccifera",-1.76913504874441,-0.840561883498458,-0.0791081032834115,6.6369381747514,-1.3335658012916,-0.921643825216138,-5.32139387298496,-1.23892564325612
"112","CECSCH","Cecropia schreberiana",-2.17912975246746,0.173384533379049,0.253034959686771,0.0850548566397207,1.15825778263731,-0.185959107483052,-1.40673855977611,1.59551488205257
"113","FICCIT","Ficus citrifolia",-1.0997283472397,0.107447658671296,-0.101453410306786,-0.194439589017453,1.51423258034144,-0.185959107483052,-0.838323480959319,1.24248747129698
"114","FICAME","Ficus americana",-1.12031151071801,-0.338385187841109,-0.0989837349470513,-0.200305024926979,0.208991655426295,0.0039470038216346,-0.652746009943823,0.315979153865029
"115","CASELA","Castilla elastica",-2.22461575384281,-0.574992923893435,-0.0237121265269851,1.67246679114905,-1.57088233309435,-0.115385920968003,-2.04215050781512,-0.554967126153071
"116","PSESPU","Pseudolmedia spuria",0.0332938703824934,-0.988464486151504,-0.101592611479667,0.403512479830104,0.446308187229049,0.0254496007877582,-0.805730473414643,-0.336571495868052
"117","ARTALT","Artocarpus altilis",-1.34463012473925,0.379088153206095,0.0380870180059945,0.759889727991123,0.0903333895249189,0.547326614624578,-0.828512603689026,0.378627672094229
"118","PRUMYR","Prunus myrtifolia",1.30400161485432,-0.868157012454238,-0.105537264188385,0.0288402319337204,-0.799603604735405,0.198383437352781,0.498604498473895,-1.34158741770374
"119","CRORHA","Crossopetalum rhacoma",1.43905555691458,1.75053871834467,-0.109479204351559,-1.19806412955548,-1.3335658012916,-0.183562518762227,2.56919178776017,-0.15983994714353
"120","GYMLAT","Gyminda latifolia",1.00754897587939,0.994596128937218,-0.108843858013588,-0.823509831136109,-0.384299674080587,-0.181281977039138,1.52103124985029,0.0699987786337943
"121","SCHFRU","Schaefferia frutescens",1.45552145122407,-0.108434063660641,-0.108448858954107,-0.364663632535077,-0.97759100358747,-0.181271868155696,1.10572891497516,-0.946766051991997
"122","CROPOE","Croton poecilanthus",-0.579397425146293,3.21641380343751,-0.0849230145914054,0.0184332001750329,-0.265641408179211,0.19010586688528,1.31137598629174,1.39018059149984
"123","SAPLAU","Sapium laurocerasus",-1.21534528624724,0.220464953613363,-0.0947457862395112,1.85343886368224,1.03959951673593,-0.2457898902047,-2.00758079812978,0.78529625772964
"124","GYMLUC","Gymnanthes lucida",1.35009858524915,-0.120213801741435,-0.107167201512972,-0.631419799970844,-0.146983142277834,0.521049182930417,1.20187293129143,-0.698233074614207
"125","ALCLAT","Alchornea latifolia",-1.43900502618608,-0.690046426538957,-0.0729148393198146,0.310973142303816,1.39557431444006,-0.181806134457923,-1.65781769660926,0.870195571973562
"126","MAMAME","Mammea americana",0.59109590658612,1.2697824008782,-0.0892139205627224,-0.880770428400116,0.208991655426295,8.92812565174237,4.00582113011532,-2.58585572982089
"127","CALANT","Calophyllum antillanum",-0.0835516370638912,0.339198165009342,-0.094901898619425,-0.0993970008816585,2.34484044165107,-0.0616932020544962,-0.460697346901767,1.38283313821442
"128","CLUROS","Clusia rosea",0.422316947200249,5.89866029544824,-0.0872495934674086,-1.56483757403564,1.15825778263731,-0.184618617315708,3.55583909570398,3.37483062875398
"129","ADERIC","Adelia ricinella",0.749580749079947,-1.10940947190655,-0.10518610525933,-0.0350384673630577,-1.3335658012916,0.428092784718839,0.355990210035774,-1.61254272017852
"130","MARNOB","Margaritaria nobilis",-0.856471327191048,0.13649429516415,-0.0942930607025054,0.207626349693968,-0.265641408179211,-0.184665966181814,-0.483960186691066,0.202893860286393
"131","ERYRUF","Erythroxylum rufum",1.50416359641456,-0.538490853011744,-0.101727613447161,0.352790682374181,-1.45222406719298,0.756027411660081,0.886900486459644,-1.84232111243172
"132","ERYARE","Erythroxylum areolatum",1.38954818128396,-0.354110465266568,-0.107193709705539,-0.336048627146725,-0.858932737686093,0.780221901549103,1.19331321396963,-1.31988207780149
"133","BYRSPI","Byrsonima spicata",-0.0444035631259605,-0.837829692337445,-0.105795544268656,1.05645224452962,1.51423258034144,-0.172604936737578,-1.51930072757728,0.267161784517615
"134","BYRWAD","Byrsonima wadsworthii",-0.550101175775005,0.362148569581551,-0.104390379991342,-0.725415605125239,0.446308187229049,0.169992788869947,0.270503163085057,0.585535839122212
"135","DRYGLA","Drypetes glauca",0.0579131272646219,-0.316199797934946,-0.0983591726558422,-0.0169393194948229,0.208991655426295,0.203117319329382,-0.105871418789183,-0.160097161509131
"136","CASSYL","Casearia sylvestris",-0.062287831668687,-0.808868468784747,-0.0977451652623892,0.114122028292026,-0.384299674080587,-0.18566069025969,-0.434702274667197,-0.527177871161802
"137","CASARB","Casearia arborea",-0.111540160179111,-0.66654615848512,-0.106205532103584,0.494930648347592,1.51423258034144,-0.185828549947831,-1.12902482490043,0.459922355615226
"138","LAEPRO","Laetia procera",-0.100152575604416,-2.39840108645872,-0.0835569007922251,2.19380211164105,1.75154911214419,-0.185536349749955,-3.04129931426922,-0.454986723737957
"139","SAMDOD","Samyda dodecandra",0.654407396002807,-0.321081312455199,-0.103939308876095,-0.238200517863464,-1.03692013653816,0.266375589668943,0.674222653646769,-0.986477592963145
"140","CASGUI","Casearia guianensis",0.695809110633169,-0.997717506726097,-0.100980765502226,0.680883294256515,-0.0283248763764576,0.0318643119636612,-0.522907917872925,-0.847364536089933
"141","CASDEC","Casearia decandra",0.536747926425505,-1.24481685534166,-0.107160140759521,1.59506397964658,-0.62161620588334,-0.175079312881292,-1.19031005797143,-1.28561890807802
"142","HOMRAC","Homalium racemosum",0.596248224697162,-0.60493773618541,-0.102815248732214,1.15613318350452,1.75154911214419,-0.249445821685713,-1.23629390326747,0.295869728221422
"143","SLOBER","Sloanea berteriana",0.652349603643097,-0.582122640965297,-0.0633585009388377,-0.364544514152046,0.920941250834555,-0.12883707731107,0.00253931986581272,0.0841410193302003
"144","SLOAMY","Sloanea amygdalina",0.566801889752955,-1.14328864013922,-0.0864152382570715,-0.0894962419477011,-0.384299674080587,0.0281072371566472,-0.0836947107899947,-0.919956400479592
"145","GUAOFF","Guaiacum officinale",1.90267635248087,0.053738855561941,-0.102532745763742,-1.03477755981907,-0.97759100358747,0.466054930749314,2.01256569795906,-1.1406743197854
"146","MELHER","Meliosma herbertii",-1.12433381198572,-0.0271886393880743,-0.0664403451347492,0.233367234569556,0.564966453130425,-0.21237225090465,-0.934819594733675,0.664412583608757
"147","ROYBOR","Roystonea borinquena",0.312303018266136,1.66058645076532,12.4322568603075,-0.268539277235824,0.208991655426295,-0.144587289679126,1.80568856908625,7.76220430500651
"148","CANWIN","Canella winterana",1.37835643373696,0.579958831075599,-0.105370755343822,-0.578903337434923,-0.97759100358747,0.215565911957855,1.63623759576063,-0.719101333206022
"149","PIPADU","Piper aduncum",-0.77187646902544,-0.100849955618578,-0.102149182626978,0.598710652062118,-0.97759100358747,-0.0739333209252309,-0.575120832789615,-0.401954484804255
"150","PIPBLA","Piper blattarum",-1.28231278832021,-0.651949635693791,-0.100387447318649,1.76625034185263,-1.57088233309435,-0.213924639303309,-1.6968824568629,-0.920744294251816
"151","CINELO","Cinnamomum elongatum",-0.57423748179279,-1.11460362593108,-0.104208034102716,0.601536130870474,2.10752390984832,-0.224955890938927,-1.80245097237732,0.713427408453992
"152","OCOFLO","Ocotea floribunda",-1.47042159603577,-0.0462185831564109,-0.0866566991617191,0.219263338187595,0.564966453130425,0.0182975346678358,-1.04198909085487,0.678350802637466
"153","NECCOR","Nectandra coriacea",0.187863176308118,-0.391141311487317,-0.103816323981405,-0.625008505870962,2.2261821757497,-0.0390513667116186,-0.299468267896153,0.977808025927214
"154","CINMON","Cinnamomum montanum",-1.01836476046342,-0.880087578950256,-0.105100687528772,0.20183309390077,0.802282984933178,-0.101443975899921,-1.28953199798115,0.314387171495181
"155","OCOLEU","Ocotea leucoxylon",-1.04565484754516,-0.302386906193732,-0.0756494979498441,-0.241518283376449,1.75154911214419,-0.173599660815453,-1.02893578561682,1.18074400353688
