"sp","total_hab_raw","fcover_51_raw","fcover_77_raw","fcover_91_raw","fcover_00_raw","tot_change_raw","total_hab","fcover_51","fcover_77","fcover_91","fcover_00","tot_change"
"ANNMON",20531.1525652148,2949.4003736563,5928.06706730928,9216.99142397661,9337.36869333033,6387.96831967402,10235,1032,2230,4306,4527,3495
"ARDELL",18520.2115853149,3415.73449016735,6974.9539716877,9725.71307404898,9734.76093908772,6319.02644892037,27399,5120,10468,14605,14611,9491
"ARDGLA",4822.55420622765,803.897701384223,2004.76425295039,2751.30932132403,2496.04930541303,1692.1516040288,5284,928,2371,3054,2700,1772
"ARDOBO",18379.1497919597,3289.80981525779,6147.44144916907,6858.23290989175,7132.15981913358,3842.35000387579,14284,2936,4782,4069,4541,1605
"ARTALT",21314.5689537637,3601.86988830939,7685.32762305811,11319.1790784989,11208.8921005707,7607.02221226133,12866,1006,3562,6445,6551,5545
"AVIGER",18895.5598425658,1934.74808075489,4274.48698807252,6118.04334733961,6366.04759833729,4431.2995175824,20428,1513,3567,5201,5515,4002
"BADPEN",6230.70188615999,1213.33932161504,2072.39634834839,2451.66719481703,2575.80839549979,1362.46907388475,2831,680,1076,1769,1772,1092
"BIXORE",26678.2058413066,4162.61653474718,8421.19375563413,11626.9444065951,11667.4249430522,7504.80840830505,41381,6458,13076,18061,18115,11657
"BOCFRU",26935.377128534,4033.6236711517,8298.17797107995,11730.5116656125,11718.0334353596,7684.4097642079,33838,3943,9076,14699,14322,10379
"BONUMB",8939.97195846587,1888.87351061264,3430.99801916257,4611.42731933016,4732.68095867196,2843.80744805932,4076,969,1608,1421,1595,626
"BOUSUC",16570.8239276534,2175.34978346019,4597.26762993928,5018.93441678527,5469.56220677992,3294.21242331972,19311,2464,5207,4450,5249,2785
"BOUVIR",12131.3977524089,2263.62314622197,3916.85497085098,3901.18183614686,4278.91803111788,2015.29488489591,12924,2860,4639,3906,4488,1628
"BRUAME",26720.304394573,4318.25615791976,8578.68083524704,11761.1101151258,11806.0812914371,7487.82513351738,41940,6792,13490,18494,18557,11765
"BRUDEN",13978.2211245159,2005.63803764153,4661.83661798388,7843.95061603747,7578.78939084243,5573.1513532009,20415,2939,6882,11676,11260,8321
"BRULAC",7925.36813446321,1254.52478493657,2793.62160265585,4533.64892630978,4294.53024381353,3040.00545887696,639,469,542,596,559,90
"BUCBUC",21940.271339504,3043.52764535882,6283.72886925377,8304.9691553507,8646.09508100711,5602.56743564829,32583,4397,9333,11940,12683,8286
"BUCTET",18745.9730037041,3304.36762615293,6694.64827116206,9793.46399781853,9522.27652589977,6217.90889974684,17365,3181,6878,11099,10456,7275
"BUNGLA",17284.2773776166,2307.62971256673,4740.99334154651,6092.44067675993,6453.72421303019,4146.09450046346,13559,1450,3052,4085,4581,3131
"BURSIM",20739.7805987756,2907.86790757871,5887.16951594653,6934.02856511821,7329.54263910523,4421.67473152652,16415,2382,4085,3112,3769,1387
"BUXPOR",15344.4412223175,3285.95025453717,6194.7112451978,8055.20266817883,8123.97772848606,4838.0274739489,12272,3383,5724,6257,6523,3140
"BUXVAH",24625.4472836554,3868.9318196848,7698.94668088108,10238.8558240533,10408.6404981166,6539.70867843181,37905,5951,11838,15700,15975,10024
"BYRCRA",8362.50475056173,802.624714116449,1689.36060965003,3356.77511146633,3429.96885604208,2627.34414192563,6374,588,1007,2708,2796,2208
"BYRLUC",17271.052109085,2620.89465658553,5128.90490747336,7346.00952375866,7591.66953848023,4970.7748818947,12377,1577,2898,4475,4829,3252
"BYRSPI",21232.5599480094,2531.29455019347,5868.06308122259,8978.07642495632,8728.26276424294,6196.96821404947,10536,891,2741,3522,3103,2212
"BYRWAD",6473.25741948327,1456.53794744227,2724.05541769671,4237.35973858123,3974.97345080727,2518.43550336501,4851,1507,2340,3486,3149,1642
"CALANT",20212.9351391681,3258.58262932301,6432.75119802728,7468.35072950646,7608.52865139022,4349.94602206722,21307,3321,6753,7161,7122,3801
"CALKRU",3646.34868032477,902.306848081149,1518.29779568911,2140.94797625556,2010.70191106433,1108.39506298318,3574,1413,2131,2629,2421,1008
"CALPAL",15485.512401046,2830.50228276942,4854.47400524374,5090.50275205867,5398.68590437947,2568.18362161005,10064,1138,1948,1508,1772,634
"CANWIN",22853.6576604787,3348.57153163478,6899.27865605988,9286.68175486848,9501.99227596074,6153.42074432597,10938,1125,2877,2853,3474,2349
"CAPFRO",4738.28215347766,522.455066416989,1149.00049939389,1458.3870021631,1594.45448662648,1071.99942020949,3649,343,572,393,556,213
"CASACU",25640.1318693664,3766.29364985973,7586.18088959344,10200.490701938,10425.4297522195,6659.13610235974,24652,3222,6184,7054,7758,4536
"CASARB",16902.4743230338,2620.19601650396,5499.57641290454,8950.4805787201,8448.30821095919,5828.11219445523,13862,2348,5036,8478,7710,5362
"CASDEC",26558.3944123611,4111.61091911048,8516.90758819133,11354.4239602759,11391.8495152071,7280.23859609663,22063,3132,7232,7789,7790,4658
"CASELA",26877.1350748762,4151.47553543746,8407.43396405876,11608.6196850315,11673.413062349,7521.9375269115,42075,6485,13148,18162,18263,11778
"CASEQU",6893.56894165161,753.133678762708,1130.82855699724,936.965772744152,1083.23431608535,330.100637322641,10371,1138,1712,1427,1658,520
"CASGUI",25021.9378691874,3613.98528093472,7859.82785812393,10405.88082866,10409.5380692147,6795.55278827995,23460,3226,7620,8486,8576,5350
"CASSYL",24838.3482224345,3894.05354224518,8130.39333927259,12205.6493596733,12000.4325611591,8106.37901891395,26512,4711,9991,15640,15158,10447
"CECSCH",21873.4628910124,3687.12988112867,7356.4778367877,11750.3284288608,11434.8990362734,7747.76915514469,18900,3163,6780,12539,11873,8710
"CEDODO",26743.2149811983,4323.18090206385,8590.53044596314,11782.3991428465,11825.7374362797,7502.55653421581,41940,6792,13490,18494,18557,11765
"CEIPEN",25942.5687523037,3764.28894352913,7656.25519098341,10316.2486724854,10559.0366607606,6794.74771723151,25791,3282,6434,7695,8337,5055
"CELTRI",6908.79147741222,1240.4109181391,2492.7718151405,2981.30821882217,3220.46645334334,1980.05553520424,3864,584,1152,999,1271,687
"CESCIT",26232.9727441967,4261.78916524351,8475.58915495872,11650.5413015038,11687.174464643,7425.3852993995,32128,5988,12192,17500,17341,11353
"CESLAU",25380.0541271027,4075.86942817643,8492.70974091627,11956.6473670453,11933.6402260996,7857.77079792321,25497,4189,9394,13322,13245,9056
"CESMAC",17911.0695731938,3415.21747146919,6363.41359961405,9274.44656197354,8986.47546828538,5571.25799681619,16644,3841,6878,10580,9970,6129
"CHICOM",17206.0048636189,2893.99880979909,5696.42001446337,6499.12730040168,6556.72255406203,3662.72374426294,15523,2648,5300,5401,5327,2679
"CHIDOM",21522.0400781929,3844.87721565366,7493.94961696863,9991.31600345671,9974.35112847388,6129.47391282022,18183,4248,8066,10125,9897,5649
"CHIHOL",6738.19574833219,1735.78133655014,2964.15290147089,3336.8122923153,3482.47019165824,1746.68885510811,2409,679,1134,950,1082,403
"CHIVEN",24607.3444432616,4063.83786521852,8149.44770928472,10695.1633714512,10667.2020960376,6603.36423081905,19349,3170,6534,7095,6917,3747
"CHRARG",23294.8362336475,3776.67828288302,7735.46334668528,9985.40128920786,10006.835255729,6230.15697284602,20647,3390,7126,7748,7658,4268
"CHRCAI",24404.1663191319,3878.47817271203,7707.97580162436,10247.0736100227,10392.7724970728,6514.29432436079,37211,5924,11766,15599,15827,9903
"CHRICA",23750.8684101328,2921.63219979778,6201.73729941994,8835.68525034189,9018.27629197389,6096.64409217611,10852,918,1543,2594,2617,1699
"CHROLI",14792.5030241443,1800.66387142237,3577.22732651441,4427.88273924822,4758.00611687507,2957.34224545271,14591,1376,2673,3464,3753,2377
"CHRPAU",24732.8279777709,3785.17647376098,7601.1256901715,10397.5505024288,10490.3673871327,6705.19091337174,16559,1661,4022,5927,6272,4611
"CINELO",23070.7653137236,3414.67020441638,7662.90678061778,10915.3089590482,10744.1724735438,7329.50226912741,26008,4084,9219,14424,14090,10006
"CINMON",18887.0140992576,2999.07971840521,6715.9261061977,8992.8432399765,8826.68966448848,5827.60994608328,19325,3423,7837,10095,9900,6477
"CITCAU",5964.60669945386,1223.36609724274,2575.74336988591,3619.49303112187,3315.44906918467,2092.08297194193,6541,1562,3219,4080,3741,2179
"CITSIN",19829.390211191,3196.68703441694,7060.15778348083,10782.0445442055,10611.753783667,7415.06674925005,10341,1509,3982,6598,6233,4724
"CITSPI",26623.3886615224,3901.25605943054,8376.03206840903,11315.2646745294,11415.6756087616,7514.41954933107,25174,3066,7635,9328,9609,6543
"CLIEGG",13768.7301385179,2474.56673462316,5212.51339900447,7868.46957422094,7658.50464141602,5183.93790679285,10229,1917,4248,6991,6473,4556
"CLIERO",5454.5463732162,1389.74655963713,2438.96542499209,3587.42757062963,3394.18337259954,2004.43681296241,1466,885,1091,1278,1217,332
"CLIHIR",27141.5065682232,3875.1202596426,8079.81729763746,11767.6618143618,11708.7305365801,7833.61027693748,34532,3970,9148,14800,14470,10500
"CLUCLU",14844.5429464132,2160.39139880799,4952.9150819052,8427.91509919614,8079.85528964456,5919.46389083657,5349,1252,2188,3397,3226,1974
"CLUGUN",15187.1413986571,2918.88524498697,5847.55921895802,8770.26706556045,8516.77195931226,5597.88671432529,10226,2290,4462,7187,6618,4328
"CLUMIN",26861.5867074728,4309.36703467369,8540.58794569969,11654.9225515127,11735.2442210913,7425.87718641758,22894,4222,7104,7372,7904,3682
"CLUROS",25126.0627696365,4243.69551986456,8132.5450309217,10790.5248124003,10886.8240222633,6643.12850239873,13384,2873,4468,4009,4456,1583
"COCCOS",13427.16179692,2929.17775641754,5206.35833397135,5687.62210905552,5936.59719334915,3007.41943693161,6087,2078,3321,2856,3211,1133
"COCDIV",15920.0828228295,3107.7781740278,5369.61800500751,5625.94647572935,6041.33864186704,2933.56046783924,18165,3354,5380,4477,5174,1820
"COCKRU",2341.2533657801,455.929198794317,704.473803471626,545.624208729571,644.396404691429,188.467205897112,3634,653,1061,795,963,310
"COCMIC",11034.7211469489,1843.74752336991,3454.69968988356,4105.76115769107,4396.54063846992,2552.79311510001,5286,952,1718,1615,1838,886
"COCPUB",17406.4966949541,3434.94808837026,6663.03296205215,8898.25601275824,8984.31792809628,5549.36983972602,11373,2900,4978,5019,5442,2542
"COCPYR",22668.1792496443,3862.70145514607,7539.35672599077,10387.7252499461,10362.6506412625,6499.94918611646,4633,1836,2612,3466,3242,1406
"COCRUG",15614.3349335818,2055.08182810247,5089.99248070735,8732.61098308675,8338.32246473385,6283.24063663138,12265,1585,4535,6002,5507,3922
"COCSIN",15462.0000700951,2642.41800931096,5034.93077117205,6675.28692814708,6750.25562658906,4107.8376172781,559,334,414,433,442,108
"COCSWA",17326.9494959861,2952.09316127747,5902.47710560262,8559.90567103773,8377.23124877363,5425.13808749616,12535,2320,5088,8209,7775,5455
"COCUVI",24404.154971689,3878.47848939151,7707.9749109,10247.0634184256,10392.763482362,6514.28499297053,37211,5924,11766,15599,15827,9903
"COCVEN",18393.8296329597,2595.72010555116,5643.14692872656,6706.11782933775,7029.17127347671,4433.45116792555,24360,3317,7497,7674,8300,4983
"COFARA",23422.7450219914,3510.0915446803,7412.74191632122,11176.6089018062,11057.7514842227,7547.65993954241,20481,2517,6205,11439,11212,8695
"COJARB",18435.0629674345,3192.6510557197,5580.12727516145,6080.73088847473,6454.11003765464,3261.45898193493,17914,3653,5712,4789,5451,1798
"COLARB",15645.7578727209,2771.52206686349,4988.73170320038,6080.41975245019,6400.98743169103,3629.46536482754,9757,2254,3586,3155,3614,1360
"COLELL",4608.68267527238,603.3669934547,1128.44763304083,923.689361944281,1143.58813789827,540.221144443575,3755,543,842,515,684,141
"COLVER",13775.6477311146,2283.42272348935,4764.9728173227,7212.61032408988,7295.86233958788,5012.43961609853,5653,908,1969,1949,2281,1373
"COMDOD",17631.3644163497,2649.5576976724,5168.32001813874,6391.69106541574,6724.8303988874,4075.272701215,5826,862,1505,1093,1379,517
"COMGLA",23411.7843571752,4249.20842130482,8103.24883752689,10743.6035964899,10769.4468375519,6520.23841624707,4476,1829,2849,2456,2747,918
"CONERE",20254.9454086643,2809.01349502786,5654.15878660099,7232.27147811007,7605.55504915545,4796.54155412759,16080,1854,3368,4198,4678,2824
"CORALL",27251.2385689616,3984.71937322617,8402.93663284183,12067.8280911744,12072.6471644044,8087.92779117823,20807,2327,6107,11141,10812,8485
"CORBOR",14371.2132832287,2476.26216713712,5284.47413770948,7592.2797378907,7240.67757564317,4764.41540850606,14950,2371,5746,8690,7936,5565
"CORCOL",22842.7016545642,2688.35904572886,6120.38666227433,9112.18136201834,9323.53345703677,6635.17441130791,14162,956,3045,5150,5562,4606
"CORHIR",14282.5344871434,1768.33483972552,3524.45625656541,4214.3771597028,4570.66027475979,2802.32543503426,6955,823,1385,991,1292,469
"CORLAE",27285.395652011,4089.50751599669,8156.47793872654,10949.2222565636,11112.5091306344,7023.00161463767,32024,4389,9110,11492,12142,7753
"COROBO",24266.8128506523,3857.9310397096,7666.22388553992,10186.0992994178,10331.7339022197,6473.80286251009,37211,5924,11766,15599,15827,9903
"CORRIC",18132.6655101147,2393.53059632782,4854.74429057329,6201.65864838665,6601.1199153632,4207.58931903538,21049,2534,4967,6048,6687,4153
"CORSUL",22576.1902651358,3612.85162152536,7392.04087521881,11410.1001310647,11101.0699795969,7488.21835807152,14668,1963,4648,9049,8330,6367
"CRECUJ",20641.4180061417,3000.27841052134,5818.77770056855,7226.9054151224,7599.38099878374,4599.10258826241,21394,3303,5678,6085,6749,3446
"CRELIN",7396.95996763418,869.246763341438,1606.66855936153,1558.8924297017,1787.58203137345,918.335268032016,7531,847,1549,1474,1748,901
"CREPOR",15725.318966954,2020.17023723852,4229.87775021046,6341.19730121829,6280.66819377337,4260.49795653485,10487,1146,1722,1447,1675,529
"CRIPOR",24417.2741840184,4042.96081323177,7889.44344003499,10434.7698846087,10580.3350300491,6537.37421681732,27958,5454,10882,15038,15053,9599
"CROAST",9448.47915995867,1315.56014140259,2748.14431339233,3191.2670369998,3546.71724685069,2231.1571054481,5547,761,1656,1672,2022,1261
"CROBET",13207.6702403717,1864.10494441004,3556.89541301248,3950.86547433469,4365.05436729267,2500.94942288264,14257,1597,3126,2892,3533,1936
"CRODIS",8081.14860099071,1071.09405973827,2100.75737714698,2564.90381106932,2804.18960628047,1733.0955465422,5043,705,1226,896,1122,417
"CROFLA",12716.7957632646,1830.389096993,3874.85472591846,4363.17039816276,4723.41612154945,2893.02702455645,8893,1194,2501,1826,2348,1154
"CROGLA",8529.81544079864,1533.02044763882,2467.37564622751,2058.75163914496,2394.30149538908,861.281047750264,4959,742,1206,796,1039,297
"CROIMP",11074.0262638335,1633.6688537111,3494.87715604855,6543.29281413625,6397.51051404187,4763.84166033077,6988,1009,1971,4039,4068,3059
"CROPOE",8135.29083860433,1609.65274564549,3156.95464965189,4663.6448052479,4501.30924103083,2891.65649538534,914,590,786,845,802,212
"CRORHA",8023.81472045425,1241.10589526238,2344.79873326665,2530.22746254095,2845.26445812668,1604.1585628643,3468,642,1112,778,950,308
"CSSGUI",16431.4324162309,3300.58151097503,6578.34785501193,9208.5178609034,9009.21331724431,5708.63180626929,18644,3921,8051,10857,10312,6391
"CUPAME",25489.1806365773,3827.5839034766,7871.96283049136,11270.3139699474,11306.5828659236,7478.99896244705,26833,3891,8079,11779,11864,7973
"CYAARB",15219.3794902284,2295.38282020669,5174.69097021502,8722.72448986955,8345.70794126578,6050.32512105908,14895,2575,5898,9960,9325,6750
"CYABOR",20965.8534225672,3864.83294501156,7859.80499434471,11253.5255941525,11163.3027657568,7298.46982074529,32128,5988,12192,17500,17341,11353
"CYNFLE",15791.8874923232,2367.97734936455,4423.25319851737,4969.44725325413,5374.79917205579,3006.82182269124,12773,1863,3032,2390,2822,959
"CYNHAS",12548.1570367602,1559.20476848718,3260.36530039589,4007.78217038969,4390.25354923797,2831.04878075078,8058,908,1866,1415,1893,985
"CYNPOR",17826.9897589668,2648.14072362748,5079.26900514167,5703.0747041499,6101.19416377797,3453.05344015048,12996,2110,3461,2730,3225,1115
"CYRRAC",8058.76850079838,1892.69093667995,3418.44067500532,4957.72801778,4757.70945429336,2865.01851761341,855,718,798,833,822,104
"DACEXC",12270.0092938915,2043.62382413144,4396.04267938202,7143.86053744773,6712.37987556646,4668.75605143502,11829,2070,4281,6833,6190,4120
"DAPAME",21462.1634539356,3314.47774364986,6968.82293991093,10469.8549968787,10220.6958359219,6906.21809227206,5550,1135,2215,3792,3410,2275
"DAPHEL",15172.121060333,2776.88231451856,4954.9996561869,5053.44031518628,5329.21473000199,2552.33241548343,9904,2025,3121,2471,2839,814
"DAPPHI",8615.70815464586,1952.03435022896,3574.18314831716,5695.05699466763,5324.71724212309,3372.68289189413,11597,2418,4691,8013,7351,4933
"DELREG",24537.7272515073,3909.66283586621,7721.75726834685,10405.5905920416,10513.0629958808,6603.40016001463,30227,3743,8180,12670,12476,8733
"DENARB",20570.2235268145,3686.43962589279,7240.1701513303,11376.3563301344,11049.8290612719,7363.38943537907,22628,4443,8598,13922,13373,8930
"DENLAU",16136.5603384818,2221.64076201711,4900.48735083081,7848.12518790131,7607.72007857356,5386.07931655645,12834,1899,4713,7615,7230,5331
"DIOSIN",17251.9284048378,3306.54021966457,5878.9344663918,6844.00460964441,7099.93834812939,3793.39812846482,8218,2857,4424,3815,4252,1395
"DITMYR",3787.32913978526,821.702668754646,1509.62278909028,1971.0943633478,1799.81193448536,978.109265730716,1906,798,1153,1473,1271,473
"DRYALB",24011.9134815335,4152.90079990774,7981.73627987504,10450.4836712256,10584.5946981981,6431.6938982904,12030,3257,5565,6022,6323,3066
"DRYGLA",10344.8255799495,2213.71566698584,4207.50195521553,6332.14677144971,6002.78109362599,3789.06542664015,3440,1500,2160,2591,2397,897
"DRYILI",11853.5394782261,2249.20538214967,3609.63774788007,3040.05489971722,3468.1729441653,1218.96756201563,13403,2722,4391,3686,4166,1444
"ELAXYL",18878.330126408,2885.84917689549,5462.05358809757,6509.40882452764,6885.56872786448,3999.71955096899,16056,2203,3837,3697,4135,1932
"ERIFRU",14926.7561990228,2298.00941856671,4215.60004632827,4655.94976902474,5016.48340390157,2718.47398533486,12258,1714,2858,2281,2690,976
"ERYARE",7333.00074481219,1065.81221032515,1981.36749232374,1995.23870183341,2269.64687141776,1203.83466109261,4761,683,1116,711,936,253
"ERYBER",22156.0105252387,2766.28147586901,6123.66160923243,9734.76786109991,9505.94380837958,6739.66233251058,34397,4277,9490,15132,14764,10487
"ERYBRE",21611.9403361464,2803.04723172728,5779.77432282362,7088.02546133939,7426.02572206501,4622.97849033773,16643,1841,3552,2722,3259,1418
"ERYPOE",22713.5053247162,3398.89801547164,6815.17326983856,11019.9388453704,10916.1371120964,7517.23909662478,24581,3730,7130,11896,11896,8166
"ERYROT",18900.1605349518,2470.95446571475,5152.07909213856,6239.61162324343,6651.03043693001,4180.07597121526,12104,1298,2547,2216,2754,1456
"ERYRUF",23806.0376417115,3930.84121639282,7498.59722243994,9577.27567584068,9787.78732603788,5856.94610964507,10371,1138,1712,1427,1658,520
"ERYURB",19309.4107422307,3391.9572198689,6250.71533871442,7637.0466067344,7874.36980131269,4482.41258144379,18030,3661,5722,4809,5468,1807
"EUGAXI",14789.4331777743,2062.54096857557,4093.98088001311,4709.07816389518,5140.79301884748,3078.2520502719,7156,889,1710,1351,1688,799
"EUGBIF",25394.0157688335,3698.74113223702,7806.04915819317,9955.42357236892,10126.3042613193,6427.56312908232,26923,3594,8414,9504,9856,6262
"EUGBOR",9286.85679457533,2017.47321865011,4053.42811219317,5077.14882894145,4871.8137144083,2854.34049575819,6049,1367,2846,3539,3166,1799
"EUGCON",9336.19418545812,2033.23050866276,3754.29252574593,4791.68877766281,4881.23299506307,2848.00248640031,559,334,414,433,442,108
"EUGCOR",22307.3915490136,2534.72095197905,5846.33709739894,9550.72544229683,9408.58273432683,6873.86178234778,13242,1065,2876,6063,6196,5131
"EUGDOM",23714.3153620437,3952.78081785887,7955.36664430052,10392.5863973945,10333.6041531935,6380.82333533466,21153,3457,7304,7911,7710,4253
"EUGEGG",18846.9129654821,2479.76014293823,5520.45330559276,8896.80017909966,8596.46201830916,6116.70187537093,9890,2088,4210,6877,6312,4224
"EUGFOE",11059.153981471,2055.53390046768,3281.11795686977,2728.88726427127,3138.51351579884,1082.97961533116,13728,2190,3623,2860,3402,1212
"EUGLIG",18006.8571107893,2538.54949816247,4953.81363606523,5883.94559521531,6288.17681778246,3749.62731961999,15039,1934,3339,2861,3417,1483
"EUGMON",25793.3380435294,3835.05093070713,8034.46632825199,10465.3640533796,10631.237171648,6796.18624094082,29160,4284,9789,10666,11160,6876
"EUGPAD",7632.47992655262,1891.29092278704,3314.67970092408,3969.38239781372,4063.69701840729,2172.40609562024,8218,2857,4424,3815,4252,1395
"EUGPSE",19408.1461259723,2927.7137711104,5931.07454808056,6690.58297338709,6877.16791049391,3949.45413938351,19863,2926,6110,6128,6277,3351
"EUGRHO",19678.8675499409,2905.28118850291,5955.39515574276,7814.36857397854,8112.92027975619,5207.63909125328,17257,1777,4524,6428,6966,5189
"EUGSTA",10717.2243102565,2227.96573636308,4353.06316033052,6785.01887261914,6389.81022251956,4161.84448615648,8069,1980,3513,5754,5181,3201
"EUGSTE",16472.5433085598,2323.01003683731,5436.47667630389,9295.87247576192,8927.95342584327,6604.94338900596,24585,3473,8192,14138,13548,10075
"EUGWOO",4783.69373783854,851.700629166044,1664.74571550673,2007.00340071193,2145.9534245414,1294.25279537536,2799,571,917,698,851,280
"EUPPET",13720.7012936591,1745.60240172051,3606.15291714305,4475.69993792914,4820.93108065279,3075.32867893227,7098,831,1567,1162,1548,717
"EXOCAR",14257.7603393552,1886.85327754017,4023.67982477287,5208.6977806286,5551.49923241735,3664.64595487718,7343,915,1857,1336,1799,884
"EXOPAN",15568.4906830743,2726.69148164115,5412.90634601694,6099.74418571098,6330.75363565589,3604.06215401474,12271,2489,4589,4061,4358,1869
"FAROCC",24827.5769873075,3869.79720248282,8072.56778994203,11234.2640869282,11143.6431139,7273.84591141716,20981,3371,7344,8111,8075,4704
"FICAME",20696.7689883895,3716.88790726662,7520.8399283886,10330.5598163903,10127.0340942442,6410.14618697762,16355,3168,6874,9468,8867,5699
"FICCIT",25304.1700635403,3947.24662236869,8015.52648226917,10354.052612856,10577.7362766266,6630.48965425789,33555,4591,10075,12385,12860,8269
"FICCRA",24404.2010683641,3878.48417569697,7707.98745387793,10247.0901503488,10392.7888850421,6514.3047093451,37211,5924,11766,15599,15827,9903
"FICTRI",27285.4573825002,4292.50062158704,8628.47628688812,12001.7388758361,12014.3883152008,7721.88769361377,33838,3943,9076,14699,14322,10379
"FORSEG",6964.56500864495,1054.34459479945,1915.5187874632,1810.11146752117,2076.12052053958,1021.77592574013,3128,493,742,449,613,120
"GARHES",4160.68629210527,885.077814702966,1643.8949634882,2036.60361032103,2086.5678190964,1201.49000439343,3322,556,1156,1699,1712,1156
"GARPOR",16450.0803911244,2620.4239620259,5833.52379057184,8677.80237418506,8491.27340514306,5870.84944311716,8813,1033,3142,4069,3698,2665
"GAUATT",21607.5193770253,2772.31466211053,5614.13119222317,7558.08870911878,7801.44470132608,5029.13003921555,13158,1003,1738,2530,2800,1797
"GENAME",21952.2361240974,2890.91359632462,6385.91987588257,8890.46394055709,8728.162060773,5837.24846444838,22010,2473,6454,8306,8035,5562
"GESPED",24886.2164252196,3943.5995226223,8049.24920050614,11777.0541072655,11749.8279991392,7806.2284765169,16273,3025,5753,9103,9155,6130
"GOEELE",4208.93359215919,766.471039991265,1742.40200267234,1767.18773647869,1756.15691615909,989.685876167825,9098,1654,3904,4043,4003,2349
"GOMLIN",15784.8639006177,2159.55663945992,5167.55137864314,8919.0028247023,8572.86139986943,6413.30476040952,9157,1526,3617,6120,5682,4156
"GONHIR",23335.613414757,4141.92716416344,8120.50559054315,11391.7260092944,11247.7353544943,7105.80819033086,25085,5035,9722,15086,14444,9409
"GONPOR",16360.5562970429,2084.30646393797,4701.58726769523,6998.9117352902,6718.38363130181,4634.07716736384,720,530,622,672,637,107
"GOSHIR",9339.4049248548,978.793239249706,1974.52957993969,2412.17926895204,2675.25480246877,1696.46156321907,7365,653,1250,1205,1515,862
"GUABLA",18205.5734069031,3183.93829061091,6202.81327547319,9522.38186717965,9414.94353645202,6231.00524584111,8721,2044,3583,6375,6114,4070
"GUACAR",18927.1631852426,3449.66097565927,7216.67410610896,9975.24548191577,9833.19669037312,6383.53571471386,1095,530,701,811,764,234
"GUAFRA",26218.9389900863,3920.55281232297,8237.72644583881,10617.4081022739,10710.1447680444,6789.59195572138,26532,3657,8645,9366,9559,5902
"GUAGLA",13258.6300389227,2730.29258096311,5295.12955163699,7854.96016162261,7557.46026914939,4827.16768818628,7358,1911,3220,5197,4659,2748
"GUAGUI",21154.9736409569,3266.86465916596,7058.66296474822,11349.8462061808,11121.8199999165,7854.95534075052,26712,4177,9483,15292,14940,10763
"GUAOBT",10246.9320248067,2347.91259530932,3691.46867878735,3207.4443570897,3600.19272755831,1252.280132249,8218,2857,4424,3815,4252,1395
"GUAOFF",5377.14525597038,679.873116174271,1366.45334987571,1181.35227444857,1420.10964783646,740.236531662187,5961,771,1481,1051,1335,564
"GUASAN",2574.18651040811,421.999348252274,766.00594970833,553.026689294591,686.314161519195,264.314813266921,1293,363,516,357,416,53
