"","sp","total_hab_raw","fcover_51_raw","fcover_77_raw","fcover_91_raw","fcover_00_raw","tot_change_raw","total_hab","fcover_51","fcover_77","fcover_91","fcover_00","tot_change","tpa2004","tpa2009","tpa2014","tpa2019","tpa_gs_2004","tpa_gs_2009","tpa_gs_2014","tpa_gs_2019","tpa_diam2_2004","tpa_diam2_2009","tpa_diam2_2014","tpa_diam2_2019","tpa_seedlings_2004","tpa_seedlings_2009","tpa_seedlings_2014","tpa_seedlings_2019","nPlots2004","nPlots2009","nPlots2014","nPlots2019","species","seedmass","ss.guanica","ss.swenson","ss","WD","THK","LA.wp","SLA.wp","MAXHT","ss.log","thk.log","la.log","sla.log","wd.z","ss.log.z","thk.log.z","la.log.z","sla.log.z","maxht.z","ss.log.z_pi","wd.z_pi","thk.log.z_pi","la.log.z_pi","sla.log.z_pi","maxht.z_pi","pca1","pca2","pca1_pi","pca2_pi"
"Coccoloba_uvifera","COCUVI",24412.3349382691,3882.66192545742,7702.63670899346,10254.8752053082,10391.094037246,6508.43211178854,37211,5928,11752,15603,15817,9889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coccoloba_uvifera",632,NA,NA,632,0.73846227,461.8555556,221.1803612,66.32024873,7,2.80071707828239,2.66450617206175,2.34474656295314,1.82164614633992,0.223721462555587,0.948912383509133,1.79802920936578,1.09843741016429,-1.24894719642626,-0.749064011241318,0.948912383509133,0.223721462555587,1.79802920936578,1.09843741016429,-1.24894719642626,-0.749064011241318,0.84960451540231,-1.90186682707337,-1.76628279136381,0.505113521631546
"Coccoloba_venosa","COCVEN",15383.2812792056,2355.76708200428,4723.41347234999,5280.03655741026,5604.59999588341,3248.83291387913,20754,3379,6352,6152,6756,3377,NA,0.703054254512936,0.703981244601093,0.416963713111572,NA,NA,NA,NA,NA,0.703054254512936,0.703981244601093,0.416963713111572,NA,8.78817821892529,6.82699093785734,NA,NA,1,1,1,"Coccoloba_venosa",14.2288557,NA,NA,14.2288557,NA,NA,NA,NA,NA,1.15316997505559,NA,NA,NA,NA,-0.573368480753944,NA,NA,NA,NA,-0.573368480753944,-0.118427878263755,2.21309524271562,0.721139066383306,-2.00805140652558,-0.469999531022059,NA,NA,-2.83057450421398,0.986434965592306
"Coffea_arabica","COFARA",25863.7726786584,4202.19714643806,8458.14283905923,11951.7219917849,11878.8279864714,7676.63084003329,23398,3408,7898,13538,12959,9551,11.4486258744615,12.8294086734094,5.2798593345082,2.70173102113932,NA,NA,NA,NA,1.13750119824926,1.11272541249493,0.351990622300547,0.385961574448474,3.61990492709522,4.56718972236039,0.703981249296475,7.33326995570931,13,13,7,4,"Coffea_arabica",188.3,NA,NA,188.3,0.666733771,221.0888889,64.53527408,174.0544276,7,2.27485032001666,2.34456691711209,1.80979715883476,2.24068507535251,-0.157367914907639,0.463028306694505,-0.280947558570306,0.24781401467942,0.663772223657699,-0.749064011241318,0.463028306694505,-0.157367914907639,-0.280947558570306,0.24781401467942,0.663772223657699,-0.749064011241318,-0.340424865674022,0.623812631833699,0.572217961619688,-0.0572055791180311
"Cojoba_arborea","COJARB",19067.0596484728,3430.27740237862,6099.46723120473,6940.40470290184,7272.28113385476,3842.00373147614,17914,3656,5711,4800,5449,1793,0.600134966498647,0.379761360504689,0.380263582887692,0.416963713111572,NA,NA,NA,NA,0.600134966498647,0.0282342332482215,0.0282729605871451,0.0310021386630984,6.69121980035065,0.351527127256468,22.0321723057356,7.17460587988645,1,2,2,2,"Cojoba_arborea",850,NA,NA,850,0.570324627,143.5555556,163.7024129,76.44635155,4.5,2.92941892571429,2.1570200043542,2.21405508076461,1.88335676326681,-0.669584135530385,1.06782877695074,-1.4996341326299,0.890624799318659,-0.967266695524924,-1.05502654731502,1.06782877695074,-0.669584135530385,-1.4996341326299,0.890624799318659,-0.967266695524924,-1.05502654731502,-0.55655097200279,0.291104951609042,0.667358041315174,0.22918379337209
"Colubrina_arborescens","COLARB",19873.9327788986,3443.3172250241,6395.3509769626,7827.01920113713,8158.20122447982,4714.88399945572,12921,2866,4597,3871,4465,1599,1.77314551046731,1.63868463192797,0.773565782660989,0.82874753127616,NA,NA,NA,NA,0.709258204186922,NA,NA,NA,0.354629102093461,NA,NA,17.266431266373,1,2,1,1,"Colubrina_arborescens",15.075,1.4,NA,1.4,0.870159995,247.4444444,59.44033843,85.89715348,13,0.146128035678238,2.39347770751671,1.77408127346219,1.93397877211516,0.923423878377407,-1.50384304553093,0.0368765139043182,0.191022162114549,-0.736200575639498,-0.0147539246644238,-1.50384304553093,0.923423878377407,0.0368765139043182,0.191022162114549,-0.736200575639498,-0.0147539246644238,1.14631060839787,0.0742118957256235,-0.912521659168561,-0.464388023533446
"Colubrina_elliptica","COLELL",4356.25555905331,575.080900176653,1068.42590796801,865.804965020937,1073.21169187039,498.130791693737,3888,561,885,551,725,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colubrina_elliptica",NA,NA,NA,NA,0.961254783,451.2666667,13.11389646,59.30892292,4,NA,2.65443325507366,1.11773175039743,1.77312003709778,1.40740523213562,NA,1.73257503305067,-0.852639641480365,-1.47044650138888,-1.11621905452976,-1.45773594217601,1.40740523213562,1.73257503305067,-0.852639641480365,-1.47044650138888,-1.11621905452976,NA,NA,-3.03853374362344,-1.01976369792561
"Colubrina_verrucosa","COLVER",14413.6187154513,2374.81513761636,4958.36134306365,7684.3128940172,7735.29662976437,5360.48149214801,5030,749,1661,1646,1964,1215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colubrina_verrucosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.152249612808,1.12318996580576,0.912118036468818,-0.361348424586561,-1.04173507251774,-0.402142783574476,NA,NA,-1.84484318831005,-0.770962024408862
"Comocladia_dodonaea","COMDOD",10741.8683592044,1555.44894469716,3145.00154152978,3753.12428705953,4020.97503670119,2465.52609200403,7766,1141,2232,2551,2781,1640,0.709258204186922,0.703054254512936,0.703981244601093,0.771923148896948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,"Comocladia_dodonaea",NA,NA,NA,NA,0.837742465,206.2888889,37.86846615,70.45138402,6.5,NA,2.31447583670136,1.57827771451925,1.84788952926006,0.751191411522142,NA,-0.476480479673833,-0.120325204335105,-1.12915825872939,-0.810256518456059,-0.110433342466647,0.751191411522142,-0.476480479673833,-0.120325204335105,-1.12915825872939,-0.810256518456059,NA,NA,-0.717767367589414,-0.924299572178451
"Comocladia_glabra","COMGLA",24755.8009038568,4192.83281028271,8277.95215561986,10775.9259528071,10789.2221933305,6596.38938304782,15209,3246,5957,5959,5941,2695,0.354629102093461,0.351527127256468,1.05597186690164,1.5438462977939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,"Comocladia_glabra",NA,NA,232,232,0.761581055,126.5111111,17.27466667,215.248,8,2.3654879848909,2.10212866999806,1.23740967603024,2.33293912485044,0.346550233632424,0.546774612065263,-1.85631999446755,-0.662339694078546,1.08486940542039,-0.626678996811836,0.546774612065263,0.346550233632424,-1.85631999446755,-0.662339694078546,1.08486940542039,-0.626678996811836,-0.330412055852981,1.95979422470118,1.69911351552173,-1.33587081321334
"Conocarpus_erectus","CONERE",18010.115175847,2598.04126364505,5133.91609757161,6551.48320791777,6839.00978946593,4240.96852582088,27098,3843,7706,8963,9769,5926,0.794729857025236,0.787756954257601,0.436809504061982,0.478967990437769,NA,NA,NA,NA,0.0854716528383138,0.0847026997446644,0.0848188817614354,0.478967990437769,11.7027604447735,1.40610851371507,0.703981244601093,11.9648088696851,1,1,1,1,"Conocarpus_erectus",3.194,NA,NA,3.194,NA,NA,NA,NA,NA,0.504334911802464,NA,NA,NA,NA,-1.17287134104771,NA,NA,NA,NA,-1.17287134104771,-0.684227314600774,1.63171946812676,-0.738141739950302,-1.52529972050775,1.04524837735694,NA,NA,-2.15817217526966,0.728326754552496
"Cordia_alliodora","CORALL",27075.6195043921,4331.29000639915,8582.3007029891,11769.4525144696,11835.8251721859,7504.53516578674,42833,6852,13577,18619,18724,11872,2.53141735501346,4.72480747263899,3.96169403770595,2.65730170433875,0.0854716528383138,0.404585776617211,0.344829745294389,0.562564226001614,1.3939161567642,1.50291929660525,2.55373154850377,1.8853785554418,11.3481313142965,2.1091627776064,2.95509405968366,3.0876926110334,11,20,26,24,"Cordia_alliodora",33,NA,NA,33,0.575902847,215.3777778,44.30237826,139.9719926,5,1.51851393987789,2.33320089173493,1.64642704083866,2.14604114513465,-0.639947374455085,-0.235802334430282,-0.354804399634051,-0.0119609162219863,0.231766338793149,-0.993834040100283,-0.235802334430282,-0.639947374455085,-0.354804399634051,-0.0119609162219863,0.231766338793149,-0.993834040100283,-0.0516873701773894,0.871937813629646,0.145410707417084,0.291459992290525
"Cordia_borinquensis","CORBOR",18554.5704939235,3100.72912298515,6561.34763073549,9887.51965121552,9548.14810137078,6447.41897838563,13893,2609,5667,9479,8819,6210,3.41958632640999,1.81410410277878,1.11251778807593,1.21988900067162,0.142452754730523,NA,NA,NA,1.29181171384922,0.759522721009379,0.0565459211742903,0.0620042773261967,6.02869477343346,4.21832554583441,0.351990622300547,10.0350010025913,8,6,4,4,"Cordia_borinquensis",61.56,NA,319,319,0.67017749,306.8888889,132.9286248,165.0167243,11,2.50379068305718,2.48698116481901,2.12361851182371,2.21752796180862,-0.139071634514704,0.674561884721771,0.644465337238216,0.746821552214775,0.558070682054245,-0.259523953523389,0.674561884721771,-0.139071634514704,0.644465337238216,0.746821552214775,0.558070682054245,-0.259523953523389,-0.459985305510677,-0.428872740420709,0.143315696237832,0.404960213496004
"Cordia_collococca","CORCOL",17612.3768781863,1874.95856299727,4644.22694872965,7379.69285032878,7545.10679549175,5670.14823249448,22735,1885,5355,9007,9194,7309,NA,0.351527127256468,0.351990622300547,0.385961574448474,NA,NA,NA,NA,NA,NA,0.351990622300547,NA,NA,0.409671157981994,NA,NA,NA,1,1,1,"Cordia_collococca",97.5,NA,NA,97.5,NA,NA,NA,NA,NA,1.98900461569854,NA,NA,NA,NA,0.198916012142773,NA,NA,NA,NA,0.198916012142773,-0.655387258436298,0.404800519385323,0.821004594829804,0.106087492655899,0.0569386988025371,NA,NA,0.0737380046726646,0.895087453951699
"Corchorus_hirsutus","CORHIR",17385.5388584531,2235.92797676573,4559.90535174805,5794.83440111351,6144.53449424828,3908.60651748255,24479,2679,5919,7937,8577,5898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corchorus_hirsutus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21520925137836,-1.17441444190506,-2.39559881154495,0.423085817030954,1.54026798436599,0.710468953463495,NA,NA,2.89234668835432,0.50641590405786
"Cordia_laevigata","CORLAE",27317.3544141948,4144.89901147038,8246.34259235114,11112.8054190502,11251.8500040174,7106.95099254698,31943,4373,9072,11438,12078,7705,2.30349294744462,NA,NA,0.155010693315492,NA,NA,NA,0.124008554652394,0.737748755133027,NA,NA,0.155010693315492,8.52453885253313,NA,NA,31.2628877156737,3,NA,NA,3,"Cordia_laevigata",47.6608,NA,NA,47.6608,0.480277102,188.3333333,48.5093526,135.3438543,4.5,1.67816132782726,2.27492719302291,1.68582547862269,2.13143854009031,-1.14800144138192,-0.088293250636,-0.733468986519665,0.0506865653279366,0.165112182536259,-1.05502654731502,-0.088293250636,-1.14800144138192,-0.733468986519665,0.0506865653279366,0.165112182536259,-1.05502654731502,-0.434519331008008,1.00954887271097,0.45493417661417,0.5993402034944
"Cornutia_obovata","COROBO",24273.3607904874,3861.80132406205,7660.1911902912,10192.8790263385,10329.1401744001,6467.33885033801,37211,5928,11752,15603,15817,9889,NA,NA,NA,0.0310021386630984,NA,NA,NA,0.0310021386630984,NA,NA,NA,0.0310021386630984,NA,NA,NA,NA,NA,NA,NA,1,"Cornutia_obovata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.529102542801926,-0.286299653534633,1.25435892226569,0.238825288314075,-0.257790759395136,0.718862114007141,NA,NA,-0.901639293448736,0.687786282721244
"Cordia_rickseckeri","CORRIC",19017.5660617153,2553.5339097523,5180.34170006033,6667.6116531849,7044.2080488416,4490.6741390893,17799,1998,3934,4951,5515,3517,0.709258204186922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Cordia_rickseckeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.165225263443,-0.257459191953223,0.191676633185677,-0.00276767822106462,-0.0056318576640492,-0.278615714104529,NA,NA,-0.23042798766756,0.152348260494824
"Cordia_sulcata","CORSUL",22261.9964008443,3375.0675374791,7030.84355348162,9960.85966568068,9811.54160228372,6436.47406480461,21285,2797,6518,9493,9060,6263,2.849816529091,6.5624338644174,6.76174310384543,6.54208552765846,0.284905509461046,0.141171166241107,0.169637763522871,0.188275697011512,2.14055832490408,4.0435999428966,5.63618669888389,4.16949169858841,2.56945798151167,0.703054259202135,1.40796248920219,113.766061633886,23,33,33,27,"Cordia_sulcata",81.4948,NA,62.4,62.4,0.559581852,392.1111111,521.5051323,100.6058064,25,1.79518458968242,2.59340914890834,2.71725858681548,2.00262304647249,-0.726659879398628,0.0198325030051976,1.33603819976423,1.69076902163496,-0.422871126869126,1.45386624848936,0.0198325030051976,-0.726659879398628,1.33603819976423,1.69076902163496,-0.422871126869126,1.45386624848936,-0.994937698462196,-2.25240269706337,-0.404558509670627,1.73667710233198
"Crescentia_cujete","CRECUJ",21465.4555234332,3020.09033604898,6035.02780750394,7807.60478045233,8141.11184095033,5121.02150490135,11757,1324,2288,2981,3299,1975,0.0343783944872623,0.0328874888192764,NA,0.03326500369602,NA,NA,NA,NA,0.0343783944872623,0.0328874888192764,NA,0.03326500369602,2.1277746267525,63.5669342447038,NA,3.28657795049766,1,1,NA,1,"Crescentia_cujete",26.5944,NA,NA,26.5944,NA,NA,NA,NA,NA,1.42479019658822,NA,NA,NA,NA,-0.322400077619254,NA,NA,NA,NA,-0.322400077619254,0.235022356928413,0.677512239813783,0.771768373637823,0.0705258371473989,0.40013599951528,NA,NA,-0.287212980847623,0.347111062608326
"Crescentia_linearifolia","CRELIN",7669.85509319267,920.828319963145,1703.69272257382,1687.32494782846,1915.39351118641,994.565191223267,7629,855,1568,1550,1811,956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crescentia_linearifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34863472713382,0.205855572954097,0.722679629283911,0.770750176169009,0.0266230161037801,0.38535951559072,NA,NA,-0.350928037081697,0.385287908423086
"NA.8","CREPOR",16193.1186418496,2087.59528220817,4417.79720821604,6711.36243872344,6627.66020898148,4540.06492677331,10487,1145,1722,1450,1675,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crescentia_portoricensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Critonia_portoricensis","CRIPOR",24238.7545570135,4043.72450947762,7891.73925008252,10479.895911213,10610.2195881531,6566.49507867545,27628,5189,10573,14722,14738,9549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Critonia_portoricensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.634217743661129,-1.8476905171513,0.562831520420124,0.931701757571737,1.4267439818974,-0.663738159155923,NA,NA,0.865665352486297,1.83041410553384
"Croton_astroites","CROAST",6014.57687654826,626.224954227967,1784.04177097045,2461.91140068489,2625.65099886973,1999.42604464176,1991,143,482,370,538,395,1.63935808428047,2.39988291716644,0.738773513631041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,"Croton_astroites",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.250400824767415,1.46978485048789,-0.0660486055879643,-1.02614867269283,-0.00157371495159814,-1.11250188262143,NA,NA,-0.686733536117231,-1.83778815225125
"Croton_betulinus","CROBET",17142.6013789418,2393.8819884354,4675.30054860876,5757.6485875909,6160.17621346831,3766.29422503291,12616,1402,2574,3275,3694,2292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Croton_betulinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.271380967090211,1.2702851671864,0.165736558289819,-0.996275003326683,-0.0453089809157345,-1.05204917551721,NA,NA,-0.831809640598127,-1.59788756631678
"Croton_discolor","CRODIS",10342.0076071867,1391.95409541996,2777.98947290448,3631.74192784377,3882.83878567489,2490.88469025493,5124,711,1236,909,1135,424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Croton_discolor",NA,NA,NA,NA,0.81185092,434.8666667,3.054220095,71.48320358,3,NA,2.6383561195001,0.484900330231805,1.85420400754289,0.61363112651449,NA,1.62810522875094,-1.85890529435634,-1.1003355780593,-1.23860406895925,-0.838524629660078,0.61363112651449,1.62810522875094,-1.85890529435634,-1.1003355780593,-1.23860406895925,NA,NA,-2.74583929041892,-1.05391758314089
"Croton_flavens","CROFLA",12245.9487648598,1775.09078010211,3650.55469338642,4192.46078264218,4534.87943580528,2759.78865570316,10877,1418,3060,2516,3145,1727,1.49213030034272,0.819342315963987,NA,NA,NA,NA,NA,NA,0.428242994062336,NA,NA,NA,3.90092014195038,NA,NA,NA,3,1,NA,NA,"Croton_flavens",NA,NA,NA,NA,0.961319898,239.5185185,20.85813246,181.4611097,5,NA,2.37933909675455,1.3192754211267,2.25878356241646,1.4077511843744,NA,-0.0549966865569334,-0.532164919545211,0.746383468782132,-0.993834040100283,0.212970572742011,1.4077511843744,-0.0549966865569334,-0.532164919545211,0.746383468782132,-0.993834040100283,NA,NA,0.0058361543426606,-1.6088573202747
"Croton_glabellus","CROGLA",7821.06590808532,1438.64789048559,2311.18630477111,1916.43723373837,2229.98600219097,791.33811170538,4817,739,1218,812,1050,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Croton_glabellus",NA,NA,NA,NA,1.013311549,218.4444444,9.737378722,127.4110407,3.5,NA,2.33934100396843,0.988442061623453,2.10520706306472,1.68397982695167,NA,-0.314905729844476,-1.05822325970563,0.0453775897561567,-1.17741156174451,-0.227878794364796,1.68397982695167,-0.314905729844476,-1.05822325970563,0.0453775897561567,-1.17741156174451,NA,NA,-0.530977240365563,-2.09535937642988
"Croton_impressus","CROIMP",8686.88708115387,1171.75429940192,2535.7937532588,5176.97334602775,5138.68348927589,3966.92918987398,6212,746,1590,3274,3415,2669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Croton_impressus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.137525129841418,1.14304798860445,0.506032311699021,-0.974411328146896,0.130814307552646,-1.0754215009313,NA,NA,-0.911382378660248,-1.42388161830646
"Croton_poecilanthus","CROPOE",13223.7405091561,2346.86286897492,4861.98680768535,7391.29163864162,7169.41576236486,4822.55289338995,925,592,789,853,809,217,1.26332116290312,1.13928408151407,0.732254205188238,0.0310021386630984,0.0854716528383138,NA,NA,NA,0.554062958716193,0.436229827001132,0.732254205188238,0.0310021386630984,117.154979713317,0.703054259202135,0.703981249296475,1.18629691453503,3,3,2,1,"Croton_poecilanthus",NA,NA,67.8571,67.8571,0.582214219,576.4666667,121.483871,142.2883871,13,1.83159529531927,2.76077419994505,2.08451862196169,2.15316945648489,-0.606415419096325,0.0534748312498541,2.42358231161293,0.68464879190985,0.264303792017704,-0.0147539246644238,0.0534748312498541,-0.606415419096325,2.42358231161293,0.68464879190985,0.264303792017704,-0.0147539246644238,0.0615055114332343,-1.51124979419438,-1.2879137844981,1.32726934669575
"Crossopetalum_rhacoma","CRORHA",14730.1378088596,2049.95284479663,4072.81191969443,5214.53147367846,5568.56607410473,3518.6132293081,11125,1126,2350,3158,3593,2467,3.90092012302807,4.56985265433408,4.5758780899071,6.56134676562406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,"Crossopetalum_rhacoma",19.8744,NA,NA,19.8744,0.939303595,427.4333333,3.262155752,52.73491254,4,1.29829402635379,2.63086838751398,0.51350469263906,1.72209823007673,1.29077983656589,-0.439278495828535,1.57944967741476,-1.8134214790848,-1.70333751551705,-1.11621905452976,-0.439278495828535,1.29077983656589,1.57944967741476,-1.8134214790848,-1.70333751551705,-1.11621905452976,3.48637659173266,-0.389281679745943,-3.03172974687739,-1.65450763802141
"Cassipourea_guianensis","CSSGUI",18462.8986702356,3590.73666352965,7138.96003420465,10251.7531843148,10071.2957620863,6480.55909855664,18270,3736,7692,11726,11136,7400,NA,0.0328874888192764,0.703981244601093,0.771923148896948,NA,NA,NA,NA,NA,0.0328874888192764,0.351990622300547,0.771923148896948,NA,102.204295238439,0.351990622300547,NA,NA,1,1,1,"Cassipourea_guianensis",NA,NA,206.5,206.5,0.765860106,206.6041667,28.68842327,165.102972,10,2.31492005599242,2.31513907592789,1.45770667986135,2.2177548910192,0.369284584754471,0.500051462021901,-0.472170727362387,-0.31204528497871,0.559106509224486,-0.381908967952871,0.500051462021901,0.369284584754471,-0.472170727362387,-0.31204528497871,0.559106509224486,-0.381908967952871,0.0981092507646021,0.692872054806978,0.553877437075919,-0.802184388469964
"Cupania_americana","CUPAME",25378.3359496798,3802.60746979527,7923.78529989161,10458.3302475568,10531.5107096527,6728.90323985741,30856,4381,9691,12801,12909,8528,3.85371716401348,5.18008244771806,4.1588975322994,4.69598768565406,0.0569811018922092,0.056468466496443,NA,0.0620042773261967,0.588441353203456,2.3097213989408,2.75093504309721,3.15214138786017,13.4759059599713,0.409671157981994,0.738773513631041,10.5061991149478,15,19,20,24,"Cupania_americana",197.64,NA,NA,197.64,0.5025,NA,315.41,135.16,17,2.29587484521738,NA,2.49887545841575,2.13084818310286,-1.02993246625602,0.482454295991309,NA,1.34351786710358,0.162417475203592,0.474786133053506,0.482454295991309,-1.02993246625602,0.0903292809166431,1.34351786710358,0.162417475203592,0.474786133053506,NA,NA,0.638487588793542,1.34837743469359
"Cyathea_arborea","CYAARB",10804.4540770808,1585.82302800163,4035.19275473773,6011.71939391676,5568.47901180618,3982.65598380455,12695,1791,4981,6501,5982,4191,2.84187178284383,6.81547468848218,6.05731249040536,2.81210403568992,NA,NA,NA,NA,2.84187178284383,6.81547468848218,6.05731249040536,2.81210403568992,1.77314551992846,4.92137980972575,0.351990622300547,7.33326995570931,8,15,18,9,"Cyathea_arborea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00707381221300053,-1.00418984705881,-0.0823319741896481,0.482627052994819,0.181322713571965,0.0532906669372636,NA,NA,0.374097991406975,0.9130527893312
"NA.9","CYABOR",21069.5514786392,3880.95571767166,7878.88370763883,11288.7436634228,11191.9641667269,7311.00844905525,32128,5991,12179,17499,17328,11337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyathea_borinquena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cynophalla_flexuosa","CYNFLE",18595.7529574616,2658.78665479574,5177.42282386286,6339.11313119832,6724.04629731666,4065.25964252092,10480,1210,2008,1984,2319,1109,NA,1.75763563628234,0.703981244601093,0.771923148896948,NA,NA,NA,NA,NA,0.703054254512936,0.351990622300547,0.385961574448474,NA,0.703054259202135,0.703981244601093,NA,NA,2,1,1,"Cynophalla_flexuosa",67.0056,NA,NA,67.0056,NA,NA,NA,NA,NA,1.82611110042421,NA,NA,NA,NA,0.0484076104533767,NA,NA,NA,NA,0.0484076104533767,0.216311805531997,2.10424069930822,-0.198496787367465,-2.62116511919961,-1.08567283119605,NA,NA,-3.36577866592274,0.0677436214947705
"Cynophalla_hastata","CYNHAS",12249.1463597304,1480.09211576721,3221.13287988567,3979.98081355288,4358.76617634305,2878.67406057584,7390,852,1847,1388,1844,992,NA,2.46068989079528,2.46393435610383,1.92980787224237,NA,NA,NA,NA,NA,0.703054254512936,1.05597186690164,1.15788472334542,NA,22.6721683350637,2.70748024963245,NA,NA,1,1,1,"Cynophalla_hastata",NA,463.2,NA,463.2,0.828205188,483.7111111,43.91378768,39.17742011,6,2.66576855071938,2.68458606347693,1.64260089776437,1.59303583367809,0.70052040898765,0.824224257283607,1.92850906486647,-0.0180448688134074,-2.2924478222276,-0.8714490256708,0.824224257283607,0.70052040898765,1.92850906486647,-0.0180448688134074,-2.2924478222276,-0.8714490256708,2.29291332695509,-1.98971360384902,-2.83856034919078,-0.403552644337122
"Cynometra_portoricensis","CYNPOR",18692.5768713573,2816.50389472715,5356.29095349961,6188.61098653078,6570.28418474819,3753.78029002104,13634,2208,3475,2711,3257,1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cynometra_portoricensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.945343617506039,0.566940203185743,-1.4711379189234,-0.0172975981914688,0.912105222230861,-0.173980184720278,NA,NA,1.63739066387998,-1.13504182710013
"Cyrilla_racemiflora","CYRRAC",9303.40846351907,2020.07791132573,3802.61303468235,5685.67175180372,5452.29542201385,3432.21751068812,5615,2017,2971,4111,3791,1774,0.142452754730523,0.0282342332482215,0.0282729605871451,0.0310021386630984,NA,NA,NA,NA,0.142452754730523,0.0282342332482215,0.0282729605871451,0.0310021386630984,0.7092582089175,0.761198285238462,1.05597187159702,10.1202375349718,2,1,1,1,"Cyrilla_racemiflora",NA,NA,NA,NA,0.580838172,317.7333333,21.0238919,77.74172343,13,NA,2.50206277890919,1.32271311484343,1.8906541641296,-0.613726277428801,NA,0.742466207188984,-0.526698640529946,-0.933957426671844,-0.0147539246644238,-0.44942082798765,-0.613726277428801,0.742466207188984,-0.526698640529946,-0.933957426671844,-0.0147539246644238,NA,NA,-1.24131503704953,0.368039379013118
