CODE;AI_51;AI_77;AI_91;AI_00
RAVURB;98.9630443889425;98.4153980426855;98.0908358897087;98.1604350911483
REYKRU;93.9382128649334;92.0851952265527;91.4619391250665;91.0243574324234
REYUNC;98.4551529474727;97.4259928363259;98.133350871852;97.5733569575504
REYVIV;98.9830806393774;98.5391760850815;98.8019385930222;98.6796005966222
RHIMAN;96.9191822831601;95.2044189653742;95.2541270675328;94.7325804357155
ROCACA;97.9335000069142;96.314718623828;97.1249360800725;96.3209190776227
RONINE;93.330502936353;91.3073596169478;90.906867058225;90.3343483221292
ROYBOR;91.8992423622277;86.5263191881528;84.1485445733768;83.3702419604334
SAMDOD;93.4302729672987;91.2113801444238;91.7340296835405;90.2517524736904
SAMSAM;97.3918068221;95.0817212571411;95.285954128054;94.5317979883822
SAMSPI;95.5327856438101;93.6718083171573;92.7615897384146;92.6963368924737
SAPLAU;92.4294449349352;89.4626090367373;87.8239667236448;87.0440779312466
SAPSAP;97.5386992540874;96.2639135560722;95.6986297332572;95.0084851333888
SAVSES;97.9303454580098;95.6185722355415;95.5583966151405;95.0822776374317
SCHFRU;91.3055338429744;87.8837348806621;87.4384765536906;85.8299936050299
SCHGLE;93.2219905345289;89.2911491351437;86.8382188117407;85.7419179630047
SCHMOR;93.941346016078;91.196218250724;88.9560756042662;88.1452098513889
SCHOBO;95.1811425214872;94.4190971300863;95.1770829818039;94.5695526448515
SENPOL;98.2117998121736;97.1886912695034;97.7889808463698;97.217953946477
SENSIA;87.5756599686912;82.8600688994568;82.1306241847266;80.0920139805771
SIDCUB;96.7614953085433;95.5765150093046;95.7457836735943;95.1091981833777
SIDFOE;93.9954069110472;92.3185821315035;93.0624831651632;92.1778943511926
SIDOBO;98.3943475583283;97.4845510153011;98.15672558412;97.6618211358326
SIDPOR;93.8451055342456;92.4739523441097;91.7649803221971;91.6927727713001
SIDSAL;94.0393091433164;92.4148067913777;93.1978203626453;92.4369644335902
SIMTUL;94.5774052554238;92.5792639159358;90.2571611519156;89.329707781395
SIPDEN;97.8758699836594;96.651204124658;95.3462238109001;95.4750915177665
SLOAMY;95.1811425214872;94.4190971300863;95.1770829818039;94.5695526448515
SLOBER;96.6297702393883;95.7920064308853;94.3940028045805;94.0782442364047
SOLENS;89.7286839309914;85.3878195858294;83.6154300555715;82.1237874781054
SOLRUG;93.9371964642927;90.140510894527;87.5666933215139;86.576257662918
SOLTOR;94.5509576577985;90.0545155462554;88.3886495443247;87.4588754438479
SPACAM;90.504200543524;86.7116378920785;84.4097656477266;83.5465481448538
SPOMOM;94.2423063107467;90.5969130832958;88.896472131077;88.1654691966477
STAMON;98.0216904347471;97.0076418276545;96.9386396918199;96.3049442178553
STEACU;98.0090573578572;96.7140336416035;96.5627879256335;95.9816320401488
STEAPE;88.4017635020437;83.9038703202839;82.8933716330125;81.1090809929722
STESIN;94.2146876374519;92.3040287107122;91.4979268305189;91.1083149953386
SWIMAC;87.6158726768754;82.957832269522;82.1291430548872;80.1813331219332
SWIMAH;97.4676649690355;96.4248713783072;96.2296185619578;95.3847418009631
SYMMAR;92.4785120946108;89.9637521644121;89.4521414590116;88.7603892432479
SYMMIC;98.6748159024677;97.5793746377075;97.5505914689604;97.5930867620427
SYZJAM;93.173388535819;89.1471090339345;86.2388009934331;85.3628030179432
SYZMAL;92.483168655344;88.1995168529675;86.0587888502644;84.8619734767358
TABCIT;92.7285056646756;88.3321926324955;85.9759689314291;84.8176872753445
TABHAE;92.4938837505118;89.4851935724893;88.4071942295404;86.7439876077291
TABHET;95.0055069079339;91.9621225869154;91.8638110650809;91.5897743629454
TABKAR;96.4466324672592;96.3474139567244;96.7264249506648;96.4109221765391
TABRIG;97.7434957387183;94.6610171779264;93.4148572812861;93.5974651615271
TABSCH;96.627732182537;95.8728600831192;94.8595828191194;94.4257320417352
TAMIND;96.1408444577733;92.9951397611282;92.6238971233091;91.5748272316656
TECGRA;88.1005842962496;83.582518196969;82.632692672862;80.8211076000477
TECSTA;94.3832561610343;90.199692950909;90.0919522253197;88.8635493285574
TERCAT;90.7791142226953;85.987185892922;85.1529547239184;83.971900940734
TERSTA;95.0672808354683;93.2999772505522;93.433232259885;92.818915794785
TETBAL;90.9325240885788;86.2389917347058;85.046279656937;83.221977378301
TETBIF;97.0388033571906;96.9584321769281;96.4274801170868;95.7152759446161
TETELA;94.4044475974951;90.5399245332096;90.4321883372239;90.2182497197984
TETURB;95.4138261892556;93.5062596359948;91.8188205732081;91.2016536236141
THEGRA;94.8159279154634;91.4467894137283;90.1413341632202;89.5384538402626
THEPOP;94.8582844886811;91.5652037107129;91.6162139086643;90.4363903162799
THOPOR;98.4180606403952;97.2798607653931;97.927349425418;97.3262434444517
THOSTR;95.5571721154712;94.9025287790454;95.6368674238889;95.0706329724569
THRMOR;95.8624159330304;93.8069597203112;93.7019353055028;92.3467364198454
TOUFIL;92.8423151459503;89.8311419197506;88.4521793914314;87.6807994208321
TRELAM;96.5326784061;96.0186159461834;94.7215244107104;93.9858769100896
TREMIC;91.2501792749543;86.62978068619;85.3333923739178;83.6972161494577
TRIHIR;91.1719284414702;87.5181479484146;87.4807362949404;85.4626058834789
TRIPAL;92.7362794037931;89.513221807428;87.3178574456741;86.7621735082629
TRITRI;98.7580211328475;98.0908247673376;98.4775012519076;98.1878853161968
TRORAC;93.8094903457323;90.7951602714475;90.4694595223683;90.2582912946238
TUROCC;93.8123867484376;91.895531724515;89.9295299100742;89.367368259853
UREBAC;91.8405886576406;91.2301458011542;90.8368567615289;89.3031395546866
VACFAR;97.2024210349773;93.8312842237131;93.9535080884738;93.148397801316
VARBEL;99.1414251454246;99.0908369204642;99.1425817360076;99.0957772087742
VARPOL;97.2938245071885;94.656752411905;95.0149307773248;94.7679352393684
VARRUP;98.9034627728677;98.4016900112004;98.6619339883487;98.5219445275586
VITDIV;93.4207157564571;89.4519692374359;87.174862154149;85.8974243388781
WALLAM;96.7777727098405;96.5725577977941;97.1196385073016;96.8300192741515
XYLBUX;93.971850050695;92.2746964090913;92.9879714643209;92.110812087046
XYLSCH;99.1414251454246;99.0908369204642;99.1425817360076;99.0957772087742
ZANFLA;95.5333650662174;94.857864814463;95.6016424354278;95.032810412948
ZANMAR;92.2500231770981;86.9861744148426;84.7804864988119;84.0433836906464
ZANMON;96.742335547781;92.8293174638257;91.4530638996178;90.8963094917559
ZANPUN;98.3708778494746;97.3165556578093;97.0368921317293;96.5807753868667
ZAPPOR;97.6186896347881;95.4335985057656;95.8204977373635;95.0427473067592
ZIZRET;98.6078487794135;97.8004412958492;98.3853838213991;97.8793325455574
