CODE;AI_51;AI_77;AI_91;AI_00
CLIHIR;90.4345431424904;85.5326656067767;84.5313111179484;82.575263974058
CLUCLU;97.5595359696376;96.3675257258323;95.0867372200561;95.2168942243878
CLUGUN;95.8367091944869;94.3344670653557;92.9886957925536;92.4353715014889
CLUMIN;92.4134341758559;89.8487566467618;89.2965636111814;88.5026829046938
CLUROS;94.7513565691784;93.9651403801428;93.9727036423841;93.6638415438476
COCCOS;96.0217172317551;95.7010317871498;96.215514069691;95.7832430728133
COCDIV;93.971850050695;92.2746964090913;92.9879714643209;92.110812087046
COCKRU;98.5550774948934;97.8533285152638;98.2394341652691;97.8566733948218
COCMIC;98.0694241749054;96.9028761863591;97.0727689204685;96.4983478486905
COCPUB;94.6039986358184;92.7686992663505;92.5858361059174;91.9257868618846
COCPYR;97.146116722693;97.0640035374105;96.7514623373724;96.4350829639468
COCRUG;96.639046159745;93.0533481927926;91.2135386078513;91.4140630879023
COCSIN;99.1414251454246;99.0908369204642;99.1425817360076;99.0957772087742
COCSWA;95.0988707185264;93.0927112934188;91.5776730701192;90.9565527397776
COCUVI;88.4017635020437;83.9038703202839;82.8933716330125;81.1090809929722
COCVEN;92.8630957776569;87.6077916004399;87.0898952114335;86.1610395660935
COFARA;93.2226837439434;90.1653397420081;88.5619609602316;87.0269006983841
COJARB;93.7412422057799;92.0898963479821;92.9378579971477;92.1332712892261
COLARB;95.8560830495501;94.8480121525971;95.1105217950747;94.3566785849079
COLELL;98.6822519406252;97.9058980267322;98.4952372364402;98.1115253370992
COLVER;97.7871373955467;96.0272148742505;96.2655706045177;95.6856857091962
COMDOD;98.2260312659928;97.0107035526428;97.6662051253809;97.0195956532857
COMGLA;96.5694358627323;96.5324767775453;96.9162448629392;96.6339038055444
CONERE;95.451101948898;93.0515135756329;93.1977226216651;92.0487685139123
CORALL;93.561052620954;90.0762514011926;88.4446899953485;87.0801063000436
CORBOR;95.229557728868;92.1596186071183;89.9240663038534;89.6908325547932
CORCOL;96.4097109978315;93.2987231664234;92.439758051788;91.483971471433
CORHIR;98.0601127192687;96.8810851452212;97.2672694084499;96.5740915533097
CORLAE;90.7179176991775;85.8198903850191;84.8069401055259;83.6800088419583
COROBO;88.4017635020437;83.9038703202839;82.8933716330125;81.1090809929722
CORRIC;94.078960075303;90.8433947116854;90.9281647192601;89.6827994632975
CORSUL;94.6303768853106;92.2146162917679;89.6798002659513;89.0415350840569
CRECUJ;93.35906136636;90.9250182877033;91.132268513779;89.8882452914123
CRELIN;97.9709299557009;96.4879327925702;96.4296788374911;95.7710654626489
CREPOR;96.7403419894581;95.2762707110359;95.7940136884376;95.2493055567117
CRIPOR;89.4195075025012;85.0496435383096;83.3486884239584;81.8194564494055
CROAST;97.8236744717945;96.1997218947959;96.1002510445537;95.5408895415622
CROBET;96.2575663290607;93.7068150156909;93.8570599737659;92.877139030444
CRODIS;98.4120809599907;97.3862912497467;97.8657894456045;97.3407610344412
CROFLA;97.3376351388949;95.3643017248253;96.1026113184824;95.2828706407778
CROGLA;98.4163316877231;97.3978461867747;98.1815498039639;97.5914164888357
CROIMP;97.1232771478569;96.0125686317809;95.1477723369667;94.5903218610973
CROPOE;99.2514497427933;99.1577160981986;99.1710441231432;99.1386737714052
CRORHA;98.5499499469221;97.7899902738256;98.3433673835409;98.0045033276027
CSSGUI;92.5159177386544;89.2976473881017;87.7376345026707;87.063723624918
CUPAME;91.5309856548333;87.9653270373072;86.2115831991357;85.5899616588037
CYAARB;94.6750010974058;92.297014821645;90.2238790013203;89.6062195985661
CYABOR;88.7039922854111;84.0669705682419;82.6318093620389;81.0084349986053
CYNFLE;95.9859599973483;94.3280281993332;95.1219787583285;94.3137548165972
CYNHAS;97.8106063328185;96.1653378769381;96.7923153387013;95.9635867173245
CYNPOR;95.3423529758156;93.88812144672;94.6441508270425;94.1287065672821
CYRRAC;99.0045685289945;98.983543890735;98.9944991558966;98.9919326555696
DACEXC;95.7515743606884;93.5044572447458;91.4924733606589;91.2696463591526
DAPAME;97.1173625446523;96.5594948959623;95.5897250892287;95.2253356641615
DAPHEL;95.8234681392692;95.1595707157645;95.8747986155164;95.6902555388901
DAPPHI;95.3828302595862;93.9622974576668;92.3456495451853;91.7004758852902
DELREG;90.9940331152031;86.4390686468064;85.1839807943508;83.4819277934129
DENARB;90.5909475262055;88.0534583779962;85.8101369065165;84.7180180096109
DENLAU;95.5041399701339;93.5371593530795;92.8032190320636;91.9581987612899
DIOSIN;95.1811425214872;94.4190971300863;95.1770829818039;94.5695526448515
DITMYR;98.9644006508899;98.5115008193852;98.1390281432081;98.1946628027338
DRYALB;94.1014982786037;92.3239327831955;91.7817287143092;91.3334933708811
DRYGLA;97.7794315210979;97.515340134877;97.2449193576922;97.2264364835879
DRYILI;94.8116239089623;93.8243333218912;94.3415771892941;93.9387411234864
ELAXYL;94.9919896760005;92.5077542085181;92.8386787906188;91.896764473307
ERIFRU;96.2399026246324;94.5179256074003;95.1030477826867;94.3388820736261
ERYARE;98.5226246092747;97.623730226452;98.2562039329739;97.7185473378811
ERYBER;90.2599407096142;85.5965197097123;84.7093981056392;82.8428266160164
ERYBRE;95.3831440234545;91.9974041356822;93.2223381933959;92.2106560508756
ERYPOE;91.1362555280058;88.6597056148964;87.6015715761233;86.2234932701169
ERYROT;96.9482158467146;94.8701330292087;95.2506515926392;94.2848087173774
ERYRUF;96.7662855981956;95.3256928368927;95.8805607597857;95.3210410669325
ERYURB;93.7176865742003;92.0451714208361;92.8633622523728;92.0661857941488
EUGAXI;97.8908801455286;96.4226614565801;96.8786685986086;96.1191938326165
EUGBIF;92.1579362440559;87.3275450880142;86.2459110949574;85.6720078107481
EUGBOR;97.5931782425863;95.9633503438424;95.103918070966;95.1906567977147
EUGCON;99.1414251454246;99.0908369204642;99.1425817360076;99.0957772087742
EUGCOR;96.1263211993487;94.1115375382565;93.6374704426616;92.1738569113141
EUGDOM;93.5283245953714;89.84168657867;89.1731183972298;89.0578519238608
EUGEGG;96.0469206223053;94.6085695788132;93.355690838617;92.7597719639659
EUGFOE;95.4802034648054;93.7043171649593;94.5038436368476;93.6752354844792
EUGLIG;95.6673872598593;93.4457285439133;94.0103714253125;92.9427198605493
EUGMON;91.2735417816767;86.3983433052296;85.7530963465203;84.9202103662699
EUGPAD;95.1811425214872;94.4190971300863;95.1770829818039;94.5695526448515
EUGPSE;93.9739732057585;90.3233919273881;90.2011256883593;89.8405085620752
EUGRHO;95.3183401551348;92.1289367739173;91.4632325491255;90.2371859726073
EUGSTA;96.4619824008201;95.554167177499;94.4558188121311;93.9629539387945
EUGSTE;92.483168655344;88.1995168529675;86.0587888502644;84.8619734767358
EUGWOO;98.6210925482659;97.880882713963;98.236255986475;97.8283445741333
EUPPET;98.0157267649698;96.6694479576381;97.2747548629148;96.5323837772085
EXOCAR;97.9360117986045;96.2956215437909;97.0847386547658;96.2639510970055
EXOPAN;95.2276013656862;93.3154150443979;93.6798513521238;93.4168048911551
FAROCC;93.1386142314876;89.2604165045218;88.2743171541978;88.1270118098945
FICAME;93.7457111436941;90.6590410048795;88.8703022063488;88.4255009827176
FICCIT;90.2425943484545;85.1353193754684;83.8111941721164;82.4073628045557
FICCRA;88.4017635020437;83.9038703202839;82.8933716330125;81.1090809929722
FICTRI;90.4984126028296;85.711528895334;84.6196152946796;82.7821586813389
FORSEG;98.7829090506112;98.0733407379812;98.669056116198;98.2447060819074
GARHES;98.3552170714171;97.336373829478;96.8451284613068;96.7304893338382
GARPOR;97.6387716349508;94.4074458125278;93.4668137177881;93.321573838381
GAUATT;96.3900305673264;94.5578604850928;94.7343001008285;93.639836757661
GENAME;94.0643686077041;89.8437118573429;88.2312377559221;87.9472432615018
GESPED;93.3113145304886;90.8125214816325;89.5255971506668;88.693760051881
GOEELE;95.9884369700447;93.2033291902196;93.162930995108;92.9727467408089
GOMLIN;96.3347423517385;94.9176397724027;93.9082474588302;93.3263131810387
GONHIR;90.4570649240565;87.4732910799039;85.5243779996465;84.4110364255191
GONPOR;99.2967476804139;99.2049129581331;99.212267115439;99.1941771492252
GOSHIR;98.0699830630964;96.7442737321783;96.9173439414226;96.130556913982
GUABLA;95.3401181788338;95.0936665725719;94.2472381131465;93.4482211745144
GUACAR;99.1145121624389;98.8251207453045;98.8200414013814;98.7922051100656
GUAFRA;92.2187619724199;87.4896586743078;86.6874711910571;86.1906308060233
GUAGLA;96.5893308372642;95.9192886434704;94.7443543612969;94.3495201496389
GUAGUI;90.5498621923234;86.3252973625047;84.0706299055186;82.7081239300757
GUAOBT;95.1811425214872;94.4190971300863;95.1770829818039;94.5695526448515
GUAOFF;98.2376190163242;96.9139878151331;97.5737805644132;96.9439071558889
GUASAN;98.9497617832807;98.5440910918432;98.8874574540625;98.7417759460997
GUAULM;95.2704348923773;91.8064720196347;90.1454031630905;88.9632940199632
GUEELL;98.0981940937207;96.7543244660375;97.5178902167274;96.846883884012
GUEKRU;98.6284556098062;97.6948078944903;98.3482077310771;97.8445976668458
GUEOVA;94.2452104384132;92.0801285933384;90.2549943610892;89.7024457789192
GUEPUN;96.5405371831622;95.25680167853;94.7113150689221;94.2551028286619
GUESCA;93.9609756751798;92.1108217854888;92.1066158507813;91.5786991587232
GUEVAL;96.1009821063453;92.8305903840884;90.9872174979077;90.966886863192
GYMLAT;94.0280495170971;92.3486170971676;93.3342016797952;92.3540278551316
GYMLUC;95.3440419147081;93.8996747065305;94.8805045957921;93.8780583189498
HAESAL;98.0848289451263;97.7683927267133;97.3504710592986;97.3955270884849
HAMAXI;92.7253179432955;90.119992259118;89.435065016378;88.7763603895463
HEDARB;98.4698015112909;97.5312869613195;96.9685978215606;97.1124577353165
HELJAM;94.9769747841346;92.7194721864244;92.9678706311641;92.0049360024698
HENFAS;92.7285056646756;88.3321926324955;85.9759689314291;84.8176872753445
HENMAC;96.0939178667544;94.7579610615186;93.5227508926225;92.9479182753091
HENSQU;97.3527955952556;97.1257102827367;96.5062526397142;96.339469128622
HIBELA;91.33304169396;86.7874435164372;85.4927671049679;83.8175975708193
HIBTIL;89.7522133704524;85.4113107702138;83.6553980445236;82.1696456710745
HIECLU;88.1005842962496;83.582518196969;82.632692672862;80.8211076000477
HIPMAN;96.1276236328331;93.977290737171;93.6051282065671;92.7563593293841
HIRRUG;95.8876241450136;93.9517888167657;92.1226504293879;91.827982187373
HIRTRI;90.4984126028296;85.711528895334;84.6196152946796;82.7821586813389
HOMRAC;96.0962705727955;92.2734661695037;90.2838653806006;90.4784717348528
HURCRE;94.1284512664228;92.4011678453441;91.0563405500753;89.6294914671427
HYMCOU;94.6338228792353;90.0991137260419;89.0182030157394;88.0381000275693
HYPTRI;98.8288649570495;98.298267203529;98.6226605256444;98.4442061029889
ILENIT;96.8916265400853;97.3056099679697;96.6342528711818;96.2886802016686
ILESID;92.4180609338436;88.0135409824675;85.9308270649947;84.6113560097528
ILEURB;95.2047200073345;94.4709496109838;95.2595924369901;94.6461580397456
INDSUF;95.7641696107946;93.4012241437895;93.6360989119901;92.7534558710665
INGLAU;93.8842328681469;90.4299243355502;87.7188818303424;86.8578227580378
INGVER;92.5652223125568;88.6273006123942;86.3091201101148;85.150890150475
IXOFER;94.0998275477585;90.6440072929938;90.1758259276895;89.9344399337886
JACARB;98.3855696003858;97.2703610863892;97.9498120340246;97.2961874395909
JACBER;98.3985762663429;97.4600098425671;97.8832830750128;97.3125556467774
JATGOS;97.6261253269731;96.415110106333;96.5890797643628;95.8244794902983
JATHER;91.6871975481235;87.7023722194536;86.9044911841698;85.8043279900362
KOAPOL;90.2599407096142;85.5965197097123;84.7093981056392;82.8428266160164
KRUFER;95.097812673853;92.5935611737753;93.495635478778;92.2805399346399
LAEPRO;92.7544083011114;88.352491985742;85.9923921108673;84.8423510296
LAGRAC;96.6939907494632;94.9721762898524;95.3655582869835;94.7273702318808
LANCAM;95.655806410719;92.5107849994166;93.0791122882113;92.1177982914177
LANINV;95.6877837856524;92.926746995209;92.7517740226535;91.5752270389566
LEULEU;95.4146095096802;92.5901632917425;92.683982048903;91.5916185964669
LICBRI;99.1414251454246;99.0908369204642;99.1425817360076;99.0957772087742
LICPAR;93.6469662661108;90.8159593268098;90.9145378940601;90.1811238914298
LONGLA;96.8626432445016;96.6194655884779;97.0989971413956;96.8307382529402
LONHEP;89.4195075025012;85.0496435383096;83.3486884239584;81.8194564494055
LONSER;93.7412422057799;92.0898963479821;92.9378579971477;92.1332712892261
LYOSTA;94.8605756462771;92.3035285546859;91.3408106163675;90.5428978184853
MACLUN;95.8349452003983;92.7449418896402;92.4606540534988;91.5346695401245
MACPOR;97.6952593936682;96.0149430127197;95.8010196195883;95.2520251331685
MAGPOR;97.8262003991601;97.9845944264889;97.5654661738366;97.4898934719196
MAGSPL;92.7285056646756;88.3321926324955;85.9759689314291;84.8176872753445
MALCOC;89.8522463922969;85.0489701834888;83.8241084691745;82.7086833413881
MALFUC;98.0236574428727;96.1620491139922;96.1279376804918;96.0483033973413
MAMAME;94.3435754813951;91.0428907251813;90.5332827092296;90.4358166425572
MANBID;96.5401827562406;94.4637149001892;94.1378327198244;94.0221081284399
MANIND;95.4859956715981;91.0760774931098;88.2470892438707;87.7336811255204
MANPLE;93.6753822504267;91.9521414682887;92.7303682061366;91.8141912200722
MARMIC;87.6158726768754;82.957832269522;82.1291430548872;80.1813331219332
MARNOB;94.1535620863054;90.7567419670769;90.1823648896179;90.0070022250399
MATDOM;96.5337201417245;95.6933514342836;94.5839846245993;94.1537700419645
MAYELO;90.2599407096142;85.5965197097123;84.7093981056392;82.8428266160164
MAYLAE;95.4964954546719;92.9257472538263;93.2543494548728;92.97276438293
MAYPON;95.1348836061253;94.323666581293;95.0108927385308;94.2748813424422
MECLAT;96.5063597370557;95.6318112870754;94.5543906921163;94.0700098385508
MELAZE;88.361932747245;83.7806936681602;82.8440556247123;80.9595358541972
MELBIJ;94.3778738708533;91.5340854856516;91.9860404283736;90.6740029333444
MELHER;94.5985153337392;92.4142552617535;90.7153404304258;89.9612039157115
MELOBT;92.5090729462257;88.2206461967204;86.0742709559384;84.8876800139867
MELTOM;97.9230159448073;96.2213501112339;97.048281150281;96.2065656950579
MICCAL;95.0034308234903;93.06555907637;92.0538124987238;91.3422598363714
MICFOV;98.8375407228377;97.4139769663772;97.0612787747313;97.2044239884361
MICGAR;98.286519024347;96.0111787421925;95.0924517059037;95.2608966119263
MICGUY;96.4418671733937;95.5365902599749;94.5786370443717;93.9881785502709
MICIMP;94.567222181529;89.9671273560023;88.2646242722197;88.0744964164662
MICLAE;88.4767151815667;84.5445144797096;83.157113704772;81.6644727958984
MICMIR;97.9124960724981;96.898635782397;96.2198615432358;96.3314794900734
MICPAC;99.2132937020521;99.1280075613183;99.1329664510594;99.0970660472436
MICPRA;92.8538424724481;88.479443447537;86.0035838599112;85.4207928526834
MICRAC;95.0619415353942;92.0563232932699;89.9627477784307;89.5367017428021
MICSER;94.2891365490281;93.1248324875187;91.3379059369312;90.402347023388
MICSIN;97.1189765941638;96.8974186283029;96.1145478731825;95.8151601835413
MICTET;94.3313980314871;91.0628873256174;88.7370435800211;88.1675913081669
MICTHO;96.6207113580145;93.5246765547943;93.2373991655415;93.0589064661772
MORCIT;96.63225986444;93.673375748358;93.5452791234135;93.1469841527842
MOSXER;98.6747379084773;97.9123115604574;98.4576195375968;98.0687443413719
MOUHEL;99.1414251454246;99.0908369204642;99.1425817360076;99.0957772087742
MUNCAL;96.2053035545955;93.731449810862;93.9310048246334;92.8436949914647
MYRAMA;95.6750225407292;92.455898605926;91.6194168570362;91.5435882335252
MYRBOR;97.6075909666079;95.5110165664235;95.6648437935982;95.0184313528556
MYRCER;90.2571059534977;87.6595149859233;86.1354182522642;85.0527082863048
MYRCIT;97.740985060362;96.4948661840656;96.1560549482132;95.70388107325
MYRCOR;95.6162773480796;94.1146355537229;92.6441004777342;92.0670641607783
MYRDEF;95.6663998084135;92.8253923013417;91.0830373733035;90.6898197211444
MYRFAL;96.8171946587314;95.925563118194;94.860208304062;94.5338085795843
MYRFLO;99.3598832688228;99.2322390982655;99.118669582934;98.9673240680249
MYRGUI;95.8226691439626;93.8258749174311;92.5856790682552;92.376077320756
MYRSPL;94.4065212179288;91.5206905170688;88.8939466718698;88.2125771437619
NECCOR;91.5910693180864;87.6564535427057;86.5226858024714;85.8812884926134
NECKRU;91.9077631236498;87.7601036549862;86.9230537352441;85.2503523180349
NECMEM;93.5666188616177;89.6664998247996;87.1611116113974;86.1015286843539
NECPAT;94.5617982393619;93.6040200264292;93.9143301036779;93.5173223073484
NECTUR;94.5267260855366;93.0412203203084;91.796866372014;91.7208941134305
NEEBUX;95.0822761352498;93.9683997840252;94.3962901746918;93.9591641615063
NEORES;94.6027913862345;93.5100326584489;93.1499589045487;93.0177945574626
OCHPYR;92.7544083011114;88.352491985742;85.9923921108673;84.8423510296
OCOCUN;99.1414251454246;99.0908369204642;99.1425817360076;99.0957772087742
OCOFLO;88.7039922854111;84.0669705682419;82.6318093620389;81.0084349986053
OCOLEU;93.0016365684928;90.1835193189026;87.651521498728;86.9588347369225
OCOSPA;98.5692618481326;98.5224441489616;98.4409049200462;98.4168052494148
OCOWRI;96.8086970155079;96.399719153835;95.3956791767339;94.4710726027875
ORMKRU;94.8166714786455;91.6767555424386;89.3531148786556;89.0447067277562
OSSKRU;95.2706814655955;94.1862389436158;93.5515340130712;92.0579885248815
OURLIT;97.3883940968233;94.9217225457991;94.1368754913803;94.2440126136462
OXALAN;95.1113065953741;94.2718176861384;94.9292967513008;94.1991796754148
PALALP;97.4741687863386;97.1787187876461;96.7632025980804;96.1674306437061
PALCRO;94.394916287277;91.7875065357686;89.7016037899723;89.1375585419224
PALRIP;92.954305212164;88.5007916851763;85.3821668231251;84.5015433323573
PARCRE;97.8758699836594;96.651204124658;95.3462238109001;95.4750915177665
PERAME;87.9514722569322;83.6824624593404;83.5421151026371;81.5398704915744
PETDOM;93.0065071134411;90.8437676418116;89.8435818010576;89.0036804114179
PHIMYR;98.5256903029695;98.0125102564623;97.9018485758332;97.5394068794616
PHLCOW;97.5040336145595;96.1800948542615;96.0372468212605;95.1633988652098
PHYCUN;98.0454853671091;96.5149595813876;96.8642342343732;96.1548916249591
PHYEPI;94.2305873603408;92.6648238000321;93.4394423111219;92.8780680428313
PHYJUG;97.1384224782739;94.6398833794364;95.5800235498463;95.0742505259722
PICACU;96.4871881077321;93.8013630559876;93.1812170425167;92.2771246589765
PICEXC;88.4017635020437;83.9038703202839;82.8933716330125;81.1090809929722
PICPEN;92.0757395338302;87.6539682683365;86.4376072448555;85.5787728887725
PILRAC;98.7524269643282;98.6536461667694;98.5663652253222;98.3509025540268
PIMRAC;94.8188499475852;93.3800335517659;92.5238324727587;92.2737568842722
PINCAR;92.483168655344;88.1995168529675;86.0587888502644;84.8619734767358
PINCOR;90.2955664221188;87.0653795602285;85.0819708706799;83.8948103817112
PIPADU;90.7374655909184;87.4762129060551;85.0552254917999;83.9361690088842
PIPAMA;88.2575686770225;83.7896782625606;82.4296739496114;80.8912291708166
PIPBLA;93.3604917141294;90.4144678381301;88.0221864753642;87.1328859722667
PIPGLA;93.2595294187589;90.6154872933873;88.7538695543596;87.5950446441789
PIPHIS;92.8483737603343;89.2606656165806;86.8018960558021;85.6282135462868
PIPJAC;91.4407693532183;87.2229957118384;86.8655305372863;85.4690239473354
PIPMAR;93.7192348325964;90.271102375177;89.4439392130749;89.1493190395301
PIPUMB;93.5666188616177;89.6664998247996;87.1611116113974;86.1015286843539
PISALB;97.7234933703844;96.2473042264086;96.4987913390973;95.7575000657812
PISCAR;98.5599386168765;97.7091290332032;97.9588478768638;97.3347504252177
PISSUB;88.7039922854111;84.0669705682419;82.6318093620389;81.0084349986053
PITDUL;98.3446570298066;97.4069855892659;97.920607748081;97.3290675642701
PITUNG;98.3154936702727;97.1268937697495;97.6725055163492;97.1990809997583
PLUALB;94.7200248580571;91.2106746277143;90.8904808718413;89.7171589517479
PLUCAR;88.8080011637246;84.5048075407814;83.6655167357023;81.8423229048387
PLUOBT;98.2764691615791;98.2215005476701;98.1184345066147;98.0509577966105
PODCOR;96.6508553555803;95.0578797043418;95.4934282912225;94.8137451839904
POIFLO;92.4620714863251;88.8139028777379;88.9565665969509;87.7140967313209
POIPUN;95.366501752222;93.9857261575631;93.6097831291274;92.0159532996677
POUDIC;94.8388198050458;93.8502180196708;94.4972061367463;94.1334344563406
POUMUL;88.1005842962496;83.582518196969;82.632692672862;80.8211076000477
PREMON;96.5242023780386;95.034859008314;93.6318882428949;93.5011743682721
PROJUL;98.0449318406983;96.5266180972773;97.3583787256506;96.6304036085112
PROPAL;96.2155344444488;93.5210160234175;93.8393911236996;92.9596348078838
PRUMYR;96.1670211715566;95.9775476654323;96.3399322757603;95.993788176275
PSESPU;96.7961705181169;96.5780330029933;97.1132700996395;96.8414615739734
PSIAMP;95.6249458186459;94.95027359717;94.7494836702039;94.4207998825456
PSIGUA;92.0196642864301;87.5278288069431;85.4433371610483;84.8076177150549
PSYBER;95.8245642597905;93.9850494686723;92.2730220240884;91.8395457449137
PSYBRA;94.5181137211269;91.9036247177271;89.3792296802629;88.7033193755244
PSYDOM;94.3636616733081;91.3737828389015;91.2745426713892;91.1979384898443
PSYGRA;93.2478989911516;89.3204396952166;86.8899546039116;85.7924793036594
PSYMAL;98.7674441211256;97.8907237773821;97.5270975789047;97.5856136933209
PSYMAR;96.5690645841884;94.7920946121451;95.2562716501828;94.6703599519689
PSYPUB;92.6729727417126;90.1166180033947;89.1568978858995;88.9890790056986
PTEIND;88.1005842962496;83.582518196969;82.632692672862;80.8211076000477
QUACYN;97.4940818265836;95.1440237743608;95.5044929849859;94.7459263297106
QUAIND;98.1214469755013;96.632552277675;97.3462174857564;96.6673939179436
QUATUR;93.2798503079924;90.0105464116613;88.9118776182975;88.4735549113242
RANACU;93.8511616853308;90.1835580164434;91.0307281682867;90.0472373121488
RAUNIT;94.2786769713705;89.8504303367866;89.5370855481666;88.7049809809216
