"","sp","total_hab_raw","fcover_51_raw","fcover_00_raw","tot_change_raw","total_hab","fcover_51","fcover_00","tot_change","species","seedmass","ss.guanica","ss.swenson","ss","WD","THK","LA.wp","SLA.wp","MAXHT","ss.log","thk.log","la.log","sla.log","wd.z","ss.log.z","thk.log.z","la.log.z","sla.log.z","maxht.z","ss.log.z_pi","wd.z_pi","thk.log.z_pi","la.log.z_pi","sla.log.z_pi","maxht.z_pi","pca1","pca2","pca1_pi","pca2_pi"
"Cornutia_obovata","COROBO",25312.0716855936,3853.97564894333,10696.2924627997,6842.31681385636,39906,6002,16614,10612,"Cornutia_obovata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.533674280565876,-0.287792137781526,1.26056826009773,0.209693533953795,-0.265011012100226,0.711380115747288,NA,NA,-0.961794918041537,0.668837129882514
"Cordia_rickseckeri","CORRIC",18932.8229272044,2377.94938862672,6827.48435830918,4449.53496968246,22956,2609,7041,4432,"Cordia_rickseckeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.160364661752436,-0.251792775615785,0.190679757158191,-0.0198454761424463,-1.69372294040068e-07,-0.274395806682892,NA,NA,-0.253917983623605,0.133359791446142
"Cordia_sulcata","CORSUL",23528.0951145776,3587.94660834968,11485.9179695286,7897.9713611789,15543,1908,8746,6838,"Cordia_sulcata",81.4948,NA,62.4,62.4,0.559581852,392.1111111,521.5051323,100.6058064,25,1.79518458968242,2.59340914890834,2.71725858681548,2.00262304647249,-0.729156362585753,0.0144071073886689,1.34226939572494,1.60281839937041,-0.431711175601855,1.44224527498885,0.0144071073886689,-0.729156362585753,1.34226939572494,1.60281839937041,-0.431711175601855,1.44224527498885,-0.874004812102033,-2.24254063725084,-0.519764770508347,1.72826832161444
"Crescentia_cujete","CRECUJ",21555.0885667689,3007.76709200628,7851.50253126398,4843.7354392577,23178,3407,7081,3674,"Crescentia_cujete",26.5944,NA,NA,26.5944,NA,NA,NA,NA,NA,1.42479019658822,NA,NA,NA,NA,-0.328877947849006,NA,NA,NA,NA,-0.328877947849006,0.228874913580669,0.686380163571845,0.713647696913126,0.0632948638036168,0.38755765213311,NA,NA,-0.349989092922237,0.339048701911123
"Crescentia_linearifolia","CRELIN",7742.14397902111,879.017643298965,1859.21605738019,980.198414081225,8361,887,1793,906,"Crescentia_linearifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.354910283638191,0.2003340633185,0.731214395307499,0.713653860865737,0.0191529069424663,0.373777556366895,NA,NA,-0.414177005448804,0.375149432604031
"NA.11","CREPOR",16431.4376822216,2015.77968539204,6546.83495039027,4531.05526499823,11237,1185,1774,589,"Crescentia_portoricensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Critonia_portoricensis","CRIPOR",25467.0157199837,4053.49563623592,10949.9915758222,6896.49593958631,29683,5519,15701,10182,"Critonia_portoricensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.635160767991485,-1.84965051725636,0.606341552913266,0.875700568392754,1.42337840086516,-0.659738441030678,NA,NA,0.739446893112705,1.82733277734505
"Croton_astroites","CROAST",9854.63197732808,1307.82610382541,3614.93771126438,2307.11160743897,5870,760,1977,1217,"Croton_astroites",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.259500817194986,1.47224383913401,-0.0626931823193258,-1.00250575585932,-0.0104897278865569,-1.10847667135809,NA,NA,-0.656508267393068,-1.85175666033732
"Croton_betulinus","CROBET",13792.5071978508,1877.9951303273,4519.74602185772,2641.75089153042,15637,1639,3661,2022,"Croton_betulinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.278724583552121,1.27226253312415,0.169512997733992,-0.973901795905982,-0.0541123603130955,-1.04841585987808,NA,NA,-0.809000797663682,-1.61652533775152
"Croton_discolor","CRODIS",8422.00416113733,1078.94122082775,2903.31509862485,1824.3738777971,5541,745,1162,417,"Croton_discolor",NA,NA,NA,NA,0.81185092,434.8666667,3.054220095,71.48320358,3,NA,2.6383561195001,0.484900330231805,1.85420400754289,0.614179089463395,NA,1.63492861403613,-1.80099838556245,-1.1089341719167,-1.23379110426944,-0.83346078796147,0.614179089463395,1.63492861403613,-1.80099838556245,-1.1089341719167,-1.23379110426944,NA,NA,-2.72479950848281,-1.12093577272478
"Croton_flavens","CROFLA",13270.7964571089,1839.59009793369,4858.61076790878,3019.02066997509,9826,1254,2446,1192,"Croton_flavens",NA,NA,NA,NA,0.961319898,239.5185185,20.85813246,181.4611097,5,NA,2.37933909675455,1.3192754211267,2.25878356241646,1.41010297629107,NA,-0.0515859253865161,-0.528774301035678,0.737126686415437,-0.990515069791414,0.205772324649702,1.41010297629107,-0.0515859253865161,-0.528774301035678,0.737126686415437,-0.990515069791414,NA,NA,0.0188291646310675,-1.60937732757532
"Croton_glabellus","CROGLA",8908.70982290572,1574.0039547896,2489.23072545696,915.226770667359,5478,782,1093,311,"Croton_glabellus",NA,NA,NA,NA,1.013311549,218.4444444,9.737378722,127.4110407,3.5,NA,2.33934100396843,0.988442061623453,2.10520706306472,1.68695906710148,NA,-0.312021955103521,-1.03321669453225,0.0363706526571089,-1.17297209564993,-0.238853594900308,1.68695906710148,-0.312021955103521,-1.03321669453225,0.0363706526571089,-1.17297209564993,NA,NA,-0.49275668113194,-2.10432370640046
"Croton_impressus","CROIMP",11524.4023456983,1606.52582760225,6605.03673036746,4998.51090276521,7389,997,4245,3248,"Croton_impressus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.140640271693833,1.14479619180158,0.510588126798311,-0.952848649002526,0.121766686011074,-1.07160354116637,NA,NA,-0.895718941312374,-1.44656320657387
"Croton_poecilanthus","CROPOE",8459.12650008779,1618.18708977802,4641.82145534456,3023.63436556654,928,621,822,201,"Croton_poecilanthus",NA,NA,67.8571,67.8571,0.582214219,576.4666667,121.483871,142.2883871,13,1.83159529531927,2.76077419994505,2.08451862196169,2.15316945648489,-0.608638769224337,0.0481528965497075,2.43201859047933,0.638040050503083,0.255218827505142,-0.0174109318793096,0.0481528965497075,-0.608638769224337,2.43201859047933,0.638040050503083,0.255218827505142,-0.0174109318793096,0.131282505626686,-1.49495669936142,-1.38284568701876,1.28376689582561
"Crossopetalum_rhacoma","CRORHA",8365.68282653083,1248.73683640985,2931.0017999438,1682.26496353395,3697,680,992,312,"Crossopetalum_rhacoma",19.8744,NA,NA,19.8744,0.939303595,427.4333333,3.262155752,52.73491254,4,1.29829402635379,2.63086838751398,0.51350469263906,1.72209823007673,1.2928659302377,-0.446115804565792,1.58617440966753,-1.75738351837123,-1.71172119365838,-1.11215308703043,-0.446115804565792,1.2928659302377,1.58617440966753,-1.75738351837123,-1.71172119365838,-1.11215308703043,3.45087961153387,-0.314196423218855,-3.00086648713186,-1.71642467835383
"Cassipourea_guianensis","CSSGUI",17082.5214006118,3317.89787645917,9261.37375217956,5943.47587572038,19612,3948,10648,6700,"Cassipourea_guianensis",NA,NA,206.5,206.5,0.765860106,206.6041667,28.68842327,165.102972,10,2.31492005599242,2.31513907592789,1.45770667986135,2.2177548910192,0.369277519070316,0.496102893252867,-0.469605820016246,-0.317699469901064,0.549916474175445,-0.382324983596349,0.496102893252867,0.369277519070316,-0.469605820016246,-0.317699469901064,0.549916474175445,-0.382324983596349,0.0579274973106077,0.675545300689228,0.543257350854829,-0.787212709441682
"Cupania_americana","CUPAME",26597.5666891448,3812.98051540926,11704.5644736178,7891.58395820856,28512,3912,12445,8533,"Cupania_americana",197.64,NA,NA,197.64,0.5025,NA,315.41,135.16,17,2.29587484521738,NA,2.49887545841575,2.13084818310286,-1.03311782749362,0.478451610310093,NA,1.26983593304768,0.153368823958657,0.469141137076742,0.478451610310093,-1.03311782749362,0.0986041989933178,1.26983593304768,0.153368823958657,0.469141137076742,NA,NA,0.54043496223902,1.3553084790792
"Cyathea_arborea","CYAARB",15831.674123182,2264.8372716764,8607.4846157711,6342.6473440947,15593,2566,9663,7097,"Cyathea_arborea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00112551521733727,-0.868279951244555,-0.0454136945717687,0.580377615349445,0.134048112080453,0.0602094365563594,NA,NA,0.278632365462054,0.880636214715016
"NA.12","CYABOR",21800.9861909747,3863.30801707879,11475.6706644706,7612.36264739186,34077,6037,18011,11974,"Cyathea_borinquena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cynophalla_flexuosa","CYNFLE",16495.4920766456,2381.21228278242,5570.02427766006,3188.81199487764,13972,1954,3005,1051,"Cynophalla_flexuosa",67.0056,NA,NA,67.0056,NA,NA,NA,NA,NA,1.82611110042421,NA,NA,NA,NA,0.043070092429053,NA,NA,NA,NA,0.043070092429053,0.219540264918179,2.11679896851227,-0.193540819213739,-2.64409495177127,-1.07141735902142,NA,NA,-3.41656910450585,-0.0114381955437951
"Cynophalla_hastata","CYNHAS",13097.643017268,1555.71099674044,4528.62000756535,2972.90901082491,8901,929,1992,1063,"Cynophalla_hastata",NA,463.2,NA,463.2,0.828205188,483.7111111,43.91378768,39.17742011,6,2.66576855071938,2.68458606347693,1.64260089776437,1.59303583367809,0.701265739328502,0.821272623513247,1.93594154302119,-0.0357796479014964,-2.30062153576427,-0.868877052552401,0.821272623513247,0.701265739328502,1.93594154302119,-0.0357796479014964,-2.30062153576427,-0.868877052552401,2.36435254828527,-1.9177733448033,-2.87721405125144,-0.469235678017728
"Cynometra_portoricensis","CYNPOR",18635.5046807369,2649.76551676445,6322.15832474778,3672.39280798333,14166,2170,3473,1303,"Cynometra_portoricensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.942827592503435,0.564107327823163,-1.47106804631753,-0.0434929672995977,0.909169928159135,-0.182248406255017,NA,NA,1.63473217279955,-1.09270634216693
"Cyrilla_racemiflora","CYRRAC",8378.75816872809,1916.81776306126,4904.94070129003,2988.12293822877,876,746,843,97,"Cyrilla_racemiflora",NA,NA,NA,NA,0.580838172,317.7333333,21.0238919,77.74172343,13,NA,2.50206277890919,1.32271311484343,1.8906541641296,-0.615966234035782,NA,0.747493888331437,-0.523532633601721,-0.94261531930976,-0.0174109318793096,-0.447210409322949,-0.615966234035782,0.747493888331437,-0.523532633601721,-0.94261531930976,-0.0174109318793096,NA,NA,-1.27688577529209,0.337786528803359
"Dacryodes_excelsa","DACEXC",12755.0400691567,2032.15464012139,6926.55933037493,4894.40469025355,12426,2067,6428,4361,"Dacryodes_excelsa",1988.07,NA,1255,1255,0.507989783,218.5299145,529.1321962,129.5060676,28,3.09864372581706,2.33951089582829,2.72356418792893,2.11229011639771,-1.00388467502502,1.22246546326725,-0.310915753322896,1.61243294526409,0.0686900008742974,1.80715932670589,1.22246546326725,-1.00388467502502,-0.310915753322896,1.61243294526409,0.0686900008742974,1.80715932670589,-2.14248940957406,-1.67816389199507,1.31440770611705,1.37633780846906
"Daphnopsis_americana","DAPAME",22367.2557757506,3298.44096208736,10583.6268666526,7285.18590456527,5757,1127,3482,2355,"Daphnopsis_americana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.890740084601748,-1.77091322084137,0.858456462595761,-0.219542952283097,0.0280760237715343,-0.968227574848055,NA,NA,-0.914391893645523,1.46783818104866
"Daphnopsis_helleriana","DAPHEL",15865.4803676619,2811.84288531961,5531.5143406745,2719.6714553549,10679,2132,3044,912,"Daphnopsis_helleriana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.890740084601748,-1.77091322084137,0.858456462595761,-0.219542952283097,0.0280760237715343,-0.968227574848055,NA,NA,-0.914391893645523,1.46783818104866
"Daphnopsis_philippiana","DAPPHI",8952.80364190473,1957.65278635325,5490.48340067035,3532.83061431709,12079,2405,7576,5171,"Daphnopsis_philippiana",NA,NA,NA,NA,0.356617351,335.4555556,32.65501234,125.916548,5,NA,2.52563498877842,1.51394985221231,2.10008280900243,-1.80994447451062,NA,0.90097752523445,-0.231941973978763,0.0129891329075493,-0.990515069791414,-0.908345993761409,-1.80994447451062,0.90097752523445,-0.231941973978763,0.0129891329075493,-0.990515069791414,NA,NA,-0.960688470984659,1.50349819970668
"Delonix_regia","DELREG",25599.1355108805,3915.36784478649,10891.2523313016,6975.88448651507,32476,3753,13193,9440,"Delonix_regia",408,NA,NA,408,NA,NA,NA,NA,NA,2.61066016308988,NA,NA,NA,NA,0.770197644398645,NA,NA,NA,NA,0.770197644398645,0.283275718948438,-1.68633997701855,0.632128971430667,0.642364970065757,-0.29712110134338,NA,NA,1.71018963415434,-0.544821874014373
"Dendropanax_arboreus","DENARB",21420.8536878549,3673.08611706458,11411.5862705805,7738.50015351595,23879,4458,13898,9440,"Dendropanax_arboreus",8,NA,5.6,5.6,0.46467937,217.5132275,70.2859667,214.652433,30,0.7481880270062,2.3374856725807,1.84686862241477,2.33173581539867,-1.23451308177756,-0.955959290032877,-0.324102409614566,0.2756801761364,1.07000138840005,2.05043536118391,-0.955959290032877,-1.23451308177756,-0.324102409614566,0.2756801761364,1.07000138840005,2.05043536118391,-1.74440493219579,-0.187542912593297,1.27115460068726,1.2665222500133
"Dendropanax_laurifolius","DENLAU",16825.2881115121,2198.59735000087,7880.25607289001,5681.65872288914,13428,1869,7486,5617,"Dendropanax_laurifolius",NA,NA,NA,NA,0.39725,NA,82.314,124.328,NA,NA,NA,1.91547370648399,2.09456894743554,-1.59357518934574,NA,NA,0.380286654956644,-0.0121701315542289,NA,-1.42947670554508,-1.59357518934574,0.600639391261149,0.380286654956644,-0.0121701315542289,1.86901035635777,NA,NA,-0.121819961871803,1.87820184011664
"Diospyros_sintenisii","DIOSIN",17998.9872513935,3355.00147715956,7329.16374661773,3974.16226945817,8602,2961,4331,1370,"Diospyros_sintenisii",NA,NA,NA,NA,0.738020991,242.5111111,40.8870516,103.924859,9,NA,2.38473164140786,1.61158579433968,2.01671944394983,0.221033937605254,NA,-0.0164739282448476,-0.0830703232722809,-0.367390556052628,-0.503963000835362,-0.160382517141798,0.221033937605254,-0.0164739282448476,-0.0830703232722809,-0.367390556052628,-0.503963000835362,NA,NA,-0.446359391252328,-0.345461254782419
"Ditta_myricoides","DITMYR",3949.95452542062,841.277064673253,1859.70134725259,1018.42428257933,1958,834,1294,460,"Ditta_myricoides",NA,NA,NA,NA,0.42522894,313.6888889,11.65797669,106.0222993,9,NA,2.49649913592797,1.06662318261711,2.02539721851401,-1.44458703827858,NA,0.711267833840772,-0.914009031013965,-0.32779463538046,-0.503963000835362,-1.01902382378604,-1.44458703827858,0.711267833840772,-0.914009031013965,-0.32779463538046,-0.503963000835362,NA,NA,-1.11231739363265,0.854583513699763
"Drypetes_alba","DRYALB",25036.3026922867,4177.31117014587,10930.768539153,6753.45736900717,12512,3344,6388,3044,"Drypetes_alba",NA,NA,NA,NA,0.726896355,199.7777778,39.34479947,131.0802932,14,NA,2.30054717800619,1.59488733616797,2.11753740414,0.161795133385539,NA,-0.564616749189388,-0.108531510803326,0.0926329124642451,0.104227085359703,0.434920730707119,0.161795133385539,-0.564616749189388,-0.108531510803326,0.0926329124642451,0.104227085359703,NA,NA,0.490293832384427,-0.498043134333132
"Drypetes_glauca","DRYGLA",10751.7571261215,2228.58003797149,6186.25448094012,3957.67444296862,3561,1545,2449,904,"Drypetes_glauca",NA,NA,364.8148,364.8148,0.694962363,217.3111111,56.79770966,139.6844093,17,2.5620724487023,2.33708193233089,1.75433082335048,2.14514793558569,-0.00825371136245807,0.725166087419405,-0.326731247650882,0.134581984227984,0.218617334478762,0.469141137076742,0.725166087419405,-0.00825371136245807,-0.326731247650882,0.134581984227984,0.218617334478762,0.469141137076742,-0.45815007897845,-0.227246369057431,0.61565520556246,-0.201817901032025
"Drypetes_ilicifolia","DRYILI",12403.3397415606,2293.58770353021,3610.6980213006,1317.11031777039,14232,2799,4333,1534,"Drypetes_ilicifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602722644690123,0.0502678665798096,-0.39582113742108,0.050385871516087,0.182232566460841,0.355382226202317,NA,NA,0.565516845720134,-0.296044261045854
"Elaeodendron_xylocarpum","ELAXYL",19718.2472016588,2909.10526077121,7126.72470787395,4217.61944710274,17453,2320,4362,2042,"Elaeodendron_xylocarpum",NA,NA,NA,NA,0.905063548,496.4305556,4.691587417,36.39572698,4.5,NA,2.69585850473658,0.671319812821424,1.56105039854083,1.11053731825373,NA,2.0093387887994,-1.5167528967366,-2.44656825781764,-1.05133407841092,-1.1991004205383,1.11053731825373,2.0093387887994,-1.5167528967366,-2.44656825781764,-1.05133407841092,NA,NA,-3.83313032046955,-1.2185894781528
"Erithalis_fruticosa","ERIFRU",15592.8528865296,2318.835262876,5197.18203680497,2878.34677392896,13395,1809,2842,1033,"Erithalis_fruticosa",NA,NA,NA,NA,1.023628308,502.6777778,13.86739497,48.60143284,3.5,NA,2.7012896865168,1.14199488526858,1.68664907307572,1.74189591776185,NA,2.04470236043455,-0.79908506402192,-1.87347257336142,-1.17297209564993,-0.940512728917361,1.74189591776185,2.04470236043455,-0.79908506402192,-1.87347257336142,-1.17297209564993,NA,NA,-3.40536167726013,-1.37138484751598
"Erythroxylum_areolatum","ERYARE",7638.20012830757,1073.35810891911,2329.01372496039,1255.65561604127,5274,726,987,261,"Erythroxylum_areolatum",NA,25,NA,25,0.930545126,213.4567901,14.26529182,116.1929091,8,1.39794000867204,2.32930997434755,1.15428066029169,2.06517962519108,1.24622699028897,-0.353762958026803,-0.37733610751588,-0.780352171523047,-0.146271019240864,-0.625601018074375,-0.353762958026803,1.24622699028897,-0.37733610751588,-0.780352171523047,-0.146271019240864,-0.625601018074375,1.35111140910872,0.902169031064868,-0.365748605991905,-1.58198452460799
"Erythrina_berteroana","ERYBER",23128.0286521642,2742.83176963497,9872.51959464513,7129.68782501016,36716,4267,15448,11181,"Erythrina_berteroana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.528237763662402,-1.74464376964413,-1.75294580416299,1.44127930389247,1.97498349300656,1.20163103637571,NA,NA,3.21542054498347,1.64223598882432
"Erythroxylum_brevipes","ERYBRE",22587.3241404863,2801.56848456804,7693.59227375779,4892.02378918976,18163,1873,3432,1559,"Erythroxylum_brevipes",NA,NA,NA,NA,0.849764475,137.1777778,3.84386116,253.7316667,6,NA,2.13728376326212,0.584767692593067,2.40437467224672,0.81606917035399,NA,-1.62765932377788,-1.64872434833311,1.40144609144021,-0.868877052552401,-0.131155430998083,0.81606917035399,-1.62765932377788,-1.64872434833311,1.40144609144021,-0.868877052552401,NA,NA,1.31347011653912,-2.03080146223835
"Erythrina_poeppigiana","ERYPOE",23700.5356511427,3361.15335841384,11315.925243984,7954.77188557014,26045,3707,12460,8753,"Erythrina_poeppigiana",245,NA,NA,245,0.324989708,124.2222222,502.1049163,379.2501888,24,2.38916608436453,2.09419929403339,2.70079447373744,2.57892580566121,-1.97836200759737,0.564914820285511,-1.90819140235461,1.57771453251625,2.19790753219369,1.32060725774983,0.564914820285511,-1.97836200759737,-1.90819140235461,1.57771453251625,2.19790753219369,1.32060725774983,-3.92336435519799,0.620468144229308,3.54328401188111,1.86814553262322
"NA.13","ERYROT",19738.8215736898,2463.70551725084,6861.23975173527,4397.53423448442,13499,1360,2927,1567,"Erythroxylum_rotundifolium",20.5465,NA,NA,20.5465,0.984493196,224.2222222,1.181258257,97.59893309,6,1.31273785248244,2.35067865241852,0.0723448572481165,1.98944507017019,1.53350103294183,-0.432729128787595,-0.238200131536619,-2.43004761613121,-0.491841120258347,-0.868877052552401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erythroxylum_rufum","ERYRUF",24845.7430203278,3951.48748293519,10144.4379616976,6192.95047876239,11126,1177,1751,574,"Erythroxylum_rufum",NA,NA,NA,NA,0.950822015,194.7111111,40.58090844,166.9023945,3,NA,2.28939073504203,1.6083217648773,2.22246256742027,1.35420163841732,NA,-0.637258705566849,-0.0880471939147077,0.571397186764655,-1.23379110426944,-0.0402668522841829,1.35420163841732,-0.637258705566849,-0.0880471939147077,0.571397186764655,-1.23379110426944,NA,NA,0.299217646780222,-1.44629851341898
"Erythroxylum_urbanii","ERYURB",20153.6701962017,3424.55494958535,8157.09268403798,4732.53773445264,19321,3799,5687,1888,"Erythroxylum_urbanii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.10209192147441,1.13003416606993,-0.804324872784163,-0.62351772358197,0.59779612327651,-0.89491851823933,NA,NA,0.417324985735727,-1.55875992178728
"Eugenia_axillaris","EUGAXI",15447.0976390846,2068.1530750066,5315.58546701904,3247.43239201244,7863,951,1758,807,"Eugenia_axillaris",158.9,42,NA,42,0.888336743,289.6222222,15.56126218,81.26648576,6,1.6232492903979,2.46183188144975,1.1920448198759,1.90991147978434,1.02146690492818,-0.144944167394754,0.485542018218114,-0.722770786508999,-0.854745884884487,-0.868877052552401,-0.144944167394754,1.02146690492818,0.485542018218114,-0.722770786508999,-0.854745884884487,-0.868877052552401,1.87286574390866,0.1181877112853,-1.37131569677569,-1.23516335684836
"Eugenia_biflora","EUGBIF",26505.6605933607,3692.37717431784,10456.2220498323,6763.84487551451,28792,3624,10272,6648,"Eugenia_biflora",97.92,NA,NA,97.92,0.805339482,250.6444444,7.268658704,100.5496554,18,1.99087140480149,2.3990580828044,0.8614542772697,2.00238058653759,0.579505613327113,0.195771513518722,0.0768085574286323,-1.22684294183819,-0.432817498919844,0.590779154315755,0.195771513518722,0.579505613327113,0.0768085574286323,-1.22684294183819,-0.432817498919844,0.590779154315755,1.05146630254029,-0.15877535447975,-0.464948759506361,-1.2029714474039
"Eugenia_borinquensis","EUGBOR",9652.6912517838,2047.22150180586,4996.0732149583,2948.85171315245,6364,1464,3246,1782,"Eugenia_borinquensis",NA,NA,NA,NA,0.4665,NA,103.554,55.611,NA,NA,NA,2.01516687912881,1.7451607046539,-1.22481820779458,NA,NA,0.5322950941894,-1.60648915437133,NA,1.76327900309077,-1.22481820779458,2.66470735669179,0.5322950941894,-1.60648915437133,0.194101169964601,NA,NA,-2.20220823639091,1.44618074279333
"Eugenia_confusa","EUGCON",9709.42124094255,2054.19835391641,5014.36421355791,2960.16585964151,547,351,445,94,"Eugenia_confusa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.801908021241025,0.747071001787323,0.492170060519338,-0.632851275878297,-0.698499751504093,-0.342888339215518,NA,NA,-0.90082572646196,-1.0980857692245
"NA.14","EUGCOR",23284.2135219174,2488.16810125392,9767.01044248883,7278.84234123491,14259,1053,6472,5419,"Eugenia_cordata",95.8015267,NA,NA,95.8015267,NA,NA,NA,NA,NA,1.9813724300817,NA,NA,NA,NA,0.186967773175511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eugenia_domingensis","EUGDOM",24737.1586891189,3967.1961678043,10679.3318694532,6712.13570164889,22649,3583,8071,4488,"Eugenia_domingensis",25.87,NA,1060.6667,1060.6667,0.564446579,247.4166667,42.17733333,95.314,20,3.02557893423938,2.39342895160693,1.62507911791944,1.9791566957715,-0.703251639920188,1.1547483177588,0.0401560953309225,-0.0624962056771968,-0.53878606605331,0.834055188793782,1.1547483177588,-0.703251639920188,0.0401560953309225,-0.0624962056771968,-0.53878606605331,0.834055188793782,-0.411162483648303,-1.06831107357353,0.113435007472553,0.265113355766027
"Eugenia_eggersii","EUGEGG",19658.5296558589,2449.8549710121,8918.58347592037,6468.72850490827,10308,2075,6501,4426,"Eugenia_eggersii",NA,NA,NA,NA,0.672226716,NA,36.84157895,185.5536842,7,NA,NA,1.56633823484125,2.26846958176131,-0.129321271814915,NA,NA,-0.152062117955675,0.781323139177781,-0.747239035313388,0.994966642564644,-0.129321271814915,-0.0981012244464017,-0.152062117955675,0.781323139177781,-0.747239035313388,NA,NA,0.534020100670711,-0.327006611160879
"Eugenia_foetida","EUGFOE",11564.3151588212,2103.293925473,3268.50464192638,1165.21071645338,14914,2295,3580,1285,"Eugenia_foetida",NA,NA,NA,NA,0.940811223,272.948718,4.792203905,86.0395185,14,NA,2.43608105882944,0.680535288707702,1.93469797129494,1.30089406526415,NA,0.317872973570387,-1.50270148209007,-0.741647308246322,0.104227085359703,0.517451581934901,1.30089406526415,0.317872973570387,-1.50270148209007,-0.741647308246322,0.104227085359703,NA,NA,-0.983958225018677,-1.95861092184653
"Eugenia_ligustrina","EUGLIG",18807.8287794192,2544.33045597305,6491.56415352807,3947.23369755503,16439,1982,3586,1604,"Eugenia_ligustrina",NA,46.4,NA,46.4,1.01784157,261.3111111,4.456037929,83.21975984,3,1.66651798055488,2.41715787657319,0.648948878818567,1.92022645814867,1.71108147678124,-0.104842332789436,0.194660137328908,-1.55086326429475,-0.807679547538603,-1.23379110426944,-0.104842332789436,1.71108147678124,0.194660137328908,-1.55086326429475,-0.807679547538603,-1.23379110426944,2.63314623964206,0.780717407396693,-1.44138591151954,-2.32115123285885
"Eugenia_monticola","EUGMON",26913.668880551,3827.37670216372,10973.911184769,7146.53448260529,31118,4325,11512,7187,"Eugenia_monticola",NA,NA,NA,NA,0.858228983,200.6720867,2.900834804,106.903796,19,NA,2.30248696673142,0.462522997415551,2.02899312665484,0.861142764872339,NA,-0.551986375116606,-1.83511850979311,-0.311386823396452,0.712417171554768,0.465573700593996,0.861142764872339,-0.551986375116606,-1.83511850979311,-0.311386823396452,0.712417171554768,NA,NA,-0.00906325122868415,-1.93591608694896
"Eugenia_padronii","EUGPAD",7934.02860103454,1926.427463145,4161.23151800223,2234.80405485723,8602,2961,4331,1370,"Eugenia_padronii",NA,NA,NA,NA,NA,387.0555556,32.65742622,112.8289778,5.5,NA,2.58777330548113,1.5139819543597,2.05242065356943,NA,NA,1.30557322888177,-0.231893025819215,-0.20448908246126,-0.929696061171907,0.442453908262399,-0.216399933104388,1.30557322888177,-0.231893025819215,-0.20448908246126,-0.929696061171907,NA,NA,-1.21091910623921,0.101435236945373
"Eugenia_pseudopsidium","EUGPSE",20282.5204306645,2945.55508389231,7107.42251436692,4161.86743047461,21286,2973,6538,3565,"Eugenia_pseudopsidium",NA,NA,NA,NA,0.911617723,215.4848485,27.34892411,105.6434169,9,NA,2.33341673879292,1.43694024612536,2.02384243945667,1.14543836936648,NA,-0.350596096864526,-0.349363355169153,-0.334888955215802,-0.503963000835362,0.914709222521229,1.14543836936648,-0.350596096864526,-0.349363355169153,-0.334888955215802,-0.503963000835362,NA,NA,-0.0942923637190942,-1.48729714099274
