CN,STATECD,SUBP,SUBPTYP,PLT_CN,CONDID,PREV_PLT_CN,PREVCOND,SUBPTYP_PROP_CHNG,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE
809323804290487,72,4,2,548974805126144,1,219013816020004,1,1.0,FSJMCHAN,2020-12-09 08:27:41,290487,,,
809323805290487,72,1,1,548974817126144,1,219013828020004,1,1.0,FSJMCHAN,2020-12-09 08:27:43,290487,,,
809323806290487,72,2,1,548974817126144,1,219013828020004,1,1.0,FSJMCHAN,2020-12-09 08:27:43,290487,,,
809323807290487,72,3,1,548974817126144,2,219013828020004,2,1.0,FSJMCHAN,2020-12-09 08:27:43,290487,,,
809323808290487,72,4,1,548974817126144,1,219013828020004,1,0.7747,FSJMCHAN,2020-12-09 08:27:43,290487,,,
809323809290487,72,4,1,548974817126144,2,219013828020004,1,0.2253,FSJMCHAN,2020-12-09 08:27:43,290487,,,
809323810290487,72,1,2,548974817126144,1,219013828020004,1,1.0,FSJMCHAN,2020-12-09 08:27:43,290487,,,
809323811290487,72,2,2,548974817126144,1,219013828020004,1,1.0,FSJMCHAN,2020-12-09 08:27:43,290487,,,
809323812290487,72,3,2,548974817126144,2,219013828020004,2,1.0,FSJMCHAN,2020-12-09 08:27:43,290487,,,
809323813290487,72,4,2,548974817126144,1,219013828020004,1,1.0,FSJMCHAN,2020-12-09 08:27:43,290487,,,
809323814290487,72,1,1,548974818126144,1,219013829020004,1,1.0,FSJMCHAN,2020-12-09 08:27:43,290487,,,
809323815290487,72,2,1,548974818126144,1,219013829020004,1,1.0,FSJMCHAN,2020-12-09 08:27:43,290487,,,
809323816290487,72,3,1,548974818126144,1,219013829020004,1,1.0,FSJMCHAN,2020-12-09 08:27:43,290487,,,
809323817290487,72,4,1,548974818126144,1,219013829020004,1,1.0,FSJMCHAN,2020-12-09 08:27:43,290487,,,
809323818290487,72,1,2,548974818126144,1,219013829020004,1,1.0,FSJMCHAN,2020-12-09 08:27:43,290487,,,
397987214489998,72,3,2,219013807020004,1,249605217010854,1,1.0,JTURNER02,2016-06-16 09:40:49,489998,,,
397987215489998,72,4,2,219013807020004,1,249605217010854,1,1.0,JTURNER02,2016-06-16 09:40:49,489998,,,
397987228489998,72,1,1,219013808020004,1,249605213010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987229489998,72,2,1,219013808020004,2,249605213010854,2,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987230489998,72,3,1,219013808020004,1,249605213010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987231489998,72,4,1,219013808020004,1,249605213010854,2,0.7619,JTURNER02,2016-06-16 09:40:53,489998,,,
397987232489998,72,4,1,219013808020004,2,249605213010854,2,0.2381,JTURNER02,2016-06-16 09:40:53,489998,,,
397987233489998,72,1,2,219013808020004,1,249605213010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987234489998,72,2,2,219013808020004,2,249605213010854,2,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987235489998,72,3,2,219013808020004,1,249605213010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987236489998,72,4,2,219013808020004,1,249605213010854,2,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987237489998,72,1,1,219013809020004,1,249605207010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987238489998,72,2,1,219013809020004,1,249605207010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987239489998,72,3,1,219013809020004,1,249605207010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987240489998,72,4,1,219013809020004,1,249605207010854,2,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987241489998,72,1,2,219013809020004,1,249605207010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987242489998,72,2,2,219013809020004,1,249605207010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987243489998,72,3,2,219013809020004,1,249605207010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987244489998,72,4,2,219013809020004,1,249605207010854,2,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987245489998,72,1,1,219013818020004,1,249604849010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987246489998,72,2,1,219013818020004,1,249604849010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987247489998,72,3,1,219013818020004,1,249604849010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987248489998,72,4,1,219013818020004,1,249604849010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987249489998,72,1,2,219013818020004,1,249604849010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987250489998,72,2,2,219013818020004,1,249604849010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987251489998,72,3,2,219013818020004,1,249604849010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987252489998,72,4,2,219013818020004,1,249604849010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987253489998,72,1,1,219013819020004,1,249604848010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987254489998,72,2,1,219013819020004,1,249604848010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987255489998,72,3,1,219013819020004,1,249604848010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987256489998,72,4,1,219013819020004,1,249604848010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987257489998,72,1,2,219013819020004,1,249604848010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987258489998,72,2,2,219013819020004,1,249604848010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987259489998,72,3,2,219013819020004,1,249604848010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987260489998,72,4,2,219013819020004,1,249604848010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987261489998,72,1,1,219013820020004,1,249604847010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987262489998,72,2,1,219013820020004,1,249604847010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987263489998,72,3,1,219013820020004,1,249604847010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987264489998,72,4,1,219013820020004,1,249604847010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987265489998,72,1,2,219013820020004,1,249604847010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987266489998,72,2,2,219013820020004,1,249604847010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987267489998,72,3,2,219013820020004,1,249604847010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987268489998,72,4,2,219013820020004,1,249604847010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987269489998,72,1,1,219013821020004,1,249604846010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987270489998,72,2,1,219013821020004,1,249604846010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987271489998,72,3,1,219013821020004,1,249604846010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987272489998,72,4,1,219013821020004,1,249604846010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987273489998,72,1,2,219013821020004,1,249604846010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987274489998,72,2,2,219013821020004,1,249604846010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987275489998,72,3,2,219013821020004,1,249604846010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987276489998,72,4,2,219013821020004,1,249604846010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987277489998,72,1,1,219013822020004,1,249604845010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987278489998,72,2,1,219013822020004,1,249604845010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987279489998,72,3,1,219013822020004,1,249604845010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987280489998,72,4,1,219013822020004,1,249604845010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987281489998,72,1,2,219013822020004,1,249604845010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987282489998,72,2,2,219013822020004,1,249604845010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987283489998,72,3,2,219013822020004,1,249604845010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987284489998,72,4,2,219013822020004,1,249604845010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987285489998,72,1,1,219013823020004,1,249604844010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987286489998,72,2,1,219013823020004,1,249604844010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987287489998,72,3,1,219013823020004,1,249604844010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987288489998,72,4,1,219013823020004,1,249604844010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987289489998,72,1,2,219013823020004,1,249604844010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987290489998,72,2,2,219013823020004,1,249604844010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987291489998,72,3,2,219013823020004,1,249604844010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987292489998,72,4,2,219013823020004,1,249604844010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987293489998,72,1,1,219013824020004,1,249604843010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987294489998,72,2,1,219013824020004,1,249604843010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987295489998,72,3,1,219013824020004,1,249604843010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987296489998,72,4,1,219013824020004,1,249604843010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987297489998,72,1,2,219013824020004,1,249604843010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987298489998,72,2,2,219013824020004,1,249604843010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987299489998,72,3,2,219013824020004,1,249604843010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987300489998,72,4,2,219013824020004,1,249604843010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987301489998,72,1,1,219013825020004,1,249604842010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987302489998,72,2,1,219013825020004,1,249604842010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987303489998,72,3,1,219013825020004,1,249604842010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987304489998,72,4,1,219013825020004,1,249604842010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987305489998,72,1,2,219013825020004,1,249604842010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987306489998,72,2,2,219013825020004,1,249604842010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987307489998,72,3,2,219013825020004,1,249604842010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987308489998,72,4,2,219013825020004,1,249604842010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987309489998,72,1,1,219013826020004,1,249604840010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987310489998,72,2,1,219013826020004,1,249604840010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987311489998,72,3,1,219013826020004,1,249604840010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987312489998,72,4,1,219013826020004,1,249604840010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987313489998,72,1,2,219013826020004,1,249604840010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987314489998,72,2,2,219013826020004,1,249604840010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987315489998,72,3,2,219013826020004,1,249604840010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987316489998,72,4,2,219013826020004,1,249604840010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987317489998,72,1,1,219013827020004,1,249604839010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987318489998,72,2,1,219013827020004,1,249604839010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987319489998,72,3,1,219013827020004,1,249604839010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987320489998,72,4,1,219013827020004,1,249604839010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987321489998,72,1,2,219013827020004,1,249604839010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987322489998,72,2,2,219013827020004,1,249604839010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987323489998,72,3,2,219013827020004,1,249604839010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987324489998,72,4,2,219013827020004,1,249604839010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987325489998,72,1,1,219013828020004,1,249605224010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987326489998,72,2,1,219013828020004,1,249605224010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987327489998,72,3,1,219013828020004,2,249605224010854,2,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987328489998,72,4,1,219013828020004,1,249605224010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987329489998,72,1,2,219013828020004,1,249605224010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987330489998,72,2,2,219013828020004,1,249605224010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987331489998,72,3,2,219013828020004,2,249605224010854,2,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987332489998,72,4,2,219013828020004,1,249605224010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987333489998,72,1,1,219013829020004,1,249605221010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987334489998,72,2,1,219013829020004,1,249605221010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987335489998,72,3,1,219013829020004,1,249605221010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987336489998,72,4,1,219013829020004,1,249605221010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987337489998,72,1,2,219013829020004,1,249605221010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987338489998,72,2,2,219013829020004,1,249605221010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987339489998,72,3,2,219013829020004,1,249605221010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987340489998,72,4,2,219013829020004,1,249605221010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987341489998,72,1,1,219013830020004,1,249605218010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987342489998,72,2,1,219013830020004,1,249605218010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987343489998,72,3,1,219013830020004,2,249605218010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987344489998,72,4,1,219013830020004,1,249605218010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987345489998,72,1,2,219013830020004,1,249605218010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987346489998,72,2,2,219013830020004,1,249605218010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987347489998,72,3,2,219013830020004,2,249605218010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987348489998,72,4,2,219013830020004,1,249605218010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987349489998,72,1,1,219013831020004,1,249605214010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987350489998,72,2,1,219013831020004,1,249605214010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987351489998,72,3,1,219013831020004,1,249605214010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987352489998,72,4,1,219013831020004,1,249605214010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987353489998,72,1,2,219013831020004,1,249605214010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987354489998,72,2,2,219013831020004,1,249605214010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987355489998,72,3,2,219013831020004,1,249605214010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987356489998,72,4,2,219013831020004,1,249605214010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987357489998,72,1,1,219013832020004,1,249605208010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987358489998,72,2,1,219013832020004,1,249605208010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987359489998,72,3,1,219013832020004,2,249605208010854,2,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987360489998,72,4,1,219013832020004,1,249605208010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987361489998,72,1,2,219013832020004,1,249605208010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987362489998,72,2,2,219013832020004,1,249605208010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987363489998,72,3,2,219013832020004,2,249605208010854,2,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987364489998,72,4,2,219013832020004,1,249605208010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987365489998,72,1,1,219013841020004,1,249604838010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987366489998,72,2,1,219013841020004,1,249604838010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987367489998,72,3,1,219013841020004,1,249604838010854,1,1.0,JTURNER02,2016-06-16 09:40:53,489998,,,
397987651489998,72,2,1,219013878020004,1,249604813010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987732489998,72,3,1,219013878020004,1,249604813010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987733489998,72,4,1,219013878020004,1,249604813010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987734489998,72,1,2,219013878020004,1,249604813010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987735489998,72,2,2,219013878020004,1,249604813010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987736489998,72,3,2,219013878020004,1,249604813010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987737489998,72,4,2,219013878020004,1,249604813010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987738489998,72,1,1,219013459020004,1,249604731010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987739489998,72,2,1,219013459020004,1,249604731010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987740489998,72,3,1,219013459020004,1,249604731010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987867489998,72,2,1,219013478020004,1,249604542010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987868489998,72,3,1,219013478020004,1,249604542010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987869489998,72,4,1,219013478020004,1,249604542010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987870489998,72,1,2,219013478020004,1,249604542010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987871489998,72,2,2,219013478020004,1,249604542010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987872489998,72,3,2,219013478020004,1,249604542010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987873489998,72,4,2,219013478020004,1,249604542010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987874489998,72,1,1,219013479020004,1,249604672010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987875489998,72,2,1,219013479020004,1,249604672010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987876489998,72,3,1,219013479020004,1,249604672010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987877489998,72,4,1,219013479020004,1,249604672010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987878489998,72,1,2,219013479020004,1,249604672010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987879489998,72,2,2,219013479020004,1,249604672010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987880489998,72,3,2,219013479020004,1,249604672010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987881489998,72,4,2,219013479020004,1,249604672010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987882489998,72,1,1,219013480020004,1,249604669010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987883489998,72,2,1,219013480020004,1,249604669010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987884489998,72,3,1,219013480020004,1,249604669010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987885489998,72,4,1,219013480020004,1,249604669010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987886489998,72,1,2,219013480020004,1,249604669010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987887489998,72,2,2,219013480020004,1,249604669010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987888489998,72,3,2,219013480020004,1,249604669010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987889489998,72,4,2,219013480020004,1,249604669010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987890489998,72,1,1,219013481020004,1,249604666010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987891489998,72,2,1,219013481020004,1,249604666010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987892489998,72,3,1,219013481020004,1,249604666010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987893489998,72,4,1,219013481020004,1,249604666010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987894489998,72,1,2,219013481020004,1,249604666010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987895489998,72,2,2,219013481020004,1,249604666010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987896489998,72,3,2,219013481020004,1,249604666010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987897489998,72,4,2,219013481020004,1,249604666010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987898489998,72,1,1,219013482020004,1,249604662010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987899489998,72,2,1,219013482020004,1,249604662010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987900489998,72,3,1,219013482020004,1,249604662010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987901489998,72,4,1,219013482020004,1,249604662010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987902489998,72,1,2,219013482020004,1,249604662010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987903489998,72,2,2,219013482020004,1,249604662010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987904489998,72,3,2,219013482020004,1,249604662010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987905489998,72,4,2,219013482020004,1,249604662010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987906489998,72,1,1,219013483020004,1,249604658010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987907489998,72,2,1,219013483020004,1,249604658010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987908489998,72,3,1,219013483020004,1,249604658010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987909489998,72,4,1,219013483020004,1,249604658010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987910489998,72,1,2,219013483020004,1,249604658010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987911489998,72,2,2,219013483020004,1,249604658010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987912489998,72,3,2,219013483020004,1,249604658010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987913489998,72,4,2,219013483020004,1,249604658010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987914489998,72,1,1,219013484020004,1,249604655010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987915489998,72,2,1,219013484020004,1,249604655010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987916489998,72,3,1,219013484020004,1,249604655010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987917489998,72,4,1,219013484020004,1,249604655010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987918489998,72,1,2,219013484020004,1,249604655010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987919489998,72,2,2,219013484020004,1,249604655010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987920489998,72,3,2,219013484020004,1,249604655010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987921489998,72,4,2,219013484020004,1,249604655010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987922489998,72,1,1,219013485020004,1,249604653010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987923489998,72,2,1,219013485020004,1,249604653010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987924489998,72,3,1,219013485020004,1,249604653010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987925489998,72,4,1,219013485020004,1,249604653010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987926489998,72,1,2,219013485020004,1,249604653010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987927489998,72,2,2,219013485020004,1,249604653010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987928489998,72,3,2,219013485020004,1,249604653010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987929489998,72,4,2,219013485020004,1,249604653010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987930489998,72,1,1,219013486020004,1,249604545010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987931489998,72,2,1,219013486020004,1,249604545010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987932489998,72,3,1,219013486020004,1,249604545010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987933489998,72,4,1,219013486020004,1,249604545010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987934489998,72,1,2,219013486020004,1,249604545010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987935489998,72,2,2,219013486020004,1,249604545010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987936489998,72,3,2,219013486020004,1,249604545010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
397987937489998,72,4,2,219013486020004,1,249604545010854,1,1.0,JTURNER02,2016-06-16 09:40:57,489998,,,
