CN,STATECD,SUBP,SUBPTYP,PLT_CN,CONDID,PREV_PLT_CN,PREVCOND,SUBPTYP_PROP_CHNG,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE
398005565489998,72,3,2,197190405020004,1,254320416010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005566489998,72,4,2,197190405020004,1,254320416010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005567489998,72,1,1,197190406020004,1,254320234010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005568489998,72,2,1,197190406020004,1,254320234010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005569489998,72,3,1,197190406020004,1,254320234010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005570489998,72,4,1,197190406020004,1,254320234010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005571489998,72,1,2,197190406020004,1,254320234010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005572489998,72,2,2,197190406020004,1,254320234010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005573489998,72,3,2,197190406020004,1,254320234010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005574489998,72,4,2,197190406020004,1,254320234010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005575489998,72,1,1,197190407020004,1,254320196010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005576489998,72,2,1,197190407020004,1,254320196010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005577489998,72,3,1,197190407020004,1,254320196010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005578489998,72,4,1,197190407020004,1,254320196010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005579489998,72,1,2,197190407020004,1,254320196010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005580489998,72,2,2,197190407020004,1,254320196010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005581489998,72,3,2,197190407020004,1,254320196010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005582489998,72,4,2,197190407020004,1,254320196010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005583489998,72,1,1,197190408020004,1,254320164010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005585489998,72,2,1,197190408020004,1,254320164010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005586489998,72,3,1,197190408020004,1,254320164010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005587489998,72,4,1,197190408020004,1,254320164010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005588489998,72,1,2,197190408020004,1,254320164010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005591489998,72,2,2,197190408020004,1,254320164010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005593489998,72,3,2,197190408020004,1,254320164010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005594489998,72,4,2,197190408020004,1,254320164010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005599489998,72,1,1,197190409020004,1,254320281010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005600489998,72,2,1,197190409020004,1,254320281010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005601489998,72,3,1,197190409020004,1,254320281010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005602489998,72,4,1,197190409020004,1,254320281010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005603489998,72,1,2,197190409020004,1,254320281010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005604489998,72,2,2,197190409020004,1,254320281010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005605489998,72,3,2,197190409020004,1,254320281010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005606489998,72,4,2,197190409020004,1,254320281010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005611489998,72,1,1,197190410020004,1,254320198010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005653489998,72,2,1,197190410020004,1,254320198010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005655489998,72,3,1,197190410020004,1,254320198010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005658489998,72,4,1,197190410020004,1,254320198010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005659489998,72,1,2,197190410020004,1,254320198010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005660489998,72,2,2,197190410020004,1,254320198010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005661489998,72,3,2,197190410020004,1,254320198010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005662489998,72,4,2,197190410020004,1,254320198010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005663489998,72,1,1,197190411020004,1,254320235010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005664489998,72,2,1,197190411020004,1,254320235010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005665489998,72,3,1,197190411020004,1,254320235010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005666489998,72,4,1,197190411020004,1,254320235010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005667489998,72,1,2,197190411020004,1,254320235010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005668489998,72,2,2,197190411020004,1,254320235010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005669489998,72,3,2,197190411020004,1,254320235010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005670489998,72,4,2,197190411020004,1,254320235010854,1,1.0,JTURNER02,2016-06-16 09:45:07,489998,,,
398005753489998,72,1,1,197190760020004,1,249604479010854,1,0.9538,JTURNER02,2016-06-16 09:45:10,489998,,,
398005754489998,72,1,1,197190760020004,1,249604479010854,2,0.0462,JTURNER02,2016-06-16 09:45:10,489998,,,
398005755489998,72,2,1,197190760020004,1,249604479010854,1,1.0,JTURNER02,2016-06-16 09:45:10,489998,,,
398005756489998,72,3,1,197190760020004,1,249604479010854,1,1.0,JTURNER02,2016-06-16 09:45:10,489998,,,
398005757489998,72,4,1,197190760020004,1,249604479010854,1,1.0,JTURNER02,2016-06-16 09:45:10,489998,,,
398005758489998,72,1,2,197190760020004,1,249604479010854,1,1.0,JTURNER02,2016-06-16 09:45:10,489998,,,
398005759489998,72,2,2,197190760020004,1,249604479010854,1,1.0,JTURNER02,2016-06-16 09:45:10,489998,,,
398005760489998,72,3,2,197190760020004,1,249604479010854,1,1.0,JTURNER02,2016-06-16 09:45:10,489998,,,
398005761489998,72,4,2,197190760020004,1,249604479010854,1,1.0,JTURNER02,2016-06-16 09:45:10,489998,,,
398005762489998,72,1,1,197190761020004,1,249605109010854,1,1.0,JTURNER02,2016-06-16 09:45:10,489998,,,
398005763489998,72,2,1,197190761020004,1,249605109010854,1,1.0,JTURNER02,2016-06-16 09:45:10,489998,,,
398005764489998,72,3,1,197190761020004,1,249605109010854,1,1.0,JTURNER02,2016-06-16 09:45:10,489998,,,
398005765489998,72,4,1,197190761020004,1,249605109010854,1,1.0,JTURNER02,2016-06-16 09:45:10,489998,,,
398005766489998,72,1,2,197190761020004,1,249605109010854,1,1.0,JTURNER02,2016-06-16 09:45:10,489998,,,
398005767489998,72,2,2,197190761020004,1,249605109010854,1,1.0,JTURNER02,2016-06-16 09:45:10,489998,,,
398005768489998,72,3,2,197190761020004,1,249605109010854,1,1.0,JTURNER02,2016-06-16 09:45:10,489998,,,
398005769489998,72,4,2,197190761020004,1,249605109010854,1,1.0,JTURNER02,2016-06-16 09:45:10,489998,,,
398005770489998,72,1,1,197190762020004,1,249604453010854,1,1.0,JTURNER02,2016-06-16 09:45:13,489998,,,
398005771489998,72,2,1,197190762020004,1,249604453010854,1,0.3114,JTURNER02,2016-06-16 09:45:13,489998,,,
398005812489998,72,2,1,197190762020004,1,249604453010854,2,0.6886,JTURNER02,2016-06-16 09:45:13,489998,,,
398005813489998,72,3,1,197190762020004,2,249604453010854,3,1.0,JTURNER02,2016-06-16 09:45:13,489998,,,
398005814489998,72,4,1,197190762020004,1,249604453010854,1,1.0,JTURNER02,2016-06-16 09:45:13,489998,,,
398005815489998,72,1,2,197190762020004,1,249604453010854,1,1.0,JTURNER02,2016-06-16 09:45:13,489998,,,
398005816489998,72,2,2,197190762020004,1,249604453010854,2,1.0,JTURNER02,2016-06-16 09:45:13,489998,,,
398005817489998,72,3,2,197190762020004,2,249604453010854,3,1.0,JTURNER02,2016-06-16 09:45:13,489998,,,
398005818489998,72,4,2,197190762020004,1,249604453010854,1,1.0,JTURNER02,2016-06-16 09:45:13,489998,,,
398005893489998,72,1,1,197190763020004,1,249604531010854,1,1.0,JTURNER02,2016-06-16 09:45:16,489998,,,
398005894489998,72,2,1,197190763020004,1,249604531010854,1,1.0,JTURNER02,2016-06-16 09:45:16,489998,,,
398005895489998,72,3,1,197190763020004,1,249604531010854,1,0.0074,JTURNER02,2016-06-16 09:45:16,489998,,,
398005896489998,72,3,1,197190763020004,1,249604531010854,2,0.9926,JTURNER02,2016-06-16 09:45:16,489998,,,
398005897489998,72,4,1,197190763020004,1,249604531010854,1,1.0,JTURNER02,2016-06-16 09:45:16,489998,,,
398005898489998,72,1,2,197190763020004,1,249604531010854,1,1.0,JTURNER02,2016-06-16 09:45:16,489998,,,
398005899489998,72,2,2,197190763020004,1,249604531010854,1,1.0,JTURNER02,2016-06-16 09:45:16,489998,,,
398005900489998,72,3,2,197190763020004,1,249604531010854,2,1.0,JTURNER02,2016-06-16 09:45:16,489998,,,
398005901489998,72,4,2,197190763020004,1,249604531010854,1,1.0,JTURNER02,2016-06-16 09:45:16,489998,,,
398005902489998,72,1,1,197190764020004,1,254320324010854,1,1.0,JTURNER02,2016-06-16 09:45:16,489998,,,
398005903489998,72,2,1,197190764020004,1,254320324010854,1,1.0,JTURNER02,2016-06-16 09:45:16,489998,,,
398005904489998,72,3,1,197190764020004,1,254320324010854,1,1.0,JTURNER02,2016-06-16 09:45:16,489998,,,
398005905489998,72,4,1,197190764020004,1,254320324010854,1,1.0,JTURNER02,2016-06-16 09:45:16,489998,,,
398005906489998,72,1,2,197190764020004,1,254320324010854,1,1.0,JTURNER02,2016-06-16 09:45:16,489998,,,
397934656489998,72,1,2,249604873010854,1,254553445010854,1,1.0,JTURNER02,2016-06-16 09:12:23,489998,,,
397934657489998,72,2,2,249604873010854,1,254553445010854,1,1.0,JTURNER02,2016-06-16 09:12:23,489998,,,
397934658489998,72,3,2,249604873010854,1,254553445010854,1,1.0,JTURNER02,2016-06-16 09:12:23,489998,,,
397934659489998,72,4,2,249604873010854,1,254553445010854,1,1.0,JTURNER02,2016-06-16 09:12:23,489998,,,
397934660489998,72,1,1,249604874010854,1,254553446010854,1,1.0,JTURNER02,2016-06-16 09:12:23,489998,,,
397934661489998,72,2,1,249604874010854,1,254553446010854,1,1.0,JTURNER02,2016-06-16 09:12:23,489998,,,
397934662489998,72,3,1,249604874010854,1,254553446010854,1,1.0,JTURNER02,2016-06-16 09:12:23,489998,,,
397934663489998,72,4,1,249604874010854,1,254553446010854,1,1.0,JTURNER02,2016-06-16 09:12:23,489998,,,
397934664489998,72,1,2,249604874010854,1,254553446010854,1,1.0,JTURNER02,2016-06-16 09:12:23,489998,,,
397934665489998,72,2,2,249604874010854,1,254553446010854,1,1.0,JTURNER02,2016-06-16 09:12:23,489998,,,
397934666489998,72,3,2,249604874010854,1,254553446010854,1,1.0,JTURNER02,2016-06-16 09:12:23,489998,,,
397934667489998,72,4,2,249604874010854,1,254553446010854,1,1.0,JTURNER02,2016-06-16 09:12:23,489998,,,
397934668489998,72,1,1,249604875010854,1,254553447010854,1,1.0,JTURNER02,2016-06-16 09:12:23,489998,,,
397934669489998,72,2,1,249604875010854,1,254553447010854,1,1.0,JTURNER02,2016-06-16 09:12:23,489998,,,
397934670489998,72,3,1,249604875010854,1,254553447010854,1,1.0,JTURNER02,2016-06-16 09:12:23,489998,,,
397934671489998,72,4,1,249604875010854,1,254553447010854,1,1.0,JTURNER02,2016-06-16 09:12:24,489998,,,
397934672489998,72,1,2,249604875010854,1,254553447010854,1,1.0,JTURNER02,2016-06-16 09:12:24,489998,,,
397934673489998,72,2,2,249604875010854,1,254553447010854,1,1.0,JTURNER02,2016-06-16 09:12:24,489998,,,
397934674489998,72,3,2,249604875010854,1,254553447010854,1,1.0,JTURNER02,2016-06-16 09:12:24,489998,,,
397934675489998,72,4,2,249604875010854,1,254553447010854,1,1.0,JTURNER02,2016-06-16 09:12:24,489998,,,
397934676489998,72,1,1,249604876010854,1,254553448010854,1,1.0,JTURNER02,2016-06-16 09:12:24,489998,,,
397934677489998,72,2,1,249604876010854,1,254553448010854,1,1.0,JTURNER02,2016-06-16 09:12:24,489998,,,
397934678489998,72,3,1,249604876010854,1,254553448010854,1,1.0,JTURNER02,2016-06-16 09:12:24,489998,,,
397934679489998,72,4,1,249604876010854,1,254553448010854,1,1.0,JTURNER02,2016-06-16 09:12:24,489998,,,
397934680489998,72,1,2,249604876010854,1,254553448010854,1,1.0,JTURNER02,2016-06-16 09:12:24,489998,,,
397934681489998,72,2,2,249604876010854,1,254553448010854,1,1.0,JTURNER02,2016-06-16 09:12:24,489998,,,
397934682489998,72,3,2,249604876010854,1,254553448010854,1,1.0,JTURNER02,2016-06-16 09:12:24,489998,,,
397934683489998,72,4,2,249604876010854,1,254553448010854,1,1.0,JTURNER02,2016-06-16 09:12:24,489998,,,
397934684489998,72,1,1,249604877010854,1,254553449010854,1,1.0,JTURNER02,2016-06-16 09:12:24,489998,,,
397934685489998,72,2,1,249604877010854,1,254553449010854,1,1.0,JTURNER02,2016-06-16 09:12:24,489998,,,
397934686489998,72,3,1,249604877010854,1,254553449010854,1,1.0,JTURNER02,2016-06-16 09:12:24,489998,,,
397934687489998,72,4,1,249604877010854,1,254553449010854,1,1.0,JTURNER02,2016-06-16 09:12:24,489998,,,
397934688489998,72,1,2,249604877010854,1,254553449010854,1,1.0,JTURNER02,2016-06-16 09:12:24,489998,,,
397934689489998,72,2,2,249604877010854,1,254553449010854,1,1.0,JTURNER02,2016-06-16 09:12:24,489998,,,
397934690489998,72,3,2,249604877010854,1,254553449010854,1,1.0,JTURNER02,2016-06-16 09:12:24,489998,,,
397934539489998,72,4,2,249604857010854,1,254553430010854,1,1.0,JTURNER02,2016-06-16 09:12:23,489998,,,
397998012489998,72,1,2,29590591020004,1,249604371010854,1,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998013489998,72,2,2,29590591020004,1,249604371010854,1,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998014489998,72,3,2,29590591020004,1,249604371010854,1,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998015489998,72,4,2,29590591020004,1,249604371010854,1,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998016489998,72,1,1,29590592020004,1,249604352010854,1,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998017489998,72,2,1,29590592020004,1,249604352010854,1,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998018489998,72,3,1,29590592020004,1,249604352010854,1,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998019489998,72,4,1,29590592020004,1,249604352010854,2,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998020489998,72,1,2,29590592020004,1,249604352010854,1,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998021489998,72,2,2,29590592020004,1,249604352010854,1,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998022489998,72,3,2,29590592020004,1,249604352010854,1,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998023489998,72,4,2,29590592020004,1,249604352010854,2,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998024489998,72,1,1,29590593020004,1,249604353010854,1,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998025489998,72,2,1,29590593020004,1,249604353010854,1,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998026489998,72,3,1,29590593020004,1,249604353010854,1,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998027489998,72,4,1,29590593020004,1,249604353010854,1,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998028489998,72,1,2,29590593020004,1,249604353010854,1,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998029489998,72,2,2,29590593020004,1,249604353010854,1,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998030489998,72,3,2,29590593020004,1,249604353010854,1,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998031489998,72,4,2,29590593020004,1,249604353010854,1,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998032489998,72,1,1,29590594020004,1,249604361010854,1,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998033489998,72,2,1,29590594020004,1,249604361010854,1,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998034489998,72,3,1,29590594020004,1,249604361010854,1,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998035489998,72,4,1,29590594020004,1,249604361010854,1,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998036489998,72,1,2,29590594020004,1,249604361010854,1,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998037489998,72,2,2,29590594020004,1,249604361010854,1,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998038489998,72,3,2,29590594020004,1,249604361010854,1,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998039489998,72,4,2,29590594020004,1,249604361010854,1,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998040489998,72,1,1,29590595020004,1,249604374010854,1,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998041489998,72,2,1,29590595020004,1,249604374010854,1,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998042489998,72,3,1,29590595020004,1,249604374010854,1,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998043489998,72,4,1,29590595020004,1,249604374010854,2,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998044489998,72,1,2,29590595020004,1,249604374010854,1,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998045489998,72,2,2,29590595020004,1,249604374010854,1,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998046489998,72,3,2,29590595020004,1,249604374010854,1,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998047489998,72,4,2,29590595020004,1,249604374010854,2,1.0,JTURNER02,2016-06-16 09:43:30,489998,,,
397998072489998,72,1,1,29590597020004,1,249604369010854,1,1.0,JTURNER02,2016-06-16 09:43:33,489998,,,
397998073489998,72,2,1,29590597020004,1,249604369010854,2,1.0,JTURNER02,2016-06-16 09:43:33,489998,,,
397998074489998,72,3,1,29590597020004,1,249604369010854,1,0.4332,JTURNER02,2016-06-16 09:43:33,489998,,,
397998075489998,72,3,1,29590597020004,1,249604369010854,2,0.5668,JTURNER02,2016-06-16 09:43:33,489998,,,
397998076489998,72,4,1,29590597020004,1,249604369010854,1,1.0,JTURNER02,2016-06-16 09:43:33,489998,,,
397998077489998,72,1,2,29590597020004,1,249604369010854,1,1.0,JTURNER02,2016-06-16 09:43:33,489998,,,
397998078489998,72,2,2,29590597020004,1,249604369010854,2,1.0,JTURNER02,2016-06-16 09:43:33,489998,,,
397998079489998,72,3,2,29590597020004,1,249604369010854,1,1.0,JTURNER02,2016-06-16 09:43:33,489998,,,
397998080489998,72,4,2,29590597020004,1,249604369010854,1,1.0,JTURNER02,2016-06-16 09:43:33,489998,,,
397998081489998,72,1,1,29590598020004,1,249604302010854,1,1.0,JTURNER02,2016-06-16 09:43:33,489998,,,
397998082489998,72,2,1,29590598020004,1,249604302010854,1,1.0,JTURNER02,2016-06-16 09:43:33,489998,,,
397998083489998,72,3,1,29590598020004,1,249604302010854,1,1.0,JTURNER02,2016-06-16 09:43:33,489998,,,
397998084489998,72,4,1,29590598020004,1,249604302010854,1,1.0,JTURNER02,2016-06-16 09:43:33,489998,,,
397998085489998,72,1,2,29590598020004,1,249604302010854,1,1.0,JTURNER02,2016-06-16 09:43:33,489998,,,
397998086489998,72,2,2,29590598020004,1,249604302010854,1,1.0,JTURNER02,2016-06-16 09:43:33,489998,,,
397998087489998,72,3,2,29590598020004,1,249604302010854,1,1.0,JTURNER02,2016-06-16 09:43:33,489998,,,
397998088489998,72,4,2,29590598020004,1,249604302010854,1,1.0,JTURNER02,2016-06-16 09:43:33,489998,,,
397998089489998,72,1,1,29590599020004,1,249604304010854,1,1.0,JTURNER02,2016-06-16 09:43:33,489998,,,
397998090489998,72,2,1,29590599020004,1,249604304010854,1,1.0,JTURNER02,2016-06-16 09:43:33,489998,,,
397998091489998,72,3,1,29590599020004,1,249604304010854,1,1.0,JTURNER02,2016-06-16 09:43:33,489998,,,
397998212489998,72,4,1,29590599020004,1,249604304010854,1,1.0,JTURNER02,2016-06-16 09:43:33,489998,,,
397998213489998,72,1,2,29590599020004,1,249604304010854,1,1.0,JTURNER02,2016-06-16 09:43:33,489998,,,
397998214489998,72,2,2,29590599020004,1,249604304010854,1,1.0,JTURNER02,2016-06-16 09:43:33,489998,,,
398006593489998,72,4,1,197190472020004,1,249604488010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006594489998,72,1,2,197190472020004,1,249604488010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006595489998,72,2,2,197190472020004,1,249604488010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006596489998,72,3,2,197190472020004,1,249604488010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006597489998,72,4,2,197190472020004,1,249604488010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006598489998,72,1,1,197190473020004,1,249604497010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006599489998,72,2,1,197190473020004,1,249604497010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006600489998,72,3,1,197190473020004,1,249604497010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006601489998,72,4,1,197190473020004,1,249604497010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006602489998,72,1,2,197190473020004,1,249604497010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006603489998,72,2,2,197190473020004,1,249604497010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006604489998,72,3,2,197190473020004,1,249604497010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006605489998,72,4,2,197190473020004,1,249604497010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006606489998,72,1,1,197190474020004,1,249604508010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006607489998,72,2,1,197190474020004,1,249604508010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006608489998,72,3,1,197190474020004,1,249604508010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006609489998,72,4,1,197190474020004,1,249604508010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006610489998,72,1,2,197190474020004,1,249604508010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006611489998,72,2,2,197190474020004,1,249604508010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006612489998,72,3,2,197190474020004,1,249604508010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006613489998,72,4,2,197190474020004,1,249604508010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006614489998,72,1,1,197190475020004,1,254320276010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006615489998,72,2,1,197190475020004,1,254320276010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006616489998,72,3,1,197190475020004,1,254320276010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006617489998,72,4,1,197190475020004,1,254320276010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006618489998,72,1,2,197190475020004,1,254320276010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006619489998,72,2,2,197190475020004,1,254320276010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006620489998,72,3,2,197190475020004,1,254320276010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006621489998,72,4,2,197190475020004,1,254320276010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006622489998,72,1,1,197190476020004,1,254320425010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006623489998,72,2,1,197190476020004,1,254320425010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006624489998,72,3,1,197190476020004,1,254320425010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006625489998,72,4,1,197190476020004,1,254320425010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006626489998,72,1,2,197190476020004,1,254320425010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006627489998,72,2,2,197190476020004,1,254320425010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006628489998,72,3,2,197190476020004,1,254320425010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006629489998,72,4,2,197190476020004,1,254320425010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006630489998,72,1,1,197190477020004,1,254320374010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006631489998,72,2,1,197190477020004,1,254320374010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006632489998,72,3,1,197190477020004,1,254320374010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006633489998,72,4,1,197190477020004,1,254320374010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006634489998,72,1,2,197190477020004,1,254320374010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006635489998,72,2,2,197190477020004,1,254320374010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006636489998,72,3,2,197190477020004,1,254320374010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006637489998,72,4,2,197190477020004,1,254320374010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006638489998,72,1,1,197190478020004,1,249604484010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006639489998,72,2,1,197190478020004,1,249604484010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006640489998,72,3,1,197190478020004,1,249604484010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006642489998,72,4,1,197190478020004,1,249604484010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006644489998,72,1,2,197190478020004,1,249604484010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006646489998,72,2,2,197190478020004,1,249604484010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006648489998,72,3,2,197190478020004,1,249604484010854,1,1.0,JTURNER02,2016-06-16 09:45:18,489998,,,
398006493489998,72,4,2,197190459020004,1,249604507010854,1,1.0,JTURNER02,2016-06-16 09:45:17,489998,,,
